robot,uid,site_id,family,method,repeat,frame,previous_q,target_position,target_rotation,q,failure_kind,position_error,orientation_error,velocity_utilization,demand,demand_met,native_return_code
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik,0,115,"[-2.1942671106682314,0.05367515548523844,2.497930758625487,-0.5623484389708613,-2.896055303044,2.0637285068576774,-1.7516155782849747]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.1942671106682314,0.05367515548523844,2.497930758625487,-0.5623484389708613,-2.896055303044,2.0637285068576774,-1.7516155782849747]",position_tolerance,0.00280165395908908,0.005335670686124753,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik,1,112,"[-2.155086140667211,0.043336885749077625,2.4057091928855647,-0.5419392104738048,-2.85458548383205,2.086020034811691,-1.7359061164053324]","[0.21099924818866234,0.017992557794831096,1.1614408546079218]","[[0.34156137241689644,0.8469392471770006,-0.40746747166361774],[-0.9063431108539755,0.18207095540760465,-0.3813034652406142],[-0.24875287793355155,0.4995438707343101,0.829805957397004]]","[-2.155086140667211,0.043336885749077625,2.4057091928855647,-0.5419392104738048,-2.85458548383205,2.086020034811691,-1.7359061164053324]",position_tolerance,0.0033441605364870467,0.002986582863748648,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik,2,113,"[-2.14076279100196,0.050361621968839254,2.420562281069193,-0.5523494311829683,-2.8817467502813665,2.0748342057703533,-1.744182730514955]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]","[-2.14076279100196,0.050361621968839254,2.420562281069193,-0.5523494311829683,-2.8817467502813665,2.0748342057703533,-1.744182730514955]",position_tolerance,0.0028893855979944,0.0023742801797405288,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,pink_qp,0,122,"[-2.580960908165891,0.045225535505242616,2.8972999999999995,-0.5738462902928353,-2.8972999999999995,2.0299278701804253,-1.7646994928786397]","[0.20345807338386102,0.045433628449392,1.1610273074352238]","[[0.34441197335250046,0.8332610360490273,-0.43250021781952736],[-0.9093383559548955,0.18154820955192075,-0.3743581199837129],[-0.2334183947350436,0.5222224558662657,0.8202435977124855]]","[-2.578042024040462,0.036008619969428904,2.8972999999999995,-0.5589157909530367,-2.8972999999999995,2.0324139277175353,-1.7685271154541125]",position_tolerance,0.0012992839328331773,0.004631253155571994,0.3424426454082252,,,1
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_20ms,0,119,"[-2.4144764979758033,0.04728393365844389,2.7243399654453078,-0.5697900754217603,-2.896787340212568,2.039272266942224,-1.75430739470273]","[0.20558427554187036,0.03790586580192888,1.1612554685138332]","[[0.34345336787907943,0.8370861451823994,-0.4258245761298758],[-0.9086186407867094,0.18145849620839125,-0.3761448919880504],[-0.23759619043122426,0.5161003775405127,0.8229146071100629]]","[-2.4144764979758033,0.04728393365844389,2.7243399654453078,-0.5697900754217603,-2.896787340212568,2.039272266942224,-1.75430739470273]",internal_nonconvergence+position_tolerance,0.002861007515761687,0.005872649683918502,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_20ms,1,114,"[-2.127435416832791,0.05114767815493639,2.4222077021969697,-0.5544908961480148,-2.8903525697042007,2.0674871509875214,-1.7457214305683506]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.127435416832791,0.05114767815493639,2.4222077021969697,-0.5544908961480148,-2.8903525697042007,2.0674871509875214,-1.7457214305683506]",internal_nonconvergence+position_tolerance,0.0030333268780527727,0.004773133911638105,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_20ms,2,118,"[-2.3896996785317697,0.053866845226209374,2.701013444504327,-0.5783064577599843,-2.89729709614194,2.040431018678151,-1.7545991317831011]","[0.20632262973692753,0.03525518143404408,1.1613151911328798]","[[0.34314723531948527,0.8384203102908017,-0.4234399109489671],[-0.9083471068864108,0.18146809575168435,-0.37679551965933045],[-0.23907218220378795,0.5139267589026018,0.8238469385633389]]","[-2.3896996785317697,0.053866845226209374,2.701013444504327,-0.5783064577599843,-2.89729709614194,2.040431018678151,-1.7545991317831011]",internal_nonconvergence+position_tolerance,0.0028126227104987175,0.00682498192538686,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,0,113,"[-2.209364358717556,0.05379058014469456,2.4894359916781412,-0.5628182530099801,-2.877737826533587,2.0663934697161763,-1.7415426490132881]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]","[-2.209364358717556,0.05379058014469456,2.4894359916781412,-0.5628182530099801,-2.877737826533587,2.0663934697161763,-1.7415426490132881]",internal_nonconvergence+position_tolerance,0.0027326316290730546,0.005428832926985671,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,1,113,"[-2.2083597489850315,0.04755745095183398,2.474306519596908,-0.5525635849138425,-2.8664849857967645,2.0739731757778017,-1.7376944824161298]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]","[-2.2083597489850315,0.04755745095183398,2.474306519596908,-0.5525635849138425,-2.8664849857967645,2.0739731757778017,-1.7376944824161298]",internal_nonconvergence+position_tolerance,0.0033633407772068217,0.004072474544662835,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,2,114,"[-2.1425418477268896,0.05510875232761719,2.4435425549449894,-0.5610252895696063,-2.896436102917809,2.0641995947411798,-1.7499880982642195]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.1425418477268896,0.05510875232761719,2.4435425549449894,-0.5610252895696063,-2.896436102917809,2.0641995947411798,-1.7499880982642195]",internal_nonconvergence+position_tolerance,0.0029156732836351606,0.0035717953240026676,0.0,,,-3
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,two_step_predictive,0,105,"[-2.0684627750023914,-0.0008802520615742353,2.111816050756554,-0.481852022209902,-2.6765143502961473,2.1584854629852774,-1.6804294360071121]","[0.21678739741662492,-0.004663942301757838,1.160909009344219]","[[0.34058747675308937,0.8576387357699828,-0.38529984373969],[-0.9030684930322677,0.18435352921904735,-0.38791890023162207],[-0.26166288917497116,0.4800724686662915,0.8372950240251397]]","[-2.0684627750023914,-0.0008802520615742353,2.111816050756554,-0.481852022209902,-2.6765143502961473,2.1584854629852774,-1.6804294360071121]",position_tolerance,0.0035510851061846082,0.0038004254522627278,0.0,,,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal_fixed,0,118,"[2.883560644726625,0.19552656291218817,1.6747880567297853,-0.6660845388073868,0.8533148084565514,0.3472779745786797,0.08284587167707881]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.883560644726625,0.19552656291218817,1.6747880567297853,-0.6660845388073868,0.8533148084565514,0.3472779745786797,0.08284587167707881]",position_tolerance+orientation_tolerance,0.002249353337131583,0.008831766833265064,0.0,4.489481000005857,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal_fixed,1,118,"[2.891101265873235,0.19204370402011478,1.6602908736549082,-0.6618211465805243,0.8555031707545783,0.34312972499170447,0.08289187292873185]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.891101265873235,0.19204370402011478,1.6602908736549082,-0.6618211465805243,0.8555031707545783,0.34312972499170447,0.08289187292873185]",position_tolerance+orientation_tolerance,0.0022408364592151463,0.01035693402366437,0.0,4.489481000005857,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal_fixed,2,118,"[2.8910997541831924,0.1920465883005739,1.660299470494164,-0.6618225139150411,0.8554977668977317,0.3431318420854689,0.08289407023440203]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8910997541831924,0.1920465883005739,1.660299470494164,-0.6618225139150411,0.8554977668977317,0.3431318420854689,0.08289407023440203]",position_tolerance+orientation_tolerance,0.002240824641516628,0.010357002553681468,0.0,4.489481000005857,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal_no_shortcut,0,118,"[2.8845090346241538,0.1952059170929555,1.675560941806224,-0.6637623025862717,0.8426378099834092,0.34708698116506165,0.07171184041928949]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8845090346241538,0.1952059170929555,1.675560941806224,-0.6637623025862717,0.8426378099834092,0.34708698116506165,0.07171184041928949]",position_tolerance+orientation_tolerance,0.002064296511499097,0.013128060139092733,0.0,0.32955855896198216,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal_no_shortcut,1,118,"[2.8924382986903563,0.1896125755530046,1.6529711952713129,-0.6606656176697278,0.8600737034656528,0.34134120125607975,0.08104439939724156]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8924382986903563,0.1896125755530046,1.6529711952713129,-0.6606656176697278,0.8600737034656528,0.34134120125607975,0.08104439939724156]",position_tolerance+orientation_tolerance,0.002251027039037147,0.010299253695930521,0.0,0.32955855896198216,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal_no_shortcut,2,119,"[2.8972999999999995,0.2035654135983814,1.6793473360593183,-0.6706374853339963,0.8429248363477585,0.35130062346271623,0.09419406069161308]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.8972999999999995,0.2035654135983814,1.6793473360593183,-0.6706374853339963,0.8429248363477585,0.35130062346271623,0.09419406069161308]",position_tolerance+orientation_tolerance,0.001998786337642298,0.009185801597753613,0.0,0.32955855896198216,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal,0,118,"[2.8911533045380935,0.1919446153250779,1.6599954088379507,-0.6617741675885976,0.8556888451110347,0.343056985883049,0.08281639142192146]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8911533045380935,0.1919446153250779,1.6599954088379507,-0.6617741675885976,0.8556888451110347,0.343056985883049,0.08281639142192146]",position_tolerance+orientation_tolerance,0.0022412428000131365,0.010354578871139825,0.0,0.32955855896198216,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal,1,118,"[2.8955005420426465,0.19631182887040913,1.6666375953318393,-0.6624848250300929,0.8515548648591281,0.3453714847414419,0.09024731642689679]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8955005420426465,0.19631182887040913,1.6666375953318393,-0.6624848250300929,0.8515548648591281,0.3453714847414419,0.09024731642689679]",position_tolerance+orientation_tolerance,0.002297337533146062,0.00913483166176404,0.0,0.32955855896198216,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_minimal,2,119,"[2.890418717638509,0.19944005058201467,1.675036318056784,-0.6724212561659939,0.8559810499546215,0.3490585855424287,0.0960176163721615]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.890418717638509,0.19944005058201467,1.675036318056784,-0.6724212561659939,0.8559810499546215,0.3490585855424287,0.0960176163721615]",position_tolerance,0.002326260389297231,0.00847040631277068,0.0,0.32955855896198216,False,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik,0,103,"[2.561314222091243,0.10132690196219249,1.7486164366502739,-0.5960754490871403,0.9711261375923458,0.3037608243844007,-0.030423121231226855]","[-0.05629312155298431,-0.22965194111559598,0.9239757163836978]","[[0.5136994215206608,-0.7265164816355448,0.4563843843091563],[-0.8568365463972681,-0.46175451678451757,0.2293771980539884],[0.04409123594707085,-0.5088777536314649,-0.8597089011820536]]","[2.561314222091243,0.10132690196219249,1.7486164366502739,-0.5960754490871403,0.9711261375923458,0.3037608243844007,-0.030423121231226855]",position_tolerance+orientation_tolerance,0.0026568838274794483,0.010973462491406448,0.0,,,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik,1,99,"[2.4464840461610553,0.08103914232420292,1.790549083569392,-0.5680345187191058,1.0130875504295105,0.2909333459136557,-0.05620626159497691]","[-0.05543068790185998,-0.22089743411382476,0.9282108245041313]","[[0.5028886681400038,-0.7376505645673102,0.45052706028595185],[-0.8619361113418139,-0.46691079496016247,0.19763716632916234],[0.06456878054698884,-0.48771503374736924,-0.8706118069699476]]","[2.4464840461610553,0.08103914232420292,1.790549083569392,-0.5680345187191058,1.0130875504295105,0.2909333459136557,-0.05620626159497691]",position_tolerance+orientation_tolerance,0.003225794083878468,0.011097508632015111,0.0,,,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik,2,103,"[2.5554614279593277,0.09116082286214679,1.7259597330237264,-0.5951359044451944,0.9960914510677548,0.2971964611921184,-0.04070442262785271]","[-0.05629312155298431,-0.22965194111559598,0.9239757163836978]","[[0.5136994215206608,-0.7265164816355448,0.4563843843091563],[-0.8568365463972681,-0.46175451678451757,0.2293771980539884],[0.04409123594707085,-0.5088777536314649,-0.8597089011820536]]","[2.5554614279593277,0.09116082286214679,1.7259597330237264,-0.5951359044451944,0.9960914510677548,0.2971964611921184,-0.04070442262785271]",position_tolerance+orientation_tolerance,0.00206738413485339,0.009316898191856743,0.0,,,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,pink_qp,0,122,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",position_tolerance,0.0010549523841012337,0.008031829089156796,0.9999999999999968,,,1
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,trac_task_20ms,0,119,"[2.8905408164435022,0.1936369789844702,1.6619374718530542,-0.6686085415124349,0.8575722798512764,0.3451209977596289,0.08079728756650889]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.8905408164435022,0.1936369789844702,1.6619374718530542,-0.6686085415124349,0.8575722798512764,0.3451209977596289,0.08079728756650889]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.002229095361543353,0.00969211589171316,0.0,,,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,trac_task_20ms,1,119,"[2.879847767662376,0.20283139210278867,1.6928480976025426,-0.6778214744492758,0.8449597224503694,0.35401011858300674,0.08795893791613664]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.879847767662376,0.20283139210278867,1.6928480976025426,-0.6778214744492758,0.8449597224503694,0.35401011858300674,0.08795893791613664]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.001624049806417688,0.008730108131434546,0.0,,,-3
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,trac_task_20ms,2,118,"[2.8910998001666632,0.19204650057859823,1.660299208959349,-0.6618224723005,0.8554979313070099,0.3431317776754041,0.08289400339231225]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8910998001666632,0.19204650057859823,1.660299208959349,-0.6618224723005,0.8554979313070099,0.3431317776754041,0.08289400339231225]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0022408250079171133,0.010357000473759644,0.0,,,-3
