robot,method,uid,family,search_repeats,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,accepted_near_tolerance_rate,optimization_call_rate,intervention_normalized_mean,unchanged_given_legal_backup
panda,trac_task_5ms,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,3,1.0,1.0,26654974.666666668,1.0,0.7708257060837718,0.0,,,
panda,trac_task_5ms,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,3,1.0,1.0,29362117.0,1.0,0.7746957253351817,0.0,,,
panda,trac_task_5ms,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,3,1.0,1.0,27904654.0,1.0,1.9121727632750127,0.0,,,
panda,trac_task_5ms,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,3,1.0,1.0,27831720.333333332,1.0,2.8483636203062273,0.0022222222222222222,,,
panda,trac_task_5ms,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,3,1.0,1.0,28873402.666666668,1.0,6.693052791991348,0.0,,,
panda,trac_task_5ms,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,3,1.0,1.0,28748219.666666668,1.0,7.973968358959172,0.0,,,
panda,trac_task_5ms,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,3,1.0,1.0,27748689.0,1.0,1.344061406569787,0.0,,,
panda,trac_task_5ms,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,3,1.0,1.0,29863429.333333332,1.0,0.7024395737454813,0.0,,,
panda,trac_task_5ms,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,3,1.0,1.0,35153120.0,1.0,16.60080999496464,0.0022222222222222222,,,
panda,trac_task_5ms,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,3,1.0,1.0,26890473.333333332,1.0,1.2701383541623812,0.0022222222222222222,,,
panda,trac_task_5ms,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,3,1.0,1.0,27326233.333333332,1.0,1.543627950602066,0.0022222222222222222,,,
panda,trac_task_5ms,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,3,0.3333333333333333,0.3333333333333333,296971188.6666667,0.6511111111111111,5.841843510056795,0.0,,,
panda,trac_task_5ms,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,3,1.0,0.6666666666666666,45042425.333333336,1.0,8.693177095592388,0.0,,,
panda,trac_task_5ms,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,3,1.0,1.0,29520294.333333332,1.0,0.7639065356516695,0.0,,,
panda,trac_task_5ms,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,3,1.0,1.0,33108511.0,1.0,6.544742434738875,0.0,,,
panda,trac_task_5ms,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,3,1.0,1.0,27206279.666666668,1.0,6.957176063666445,0.0,,,
panda,trac_task_5ms,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,3,1.0,1.0,27787469.333333332,1.0,1.9096377300475513,0.0,,,
panda,trac_task_5ms,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,3,0.0,0.0,189175800.33333334,0.7866666666666666,3.4407612795441924,0.0,,,
panda,trac_task_5ms,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,3,1.0,1.0,37462465.0,1.0,3.5072657344425537,0.0,,,
panda,trac_task_5ms,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,3,1.0,1.0,29436651.333333332,1.0,7.383667680519641,0.011111111111111112,,,
panda,trac_task_5ms,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,3,1.0,1.0,28779084.666666668,1.0,6.668006344201255,0.0,,,
panda,trac_task_5ms,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,3,1.0,0.6666666666666666,46318919.666666664,1.0,1.8149171125024062,0.0,,,
panda,trac_task_5ms,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,3,1.0,1.0,40440651.0,1.0,13.887326149423364,0.011111111111111112,,,
panda,trac_task_5ms,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,3,1.0,1.0,26521122.666666668,1.0,1.6383993295144876,0.0,,,
panda,trac_task_5ms,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,3,1.0,1.0,28745273.666666668,1.0,5.516054684569859,0.0,,,
panda,trac_task_5ms,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,3,1.0,1.0,26463035.0,1.0,7.37732393954839,0.0022222222222222222,,,
panda,trac_task_5ms,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,3,1.0,1.0,31270207.666666668,1.0,6.329017339220505,0.0,,,
panda,trac_task_20ms,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,3,1.0,1.0,26747563.0,1.0,3.0290679880363984,0.0,,,
panda,trac_task_20ms,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,3,1.0,1.0,29342040.666666668,1.0,1.3290217474423294,0.0,,,
panda,trac_task_20ms,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,3,1.0,1.0,26991805.666666668,1.0,1.103016360376881,0.0,,,
panda,trac_task_20ms,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,3,1.0,1.0,31634622.666666668,1.0,1.292748271352073,0.0,,,
panda,trac_task_20ms,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,3,1.0,1.0,28198902.0,1.0,2.825316701356981,0.0,,,
panda,trac_task_20ms,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,3,1.0,1.0,26273540.666666668,1.0,5.589478258076155,0.0,,,
panda,trac_task_20ms,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,3,1.0,1.0,26874194.333333332,1.0,2.832082836050678,0.0,,,
panda,trac_task_20ms,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,3,1.0,0.6666666666666666,46237754.0,1.0,0.6805518438345494,0.0,,,
panda,trac_task_20ms,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,3,1.0,0.6666666666666666,43077901.333333336,1.0,4.176984064363013,0.0,,,
panda,trac_task_20ms,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,3,1.0,1.0,27031462.666666668,1.0,1.0828507970699786,0.0,,,
panda,trac_task_20ms,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,3,0.0,0.0,699857154.0,0.7799999999999999,8.299596634035014,0.0,,,
panda,trac_task_20ms,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,3,1.0,1.0,27314913.0,1.0,9.92195190778981,0.0,,,
panda,trac_task_20ms,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,3,1.0,1.0,28867676.0,1.0,0.7562521220509174,0.0,,,
panda,trac_task_20ms,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,3,1.0,1.0,28304072.0,1.0,1.8747487078509415,0.0,,,
panda,trac_task_20ms,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,3,1.0,1.0,27565501.0,1.0,1.4040477115933445,0.0,,,
panda,trac_task_20ms,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,3,1.0,1.0,30212992.0,1.0,1.0125800944269407,0.0,,,
panda,trac_task_20ms,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,3,1.0,1.0,27389695.333333332,1.0,2.179367290933442,0.0,,,
panda,trac_task_20ms,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,3,1.0,1.0,29041151.0,1.0,6.830228936114753,0.0,,,
panda,trac_task_20ms,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,3,1.0,1.0,28432530.0,1.0,8.190513151454072,0.0022222222222222222,,,
panda,trac_task_20ms,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,3,1.0,1.0,31059162.0,1.0,0.784835685794896,0.0,,,
panda,trac_task_20ms,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,3,1.0,1.0,29701992.0,1.0,0.975044576225215,0.0,,,
panda,trac_task_20ms,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,3,1.0,1.0,37921162.666666664,1.0,17.34537370249672,0.0,,,
panda,trac_task_20ms,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,3,1.0,1.0,31168316.333333332,1.0,0.7807395803490724,0.0,,,
panda,trac_task_20ms,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,3,1.0,1.0,27242456.333333332,1.0,1.0578749221708834,0.0,,,
panda,trac_task_20ms,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,3,0.3333333333333333,0.0,601728554.0,0.8244444444444444,8.236376164010847,0.0,,,
panda,trac_task_20ms,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,3,1.0,1.0,26522263.666666668,1.0,8.688790478798948,0.0,,,
panda,trac_task_20ms,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,3,1.0,1.0,28012205.0,1.0,0.9354065706012626,0.0,,,
panda,trac_task_20ms,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,3,1.0,1.0,27784500.0,1.0,6.368055769008964,0.0,,,
panda,trac_task_20ms,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,3,1.0,1.0,26590667.333333332,1.0,6.957176063666445,0.0,,,
panda,trac_task_20ms,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,3,1.0,1.0,29859652.333333332,1.0,2.105402198174825,0.0,,,
panda,trac_task_20ms,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,3,0.0,0.0,666570388.6666666,0.791111111111111,5.259658514423408,0.0,,,
panda,trac_task_20ms,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,3,1.0,1.0,37750841.0,1.0,0.9025926199200351,0.0,,,
panda,trac_task_20ms,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,3,1.0,0.6666666666666666,44834432.0,1.0,7.350328169441451,0.006666666666666667,,,
panda,trac_task_20ms,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,3,1.0,1.0,30119409.333333332,1.0,6.477335754790279,0.0,,,
panda,trac_task_20ms,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,3,1.0,1.0,27271419.333333332,1.0,1.8073244327316615,0.0022222222222222222,,,
panda,trac_task_20ms,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,3,1.0,1.0,53602934.666666664,1.0,16.7576688548708,0.02,,,
panda,trac_task_20ms,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,3,1.0,1.0,26952065.333333332,1.0,0.5688726422222132,0.0,,,
panda,trac_task_20ms,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,3,1.0,1.0,28239362.0,1.0,5.482910963132045,0.0,,,
panda,trac_task_20ms,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,3,1.0,1.0,33130424.666666668,1.0,7.421549667390075,0.0022222222222222222,,,
panda,trac_task_20ms,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,3,1.0,1.0,28248297.0,1.0,6.626689190180401,0.0,,,
panda,pink_qp,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,1,1.0,1.0,154270395.0,1.0,0.8146854997603413,0.0,,,
panda,pink_qp,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,1,1.0,1.0,146888727.0,1.0,0.6981899370518191,0.0,,,
panda,pink_qp,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,1,1.0,1.0,102602181.0,1.0,0.7364915305379321,0.0,,,
panda,pink_qp,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,1,1.0,1.0,151621539.0,1.0,2.5980441197595994,0.0,,,
panda,pink_qp,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,1,1.0,1.0,121448138.0,1.0,8.02606031186952,0.0,,,
panda,pink_qp,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,1,1.0,1.0,111784505.0,1.0,5.536935280663696,0.0,,,
panda,pink_qp,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,1,1.0,1.0,150807802.0,1.0,0.4995676857806554,0.0,,,
panda,pink_qp,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,1,1.0,1.0,152491766.0,1.0,0.9645233991116013,0.0,,,
panda,pink_qp,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,1,1.0,1.0,143555857.0,1.0,12.062483469837435,0.0,,,
panda,pink_qp,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,1,1.0,1.0,151394869.0,1.0,0.8109637297348004,0.0,,,
panda,pink_qp,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,1,0.0,0.0,144729074.0,0.8133333333333334,5.6003883010872,0.00819672131147541,,,
panda,pink_qp,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,1,1.0,1.0,141774333.0,1.0,14.61888794273332,0.0,,,
panda,pink_qp,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,1,1.0,1.0,152088412.0,1.0,1.7294671874173717,0.0,,,
panda,pink_qp,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,1,1.0,1.0,136459483.0,1.0,0.5985978695703988,0.0,,,
panda,pink_qp,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,1,1.0,1.0,139371907.0,1.0,0.5909815334562702,0.0,,,
panda,pink_qp,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,1,1.0,1.0,131036953.0,1.0,1.642845085784375,0.0,,,
panda,pink_qp,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,1,1.0,1.0,154994715.0,1.0,2.961173026746098,0.0,,,
panda,pink_qp,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,1,0.0,0.0,131125705.0,0.7,12.569781595621395,0.01904761904761905,,,
panda,pink_qp,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,1,1.0,1.0,142259056.0,1.0,7.8431550889652755,0.0,,,
panda,pink_qp,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,1,1.0,1.0,156525740.0,1.0,0.7878705333797553,0.0,,,
panda,pink_qp,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,1,1.0,1.0,142195088.0,1.0,1.0144205628195009,0.0,,,
panda,pink_qp,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,1,1.0,1.0,165746787.0,1.0,0.7689519509256314,0.0,,,
panda,pink_qp,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,1,1.0,1.0,132896104.0,1.0,0.7872605637968084,0.0,,,
panda,pink_qp,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,1,1.0,1.0,157519554.0,1.0,0.8836881236719779,0.0,,,
panda,pink_qp,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,1,1.0,1.0,153865061.0,1.0,1.1460322191025802,0.0,,,
panda,pink_qp,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,1,1.0,1.0,115030975.0,1.0,8.516079573520747,0.0,,,
panda,pink_qp,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,1,1.0,1.0,117293264.0,1.0,0.7648179489753624,0.0,,,
panda,pink_qp,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,1,1.0,1.0,144087981.0,1.0,6.32317632666306,0.0,,,
panda,pink_qp,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,1,1.0,1.0,141484577.0,1.0,6.9663474845003,0.0,,,
panda,pink_qp,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,1,1.0,1.0,139013792.0,1.0,2.5554068605522184,0.0,,,
panda,pink_qp,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,1,0.0,0.0,129646258.0,0.8133333333333334,21.92627750906463,0.0,,,
panda,pink_qp,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,1,1.0,1.0,140254299.0,1.0,0.6442190054329557,0.0,,,
panda,pink_qp,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,1,1.0,1.0,142878721.0,1.0,0.5049156230253834,0.0,,,
panda,pink_qp,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,1,1.0,1.0,146712333.0,1.0,6.390171803485504,0.0,,,
panda,pink_qp,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,1,1.0,1.0,152320521.0,1.0,0.7304703424418265,0.0,,,
panda,pink_qp,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,1,1.0,1.0,149919936.0,1.0,5.833894048651954,0.0,,,
panda,pink_qp,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,1,1.0,1.0,126359621.0,1.0,0.5702198343853782,0.0,,,
panda,pink_qp,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,1,1.0,1.0,151194540.0,1.0,5.52201960832949,0.0,,,
panda,pink_qp,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,1,1.0,1.0,147345949.0,1.0,8.037221038946448,0.0,,,
panda,pink_qp,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,1,1.0,1.0,147748103.0,1.0,6.6012661805033055,0.0,,,
panda,cr_ik,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,3,1.0,1.0,921725296.3333334,1.0,0.6913519902337283,0.0,1.0,0.06092756932788948,0.006666666666666667
panda,cr_ik,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,3,1.0,1.0,873631593.0,1.0,0.7978021326585104,0.0,1.0,0.032096905190955795,0.006666666666666667
panda,cr_ik,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,3,1.0,1.0,908086649.0,1.0,0.7085477612671848,0.0,1.0,0.028422987518932758,0.0
panda,cr_ik,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,3,1.0,1.0,888332682.6666666,1.0,1.0660645130064346,0.02666666666666667,1.0,0.07006155200654957,0.0
panda,cr_ik,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,3,1.0,1.0,900585285.0,1.0,12.935690478657515,0.0,1.0,0.140035859425007,0.30444444444444446
panda,cr_ik,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,3,1.0,1.0,931222520.6666666,1.0,6.269169383040187,0.37333333333333335,1.0,0.12458714955666016,0.0
panda,cr_ik,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,3,1.0,1.0,898089934.6666666,1.0,8.487597571838924,0.0,1.0,0.16758135080469747,0.12
panda,cr_ik,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,3,1.0,1.0,886895264.6666666,1.0,3.9976118859698158,0.0,1.0,0.21470270729242516,0.07333333333333333
panda,cr_ik,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,3,1.0,1.0,877047230.3333334,1.0,5.66583583233599,0.0,1.0,0.1398572681793403,0.02666666666666667
panda,cr_ik,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,3,1.0,1.0,917877908.6666666,1.0,0.9588775641606389,0.013333333333333334,1.0,0.03655903329681499,0.0
panda,cr_ik,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,3,0.0,0.0,882191852.3333334,0.7555555555555555,12.504305904462635,0.01462169515747815,1.0,0.38400357627164716,0.11231678814352312
panda,cr_ik,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,3,1.0,1.0,869666471.3333334,1.0,12.227967406360664,0.0,1.0,0.06478618878298403,0.19999999999999998
panda,cr_ik,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,3,1.0,0.6666666666666666,947109463.3333334,1.0,1.9144337935467781,0.06666666666666667,1.0,0.08888358151245686,0.0
panda,cr_ik,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,3,1.0,1.0,858821091.0,1.0,0.7315135871305536,0.0,1.0,0.09924118998927228,0.02
panda,cr_ik,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,3,1.0,1.0,885204581.3333334,1.0,0.6092265624207519,0.22,1.0,0.06476618256597146,0.0
panda,cr_ik,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,3,1.0,1.0,911569771.6666666,1.0,5.842378649297369,0.006666666666666667,1.0,0.158864910037969,0.0
panda,cr_ik,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,3,1.0,1.0,937786740.3333334,1.0,5.502216799723647,0.36000000000000004,1.0,0.17970493872323057,0.0
panda,cr_ik,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,3,1.0,1.0,900766132.3333334,1.0,9.311999128469912,0.0,1.0,0.1727026787212457,0.044444444444444446
