site_id,role,uid,current_query_hash,a,a_aliases,b,b_aliases,a_complete,b_complete,repeats,completion_count_difference,a_prefix_median,b_prefix_median,current_q_difference_max_rad
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,0.0017883180709403756
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,3.397392833726087e-08
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_02,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.00018463650562328127
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,0.0016751438276032538
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,0.00016558209079220454
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,0.001859780333226535
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,0.00021228751287116765
case_01_first_divergence,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_03,['offline_reference'],candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,0.0017883358916077619
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_01,['original_full_cghik'],0,0,5,0,0.0,0.0,0.015139469465511708
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_02,['original_always_hard'],0,0,5,0,0.0,0.0,0.019050155779456526
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_03,"['common_input_always_hard', 'common_input_full_cghik']",0,0,5,0,0.0,0.0,0.006252819896959805
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_04,['previous_first_dls'],0,0,5,0,0.0,0.0,0.020024507547837578
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_05,['refined_focal'],0,0,5,0,0.0,0.0,1.0049693965896722e-07
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_01,['original_full_cghik'],candidate_02,['original_always_hard'],0,0,5,0,0.0,0.0,0.004200044126263958
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_01,['original_full_cghik'],candidate_03,"['common_input_always_hard', 'common_input_full_cghik']",0,0,5,0,0.0,0.0,0.010254323775158669
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_01,['original_full_cghik'],candidate_04,['previous_first_dls'],0,0,5,0,0.0,0.0,0.019709243120102027
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_01,['original_full_cghik'],candidate_05,['refined_focal'],0,0,5,0,0.0,0.0,0.015139568682529116
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_02,['original_always_hard'],candidate_03,"['common_input_always_hard', 'common_input_full_cghik']",0,0,5,0,0.0,0.0,0.014454367901422627
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_02,['original_always_hard'],candidate_04,['previous_first_dls'],0,0,5,0,0.0,0.0,0.023470933458992205
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_02,['original_always_hard'],candidate_05,['refined_focal'],0,0,5,0,0.0,0.0,0.019050254996473934
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_03,"['common_input_always_hard', 'common_input_full_cghik']",candidate_04,['previous_first_dls'],0,0,5,0,0.0,0.0,0.013771687650877773
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_03,"['common_input_always_hard', 'common_input_full_cghik']",candidate_05,['refined_focal'],0,0,5,0,0.0,0.0,0.006252903807106858
case_01_pre_failure,trac_failed,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_04,['previous_first_dls'],candidate_05,['refined_focal'],0,0,5,0,0.0,0.0,0.02002459145798463
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2']",candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",5,5,5,0,30.0,30.0,6.806759999977707e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2']",candidate_02,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.0005939207969209992
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,1.1220705439685119e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2']",candidate_04,"['common_input_trac_3', 'common_input_trac_4']",5,5,5,0,30.0,30.0,4.598162401636685e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2']",candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,1.755959089244641e-08
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_02,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.0005621076807933445
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,6.733052524166006e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_04,"['common_input_trac_3', 'common_input_trac_4']",5,5,5,0,30.0,30.0,6.149478546213505e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,6.807132018105122e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,0.0005827000914813141
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_04,"['common_input_trac_3', 'common_input_trac_4']",5,5,5,0,30.0,30.0,0.0005951686011647084
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,0.000593910021324584
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_03,['offline_reference'],candidate_04,"['common_input_trac_3', 'common_input_trac_4']",5,5,5,0,30.0,30.0,4.524454925824983e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_03,['offline_reference'],candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,1.1209929843269961e-05
case_02_first_divergence,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_04,"['common_input_trac_3', 'common_input_trac_4']",candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,4.5985344197641e-05
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_01,['common_input_always_hard'],0,0,5,0,0.0,0.0,0.021423520100643856
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_02,['common_input_full_cghik'],0,0,5,0,0.0,0.0,0.018436040514388408
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_03,['previous_first_dls'],0,0,5,0,0.0,0.0,0.029840475788694087
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_04,['refined_focal'],0,0,5,0,0.0,0.0,1.344736324515594e-06
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_01,['common_input_always_hard'],candidate_02,['common_input_full_cghik'],0,0,5,0,0.0,0.0,0.002987479586255448
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_01,['common_input_always_hard'],candidate_03,['previous_first_dls'],0,0,5,0,0.0,0.0,0.008416955688050232
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_01,['common_input_always_hard'],candidate_04,['refined_focal'],0,0,5,0,0.0,0.0,0.021423289790044375
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_02,['common_input_full_cghik'],candidate_03,['previous_first_dls'],0,0,5,0,0.0,0.0,0.01140443527430568
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_02,['common_input_full_cghik'],candidate_04,['refined_focal'],0,0,5,0,0.0,0.0,0.018435810203788927
case_02_pre_failure,trac_failed,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_03,['previous_first_dls'],candidate_04,['refined_focal'],0,0,5,0,0.0,0.0,0.029840245478094607
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3']",candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",5,5,5,0,30.0,30.0,5.319061202602171e-05
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3']",candidate_02,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.0009901243128227488
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,2.9877904111907938e-05
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3']",candidate_04,['common_input_trac_4'],5,5,5,0,30.0,30.0,3.4179348789908914e-05
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3']",candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,6.031992683119825e-10
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_02,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.0009643054218031466
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,5.569679513151016e-05
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_04,['common_input_trac_4'],5,5,5,0,30.0,30.0,4.714759149632153e-05
