input_id,robot,repeat,accepted,status,q,e,position_normalized,orientation_normalized,category,point_objective,point_projected_gradient_inf,point_projected_gradient_scaled,actual_endpoint_kkt_active_constraints
09356f4513b62701731efafd2203596a897cfefe0acf13426c5f18d02b61686e,panda,2,False,stationary,"[-0.3913371128282916,-0.01507169795691949,-1.389043887558399,-1.612568094796776,0.4810949964210193,2.112028842321825,1.457065399380776]","[-0.3454098246040149,-1.2724675476990521,0.18955038437917793,0.5086715293830203,-0.517187014077131,0.5703048973034957]",1.3320701764916554,0.9227550098608135,position_fail,1.3129438816608698,1.9240663069464148e-06,5.684651826304837e-07,"[{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.26776881268517894},{""joint"":4,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.3846686934160135}]"
09356f4513b62701731efafd2203596a897cfefe0acf13426c5f18d02b61686e,panda,0,False,stationary,"[-0.3913371128282916,-0.01507169795691949,-1.389043887558399,-1.612568094796776,0.4810949964210193,2.112028842321825,1.457065399380776]","[-0.3454098246040149,-1.2724675476990521,0.18955038437917793,0.5086715293830203,-0.517187014077131,0.5703048973034957]",1.3320701764916554,0.9227550098608135,position_fail,1.3129438816608698,1.9240663069464148e-06,5.684651826304837e-07,"[{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.26776881268517894},{""joint"":4,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.3846686934160135}]"
0d2f0b8c4906d449cde87c2f3b3eb6368cf63ec256a2ba134f1429a0a8661022,panda,2,False,stationary,"[-0.10388867990990966,0.000455460024174559,0.9292987808730607,-1.8682782153872093,-0.9278733149167638,2.1142718967542646,2.897299999999]","[0.01945642273776249,0.1866625831661306,-0.20269314843535113,0.3815514205835877,-0.7210431176237229,-0.6270938417692915]",0.2762353792739779,1.0289467189348829,orientation_fail,0.5675186675847497,5.9115703336942715e-06,9.829560775256788e-07,"[{""joint"":0,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.0015905032784324646},{""joint"":6,""side"":""upper"",""kind"":""physical"",""gradient"":-5.014073740278429}]"
0d2f0b8c4906d449cde87c2f3b3eb6368cf63ec256a2ba134f1429a0a8661022,panda,1,False,stationary,"[-0.10388867990990966,0.000455460024174559,0.9292987808730607,-1.8682782153872093,-0.9278733149167638,2.1142718967542646,2.897299999999]","[0.01945642273776249,0.1866625831661306,-0.20269314843535113,0.3815514205835877,-0.7210431176237229,-0.6270938417692915]",0.2762353792739779,1.0289467189348829,orientation_fail,0.5675186675847497,5.9115703336942715e-06,9.829560775256788e-07,"[{""joint"":0,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.0015905032784324646},{""joint"":6,""side"":""upper"",""kind"":""physical"",""gradient"":-5.014073740278429}]"
0d2f0b8c4906d449cde87c2f3b3eb6368cf63ec256a2ba134f1429a0a8661022,panda,0,False,stationary,"[-0.10388867990990966,0.000455460024174559,0.9292987808730607,-1.8682782153872093,-0.9278733149167638,2.1142718967542646,2.897299999999]","[0.01945642273776249,0.1866625831661306,-0.20269314843535113,0.3815514205835877,-0.7210431176237229,-0.6270938417692915]",0.2762353792739779,1.0289467189348829,orientation_fail,0.5675186675847497,5.9115703336942715e-06,9.829560775256788e-07,"[{""joint"":0,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.0015905032784324646},{""joint"":6,""side"":""upper"",""kind"":""physical"",""gradient"":-5.014073740278429}]"
0fadcee75ebee19eeaf8f75e6cb4051343a5b42ad78fcbf01575d902138cfeb5,panda,1,False,stationary,"[-0.7297145869193479,-0.029242335090631587,-1.356124911599691,-1.6249338696790239,0.9519286949264163,1.5172355261615065,-0.2771954974722054]","[-0.6542840530530947,-1.0619554006245924,0.17373420938493478,0.6900702223371639,-0.26365474965247543,1.1126832127803523]",1.2593730466013364,1.3355802749269619,both_fail,1.6848975706399556,6.188727378342307e-07,1.6086931729032565e-07,"[{""joint"":1,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.847052677654699},{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.4784081217427385}]"
0fadcee75ebee19eeaf8f75e6cb4051343a5b42ad78fcbf01575d902138cfeb5,panda,2,False,stationary,"[-0.7297145869193479,-0.029242335090631587,-1.356124911599691,-1.6249338696790239,0.9519286949264163,1.5172355261615065,-0.2771954974722054]","[-0.6542840530530947,-1.0619554006245924,0.17373420938493478,0.6900702223371639,-0.26365474965247543,1.1126832127803523]",1.2593730466013364,1.3355802749269619,both_fail,1.6848975706399556,6.188727378342307e-07,1.6086931729032565e-07,"[{""joint"":1,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.847052677654699},{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.4784081217427385}]"
0fadcee75ebee19eeaf8f75e6cb4051343a5b42ad78fcbf01575d902138cfeb5,panda,0,False,stationary,"[-0.7297145869193479,-0.029242335090631587,-1.356124911599691,-1.6249338696790239,0.9519286949264163,1.5172355261615065,-0.2771954974722054]","[-0.6542840530530947,-1.0619554006245924,0.17373420938493478,0.6900702223371639,-0.26365474965247543,1.1126832127803523]",1.2593730466013364,1.3355802749269619,both_fail,1.6848975706399556,6.188727378342307e-07,1.6086931729032565e-07,"[{""joint"":1,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.847052677654699},{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.4784081217427385}]"
10fa3fce33e1e01e44e4352b9ece7fac8d666b9b0ae0006cd95a27e4ae80f955,panda,0,False,stationary,"[-0.7134905465907232,-0.03546657026702523,-1.3675165977787287,-1.626463497660294,0.9462252697289653,1.5227174452482637,-0.27479510581229055]","[-0.7028103142149023,-1.1410720589545287,0.18610021936438237,0.7406293254504092,-0.2836254121086011,1.1945924264957897]",1.3530044616116566,1.433885015456958,both_fail,1.9433236553465245,7.690246868197192e-07,2.036335920323705e-07,"[{""joint"":1,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.776511916056913},{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.6254212373156154}]"
10fa3fce33e1e01e44e4352b9ece7fac8d666b9b0ae0006cd95a27e4ae80f955,panda,1,False,stationary,"[-0.7134905465907232,-0.03546657026702523,-1.3675165977787287,-1.626463497660294,0.9462252697289653,1.5227174452482637,-0.27479510581229055]","[-0.7028103142149023,-1.1410720589545287,0.18610021936438237,0.7406293254504092,-0.2836254121086011,1.1945924264957897]",1.3530044616116566,1.433885015456958,both_fail,1.9433236553465245,7.690246868197192e-07,2.036335920323705e-07,"[{""joint"":1,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.776511916056913},{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.6254212373156154}]"
10fa3fce33e1e01e44e4352b9ece7fac8d666b9b0ae0006cd95a27e4ae80f955,panda,2,False,stationary,"[-0.7134905465907232,-0.03546657026702523,-1.3675165977787287,-1.626463497660294,0.9462252697289653,1.5227174452482637,-0.27479510581229055]","[-0.7028103142149023,-1.1410720589545287,0.18610021936438237,0.7406293254504092,-0.2836254121086011,1.1945924264957897]",1.3530044616116566,1.433885015456958,both_fail,1.9433236553465245,7.690246868197192e-07,2.036335920323705e-07,"[{""joint"":1,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.776511916056913},{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.6254212373156154}]"
12c8309cfc40ab3f04aa67bfde8845b4ac42a2b7671ea5e61b1a7471afc4c358,panda,0,False,iteration_limit,"[1.7369974990328858,-0.33041419870559624,1.5882493791208188,-1.4259764430556534,0.36057014604780147,2.0088002811518346,1.0934789295943732]","[-0.9673793090406724,-0.2811126949990861,0.33251602768402666,0.20800959899535673,-0.7414156262030973,-0.000985981892418621]",1.0608553075308726,0.7700429184224943,position_fail,0.8591900398645272,0.30204950599126734,0.05803209781149669,"[{""joint"":0,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":4.204869673545191}]"
12c8309cfc40ab3f04aa67bfde8845b4ac42a2b7671ea5e61b1a7471afc4c358,panda,1,False,iteration_limit,"[1.7369974990328858,-0.33041419870559624,1.5882493791208188,-1.4259764430556534,0.36057014604780147,2.0088002811518346,1.0934789295943732]","[-0.9673793090406724,-0.2811126949990861,0.33251602768402666,0.20800959899535673,-0.7414156262030973,-0.000985981892418621]",1.0608553075308726,0.7700429184224943,position_fail,0.8591900398645272,0.30204950599126734,0.05803209781149669,"[{""joint"":0,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":4.204869673545191}]"
12c8309cfc40ab3f04aa67bfde8845b4ac42a2b7671ea5e61b1a7471afc4c358,panda,2,False,iteration_limit,"[1.7369974990328858,-0.33041419870559624,1.5882493791208188,-1.4259764430556534,0.36057014604780147,2.0088002811518346,1.0934789295943732]","[-0.9673793090406724,-0.2811126949990861,0.33251602768402666,0.20800959899535673,-0.7414156262030973,-0.000985981892418621]",1.0608553075308726,0.7700429184224943,position_fail,0.8591900398645272,0.30204950599126734,0.05803209781149669,"[{""joint"":0,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":4.204869673545191}]"
1339de0a2b7e0c7fe442d1cc16653ecd1e53cb39b6001175c3ee189d588f0123,panda,1,True,task_candidate,"[-0.9248176790054717,-1.7627999999989998,0.8616433205296418,-0.30862464435661197,-1.0101418713272192,1.1133722135876438,-0.7109348988425094]","[0.02301930263065577,0.06533587529722329,-0.013627763062296072,0.02846273611605612,0.013232192444230918,-0.010447986893682324]",0.07060014745408191,0.03308139498606376,both_pose_pass,0.003039379757381037,1.7953726926778621,0.6422659480721916,"[{""joint"":1,""side"":""lower"",""kind"":""physical"",""gradient"":0.4144151419479147}]"
1339de0a2b7e0c7fe442d1cc16653ecd1e53cb39b6001175c3ee189d588f0123,panda,0,True,task_candidate,"[-0.9248176790054717,-1.7627999999989998,0.8616433205296418,-0.30862464435661197,-1.0101418713272192,1.1133722135876438,-0.7109348988425094]","[0.02301930263065577,0.06533587529722329,-0.013627763062296072,0.02846273611605612,0.013232192444230918,-0.010447986893682324]",0.07060014745408191,0.03308139498606376,both_pose_pass,0.003039379757381037,1.7953726926778621,0.6422659480721916,"[{""joint"":1,""side"":""lower"",""kind"":""physical"",""gradient"":0.4144151419479147}]"
1339de0a2b7e0c7fe442d1cc16653ecd1e53cb39b6001175c3ee189d588f0123,panda,2,True,task_candidate,"[-0.9248176790054717,-1.7627999999989998,0.8616433205296418,-0.30862464435661197,-1.0101418713272192,1.1133722135876438,-0.7109348988425094]","[0.02301930263065577,0.06533587529722329,-0.013627763062296072,0.02846273611605612,0.013232192444230918,-0.010447986893682324]",0.07060014745408191,0.03308139498606376,both_pose_pass,0.003039379757381037,1.7953726926778621,0.6422659480721916,"[{""joint"":1,""side"":""lower"",""kind"":""physical"",""gradient"":0.4144151419479147}]"
155366d9e36c3f00bb36d11c0390273736b0dcdcef6bce568f7f9c1042a2ae95,panda,0,False,stationary,"[-2.3237433801890455,0.08945386050109584,1.0657396268929569,-0.5411155530895418,2.897299999999,2.384713192556972,1.6162641423953978]","[-0.05517157176431614,0.3824222326317406,-0.9756388365271818,-0.16551649347472397,-0.1136799629962528,0.026524801213143982]",1.0493625711269214,0.20253989404162961,position_fail,0.5710921071802488,5.516583959364052e-07,4.006839894464781e-07,"[{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.11138138272253992},{""joint"":4,""side"":""upper"",""kind"":""physical"",""gradient"":-0.37679171233791897}]"
155366d9e36c3f00bb36d11c0390273736b0dcdcef6bce568f7f9c1042a2ae95,panda,2,False,stationary,"[-2.3237433801890455,0.08945386050109584,1.0657396268929569,-0.5411155530895418,2.897299999999,2.384713192556972,1.6162641423953978]","[-0.05517157176431614,0.3824222326317406,-0.9756388365271818,-0.16551649347472397,-0.1136799629962528,0.026524801213143982]",1.0493625711269214,0.20253989404162961,position_fail,0.5710921071802488,5.516583959364052e-07,4.006839894464781e-07,"[{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.11138138272253992},{""joint"":4,""side"":""upper"",""kind"":""physical"",""gradient"":-0.37679171233791897}]"
155366d9e36c3f00bb36d11c0390273736b0dcdcef6bce568f7f9c1042a2ae95,panda,1,False,stationary,"[-2.3237433801890455,0.08945386050109584,1.0657396268929569,-0.5411155530895418,2.897299999999,2.384713192556972,1.6162641423953978]","[-0.05517157176431614,0.3824222326317406,-0.9756388365271818,-0.16551649347472397,-0.1136799629962528,0.026524801213143982]",1.0493625711269214,0.20253989404162961,position_fail,0.5710921071802488,5.516583959364052e-07,4.006839894464781e-07,"[{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.11138138272253992},{""joint"":4,""side"":""upper"",""kind"":""physical"",""gradient"":-0.37679171233791897}]"
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,0,False,stationary,"[0.10581817668532573,0.030065134193395935,-1.8408665215680273,-1.0578739464419238,-0.17922733057713536,3.4040976568146264,0.3642444710163665]","[0.042500981396277615,-0.9423337845735902,0.7785624016651838,-1.1756077191892071,-0.20182556757280068,-0.3900444337205115]",1.223093908191473,1.2549588556680602,both_fail,1.5354402188373892,8.427874686106618e-06,5.935022847315774e-06,"[{""joint"":0,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.2855497794567914},{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.026546157323769748},{""joint"":6,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.42002396670103526}]"
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,2,False,stationary,"[0.10581817668532573,0.030065134193395935,-1.8408665215680273,-1.0578739464419238,-0.17922733057713536,3.4040976568146264,0.3642444710163665]","[0.042500981396277615,-0.9423337845735902,0.7785624016651838,-1.1756077191892071,-0.20182556757280068,-0.3900444337205115]",1.223093908191473,1.2549588556680602,both_fail,1.5354402188373892,8.427874686106618e-06,5.935022847315774e-06,"[{""joint"":0,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.2855497794567914},{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.026546157323769748},{""joint"":6,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.42002396670103526}]"
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,1,False,stationary,"[0.10581817668532573,0.030065134193395935,-1.8408665215680273,-1.0578739464419238,-0.17922733057713536,3.4040976568146264,0.3642444710163665]","[0.042500981396277615,-0.9423337845735902,0.7785624016651838,-1.1756077191892071,-0.20182556757280068,-0.3900444337205115]",1.223093908191473,1.2549588556680602,both_fail,1.5354402188373892,8.427874686106618e-06,5.935022847315774e-06,"[{""joint"":0,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.2855497794567914},{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.026546157323769748},{""joint"":6,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.42002396670103526}]"
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,1,False,stationary,"[-0.3927663199397878,-0.015028693141120047,-1.3876391777605517,-1.6125835280575829,0.4810949964205539,2.1120355488853693,1.457067739233902]","[-0.34663882004956625,-1.2755912288338056,0.1897538012206601,0.5078811272869473,-0.5223124703708993,0.5736637487936781]",1.3354017971085645,0.9272775489783133,position_fail,1.321570806280006,1.7262007960816561e-06,5.056186827968151e-07,"[{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.2677621386665101},{""joint"":4,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.414036812352792}]"
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,2,False,stationary,"[-0.3927663199397878,-0.015028693141120047,-1.3876391777605517,-1.6125835280575829,0.4810949964205539,2.1120355488853693,1.457067739233902]","[-0.34663882004956625,-1.2755912288338056,0.1897538012206601,0.5078811272869473,-0.5223124703708993,0.5736637487936781]",1.3354017971085645,0.9272775489783133,position_fail,1.321570806280006,1.7262007960816561e-06,5.056186827968151e-07,"[{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.2677621386665101},{""joint"":4,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.414036812352792}]"
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,0,False,stationary,"[-0.3927663199397878,-0.015028693141120047,-1.3876391777605517,-1.6125835280575829,0.4810949964205539,2.1120355488853693,1.457067739233902]","[-0.34663882004956625,-1.2755912288338056,0.1897538012206601,0.5078811272869473,-0.5223124703708993,0.5736637487936781]",1.3354017971085645,0.9272775489783133,position_fail,1.321570806280006,1.7262007960816561e-06,5.056186827968151e-07,"[{""joint"":2,""side"":""lower"",""kind"":""frame_displacement"",""gradient"":0.2677621386665101},{""joint"":4,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-2.414036812352792}]"
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,1,False,stationary,"[-2.323743368275108,0.08945386094301055,1.0657396147661646,-0.5411155509935286,2.897299999999,2.3847131935265407,1.616264142779811]","[-0.05517157311333426,0.38242224206153086,-0.9756388632378155,-0.16551649930333542,-0.11367996526072228,0.0265248018362535]",1.0493625994684321,0.20253990015738277,position_fail,0.5710921381594537,5.516568904462282e-07,4.006828940911303e-07,"[{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.11138138387361451},{""joint"":4,""side"":""upper"",""kind"":""physical"",""gradient"":-0.37679171879187046}]"
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,0,False,stationary,"[-2.323743368275108,0.08945386094301055,1.0657396147661646,-0.5411155509935286,2.897299999999,2.3847131935265407,1.616264142779811]","[-0.05517157311333426,0.38242224206153086,-0.9756388632378155,-0.16551649930333542,-0.11367996526072228,0.0265248018362535]",1.0493625994684321,0.20253990015738277,position_fail,0.5710921381594537,5.516568904462282e-07,4.006828940911303e-07,"[{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.11138138387361451},{""joint"":4,""side"":""upper"",""kind"":""physical"",""gradient"":-0.37679171879187046}]"
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,2,False,stationary,"[-2.323743368275108,0.08945386094301055,1.0657396147661646,-0.5411155509935286,2.897299999999,2.3847131935265407,1.616264142779811]","[-0.05517157311333426,0.38242224206153086,-0.9756388632378155,-0.16551649930333542,-0.11367996526072228,0.0265248018362535]",1.0493625994684321,0.20253990015738277,position_fail,0.5710921381594537,5.516568904462282e-07,4.006828940911303e-07,"[{""joint"":2,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.11138138387361451},{""joint"":4,""side"":""upper"",""kind"":""physical"",""gradient"":-0.37679171879187046}]"
39c75753efb5d6819f9e2fa625acc562639c1984188f4add89936eef1680ed81,panda,2,False,stationary,"[-0.10740589937231401,0.0004474193266230666,0.9328114764190316,-1.86828675605637,-0.9278701315674475,2.114285062487695,2.897299999999]","[0.020453780621709772,0.1877574414670402,-0.20284012668281282,0.38104798552956454,-0.7206720502952961,-0.6276237156387253]",0.27715578825034415,1.0288232597414992,orientation_fail,0.5676463153728971,4.298397615620786e-07,7.148036966535804e-08,"[{""joint"":0,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.0015723819359427793},{""joint"":6,""side"":""upper"",""kind"":""physical"",""gradient"":-5.013395895606209}]"
39c75753efb5d6819f9e2fa625acc562639c1984188f4add89936eef1680ed81,panda,1,False,stationary,"[-0.10740589937231401,0.0004474193266230666,0.9328114764190316,-1.86828675605637,-0.9278701315674475,2.114285062487695,2.897299999999]","[0.020453780621709772,0.1877574414670402,-0.20284012668281282,0.38104798552956454,-0.7206720502952961,-0.6276237156387253]",0.27715578825034415,1.0288232597414992,orientation_fail,0.5676463153728971,4.298397615620786e-07,7.148036966535804e-08,"[{""joint"":0,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.0015723819359427793},{""joint"":6,""side"":""upper"",""kind"":""physical"",""gradient"":-5.013395895606209}]"
39c75753efb5d6819f9e2fa625acc562639c1984188f4add89936eef1680ed81,panda,0,False,stationary,"[-0.10740589937231401,0.0004474193266230666,0.9328114764190316,-1.86828675605637,-0.9278701315674475,2.114285062487695,2.897299999999]","[0.020453780621709772,0.1877574414670402,-0.20284012668281282,0.38104798552956454,-0.7206720502952961,-0.6276237156387253]",0.27715578825034415,1.0288232597414992,orientation_fail,0.5676463153728971,4.298397615620786e-07,7.148036966535804e-08,"[{""joint"":0,""side"":""upper"",""kind"":""frame_displacement"",""gradient"":-0.0015723819359427793},{""joint"":6,""side"":""upper"",""kind"":""physical"",""gradient"":-5.013395895606209}]"
