input_id,uid,site_id,family,method,repeat,frame,failure_kind,q,position_error,orientation_error,internal_status,source
4a572d8f78d78baeb87b2b0623b7c585bda754c65c59e35bfb451b8b93f4e402,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,single_gn_osqp,1,97,position_tolerance+orientation_tolerance,"[0.07935693197622179,0.031212223923589882,-1.8162044635628931,-1.0571849008708407,-0.1772641435786733,3.404454918022718,0.36450341583759127]",0.0011648613145514677,0.010115652858782543,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
dd982443daf4495a5561d3ecec67f47c2c8cfb9c14a38468bb1ec530224e9ffd,617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f,trajectory_042,near_singular,single_gn_osqp,1,96,position_tolerance,"[-2.323734160948896,0.08945778842047396,1.0657396147661857,-0.5411136779454809,2.897299999999,2.3847069747468743,1.6162520941205303]",0.0010495305921098365,0.0017599075692474031,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
a22d51628b40e5812e67f71d55673cd14a221f59d81c4be6844a498fb5c5660e,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_k0,1,120,position_tolerance,"[2.111739255564618,-0.09113858748618055,1.5586097143652147,-1.48555849345145,-0.09921390431636604,1.9984962585357084,1.2965345652274458]",0.0011368256513364485,0.007409397483189784,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
eeeb3d4a230c224f507d58ab1a2cf7380a60fe5bd391ab0cd921f3cfab8c60c7,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,trajectory_144,high_curvature,single_gn_k0,0,48,position_tolerance+orientation_tolerance,"[-0.7089053852697986,-0.037544556917282444,-1.3704920214439396,-1.6269646907861466,0.944318098452881,1.5245325570524988,-0.2739873352273435]",0.0013832753858933071,0.01279007827995759,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
4481318d5ddc42ad85a73ca7db0930f598865b9f9facc5c5befea12352f1e43b,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,trajectory_120,high_curvature,single_gn_k1,0,53,position_tolerance,"[-0.39133749873986134,-0.015071474495616842,-1.3890438875592057,-1.6125676508272195,0.4810949964205539,2.1120270656260876,1.4570620592028214]",0.0013321462502991024,0.008051598942527691,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
faaa7d32220bcfa3d2c5ac8b69577acf0d5a75387e62bc63f89738709774e972,98aff3582a84a6146748002550a34794014c19c6a94d633ebdfdfefa61217699,trajectory_096,joint_limit_return,single_gn_clip,2,48,position_tolerance,"[-1.0559555876390072,0.967317432296984,2.897299999999,-1.09608314282956,0.9788341570711727,1.4500686524938318,-1.35122831796699]",0.001045646269757589,0.0021264459935490068,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
5c958deb3dc1f5919302388d58c9a5d961bec7d2f0bb8d7685e59c6d95b72459,2e9f7ef4bb4fbdc88f8581fc058a669a339276f9db5b4987a20be41acbf962af,trajectory_126,high_curvature,single_gn_k0,1,93,position_tolerance+orientation_tolerance,"[1.0723650697496958,-0.014547124933454097,1.6144823325717856,-1.3530478493221985,-1.55373216054472,1.5453231732893766,1.1663194496758964]",0.001343878749052378,0.009057548141082809,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
fd7483419acb37b0698d74d96763247c7210ec891dee628d25e00c0b2f5690a2,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_osqp,2,126,position_tolerance,"[1.7369974990327084,-0.3302756156536894,1.5883702023351756,-1.4259883759880676,0.360372730109564,2.0088432681669053,1.093576375827646]",0.0010609369206919979,0.006718837374460308,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
0d2f0b8c4906d449cde87c2f3b3eb6368cf63ec256a2ba134f1429a0a8661022,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,trajectory_092,joint_limit_return,single_gn_clip,0,78,orientation_tolerance,"[-0.1374395678575515,0.0008510495991837781,0.9631851889915306,-1.8680405534230915,-0.9291872450134618,2.1135338662372343,2.897299999999]",0.000235374683896826,0.009173886411483822,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
5c958deb3dc1f5919302388d58c9a5d961bec7d2f0bb8d7685e59c6d95b72459,2e9f7ef4bb4fbdc88f8581fc058a669a339276f9db5b4987a20be41acbf962af,trajectory_126,high_curvature,single_gn_k0,0,93,position_tolerance+orientation_tolerance,"[1.0723650697496958,-0.014547124933454097,1.6144823325717856,-1.3530478493221985,-1.55373216054472,1.5453231732893766,1.1663194496758964]",0.001343878749052378,0.009057548141082809,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48,trajectory_125,high_curvature,single_gn_k0,1,146,orientation_tolerance,"[0.7597875293818591,-0.054312161456237,-1.3383788044046134,-0.6165267482755991,0.2767574111482283,1.1641717353368228,-0.04768350447268712]",0.000948644744289054,0.009980288793048669,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
155366d9e36c3f00bb36d11c0390273736b0dcdcef6bce568f7f9c1042a2ae95,617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f,trajectory_042,near_singular,single_gn_k1,1,96,position_tolerance,"[-2.32373417286239,0.08945778797871529,1.0657396268929569,-0.5411136800413667,2.897299999999,2.3847069737773836,1.6162520937357456]",0.0010495305637705464,0.0017599075157499313,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48,trajectory_125,high_curvature,single_gn_k0,2,146,orientation_tolerance,"[0.7597875293818591,-0.054312161456237,-1.3383788044046134,-0.6165267482755991,0.2767574111482283,1.1641717353368228,-0.04768350447268712]",0.000948644744289054,0.009980288793048669,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
9d80e946830f388536d3b0fcb43de10b356b07a1aeaa394a31029c39060ef30a,c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c,trajectory_094,joint_limit_return,single_gn_clip,0,52,orientation_tolerance,"[-0.4625990931706785,-0.13006525267907013,-0.7091992320378985,-1.7566360735397393,2.897299999999,1.9069085012313347,-0.846803065813851]",0.0009204036397632918,0.012794009457459211,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
cb2737c167ae847af11bc75ead3a073930efac6f76a44fad3cdd855be5fd803a,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,single_gn_k1,2,97,position_tolerance+orientation_tolerance,"[0.07935690460874967,0.031212225704258835,-1.8162044413124854,-1.0571848998769158,-0.17726414934818305,3.404454918192594,0.3645034263511736]",0.0011648612843855486,0.010115652266452002,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
b80af2c9ad9ddbc0f44ff656687f91201f6f75726644d8c801f23dfc4b44479b,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,single_gn_osqp,0,97,position_tolerance+orientation_tolerance,"[0.07935693501954677,0.03121222370020804,-1.816204465876856,-1.0571849009954952,-0.17726414252918574,3.404454918015436,0.3645034141426552]",0.001164861316357143,0.01011565290879545,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
eeeb3d4a230c224f507d58ab1a2cf7380a60fe5bd391ab0cd921f3cfab8c60c7,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,trajectory_144,high_curvature,single_gn_k0,1,48,position_tolerance+orientation_tolerance,"[-0.7089053852697986,-0.037544556917282444,-1.3704920214439396,-1.6269646907861466,0.944318098452881,1.5245325570524988,-0.2739873352273435]",0.0013832753858933071,0.01279007827995759,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
7ade05b4a35b609b65f62a72b9938ae9cfaaadc9380544f3dc0319f559c13519,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_clip,0,126,position_tolerance,"[1.7369974990334673,-0.33627616895251117,1.5830672782599309,-1.4247344475395418,0.3695337392237034,2.0043389896906914,1.0888784043806143]",0.0012323073636101166,0.0049737137960904,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
5c958deb3dc1f5919302388d58c9a5d961bec7d2f0bb8d7685e59c6d95b72459,2e9f7ef4bb4fbdc88f8581fc058a669a339276f9db5b4987a20be41acbf962af,trajectory_126,high_curvature,single_gn_k0,2,93,position_tolerance+orientation_tolerance,"[1.0723650697496958,-0.014547124933454097,1.6144823325717856,-1.3530478493221985,-1.55373216054472,1.5453231732893766,1.1663194496758964]",0.001343878749052378,0.009057548141082809,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,single_gn_k0,0,96,orientation_tolerance,"[0.25878390269727286,0.02560027261487645,-1.967934579510384,-1.0598816938104494,-0.1800237514200091,3.406763968314493,0.34656265905717654]",0.0008666992799708165,0.009094924015238986,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
99596b92d749cfb0d60a69c35f886435bac6c03cd106abd1b9d3ecf6ec5f9596,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,trajectory_144,high_curvature,single_gn_k1,0,48,position_tolerance+orientation_tolerance,"[-0.7134899063251253,-0.035466570266125284,-1.3675165977777661,-1.626463104940337,0.9462227135182327,1.5227189742467764,-0.27479394677887975]",0.0013528943289792107,0.012513914523817013,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
b3f003e1e7b251770f17697161638612064e313b5d651355be9eeec2f873853d,f273e2cf840747e85e3dc4a774925882a9057bc0672355948aab35c0de41c7d8,trajectory_050,near_singular,single_gn_clip,2,133,position_tolerance,"[-2.897299999999,1.3015020412733456,-0.35043864359327054,-0.587694975308763,1.0165828732611308,1.5359892220271345,2.191249919567342]",0.0011637144246928316,0.0014193473135918815,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
1339de0a2b7e0c7fe442d1cc16653ecd1e53cb39b6001175c3ee189d588f0123,d7da3b52b00c623aa961e4db17e1e3c8b05d3c4295e5905a19047bd8a7f4482c,trajectory_052,near_singular,single_gn_clip,1,107,position_tolerance,"[-0.9297679185765548,-1.7627999999989998,0.8372330173559834,-0.3043397696736338,-0.9880512890601584,1.1155755605524977,-0.7143609448973386]",0.0010464377736997433,0.0006732418695296179,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,trajectory_144,high_curvature,single_gn_osqp,2,48,position_tolerance+orientation_tolerance,"[-0.7134899063249106,-0.03546657026635482,-1.3675165977778028,-1.6264631049404075,0.9462227135180259,1.5227189742469938,-0.2747939467787936]",0.0013528943289841228,0.012513914523861715,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
faaa7d32220bcfa3d2c5ac8b69577acf0d5a75387e62bc63f89738709774e972,98aff3582a84a6146748002550a34794014c19c6a94d633ebdfdfefa61217699,trajectory_096,joint_limit_return,single_gn_clip,1,48,position_tolerance,"[-1.0559555876390072,0.967317432296984,2.897299999999,-1.09608314282956,0.9788341570711727,1.4500686524938318,-1.35122831796699]",0.001045646269757589,0.0021264459935490068,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
a22d51628b40e5812e67f71d55673cd14a221f59d81c4be6844a498fb5c5660e,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_k0,0,120,position_tolerance,"[2.111739255564618,-0.09113858748618055,1.5586097143652147,-1.48555849345145,-0.09921390431636604,1.9984962585357084,1.2965345652274458]",0.0011368256513364485,0.007409397483189784,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
4481318d5ddc42ad85a73ca7db0930f598865b9f9facc5c5befea12352f1e43b,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,trajectory_120,high_curvature,single_gn_k1,2,53,position_tolerance,"[-0.39133749873986134,-0.015071474495616842,-1.3890438875592057,-1.6125676508272195,0.4810949964205539,2.1120270656260876,1.4570620592028214]",0.0013321462502991024,0.008051598942527691,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
99596b92d749cfb0d60a69c35f886435bac6c03cd106abd1b9d3ecf6ec5f9596,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,trajectory_144,high_curvature,single_gn_k1,2,48,position_tolerance+orientation_tolerance,"[-0.7134899063251253,-0.035466570266125284,-1.3675165977777661,-1.626463104940337,0.9462227135182327,1.5227189742467764,-0.27479394677887975]",0.0013528943289792107,0.012513914523817013,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
cb2737c167ae847af11bc75ead3a073930efac6f76a44fad3cdd855be5fd803a,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,single_gn_k1,1,97,position_tolerance+orientation_tolerance,"[0.07935690460874967,0.031212225704258835,-1.8162044413124854,-1.0571848998769158,-0.17726414934818305,3.404454918192594,0.3645034263511736]",0.0011648612843855486,0.010115652266452002,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
f5bb666660fc518f44cef9187a1158f5e100b99ce44b8bed15a3ce9b6232e076,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,trajectory_092,joint_limit_return,single_gn_k1,2,78,orientation_tolerance,"[-0.1074059809187835,0.00044827331649423274,0.9328122667862746,-1.868285444589076,-0.9278682291047988,2.1142819785535814,2.897299999999]",0.00027719657806086925,0.00897808132681935,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
faaa7d32220bcfa3d2c5ac8b69577acf0d5a75387e62bc63f89738709774e972,98aff3582a84a6146748002550a34794014c19c6a94d633ebdfdfefa61217699,trajectory_096,joint_limit_return,single_gn_clip,0,48,position_tolerance,"[-1.0559555876390072,0.967317432296984,2.897299999999,-1.09608314282956,0.9788341570711727,1.4500686524938318,-1.35122831796699]",0.001045646269757589,0.0021264459935490068,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
3cb5ae5e3ed83e96de6ea7b6a86708da3bcaaf99454050465495c03aa329b03d,617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f,trajectory_042,near_singular,single_gn_osqp,2,96,position_tolerance,"[-2.3237341609490763,0.08945778842046724,1.0657396147663691,-0.5411136779455124,2.897299999999,2.3847069747468597,1.6162520941205245]",0.0010495305921092992,0.001759907569246203,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,single_gn_clip,2,97,position_tolerance+orientation_tolerance,"[0.10581817668532573,0.03055719224223526,-1.8412860019973818,-1.0581100237508092,-0.1780195628352699,3.404159660010651,0.3642444710163665]",0.0012330257495125527,0.010891588230393127,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c,trajectory_094,joint_limit_return,single_gn_k0,1,53,orientation_tolerance,"[-0.380856846714828,-0.1456240815058321,-0.7915184101817916,-1.7584102890493407,2.897299999999,1.9174127459789105,-0.8466715507098628]",0.00026077928565498756,0.00952695583525228,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
a22d51628b40e5812e67f71d55673cd14a221f59d81c4be6844a498fb5c5660e,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_k0,2,120,position_tolerance,"[2.111739255564618,-0.09113858748618055,1.5586097143652147,-1.48555849345145,-0.09921390431636604,1.9984962585357084,1.2965345652274458]",0.0011368256513364485,0.007409397483189784,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
83087a7c16bc37c3c61ae735e33ac0bd25ea0555435bd0734c25156637b53d14,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,trajectory_120,high_curvature,single_gn_osqp,0,53,position_tolerance,"[-0.39133749874223284,-0.015071474494790267,-1.3890438875574216,-1.612567650826978,0.4810949964216358,2.1120270656255737,1.4570620592022518]",0.001332146250278051,0.008051598942431173,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
adfda1919c54d142f754a573fd1aa0b0007fdf9d4871403ca32c2d175c02b7c6,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_k1,0,126,position_tolerance,"[1.7369974990334673,-0.33027566507946926,1.58837015913655,-1.4259883719899853,0.3603728004366731,2.008843252673804,1.0935763402162744]",0.0010609369203293723,0.006718837372984205,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
b3f003e1e7b251770f17697161638612064e313b5d651355be9eeec2f873853d,f273e2cf840747e85e3dc4a774925882a9057bc0672355948aab35c0de41c7d8,trajectory_050,near_singular,single_gn_clip,0,133,position_tolerance,"[-2.897299999999,1.3015020412733456,-0.35043864359327054,-0.587694975308763,1.0165828732611308,1.5359892220271345,2.191249919567342]",0.0011637144246928316,0.0014193473135918815,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
adfda1919c54d142f754a573fd1aa0b0007fdf9d4871403ca32c2d175c02b7c6,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_k1,1,126,position_tolerance,"[1.7369974990334673,-0.33027566507946926,1.58837015913655,-1.4259883719899853,0.3603728004366731,2.008843252673804,1.0935763402162744]",0.0010609369203293723,0.006718837372984205,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
fde1ad725563456ef5767c6ec8259b1928f843da4030295adf56e52df9b4e43e,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,trajectory_120,high_curvature,single_gn_osqp,1,53,position_tolerance,"[-0.3913374987404305,-0.015071474495428335,-1.3890438875587705,-1.612567650827165,0.48109499642079934,2.112027065625971,1.4570620592026922]",0.0013321462502943484,0.008051598942506866,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
f5bb666660fc518f44cef9187a1158f5e100b99ce44b8bed15a3ce9b6232e076,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,trajectory_092,joint_limit_return,single_gn_k1,1,78,orientation_tolerance,"[-0.1074059809187835,0.00044827331649423274,0.9328122667862746,-1.868285444589076,-0.9278682291047988,2.1142819785535814,2.897299999999]",0.00027719657806086925,0.00897808132681935,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
7ade05b4a35b609b65f62a72b9938ae9cfaaadc9380544f3dc0319f559c13519,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,single_gn_clip,1,126,position_tolerance,"[1.7369974990334673,-0.33627616895251117,1.5830672782599309,-1.4247344475395418,0.3695337392237034,2.0043389896906914,1.0888784043806143]",0.0012323073636101166,0.0049737137960904,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
5c20cedcb0e226c817c20c7973b792c6237dae669f8f72560feb8931f1a58fdd,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,single_gn_osqp,2,97,position_tolerance+orientation_tolerance,"[0.07935693197740429,0.03121222392350304,-1.8162044635637902,-1.0571849008708896,-0.1772641435782588,3.4044549180227155,0.3645034158369248]",0.0011648613145522789,0.01011565285880174,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
1339de0a2b7e0c7fe442d1cc16653ecd1e53cb39b6001175c3ee189d588f0123,d7da3b52b00c623aa961e4db17e1e3c8b05d3c4295e5905a19047bd8a7f4482c,trajectory_052,near_singular,single_gn_clip,0,107,position_tolerance,"[-0.9297679185765548,-1.7627999999989998,0.8372330173559834,-0.3043397696736338,-0.9880512890601584,1.1155755605524977,-0.7143609448973386]",0.0010464377736997433,0.0006732418695296179,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
99596b92d749cfb0d60a69c35f886435bac6c03cd106abd1b9d3ecf6ec5f9596,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,trajectory_144,high_curvature,single_gn_k1,1,48,position_tolerance+orientation_tolerance,"[-0.7134899063251253,-0.035466570266125284,-1.3675165977777661,-1.626463104940337,0.9462227135182327,1.5227189742467764,-0.27479394677887975]",0.0013528943289792107,0.012513914523817013,no_descent,outputs/single_solver_evidence/reports/first_failure_inputs.csv
7e954bb8a4f7b108c34380f1fc198c04883f2e3b2216de70ca4aae281e3842d4,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,trajectory_092,joint_limit_return,single_gn_osqp,1,78,orientation_tolerance,"[-0.10740589937362305,0.00044827350494398404,0.9328121853472712,-1.8682854443898302,-0.9278682291802443,2.1142819782457694,2.897299999999]",0.0002771965565679241,0.008978081352415889,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
b3f003e1e7b251770f17697161638612064e313b5d651355be9eeec2f873853d,f273e2cf840747e85e3dc4a774925882a9057bc0672355948aab35c0de41c7d8,trajectory_050,near_singular,single_gn_clip,1,133,position_tolerance,"[-2.897299999999,1.3015020412733456,-0.35043864359327054,-0.587694975308763,1.0165828732611308,1.5359892220271345,2.191249919567342]",0.0011637144246928316,0.0014193473135918815,iteration_limit,outputs/single_solver_evidence/reports/first_failure_inputs.csv
f5bb666660fc518f44cef9187a1158f5e100b99ce44b8bed15a3ce9b6232e076,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,trajectory_092,joint_limit_return,single_gn_k1,0,78,orientation_tolerance,"[-0.1074059809187835,0.00044827331649423274,0.9328122667862746,-1.868285444589076,-0.9278682291047988,2.1142819785535814,2.897299999999]",0.00027719657806086925,0.00897808132681935,stationary,outputs/single_solver_evidence/reports/first_failure_inputs.csv
