robot,method,uid,family,search_repeats,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,intervention_normalized_mean,optimization_call_rate,partial_correction_rate,effective_command_adjustment_rate,normalized_shortfall_reduction_mean,successful_prefix,frame_deadline_success
panda,cr_ik_elastic_mu025,382b73aa838edd56e27f26c97236b15224160d355af74cef7cec883baca7749b,near_singular,3,0.3333333333333333,0.3333333333333333,723279371.6666666,0.7444444444444445,12.529479136993892,0.03940264637670344,0.7422222222222222,0.0,0.06,0.0,159.0,0.7444444444444445
panda,cr_ik_elastic_mu025,387526bd4814f31b247e11fc80b6000dcb70ae68d7afab333ca9746d4bf381e7,joint_limit_return,3,1.0,1.0,202192636.0,1.0,2.126433550267064,0.0,0.4000000000000001,0.0,0.0,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,3a67c5d8a3584c8a808eabed595421113ce94630430749b5d3638ab782659d54,near_singular,3,1.0,1.0,253773468.0,1.0,7.110844363734344,0.006976555408361347,0.8244444444444445,0.0,0.025555555555555557,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,3ee4382740a5fb4d5a52c0579f24b1f6d760c7c19e18419bcff95de369973180,joint_limit_return,3,1.0,1.0,202964510.66666666,1.0,2.3250595567985513,0.00016774314153632027,0.38666666666666666,0.0,0.0033333333333333335,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,40b2fab4264c4b807c0c45ed78535d13afda599f84a7b6bf20924a9ebf66c389,near_singular,3,1.0,1.0,266878170.66666666,1.0,13.855067992786948,0.033081603605825294,0.45222222222222225,0.08333333333333333,0.13666666666666666,0.014380002330156584,300.0,1.0
panda,cr_ik_elastic_mu025,41798b795b241b9e1221a983a4d3ce265806a5df75121e78781c642793b522c2,joint_limit_return,3,0.0,0.0,821478291.6666666,0.6955555555555556,9.45245247949702,0.021260146772936167,0.9444444444444445,0.0,0.04888888888888889,0.0,160.33333333333334,0.6955555555555556
panda,cr_ik_elastic_mu025,422ce04a9cc3eb04ea49019d8a14e52c7a46a47a92beb0ee351fe77eb0c2fbfe,joint_limit_return,3,1.0,1.0,193222083.0,1.0,1.9983663313882103,6.0012285479685045e-05,0.2633333333333333,0.0,0.0033333333333333335,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,432e0721de97b6d7fd4339a72d1fe54f8a36e1bfb97d180333cd49eae3cf1151,near_singular,3,1.0,0.6666666666666666,229896599.66666666,1.0,9.715641035586913,0.009776869476203426,0.26555555555555554,0.0,0.034444444444444444,0.0,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,4789ccf38badbf5d2e0abc9053022e8a23c2d3b68d56dcd7aa30a83eacc3cef8,high_curvature,3,1.0,1.0,232624206.33333334,1.0,9.159164062747008,0.0,0.7733333333333333,0.0,0.0,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,4824683c7b37e2f78c6a76e1fc35dfb94e7466bc8681f853e91a1206d347ec9d,near_singular,3,1.0,1.0,222516289.33333334,1.0,5.664607018092677,0.002168086998743069,0.39999999999999997,0.0,0.012222222222222223,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,48fffa68aac1970b631c3cb8ffb76de02d78157f66ff38469927755e56882eb1,high_curvature,3,1.0,1.0,271392844.0,1.0,7.833939310617784,0.0018858367276534274,0.7811111111111111,0.0,0.09666666666666666,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,4a5a274b027b4aa250495c5a794a53cd479d72ef5cb4bc2cd11ef47dd636f93d,smooth,3,1.0,0.6666666666666666,221958677.0,1.0,2.130452755648453,0.0,0.3333333333333333,0.0,0.0,0.0,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,4a8d952b7aea409e36705cbd04b1c33cd79ef883b35a22d161df57e774f51fe0,near_singular,3,1.0,1.0,235905194.33333334,1.0,3.6947551434551165,0.0,0.8488888888888888,0.0,0.0,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,4b5b1ecc488bc8d5f6e306043799fd381bc23349879c828576567a70e65bff03,joint_limit_return,3,1.0,1.0,206933925.0,1.0,3.5093440907234132,0.000668984720302288,0.31,0.0,0.006666666666666667,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,502d4f2b9dfbf2defaf3963193e10c2fa2f78dd98605e0f012e148d10d1a3226,joint_limit_return,3,0.0,0.0,568093612.0,0.8222222222222223,6.088920746194423,0.04866600832330772,0.5711111111111111,0.11777777777777777,0.21000000000000005,0.03671093483060533,246.66666666666666,0.8222222222222223
panda,cr_ik_elastic_mu025,53f58c8f6839cf8e75e9b787d498316685f863cba3c455baf360cb698c23fc2f,high_curvature,3,1.0,1.0,201355340.66666666,1.0,10.1912992414087,0.00027523682781342734,0.32666666666666666,0.0,0.006666666666666667,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,5511d0df780c71ff6b9209d8f5ce09bd161c1896ea42a8615825dcc54f7c0311,near_singular,3,1.0,1.0,201123989.33333334,1.0,12.393979595877703,0.004767096946976621,0.2288888888888889,0.0,0.012222222222222223,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,55583c8398ab320fa18a2853a845f17088e3c54632454863d37098266ec1f9a9,joint_limit_return,3,1.0,1.0,260621231.0,1.0,2.8580008286462717,0.009010417630119075,0.3333333333333333,0.0,0.15,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,565104274b41861d92d2faf00ea9bb17207527a6024f91b85a19c9acdeeda625,near_singular,3,1.0,0.6666666666666666,252567369.0,1.0,3.372186131330766,0.0013521922061229812,0.7066666666666667,0.0,0.006666666666666667,0.0,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,57dca9769fc531c600e40112a4606d9cada18d4a017f5d83cde22287b3115a32,near_singular,3,0.0,0.0,748787877.3333334,0.7022222222222223,12.27249315408951,0.02767706924699222,0.73,0.0,0.04888888888888889,0.0,103.0,0.7022222222222223
panda,cr_ik_elastic_mu025,581ec8fdae029179a939df3bc82cd846a7680405bccbc097ffb1a12350cb170e,near_singular,3,0.0,0.0,769701176.0,0.66,6.542030433021427,0.00440359945205748,0.6322222222222222,0.0,0.012222222222222223,0.0,99.0,0.66
panda,cr_ik_elastic_mu025,592287a37470a8521b1317bd4eea5c90ce9d95e74acc5570347decafa038941c,smooth,3,1.0,0.6666666666666666,247684059.0,1.0,3.1038659814946405,0.00341949265737511,0.3677777777777778,0.0988888888888889,0.10555555555555556,0.02350327990282956,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,5bba289626fed02243ed978a6264946bf53f992f87f38c234bd24d25f21fa067,high_curvature,3,1.0,1.0,258975632.33333334,1.0,11.17208783591183,0.013241212222372574,0.6266666666666667,0.20555555555555557,0.21222222222222223,0.014811278492525547,300.0,1.0
panda,cr_ik_elastic_mu025,5fc56ab29ea1d1649007c8595e7f1ca957e422d7a8ae7ead261c2c3d513a99a1,joint_limit_return,3,0.0,0.0,1704338850.3333333,0.08111111111111109,5.73155203862692,0.02780134205960985,1.0,0.0,0.0044444444444444444,0.0,24.333333333333332,0.08111111111111109
panda,cr_ik_elastic_mu025,6030a9d0ad34dcd67d04e40a918a35e4d27b9e9c4bc710b2582e682b26dde256,near_singular,3,1.0,1.0,184184267.0,1.0,0.6730975034059304,0.0,0.16333333333333333,0.0,0.0,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,621f852ffdd9dcb3f8c97fe3adfd7eafaa58a02c5f6dce82febed210ccee8079,near_singular,3,1.0,1.0,245640531.0,1.0,4.73972258948304,0.007789366147344711,0.5955555555555555,0.13,0.1366666666666667,0.009045162261092076,300.0,1.0
panda,cr_ik_elastic_mu025,63ff4f77b29c406abda453ccf91ba286604dc5b29929ab2ef92cb856344b784c,high_curvature,3,1.0,1.0,212586750.66666666,1.0,10.209918039306322,0.005160768292638981,0.36000000000000004,0.0,0.03666666666666667,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,6578102eb0456634c88b1e8bd9e27df8ed03c09b9532990cbfdef2b32597d20e,near_singular,3,1.0,1.0,289021292.0,1.0,9.237081144218122,0.028625426176670826,0.5222222222222221,0.14222222222222222,0.2088888888888889,0.005681872741282776,300.0,1.0
panda,cr_ik_elastic_mu025,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,near_singular,3,1.0,1.0,240493976.0,1.0,3.684046872330905,0.003188564920371203,0.6277777777777778,0.0,0.012222222222222223,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,67e4dcf8ce3431dde48ca969ee1cf0305866aa9f1d81ada85caeb112a20221c3,smooth,3,0.3333333333333333,0.3333333333333333,279342201.6666667,0.9888888888888889,7.186988846220426,0.015939785977998656,0.5866666666666667,0.1711111111111111,0.1877777777777778,0.06410171761854459,296.6666666666667,0.9888888888888889
panda,cr_ik_elastic_mu025,6869b226ce834c3dc5f3792428fc738905b53b8d6b3219a4b6e1afa1c3ce6a37,high_curvature,3,1.0,1.0,236902147.0,1.0,10.607832015300533,0.0015812564501120477,0.6411111111111111,0.0,0.05000000000000001,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,68c9060dfe6a8e777cb3d9698392f0d65adaed816b9852b33c7fada9101858a8,smooth,3,1.0,1.0,181570057.33333334,1.0,2.743261595223423,0.0005133876860915459,0.08333333333333333,0.0,0.0033333333333333335,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,69318676c886cb65f110e3c03a48062ef26fbcafe24f1d4fd1507a83ddf68581,high_curvature,3,1.0,1.0,271787108.6666667,1.0,7.509004098300076,0.009432189837055696,0.71,0.23555555555555555,0.23555555555555555,0.013246908819416675,300.0,1.0
panda,cr_ik_elastic_mu025,6956e029adaae52b344dcc34d2f79dbbc9ad5ba9315c02ee84cef9e5d82f1bfe,high_curvature,3,1.0,1.0,233918711.33333334,1.0,9.712167370726556,0.007268622191251902,0.44,0.14222222222222222,0.15222222222222223,0.0074112071724315035,300.0,1.0
panda,cr_ik_elastic_mu025,6ef7daa1bf8170cb221a5914421749fed357f77ba85cc7639c8ff37cce60538b,near_singular,3,0.0,0.0,930322022.6666666,0.6077777777777778,14.582884827500758,0.0596168884411526,0.8366666666666666,0.0,0.08888888888888889,0.0,91.0,0.6077777777777778
panda,cr_ik_elastic_mu025,742aa25eebb9c965a2dd213f28c09d410a3ba708c95ac10cbe827bbd4074c61a,joint_limit_return,3,1.0,0.6666666666666666,274347847.6666667,1.0,2.7395727233613765,0.010596571772251618,0.4166666666666667,0.0,0.12333333333333334,0.0,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,75d1ab45e2c1e852a7346ed944e2a96e9391f8e94f0b4f0128ec0007f0cb16b0,high_curvature,3,0.0,0.0,787287483.0,0.6933333333333334,10.405485801745021,0.01575829394185288,1.0,0.22555555555555554,0.23666666666666666,0.013620554020025011,208.0,0.6933333333333334
panda,cr_ik_elastic_mu025,77efe130d856feb102b34bb9c9fc0b887da24d7abb2ae6e7bd4d15530ec845f5,smooth,3,1.0,1.0,201220068.0,1.0,3.4460185196404787,0.0028839131587389904,0.28,0.0,0.01,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,7935a355df8e86c38ab05f0ff3b9cf22119ecc10c7b70b3eea9686dc2c1e16a2,joint_limit_return,3,0.0,0.0,557204147.6666666,0.7955555555555556,8.140771276715144,0.015928733146286986,0.5233333333333333,0.0,0.02666666666666667,0.0,238.66666666666666,0.7955555555555556
panda,cr_ik_elastic_mu025,7b54a084addb6d39ded2cb22148cdbcb2193583000fef53ffc3f93affdc09fe1,smooth,3,1.0,1.0,201799521.0,1.0,2.2646678497147104,0.00026956154244742924,0.3233333333333333,0.0,0.0033333333333333335,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,7c194aab39071decbc1dabc6271d87b61cc0bde17f280a9145d715a6e279549b,high_curvature,3,1.0,0.6666666666666666,234706156.0,1.0,10.736679489892273,0.0,0.4977777777777777,0.0,0.0,0.0,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,7fd10fc27e12387d033e307d8257c0ebcdbc03b6f0a50494ade6d2d4533f40b7,high_curvature,3,1.0,1.0,273479334.0,1.0,12.110076542573175,0.003474430535351606,0.7399999999999999,0.0,0.11333333333333333,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,80e6fbc6a8435a42312749c3cf4742facbabd01b3567a0316c9e095b422deafb,high_curvature,3,1.0,1.0,227563000.33333334,1.0,8.32580062394083,0.007511135256971796,0.37666666666666665,0.12333333333333334,0.12666666666666668,0.01174202889203841,300.0,1.0
panda,cr_ik_elastic_mu025,8283ba8c46ec8b783143ddc6efff1d4c411614504244238421258c8275827ae8,smooth,3,1.0,1.0,221008733.66666666,1.0,3.145159227423438,0.0033504553210341333,0.28777777777777774,0.10555555555555556,0.11333333333333334,0.0532257346173032,300.0,1.0
panda,cr_ik_elastic_mu025,85d72769d656157cb422d6ba7d7371e699e89b4a59008119724236942b2c346d,high_curvature,3,1.0,1.0,228775133.33333334,1.0,12.325634728146179,0.001821288637891969,0.6433333333333333,0.0,0.02666666666666667,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,880bcc38b7e27887876032ee34da2333cbc4dda1e4d9d8c6fad5ff77daadaa48,joint_limit_return,3,1.0,1.0,184426267.33333334,1.0,2.2137900041969942,0.0004094752363045354,0.17666666666666667,0.0,0.0033333333333333335,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,8aa4e137e70e4adc01c926e2a884c539f7ab1046567279853538ae5748f3ff98,joint_limit_return,3,1.0,1.0,245476899.0,1.0,5.842016875202792,0.00848257269328323,0.6477777777777778,0.0,0.06666666666666667,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,8d31794c602c326b4484e55f383172f9be8923a40fe25684003fedc8f32aa08f,near_singular,3,1.0,0.6666666666666666,246771176.66666666,1.0,1.8331924084926576,0.0,0.6433333333333333,0.0,0.0,0.0,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,8eeeab00099c4b90437f1e6792732d868718ac1477a8947b256e213502f25fb1,near_singular,3,0.6666666666666666,0.6666666666666666,308429180.3333333,0.9466666666666667,10.206255861982115,0.027788543396165346,0.3066666666666667,0.0,0.041111111111111105,0.0,284.0,0.9466666666666667
panda,cr_ik_elastic_mu025,93ef23eb1df4f3eb203bb655b6e1ff877a7a64b5d8ff2d1433caa3002c205e5f,near_singular,3,1.0,1.0,216187619.33333334,1.0,10.092126542988476,0.0014029921146776916,0.4366666666666667,0.0,0.0044444444444444444,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,953d1dea50a1605bb78a01e87b85d077d990e311e1fa4f3afdb9b9a1e4e87019,smooth,3,1.0,1.0,198165640.33333334,1.0,2.206714190584576,0.0,0.32666666666666666,0.0,0.0,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,9620a66d3dd5b54fab77d71e2d2852ee892b7f28c4a345794e5a1cfe6159c740,high_curvature,3,1.0,1.0,254789026.66666666,1.0,7.995141277848224,0.0024992071549780844,0.9633333333333333,0.0,0.021111111111111112,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,98b716b9ea6c5123b3f732f8ffe2683606cab3c636e29d8e7dfef3f2e7450c90,high_curvature,3,1.0,1.0,248468148.0,1.0,8.428529032197345,0.0017974913297065227,0.8133333333333334,0.0,0.023333333333333334,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,9b12a2d610715cd64382295b7491a7a640b94abe6dc08057d5c7ab1fd75dbf82,high_curvature,3,0.0,0.0,1286277431.0,0.34,6.563510005604951,0.0,0.9133333333333334,0.0,0.0,0.0,102.0,0.34
panda,cr_ik_elastic_mu025,9ba3004980b7b6e821f2ca5e4ff07a2e5c47e9dae853fe8fdf14d747df44f7b3,near_singular,3,0.0,0.0,536609599.3333333,0.8366666666666666,8.100859873258225,0.013342948042661283,0.7999999999999999,0.0,0.031111111111111114,0.0,125.33333333333333,0.8355555555555556
panda,cr_ik_elastic_mu025,9c72897a2ea654dd4b5af85e90e3e9ba258a4dcdd9ef4039a0fcac8262122b24,joint_limit_return,3,1.0,1.0,280063921.6666667,1.0,2.7965138245066954,0.005078094262866263,0.4955555555555555,0.0,0.13,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,9e06a9430b38264961e75185bd1d946ed68a64c366ea43db0aa789b852230375,smooth,3,0.0,0.0,835545050.3333334,0.6444444444444444,4.585970363910678,0.017495827774945665,0.7033333333333333,0.20444444444444443,0.2355555555555556,0.19719524510988282,193.33333333333334,0.6444444444444444
panda,cr_ik_elastic_mu025,9ee9ab9c757e27514fdf27b11cc2ff8cd7dc94dafeff5020bd27fc724a6525c4,joint_limit_return,3,1.0,1.0,243650277.33333334,1.0,2.8487466161444224,0.004259394884962026,0.5355555555555557,0.15222222222222223,0.15222222222222223,0.037775376829229414,300.0,1.0
panda,cr_ik_elastic_mu025,9f73a63d8f3fba3e58f6e16b6ccbbd374fbf96215a3e567f889c0540e6d11216,high_curvature,3,1.0,1.0,217131767.0,1.0,9.84519411138877,0.0,0.5766666666666667,0.0,0.0,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,9fc792077d2991f7aaa0f616f0361d47f379758ebbada639ea236cf42c04542a,high_curvature,3,1.0,0.6666666666666666,269046526.0,1.0,10.964712684923084,0.004932538342766088,0.6266666666666667,0.1277777777777778,0.1277777777777778,0.008452684636761269,300.0,0.9988888888888888
panda,cr_ik_elastic_mu025,a00967b9ca4a1bd733f21ab389ae8e485736152e107c1ba6c8210581c41a1c6a,joint_limit_return,3,1.0,1.0,258555981.0,1.0,12.968565456614892,0.00920846572217565,0.49222222222222217,0.0,0.01888888888888889,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,a1aa40046ea1a09ab9550a71975721e9acb1f54954d8644912ac3250248796f9,near_singular,3,0.0,0.0,347531950.3333333,0.9311111111111111,5.727876902261297,0.003213272563103615,0.6355555555555555,0.0,0.013333333333333334,0.0,139.33333333333334,0.9311111111111111
panda,cr_ik_elastic_mu025,a1f94e00cd442e508d184a5c04d08699cdd90be38e31625fab33e2492a524655,joint_limit_return,3,1.0,1.0,282016093.0,1.0,3.1257247759330373,0.010391988419552682,0.5122222222222222,0.13333333333333333,0.21555555555555558,0.06911990148238682,300.0,1.0
panda,cr_ik_elastic_mu025,a20602ecd73dfd692a51d25664cba5ef0f6347f6c8605071891762f02266d15e,high_curvature,3,1.0,1.0,238485083.66666666,1.0,8.451545365029416,0.0009365737960152864,0.7233333333333333,0.0,0.016666666666666666,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,a65bfebee579009cf83f2ad4174a1b0ca3c1ffe7831d902dae1cc34375598760,high_curvature,3,1.0,1.0,309330029.3333333,1.0,8.012580807303694,0.011571036387519646,0.9755555555555556,0.3111111111111111,0.3188888888888889,0.010365846037151403,300.0,1.0
panda,cr_ik_elastic_mu025,a8bb823f53aecd70ce0f49a1ef5edafbe22790690f6f874d6d03f358461bc80f,near_singular,3,1.0,1.0,202231169.33333334,1.0,4.111260370448579,0.0,0.32,0.0,0.0,0.0,300.0,1.0
panda,cr_ik_elastic_mu025,aabfc6c4a306c0b611db111a3c09c676dfac549f1c0850a980c72e63b54f3800,smooth,3,1.0,1.0,211329230.33333334,1.0,2.8037663037297786,0.0,0.51,0.0,0.0,0.0,300.0,1.0
