robot,uid,site_id,family,method,repeat,frame,previous_q,target_position,target_rotation,q,failure_kind,position_error,orientation_error,velocity_utilization,decision,fallback_reason,native_status,demand,demand_met,initial_pair_legal
panda,8283ba8c46ec8b783143ddc6efff1d4c411614504244238421258c8275827ae8,trajectory_007,smooth,pink_qp,1,11,"[0.7364555954099169,0.14773964484629362,-1.6827619136754022,-1.3371790409738953,0.6169464013247852,0.755469317134098,0.5861614145669471]","[0.35657981440225234,-0.2867432463741849,0.7014412531605431]","[[0.28671423835088006,-0.9561019624312637,-0.06053084306335812],[-0.7280488183854351,-0.2585222410318389,0.6349103629170397],[-0.6226876131532137,-0.13796843235668785,-0.7702109114382838]]","[0.7800555954099168,0.11421513467826196,-1.726361913675402,-1.3404524518426506,0.6187622644816883,0.773854480629103,0.6032872254012148]",position_tolerance,0.0010381319582482445,0.0033640076249349025,0.9999999999999968,,,solved,,,
panda,8283ba8c46ec8b783143ddc6efff1d4c411614504244238421258c8275827ae8,trajectory_007,smooth,pink_qp,2,11,"[0.7364555954099169,0.14773964484629362,-1.6827619136754022,-1.3371790409738953,0.6169464013247852,0.755469317134098,0.5861614145669471]","[0.35657981440225234,-0.2867432463741849,0.7014412531605431]","[[0.28671423835088006,-0.9561019624312637,-0.06053084306335812],[-0.7280488183854351,-0.2585222410318389,0.6349103629170397],[-0.6226876131532137,-0.13796843235668785,-0.7702109114382838]]","[0.7800555954099168,0.11421513467826196,-1.726361913675402,-1.3404524518426506,0.6187622644816883,0.773854480629103,0.6032872254012148]",position_tolerance,0.0010381319582482445,0.0033640076249349025,0.9999999999999968,,,solved,,,
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,cr_ik_elastic_mu025,0,234,"[0.7067154054153723,-0.13388179198855263,0.719942366603432,-0.8730195709670251,-1.1024199580451708,1.6976132208531718,0.15514379712421825]","[0.06943062425471704,0.36488590585518726,1.0281418705470666]","[[-0.024658773911556697,0.2940595107927474,0.9554689680892356],[0.5638973343363072,-0.7851058321453803,0.2561808514696539],[0.8254766751384232,0.5451035098434425,-0.14645962706075133]]","[0.7067154054153723,-0.13388179198855263,0.719942366603432,-0.8730195709670251,-1.1024199580451708,1.6976132208531718,0.15514379712421825]",position_tolerance+orientation_tolerance,0.01567836542818572,0.017157659065781955,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":9,""native_seconds"":0.000156923,""primal_residual"":0.041262451127801254,""dual_residual"":3.674572103284435e-16}]",0.6263156813666942,False,False
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,cr_ik_elastic_mu025,1,234,"[0.7069489469273327,-0.13699818773864741,0.7183467278723655,-0.8776581713371737,-1.1006515413961766,1.70169555071351,0.15602604704828663]","[0.06943062425471704,0.36488590585518726,1.0281418705470666]","[[-0.024658773911556697,0.2940595107927474,0.9554689680892356],[0.5638973343363072,-0.7851058321453803,0.2561808514696539],[0.8254766751384232,0.5451035098434425,-0.14645962706075133]]","[0.7069489469273327,-0.13699818773864741,0.7183467278723655,-0.8776581713371737,-1.1006515413961766,1.70169555071351,0.15602604704828663]",position_tolerance+orientation_tolerance,0.014823136234087448,0.019146851092595684,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":9,""native_seconds"":0.0001585,""primal_residual"":0.0486945210752106,""dual_residual"":3.556610865372302e-16}]",0.6263156813666942,False,False
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,cr_ik_elastic_mu025,2,234,"[0.7152734012406239,-0.13546693961329676,0.7110645126343348,-0.8775257589404486,-1.1012621933479019,1.7023053902500553,0.15307460898224995]","[0.06943062425471704,0.36488590585518726,1.0281418705470666]","[[-0.024658773911556697,0.2940595107927474,0.9554689680892356],[0.5638973343363072,-0.7851058321453803,0.2561808514696539],[0.8254766751384232,0.5451035098434425,-0.14645962706075133]]","[0.7152734012406239,-0.13546693961329676,0.7110645126343348,-0.8775257589404486,-1.1012621933479019,1.7023053902500553,0.15307460898224995]",position_tolerance+orientation_tolerance,0.014953771745557275,0.019326088883345135,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":8,""native_seconds"":0.000157424,""primal_residual"":0.05554204718291874,""dual_residual"":3.9387109457490103e-16}]",0.6263156813666942,False,False
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,cr_ik_mu0_analytic,0,234,"[0.7099253007840157,-0.13517325155870763,0.71750513435652,-0.875313440893899,-1.1023865310646297,1.6989983733933935,0.1563003855022888]","[0.06943062425471704,0.36488590585518726,1.0281418705470666]","[[-0.024658773911556697,0.2940595107927474,0.9554689680892356],[0.5638973343363072,-0.7851058321453803,0.2561808514696539],[0.8254766751384232,0.5451035098434425,-0.14645962706075133]]","[0.7099253007840157,-0.13517325155870763,0.71750513435652,-0.875313440893899,-1.1023865310646297,1.6989983733933935,0.1563003855022888]",position_tolerance+orientation_tolerance,0.015140852094575686,0.01857041433023395,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":9,""native_seconds"":0.000148468,""primal_residual"":0.04403273810875166,""dual_residual"":4.585435623437218e-16}]",0.6263156813666942,False,False
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,cr_ik_mu0_analytic,1,233,"[0.6986811708852817,-0.15018104356911346,0.6781803769308836,-0.8686801192367275,-1.0501073499572953,1.730468114413721,0.12952567346622038]","[0.07556873742358312,0.3532627742107489,1.0355384724793595]","[[-0.03459376356055096,0.30412849723364355,0.9520026936375351],[0.556701400200695,-0.7852373671640195,0.27108269628271087],[0.8299920617314976,0.5393590032434098,-0.14214444443232094]]","[0.6986811708852817,-0.15018104356911346,0.6781803769308836,-0.8686801192367275,-1.0501073499572953,1.730468114413721,0.12952567346622038]",position_tolerance+orientation_tolerance,0.015226560978387526,0.016340213089758956,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":9,""native_seconds"":0.000153746,""primal_residual"":0.023370454601112,""dual_residual"":3.551898138090082e-16}]",0.6425680917380187,False,False
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,cr_ik_mu0_analytic,2,234,"[0.7196584052854491,-0.13304801918248713,0.7106676676055218,-0.8737945554536404,-1.102407349957295,1.6963770875075528,0.15591161165667838]","[0.06943062425471704,0.36488590585518726,1.0281418705470666]","[[-0.024658773911556697,0.2940595107927474,0.9554689680892356],[0.5638973343363072,-0.7851058321453803,0.2561808514696539],[0.8254766751384232,0.5451035098434425,-0.14645962706075133]]","[0.7196584052854491,-0.13304801918248713,0.7106676676055218,-0.8737945554536404,-1.102407349957295,1.6963770875075528,0.15591161165667838]",position_tolerance+orientation_tolerance,0.01528401965489905,0.019555586058432023,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":8,""native_seconds"":0.000151403,""primal_residual"":0.06736719744178639,""dual_residual"":3.5468371446823946e-16}]",0.6263156813666942,False,False
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,trac_task_20ms,0,234,"[0.6967542071594425,-0.13489289031444027,0.7269390415714571,-0.8733644782408385,-1.098614532988787,1.6984318148895123,0.15432235548091722]","[0.06943062425471704,0.36488590585518726,1.0281418705470666]","[[-0.024658773911556697,0.2940595107927474,0.9554689680892356],[0.5638973343363072,-0.7851058321453803,0.2561808514696539],[0.8254766751384232,0.5451035098434425,-0.14645962706075133]]","[0.6967542071594425,-0.13489289031444027,0.7269390415714571,-0.8733644782408385,-1.098614532988787,1.6984318148895123,0.15432235548091722]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.015390810309219603,0.0169819729017986,0.0,,,,,,
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,trac_task_20ms,1,234,"[0.6919604729495602,-0.1392784755943212,0.7271547231473858,-0.8782645756766865,-1.094745363468578,1.7036393458803418,0.1550268900657319]","[0.06943062425471704,0.36488590585518726,1.0281418705470666]","[[-0.024658773911556697,0.2940595107927474,0.9554689680892356],[0.5638973343363072,-0.7851058321453803,0.2561808514696539],[0.8254766751384232,0.5451035098434425,-0.14645962706075133]]","[0.6919604729495602,-0.1392784755943212,0.7271547231473858,-0.8782645756766865,-1.094745363468578,1.7036393458803418,0.1550268900657319]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.014996915596310256,0.0184537654885182,0.0,,,,,,
panda,acd7cc7b59eea3284a8d6ba91a8b8a6fc67c14fa3f6941ef00ff0f1299afe45b,trajectory_009,smooth,trac_task_20ms,2,235,"[0.7109517714667751,-0.11984993297081466,0.7619694299669361,-0.8828031083278206,-1.1485298190984103,1.6717997722887454,0.1820942774063382]","[0.06324280025250927,0.3765003229595586,1.0204347506892684]","[[-0.01535891066516551,0.2827612385295229,0.9590673520918276],[0.5704877991350482,-0.7852577650203663,0.24065309786759095],[0.8211624534166359,0.5508323923485888,-0.14925113278733254]]","[0.7109517714667751,-0.11984993297081466,0.7619694299669361,-0.8828031083278206,-1.1485298190984103,1.6717997722887454,0.1820942774063382]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.015208578080614757,0.02348850007292252,0.0,,,,,,
