frames,completion,deadline_completion,frame_success,frame_deadline_success,accepted_frames,deadline_frames,total_latency_ns,p50_ms,p95_ms,p99_ms,first_failure_frame,successful_prefix,first_failure_reason,failure_reasons,backup_rate,optimized_command_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,normalized_tolerance_p95,max_accepted_step_utilization,acceleration_rms,velocity_change_rms,accepted_contract_violations,optimization_call_rate,mean_conic_calls,intervention_normalized_mean,intervention_normalized_p95,unchanged_given_legal_backup,accepted_near_tolerance_rate,direct_return_rate,direct_extra_p50_ms,demand_coverage,demand_met_rate,partial_correction_rate,effective_command_adjustment_rate,actual_shortfall_reduction_mean,normalized_shortfall_reduction_mean,decision_counts,fallback_counts,robot,uid,site_id,family,method,repeat,run_id,raw_file
300,False,False,0.17333333333333334,0.17333333333333334,52,52,5051062034,20.2486165,20.321496850000003,20.372022530000002,49,49,internal_nonconvergence+position_tolerance+orientation_tolerance,"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":248}",0.0,0.0,0.0,0.0005533068073538079,0.0008765256543742231,0.0042036118453314605,0.007708834611990818,0.635634034869592,0.9570909274593875,9.6144417506092,0.19228883501218405,0,,,,,,0.0,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,trac_task_20ms,1,panda_trajectory_000_trac_task_20ms_r1,runs/panda_trajectory_000_trac_task_20ms_r1.jsonl.gz
300,False,False,0.17,0.17,51,51,5056890123,20.2560785,20.3195785,20.38497665,49,49,internal_nonconvergence+position_tolerance+orientation_tolerance,"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":249}",0.0,0.0,0.0,0.000575172969894115,0.0008291180545152028,0.0012290974462673182,0.005225857389339408,0.5751729698941149,0.9570909274593875,9.554434360489765,0.1910886872097953,0,,,,,,0.0,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,trac_task_20ms,2,panda_trajectory_000_trac_task_20ms_r2,runs/panda_trajectory_000_trac_task_20ms_r2.jsonl.gz
300,False,False,0.17,0.17,51,51,1312254557,5.219317,5.2718761,5.3382305599999995,48,48,internal_nonconvergence+position_tolerance+orientation_tolerance,"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":249}",0.0,0.0,0.0,0.0004924505090381461,0.0009720149698100475,0.0006206510990098963,0.00560246902655777,0.492450509038146,0.9570909274593875,9.468051468958429,0.1893610293791686,0,,,,,,0.0196078431372549,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,trac_task_5ms,0,panda_trajectory_000_trac_task_5ms_r0,runs/panda_trajectory_000_trac_task_5ms_r0.jsonl.gz
300,False,False,0.17333333333333334,0.17333333333333334,52,52,1314111870,5.2227395,5.315341849999999,5.34374208,49,49,internal_nonconvergence+position_tolerance+orientation_tolerance,"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":248}",0.0,0.0,0.0,0.000653408516603295,0.0009253811980279542,0.003562061018410788,0.007150666753042759,0.653408516603295,0.9570945924408963,9.82815629825242,0.1965631259650484,0,,,,,,0.019230769230769232,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,trac_task_5ms,1,panda_trajectory_000_trac_task_5ms_r1,runs/panda_trajectory_000_trac_task_5ms_r1.jsonl.gz
300,False,False,0.16666666666666666,0.16666666666666666,50,50,1318782872,5.2209855,5.261773900000001,5.31268296,48,48,internal_nonconvergence+position_tolerance+orientation_tolerance,"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":250}",0.0,0.0,0.0,0.0005567667456458296,0.0009188337050362455,0.0007153736645229489,0.006867797570369289,0.5567667456458295,0.9841129434852576,10.219841390061477,0.20439682780122956,0,,,,,,0.02,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,trac_task_5ms,2,panda_trajectory_000_trac_task_5ms_r2,runs/panda_trajectory_000_trac_task_5ms_r2.jsonl.gz
300,False,False,0.17333333333333334,0.17333333333333334,52,52,1756643848,6.240407,6.31862985,6.37053591,48,48,position_tolerance+orientation_tolerance,"{""position_tolerance+orientation_tolerance"":248}",0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0004891073876890213,0.0006473544124394868,0.003679193183183752,0.0048776891588772275,0.4891073876890213,0.9197807149024869,8.679893492708892,0.17359786985417783,0,1.0,1.3466666666666667,0.16922825617778323,0.58438689423983,0.0392156862745098,0.0,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,two_step_predictive,0,panda_trajectory_000_two_step_predictive_r0,runs/panda_trajectory_000_two_step_predictive_r0.jsonl.gz
300,False,False,0.17333333333333334,0.17333333333333334,52,52,1765480105,6.244224,6.34556095,6.745849879999997,48,48,position_tolerance+orientation_tolerance,"{""position_tolerance+orientation_tolerance"":248}",0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0005357432698283609,0.0006756697345328757,0.004042423320674491,0.005084527001353803,0.5357432698283608,0.9283661408707865,8.855837970941812,0.17711675941883623,0,1.0,1.3466666666666667,0.15244784082414192,0.506053275388989,0.04,0.0,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,two_step_predictive,1,panda_trajectory_000_two_step_predictive_r1,runs/panda_trajectory_000_two_step_predictive_r1.jsonl.gz
300,False,False,0.17333333333333334,0.17333333333333334,52,52,1763921317,6.2389125,6.4097324,6.76847986,48,48,position_tolerance+orientation_tolerance,"{""position_tolerance+orientation_tolerance"":248}",0.8433333333333334,0.15666666666666668,0.15666666666666668,0.000621936751570307,0.0008672811864201165,0.0037650616947443767,0.006677078971766268,0.6606932044716882,0.9272820850926452,9.348516079555623,0.18697032159111243,0,1.0,1.3466666666666667,0.14774396811290155,0.516074283263334,0.09615384615384616,0.0,0.0,,,,,,,,,,panda,d4eac3eeb55ccb0dbd9c113488386430706d5d57de866ae435ce705a92c53f22,trajectory_000,smooth,two_step_predictive,2,panda_trajectory_000_two_step_predictive_r2,runs/panda_trajectory_000_two_step_predictive_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,197656893,0.5761335,0.8591755,0.9163720999999999,,300,,{},1.0,1.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,0.34,0.34,0.0,0.0,1.0,0.0,0.66,0.349401,0.7558528428093646,0.66,0.0,0.0,0.0,0.0,"{""backup_without_improvement"":102,""full_demand_satisfied"":198}","{""convex_solve_unsuccessful"":102}",panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,cr_ik_elastic_mu025,0,panda_trajectory_001_cr_ik_elastic_mu025_r0,runs/panda_trajectory_001_cr_ik_elastic_mu025_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,202852372,0.568845,0.95699115,1.1992338199999997,,300,,{},1.0,1.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,0.34,0.34,0.0,0.0,1.0,0.0,0.66,0.346472,0.7558528428093646,0.66,0.0,0.0,0.0,0.0,"{""backup_without_improvement"":102,""full_demand_satisfied"":198}","{""convex_solve_unsuccessful"":102}",panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,cr_ik_elastic_mu025,1,panda_trajectory_001_cr_ik_elastic_mu025_r1,runs/panda_trajectory_001_cr_ik_elastic_mu025_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,198336630,0.5736095,0.87031965,1.0116218999999997,,300,,{},1.0,1.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,0.34,0.34,0.0,0.0,1.0,0.0,0.66,0.3487875,0.7558528428093646,0.66,0.0,0.0,0.0,0.0,"{""backup_without_improvement"":102,""full_demand_satisfied"":198}","{""convex_solve_unsuccessful"":102}",panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,cr_ik_elastic_mu025,2,panda_trajectory_001_cr_ik_elastic_mu025_r2,runs/panda_trajectory_001_cr_ik_elastic_mu025_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,170574272,0.560198,0.6403259,0.7098960599999999,,300,,{},1.0,1.0,0.0,0.00013599902079599138,0.0006948637229836053,0.00032605818820650306,0.006343927647513223,0.1365856508611027,0.715555239943188,3.875545356020261,0.07751090712040522,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.351828,0.7558528428093646,0.6633333333333333,0.0,0.0,0.0,0.0,"{""analytic_zero_intervention"":300}",{},panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,cr_ik_mu0_analytic,0,panda_trajectory_001_cr_ik_mu0_analytic_r0,runs/panda_trajectory_001_cr_ik_mu0_analytic_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,173539294,0.5607205,0.7099556000000001,0.8248467999999998,,300,,{},1.0,1.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3501325,0.7558528428093646,0.66,0.0,0.0,0.0,0.0,"{""analytic_zero_intervention"":300}",{},panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,cr_ik_mu0_analytic,1,panda_trajectory_001_cr_ik_mu0_analytic_r1,runs/panda_trajectory_001_cr_ik_mu0_analytic_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,169642310,0.5537475,0.6370461,0.7782615199999994,,300,,{},1.0,1.0,0.0,0.0001356006492932483,0.0006396090159423074,0.0003161434541761058,0.0061685953651413805,0.1356006492932483,0.6531033465719315,2.740176497429498,0.05480352994858997,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3465385,0.7558528428093646,0.6633333333333333,0.0,0.0,0.0,0.0,"{""analytic_zero_intervention"":300}",{},panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,cr_ik_mu0_analytic,2,panda_trajectory_001_cr_ik_mu0_analytic_r2,runs/panda_trajectory_001_cr_ik_mu0_analytic_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,303060393,1.021335,1.0806168,1.11281084,,300,,{},0.0,0.0,0.0,0.00018432646073741305,0.0001997982873182748,0.00028435128646706834,0.0002966080187330064,0.18432646073741304,0.6024668746281245,2.0823494115992616,0.04164698823198523,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,pink_qp,0,panda_trajectory_001_pink_qp_r0,runs/panda_trajectory_001_pink_qp_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,297355170,1.0053885,1.0274998,1.07479964,,300,,{},0.0,0.0,0.0,0.00018432646073741305,0.0001997982873182748,0.00028435128646706834,0.0002966080187330064,0.18432646073741304,0.6024668746281245,2.0823494115992616,0.04164698823198523,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,pink_qp,1,panda_trajectory_001_pink_qp_r1,runs/panda_trajectory_001_pink_qp_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,298470111,1.0070015,1.0673313,1.09185555,,300,,{},0.0,0.0,0.0,0.00018432646073741305,0.0001997982873182748,0.00028435128646706834,0.0002966080187330064,0.18432646073741304,0.6024668746281245,2.0823494115992616,0.04164698823198523,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,pink_qp,2,panda_trajectory_001_pink_qp_r2,runs/panda_trajectory_001_pink_qp_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,54566460,0.1664235,0.25088770000000005,0.31647161999999984,,300,,{},0.0,0.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,trac_task_20ms,0,panda_trajectory_001_trac_task_20ms_r0,runs/panda_trajectory_001_trac_task_20ms_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,54093920,0.16474,0.25700635,0.33463775,,300,,{},0.0,0.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,trac_task_20ms,1,panda_trajectory_001_trac_task_20ms_r1,runs/panda_trajectory_001_trac_task_20ms_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,51158355,0.164393,0.2121827,0.2601017299999999,,300,,{},0.0,0.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,trac_task_20ms,2,panda_trajectory_001_trac_task_20ms_r2,runs/panda_trajectory_001_trac_task_20ms_r2.jsonl.gz
300,True,False,1.0,0.9966666666666667,300,299,117070032,0.165529,0.24119035,0.33090363999999955,,300,,{},0.0,0.0,0.0,0.00013554145674385425,0.0003564557146094172,0.0003207315257467897,0.005661132567504486,0.13554145674385426,0.5853366266099775,2.932461356943952,0.058649227138879045,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,trac_task_5ms,0,panda_trajectory_001_trac_task_5ms_r0,runs/panda_trajectory_001_trac_task_5ms_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,52111340,0.165107,0.23189275,0.27016777,,300,,{},0.0,0.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,trac_task_5ms,1,panda_trajectory_001_trac_task_5ms_r1,runs/panda_trajectory_001_trac_task_5ms_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,52370736,0.1645325,0.23362465,0.2731705999999999,,300,,{},0.0,0.0,0.0,0.0001353278690398011,0.00014205489901846784,0.0003161430979605485,0.00035431577428373144,0.13532786903980112,0.5853418444886094,2.082445747462979,0.041648914949259576,0,,,,,,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,trac_task_5ms,2,panda_trajectory_001_trac_task_5ms_r2,runs/panda_trajectory_001_trac_task_5ms_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,1143752268,3.7408445,4.51698095,5.16861178,,300,,{},0.0033333333333333335,0.9966666666666667,0.9966666666666667,5.219350301079126e-05,5.760114073894694e-05,0.0015261184585148668,0.0017753686085821212,0.1748802934192576,0.588340425829485,2.0649469754775165,0.04129893950955034,0,1.0,3.0,0.04844132046788457,0.12879017067508755,0.0033333333333333335,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,two_step_predictive,0,panda_trajectory_001_two_step_predictive_r0,runs/panda_trajectory_001_two_step_predictive_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,1118214954,3.7419975,3.8525232999999997,3.92327365,,300,,{},0.0033333333333333335,0.9966666666666667,0.9966666666666667,5.219350293623348e-05,5.7601140656222915e-05,0.0015261184550339425,0.0017753686052524177,0.17488029302037303,0.5883404254995279,2.064946975452944,0.041298939509058885,0,1.0,3.0,0.04815858009881354,0.126632753389617,0.0033333333333333335,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,two_step_predictive,1,panda_trajectory_001_two_step_predictive_r1,runs/panda_trajectory_001_two_step_predictive_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,1127207026,3.7615255,3.92169485,4.076446859999999,,300,,{},0.0033333333333333335,0.9966666666666667,0.9966666666666667,5.219350300825861e-05,5.7601140739176084e-05,0.0015261184585212398,0.0017753686085979707,0.17488029341998787,0.5883404258260885,2.064946975478678,0.04129893950957355,0,1.0,3.0,0.04802276015636334,0.12663275331844376,0.0033333333333333335,0.0,0.0,,,,,,,,,,panda,cdc7fe79e42f9f59982e2cd43e5732f898df3943539dbeab87df970e10c6cd05,trajectory_001,smooth,two_step_predictive,2,panda_trajectory_001_two_step_predictive_r2,runs/panda_trajectory_001_two_step_predictive_r2.jsonl.gz
