uid,method,robot,anchor_uid,anchor_family,displacement,alpha,accepted,timely,latency_ns,success_by_repeat,split
036233493dd6e40d76e60d0ec969d58cf83219258f0acab282e786b28a9d0a73,weight_0.35,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,high_utilization,0.95,1.0,1.0,536905.3333333334,"[true,true,true]",development
036233493dd6e40d76e60d0ec969d58cf83219258f0acab282e786b28a9d0a73,weight_0.5,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,high_utilization,0.95,1.0,1.0,521284.0,"[true,true,true]",development
036233493dd6e40d76e60d0ec969d58cf83219258f0acab282e786b28a9d0a73,weight_0.65,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,high_utilization,0.95,1.0,1.0,567999.0,"[true,true,true]",development
036233493dd6e40d76e60d0ec969d58cf83219258f0acab282e786b28a9d0a73,weight_0.8,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,high_utilization,0.95,1.0,1.0,536314.3333333334,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,clarabel,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,295084.0,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,gn,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,311584.0,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,relative,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,293979.3333333333,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,tight,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,295886.6666666667,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,trac_task_20ms,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,230990.66666666666,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,trac_task_5ms,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,227172.33333333334,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,weight_0.2,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,326402.3333333333,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,weight_0.35,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,313213.6666666667,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,weight_0.5,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,316924.6666666667,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,weight_0.65,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,329443.0,"[true,true,true]",development
0382995a3f9a3695de20665a412993e9fb6f314576aff3bb1d79165b2450984e,weight_0.8,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,regular,0.0,1.0,1.0,339555.6666666667,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,clarabel,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,297383.0,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,gn,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,338304.6666666667,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,relative,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,284910.0,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,tight,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,294730.6666666667,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,trac_task_20ms,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,230225.33333333334,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,trac_task_5ms,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,229654.0,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,weight_0.2,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,326106.3333333333,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,weight_0.35,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,346761.3333333333,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,weight_0.5,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,316613.3333333333,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,weight_0.65,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,321799.3333333333,"[true,true,true]",development
04024e96d5b9d96f8f3c95e76b469c74fa8ee8f083fe85abd57d4406ff597e01,weight_0.8,panda,1903787ea4769815dbe05d5e7619885fab720230b509e61fab21d008b0f11a17,ordinary,regular,0.5,1.0,1.0,330491.6666666667,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,clarabel,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,300405.0,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,gn,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,323532.3333333333,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,relative,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,304989.0,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,tight,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,292954.3333333333,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,trac_task_20ms,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,232889.66666666666,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,trac_task_5ms,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,265237.3333333333,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,weight_0.2,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,326115.0,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,weight_0.35,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,357787.6666666667,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,weight_0.5,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,319486.6666666667,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,weight_0.65,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,324694.0,"[true,true,true]",development
042e8b90780625c0bc3142365275047dc08b813287291dbb3dc158878da30a3b,weight_0.8,panda,d320733af1cea108106e6af92c1f9a938adca5d8a95675fb0b3780c450b0b9b7,near_singular,regular,0.0,1.0,1.0,318833.3333333333,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,clarabel,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,382956.3333333333,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,gn,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,411262.3333333333,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,relative,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,370707.6666666667,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,tight,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,387797.6666666667,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,trac_task_20ms,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,279711.0,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,trac_task_5ms,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,311781.0,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,weight_0.2,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,403269.3333333333,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,weight_0.35,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,411502.0,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,weight_0.5,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,400440.0,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,weight_0.65,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,421953.3333333333,"[true,true,true]",development
048e1c70a0eaa78ac92fc5570276e852b5a0b97174d65dece8d746f0bc6fdb20,weight_0.8,panda,a672ee9075f1505d4ccc94ed0ef20b011c4ff57a3c33bc54b24026d637fd8311,ordinary,multijoint_boundary,0.5,1.0,1.0,436037.3333333333,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,clarabel,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,839139.3333333334,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,gn,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,611819.6666666666,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,relative,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,616039.3333333334,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,tight,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,1736812.3333333333,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,trac_task_20ms,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,247984.66666666666,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,trac_task_5ms,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,259568.66666666666,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,weight_0.2,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,583979.0,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,weight_0.35,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,619902.0,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,weight_0.5,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,602547.6666666666,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,weight_0.65,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,610507.0,"[true,true,true]",development
04f0a899698d2e5bb348f4331f214ab9ac77ea530f18a2ea48afd2816a4d6cc6,weight_0.8,panda,c2d3178e8eafcb85f18544564ea1d94ef444b5c507deac247ac96184273ed1c3,near_limit,multijoint_boundary,0.5,1.0,1.0,568137.0,"[true,true,true]",development
0553b7be026918ed381e8ca043b37e837f9a2125c05cf7188972f4eabe9aaee4,clarabel,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,multijoint_boundary,0.95,1.0,1.0,806552.6666666666,"[true,true,true]",development
0553b7be026918ed381e8ca043b37e837f9a2125c05cf7188972f4eabe9aaee4,gn,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,multijoint_boundary,0.95,1.0,1.0,537284.0,"[true,true,true]",development
0553b7be026918ed381e8ca043b37e837f9a2125c05cf7188972f4eabe9aaee4,relative,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,multijoint_boundary,0.95,1.0,1.0,525050.6666666666,"[true,true,true]",development
0553b7be026918ed381e8ca043b37e837f9a2125c05cf7188972f4eabe9aaee4,tight,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,multijoint_boundary,0.95,1.0,1.0,1382244.6666666667,"[true,true,true]",development
