robot,method,uid,repeat,abruptness_level,completion,deadline_completion,frame_success,cumulative_ms
panda,two_step_predictive,0f6a0c79afed4b21be7ee2d431001f7fb484154f17b756f5d1b747c684f059d5,2,3,True,True,1.0,1128.36576
panda,two_step_sigma,0f6a0c79afed4b21be7ee2d431001f7fb484154f17b756f5d1b747c684f059d5,2,3,True,True,1.0,1765.391656
panda,cr_ik,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,True,True,1.0,1683.235627
panda,pink_qp,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,True,True,1.0,305.523925
panda,ranged_ik_positive_range,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,False,False,0.006666666666666667,94.652395
panda,ranged_ik_upstream,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,False,False,0.02666666666666667,107.704506
panda,single_step_reserve,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,True,True,1.0,1208.928918
panda,trac_task_20ms,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,True,True,1.0,52.556011
panda,trac_task_5ms,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,True,True,1.0,52.642424
panda,two_step_predictive,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,True,True,1.0,1122.329897
panda,two_step_sigma,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,0,3,True,True,1.0,1719.40836
panda,cr_ik,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,1,3,True,True,1.0,1673.37987
panda,single_step_reserve,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,1,3,True,True,1.0,1216.441292
panda,trac_task_20ms,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,1,3,True,True,1.0,52.00284
panda,trac_task_5ms,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,1,3,True,True,1.0,51.230935
panda,two_step_predictive,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,1,3,True,True,1.0,1124.007233
panda,two_step_sigma,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,1,3,True,True,1.0,1724.075616
panda,cr_ik,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,2,3,True,True,1.0,1673.694868
panda,single_step_reserve,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,2,3,True,True,1.0,1207.569966
panda,trac_task_20ms,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,2,3,True,True,1.0,52.122426
panda,trac_task_5ms,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,2,3,True,True,1.0,51.272598
panda,two_step_predictive,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,2,3,True,True,1.0,1124.863622
panda,two_step_sigma,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,2,3,True,True,1.0,1727.130361
panda,cr_ik,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,True,True,1.0,1748.165354
panda,pink_qp,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,True,True,1.0,299.586403
panda,ranged_ik_positive_range,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,False,False,0.006666666666666667,86.367657
panda,ranged_ik_upstream,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,False,False,0.006666666666666667,100.632084
panda,single_step_reserve,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,True,True,1.0,1240.285646
panda,trac_task_20ms,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,True,True,1.0,53.205867
panda,trac_task_5ms,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,True,True,1.0,52.723659
panda,two_step_predictive,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,True,True,1.0,1121.659229
panda,two_step_sigma,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,0,2,True,True,1.0,1749.940944
panda,cr_ik,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,1,2,True,True,1.0,1712.659888
panda,single_step_reserve,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,1,2,True,True,1.0,1245.210872
panda,trac_task_20ms,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,1,2,True,True,1.0,53.927805
panda,trac_task_5ms,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,1,2,True,True,1.0,51.60665
panda,two_step_predictive,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,1,2,True,True,1.0,1118.589601
panda,two_step_sigma,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,1,2,True,True,1.0,1734.210805
panda,cr_ik,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,2,2,True,True,1.0,1709.8612
panda,single_step_reserve,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,2,2,True,True,1.0,1245.941444
panda,trac_task_20ms,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,2,2,True,True,1.0,52.071305
panda,trac_task_5ms,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,2,2,True,True,1.0,50.996223
panda,two_step_predictive,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,2,2,True,True,1.0,1121.804208
panda,two_step_sigma,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,2,2,True,True,1.0,1732.784694
panda,cr_ik,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,True,True,1.0,1699.764959
panda,pink_qp,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,True,True,1.0,293.50497
panda,ranged_ik_positive_range,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,False,False,0.006666666666666667,78.083567
panda,ranged_ik_upstream,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,False,False,0.006666666666666667,90.168845
panda,single_step_reserve,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,True,True,1.0,1228.914599
panda,trac_task_20ms,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,True,True,1.0,52.822006
panda,trac_task_5ms,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,True,True,1.0,52.747337
panda,two_step_predictive,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,True,True,1.0,1137.942656
panda,two_step_sigma,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,0,0,True,True,1.0,1746.991475
panda,cr_ik,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,1,0,True,True,1.0,1698.734979
panda,single_step_reserve,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,1,0,True,True,1.0,1237.497473
panda,trac_task_20ms,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,1,0,True,True,1.0,52.721714
panda,trac_task_5ms,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,1,0,True,True,1.0,52.392827
panda,two_step_predictive,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,1,0,True,True,1.0,1124.868001
panda,two_step_sigma,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,1,0,True,True,1.0,1754.268481
panda,cr_ik,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,2,0,True,True,1.0,1709.118947
panda,single_step_reserve,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,2,0,True,True,1.0,1226.388624
panda,trac_task_20ms,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,2,0,True,True,1.0,52.284128
panda,trac_task_5ms,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,2,0,True,True,1.0,51.40037
panda,two_step_predictive,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,2,0,True,True,1.0,1151.925002
panda,two_step_sigma,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,2,0,True,True,1.0,1763.447137
panda,cr_ik,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,True,True,1.0,1710.116
panda,pink_qp,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,True,True,1.0,295.85211
panda,ranged_ik_positive_range,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,False,False,0.006666666666666667,87.576701
panda,ranged_ik_upstream,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,False,False,0.016666666666666666,99.693648
panda,single_step_reserve,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,False,False,0.26,1681.485123
panda,trac_task_20ms,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,True,True,1.0,52.716295
panda,trac_task_5ms,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,True,True,1.0,51.304152
panda,two_step_predictive,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,True,True,1.0,1128.353663
panda,two_step_sigma,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,0,2,True,True,1.0,1822.198302
panda,cr_ik,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,1,2,True,True,1.0,1706.697039
panda,single_step_reserve,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,1,2,False,False,0.8333333333333334,1345.509175
panda,trac_task_20ms,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,1,2,True,True,1.0,52.818421
panda,trac_task_5ms,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,1,2,True,True,1.0,52.019577
panda,two_step_predictive,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,1,2,True,True,1.0,1132.568616
panda,two_step_sigma,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,1,2,True,True,1.0,1832.012651
panda,cr_ik,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,2,2,True,True,1.0,1716.218701
panda,single_step_reserve,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,2,2,False,False,0.27,1719.855178
panda,trac_task_20ms,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,2,2,True,True,1.0,51.770833
panda,trac_task_5ms,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,2,2,True,True,1.0,51.486992
panda,two_step_predictive,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,2,2,True,True,1.0,1131.66221
panda,two_step_sigma,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,2,2,True,True,1.0,1828.318861
panda,cr_ik,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,True,True,1.0,1731.03329
panda,pink_qp,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,True,True,1.0,297.911129
panda,ranged_ik_positive_range,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,False,False,0.006666666666666667,89.570143
panda,ranged_ik_upstream,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,False,False,0.006666666666666667,96.996527
panda,single_step_reserve,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,True,True,1.0,1235.978334
panda,trac_task_20ms,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,True,True,1.0,52.628296
panda,trac_task_5ms,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,True,True,1.0,51.618134
panda,two_step_predictive,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,True,True,1.0,1123.590105
panda,two_step_sigma,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,0,0,True,True,1.0,1757.624838
panda,cr_ik,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,1,0,True,True,1.0,1733.539833
panda,single_step_reserve,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,1,0,True,True,1.0,1243.539747
panda,trac_task_20ms,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,1,0,True,True,1.0,51.034257
panda,trac_task_5ms,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,1,0,True,True,1.0,53.179066
panda,two_step_predictive,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,1,0,True,True,1.0,1142.324799
panda,two_step_sigma,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,1,0,True,True,1.0,1763.143667
panda,cr_ik,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,2,0,True,True,1.0,1723.573788
panda,single_step_reserve,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,2,0,True,True,1.0,1242.073766
panda,trac_task_20ms,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,2,0,True,True,1.0,52.324168
panda,trac_task_5ms,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,2,0,True,True,1.0,51.970352
panda,two_step_predictive,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,2,0,True,True,1.0,1124.310761
panda,two_step_sigma,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,2,0,True,True,1.0,1757.698945
panda,cr_ik,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,True,True,1.0,1679.712097
panda,pink_qp,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,True,True,1.0,260.893664
panda,ranged_ik_positive_range,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,False,False,0.0033333333333333335,89.357393
panda,ranged_ik_upstream,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,False,False,0.006666666666666667,93.799756
panda,single_step_reserve,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,True,True,1.0,1222.88508
panda,trac_task_20ms,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,True,True,1.0,52.220575
panda,trac_task_5ms,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,True,True,1.0,51.290706
panda,two_step_predictive,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,True,True,1.0,1123.58324
panda,two_step_sigma,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,0,1,True,True,1.0,1746.881723
panda,cr_ik,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,1,1,True,True,1.0,1675.534037
panda,single_step_reserve,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,1,1,True,True,1.0,1229.212253
panda,trac_task_20ms,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,1,1,True,True,1.0,52.34685
panda,trac_task_5ms,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,1,1,True,True,1.0,52.402474
panda,two_step_predictive,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,1,1,True,False,1.0,1175.155974
panda,two_step_sigma,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,1,1,True,True,1.0,1748.339333
panda,cr_ik,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,2,1,True,True,1.0,1671.1531
panda,single_step_reserve,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,2,1,True,True,1.0,1227.187989
panda,trac_task_20ms,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,2,1,True,True,1.0,51.546356
panda,trac_task_5ms,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,2,1,True,True,1.0,51.798077
panda,two_step_predictive,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,2,1,True,True,1.0,1122.410509
panda,two_step_sigma,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,2,1,True,True,1.0,1747.065216
panda,cr_ik,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,True,True,1.0,1715.693443
panda,pink_qp,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,True,True,1.0,301.764376
panda,ranged_ik_positive_range,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,False,False,0.006666666666666667,147.075712
panda,ranged_ik_upstream,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,False,False,0.03,110.225343
panda,single_step_reserve,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,False,False,0.9333333333333333,1291.588983
panda,trac_task_20ms,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,True,True,1.0,52.067156
panda,trac_task_5ms,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,True,True,1.0,51.072144
panda,two_step_predictive,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,True,True,1.0,1123.845635
panda,two_step_sigma,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,0,1,True,True,1.0,1873.368674
panda,cr_ik,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,1,1,True,True,1.0,1714.659982
panda,single_step_reserve,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,1,1,False,False,0.3333333333333333,1638.204088
panda,trac_task_20ms,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,1,1,True,True,1.0,52.099943
panda,trac_task_5ms,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,1,1,True,True,1.0,52.320769
panda,two_step_predictive,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,1,1,True,True,1.0,1124.544528
panda,two_step_sigma,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,1,1,True,True,1.0,1862.546233
panda,cr_ik,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,2,1,True,True,1.0,1704.624186
panda,single_step_reserve,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,2,1,False,False,0.3333333333333333,1686.608574
panda,trac_task_20ms,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,2,1,True,True,1.0,51.304673
panda,trac_task_5ms,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,2,1,True,True,1.0,51.445747
panda,two_step_predictive,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,2,1,True,True,1.0,1127.676974
panda,two_step_sigma,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,2,1,True,True,1.0,1849.897352
panda,cr_ik,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,True,True,1.0,1693.795707
panda,pink_qp,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,True,True,1.0,245.035972
panda,ranged_ik_positive_range,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,False,False,0.0033333333333333335,88.032014
panda,ranged_ik_upstream,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,False,False,0.006666666666666667,106.884084
panda,single_step_reserve,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,True,True,1.0,1264.591333
panda,trac_task_20ms,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,True,True,1.0,51.450494
panda,trac_task_5ms,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,True,True,1.0,50.696574
panda,two_step_predictive,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,True,True,1.0,1118.193834
panda,two_step_sigma,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,0,1,True,True,1.0,1792.6242
panda,cr_ik,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,1,1,True,False,1.0,1749.297319
panda,single_step_reserve,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,1,1,True,True,1.0,1266.816159
panda,trac_task_20ms,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,1,1,True,True,1.0,55.578599
panda,trac_task_5ms,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,1,1,True,True,1.0,52.171154
panda,two_step_predictive,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,1,1,True,True,1.0,1122.341906
panda,two_step_sigma,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,1,1,True,True,1.0,1780.542029
panda,cr_ik,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,2,1,True,True,1.0,1702.512007
panda,single_step_reserve,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,2,1,True,True,1.0,1258.337215
panda,trac_task_20ms,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,2,1,True,False,1.0,105.217649
panda,trac_task_5ms,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,2,1,True,True,1.0,50.11179
panda,two_step_predictive,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,2,1,True,False,1.0,1188.25118
panda,two_step_sigma,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,2,1,True,True,1.0,1796.407006
