input_id,site_id,uid,repeat,frame,previous_q,target_position,target_rotation,dt,query_hash,method,internal_ok,internal_status,native_return_code,iterations,solver_function_evaluations,finite,q,accepted,verification_reasons,position_error,orientation_error,total_latency_ns,conversion_ns,solve_ns,verification_ns,budget_ms,returned_within_5ms,returned_within_20ms,lower,upper,seed_q,velocity_utilization,nominal_velocity_utilization,velocity_utilization_per_joint,joint_limit_margin,failure_kind
state_08_candidate_05,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,1,75,"[-1.4289301308486542, 0.3926520268889059, -0.2573801363953118, -1.6041171967392573, 0.1117826089670271, 1.4123890336975582, 0.11052374659051721]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,73cd76af092a1958b28f3a5c7a4922763172d1cce4a9011b4f36634714efd6e8,trac_task_20ms,True,native_success,1,,,True,"[-1.4242049577139493, 0.4001141475122004, -0.2518653730783572, -1.6136017147549246, 0.1207678937453639, 1.4032495422299038, 0.11832649241748162]",True,[],0.00011708896176060441,0.00019851606056439758,201462,18371,77684,105182,20,True,True,"[-1.472530130848654, 0.34905202688890596, -0.3009801363953118, -1.6477171967392572, 0.05948260896702711, 1.3600890336975584, 0.05822374659051722]","[-1.3853301308486543, 0.4362520268889058, -0.21378013639531185, -1.5605171967392575, 0.16408260896702706, 1.464689033697558, 0.16282374659051718]","[-1.4289301308486542, 0.3926520268889059, -0.2573801363953118, -1.6041171967392573, 0.1117826089670271, 1.4123890336975582, 0.11052374659051721]",0.21753481687310317,0.21803489691189193,"[0.10837553061249737, 0.17114955558015008, 0.12648539717785798, 0.21753481687310317, 0.17180276822823698, 0.17475127089205275, 0.1491920808214993]",1.3626858524877994,accepted
state_14_candidate_00,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,3,75,"[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,26382ac06d938939a11e05fb4d68434685e9dd0c0c490809889522859b99699d,trac_task_5ms,True,native_success,1,,,True,"[2.464813831158577, 0.22309911259133297, -1.8167605795701298, -0.3360922911157353, -1.306107800922921, 0.2237572621442963, 0.42950302299930376]",True,[],1.1457280731963021e-05,1.959212864126254e-05,187552,18335,65719,103223,5,True,True,"[2.4232384905780697, 0.18490866254833807, -1.863287172539125, -0.37881522849501276, -1.3505903121457676, 0.16665581082228373, 0.38546179904957195]","[2.510438490578069, 0.272108662548338, -1.7760871725391252, -0.2916152284950129, -1.245990312145768, 0.2712558108222836, 0.49006179904957187]","[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]",0.157911587959238,0.15821410057984955,"[0.04643714264890756, 0.12407224672029982, 0.06712369194943173, 0.020116115154184804, 0.14947397279451546, 0.09180595261974422, 0.157911587959238]",0.24125726214429632,accepted
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,3,75,"[-2.422268745837378, -0.3384827783172014, 1.3095690499627337, -0.4166571378082285, 0.012750677797882547, 1.9602963159371098, 1.485385505805939]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,e3b75fc5403ffef332ad4ea5c515c560bc11af70f406b1ed15780230b47fb6a1,trac_task_20ms,True,native_success,1,,,True,"[-2.4534158844676583, -0.3341530532068404, 1.322525646356727, -0.40787139568798664, 0.0184593906729886, 1.9500335600766832, 1.487673620497126]",True,[],0.00014028282972184536,0.0001352385599159166,178494,17691,60178,100383,20,True,True,"[-2.4658687458373776, -0.38208277831720133, 1.2659690499627339, -0.46025713780822847, -0.039549322202117446, 1.90799631593711, 1.4330855058059393]","[-2.3786687458373783, -0.2948827783172015, 1.3531690499627336, -0.3730571378082285, 0.06505067779788253, 2.012596315937109, 1.5376855058059389]","[-2.422268745837378, -0.3384827783172014, 1.3095690499627337, -0.4166571378082285, 0.012750677797882547, 1.9602963159371098, 1.485385505805939]",0.7143839135385414,0.7160261754087449,"[0.7143839135385414, 0.09930562179727075, 0.2971696420640658, 0.201507846794538, 0.10915320984906415, 0.19622860153779517, 0.04374980289076172]",0.3380713956879866,accepted
case_01_candidate_05,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,3,34,"[-1.2914180068763617, -0.037589883577423426, -1.5313245601712437, -2.019454846184302, -1.0775893164925046, 1.869328375377989, -1.8392082479830762]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,033f3b5a57b8a7b819dc9b94101bf36a45753d1b402eebe0e865c02ba9182d09,trac_strict_5ms,False,native_no_solution,-3,,,True,"[-1.2914180068763617, -0.037589883577423426, -1.5313245601712437, -2.019454846184302, -1.0775893164925046, 1.869328375377989, -1.8392082479830762]",False,"['position_tolerance', 'orientation_tolerance']",0.0068884610524014645,0.022351084217378442,5189109,17119,5042986,128695,5,False,True,"[-1.3350180068763615, -0.08118988357742342, -1.5749245601712436, -2.0630548461843015, -1.1298893164925043, 1.8170283753779892, -1.891508247983076]","[-1.2478180068763618, 0.006010116422576573, -1.4877245601712439, -1.975854846184302, -1.0252893164925048, 1.9216283753779888, -1.7869082479830765]","[-1.2914180068763617, -0.037589883577423426, -1.5313245601712437, -2.019454846184302, -1.0775893164925046, 1.869328375377989, -1.8392082479830762]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0523451538156983,internal_nonconvergence+position_tolerance+orientation_tolerance
state_18_candidate_05,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,0,75,"[-2.427695968449287, -0.34561770409586445, 1.2858426767826279, -0.4169376324296805, 0.044130677797882545, 1.9602647538149933, 1.4800407251033505]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,90a224aeb56fddba719b210e2c98cea40c75b93491ff26863e00336e6f28c621,dls_task,True,converged,,1,3,True,"[-2.433541123766514, -0.34164121967522865, 1.282477899961837, -0.4231589843686195, 0.041941310484970504, 1.956837958167538, 1.4832491323457284]",True,[],0.00013784028303337654,0.00027851575137569795,603631,21117,488265,93987,,True,True,"[-2.4712959684492866, -0.38921770409586437, 1.242242676782628, -0.46053763242968043, -0.008169322202117453, 1.9079647538149935, 1.4277407251033507]","[-2.3840959684492873, -0.30201770409586454, 1.3294426767826277, -0.3733376324296806, 0.09643067779788253, 2.012564753814993, 1.5323407251033503]","[-2.427695968449287, -0.34561770409586445, 1.2858426767826279, -0.4169376324296805, 0.044130677797882545, 1.9602647538149933, 1.4800407251033505]",0.14269155823254515,0.14301958480319468,"[0.13406319534924216, 0.09120377111550014, 0.0771737802933704, 0.14269155823254515, 0.04186170770386312, 0.06552190530507467, 0.06134621878351663]",0.35335898436861946,accepted
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,0,75,"[-2.422268745837378, -0.3384827783172014, 1.3095690499627337, -0.4166571378082285, 0.012750677797882547, 1.9602963159371098, 1.485385505805939]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,e3b75fc5403ffef332ad4ea5c515c560bc11af70f406b1ed15780230b47fb6a1,trac_strict_20ms,True,native_success,1,,,True,"[-2.4465834207526225, -0.334297308439242, 1.3181621603965947, -0.4121546869609192, 0.01623662322019079, 1.9520096796073698, 1.4880314154826801]",True,[],2.0724202877445473e-06,2.6226309405424485e-06,247195,18964,111549,116359,20,True,True,"[-2.4658687458373776, -0.38208277831720133, 1.2659690499627339, -0.46025713780822847, -0.039549322202117446, 1.90799631593711, 1.4330855058059393]","[-2.3786687458373783, -0.2948827783172015, 1.3531690499627336, -0.3730571378082285, 0.06505067779788253, 2.012596315937109, 1.5376855058059389]","[-2.422268745837378, -0.3384827783172014, 1.3095690499627337, -0.4166571378082285, 0.012750677797882547, 1.9602963159371098, 1.485385505805939]",0.5576760301661589,0.5589580440286098,"[0.5576760301661589, 0.09599701554952808, 0.19708968885002334, 0.10326722126856122, 0.06665287614356108, 0.15844428928757223, 0.05059100720346184]",0.3423546869609192,accepted
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,4,75,"[-2.422268745837378, -0.3384827783172014, 1.3095690499627337, -0.4166571378082285, 0.012750677797882547, 1.9602963159371098, 1.485385505805939]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,e3b75fc5403ffef332ad4ea5c515c560bc11af70f406b1ed15780230b47fb6a1,trac_task_20ms,True,native_success,1,,,True,"[-2.4534158844676583, -0.3341530532068404, 1.322525646356727, -0.40787139568798664, 0.0184593906729886, 1.9500335600766832, 1.487673620497126]",True,[],0.00014028282972184536,0.0001352385599159166,200830,20211,69388,110989,20,True,True,"[-2.4658687458373776, -0.38208277831720133, 1.2659690499627339, -0.46025713780822847, -0.039549322202117446, 1.90799631593711, 1.4330855058059393]","[-2.3786687458373783, -0.2948827783172015, 1.3531690499627336, -0.3730571378082285, 0.06505067779788253, 2.012596315937109, 1.5376855058059389]","[-2.422268745837378, -0.3384827783172014, 1.3095690499627337, -0.4166571378082285, 0.012750677797882547, 1.9602963159371098, 1.485385505805939]",0.7143839135385414,0.7160261754087449,"[0.7143839135385414, 0.09930562179727075, 0.2971696420640658, 0.201507846794538, 0.10915320984906415, 0.19622860153779517, 0.04374980289076172]",0.3380713956879866,accepted
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,0,75,"[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,3a942c03f7f1445285e1fe0af1e3f87504f5ae42c98817edc0de1ee2296d4df4,trac_task_20ms,True,native_success,1,,,True,"[-1.4216903845819746, 0.4013607300156159, -0.2555961451335478, -1.6136169964687974, 0.12251557747969226, 1.401684469925213, 0.11203267570408101]",True,[],0.0006470487344218491,0.005352771415191588,250120,18377,125182,106331,20,True,True,"[-1.468886180067754, 0.3494300203576359, -0.3053401363953117, -1.6476816691381362, 0.060729118867682653, 1.359944201838156, 0.0571791960945773]","[-1.3816861800677542, 0.4366300203576358, -0.21814013639531182, -1.5604816691381365, 0.16532911886768262, 1.4645442018381556, 0.16177919609457728]","[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]",0.21870016813442872,0.2192029271416343,"[0.0824723735270524, 0.1910713224307351, 0.14091723077440402, 0.21870016813442872, 0.1813854419122297, 0.20190691994154694, 0.04882370190255684]",1.361439269984384,accepted
state_14_candidate_02,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,4,75,"[2.4559384905780695, 0.23030860544410925, -1.8209475150994716, -0.33264966097147186, -1.2909540106747157, 0.22039283642896695, 0.4329923703735962]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,a9e85765b2a0c1f352611c29f3e6e61636da7ca53d26266ea4c177df9715c525,trac_task_20ms,True,native_success,1,,,True,"[2.4534810180949775, 0.2249938455970248, -1.8180972816533638, -0.3334891341270337, -1.298269737869922, 0.2252817548409151, 0.42471684509772506]",True,[],1.2390815647488837e-05,1.8385908939800976e-05,185270,18074,63679,103281,20,True,True,"[2.41233849057807, 0.18670860544410928, -1.8645475150994715, -0.3762496609714718, -1.3432540106747155, 0.16809283642896697, 0.38069237037359627]","[2.499538490578069, 0.27390860544410917, -1.7773475150994718, -0.28904966097147194, -1.238654010674716, 0.2726928364289669, 0.4852923703735962]","[2.4559384905780695, 0.23030860544410925, -1.8209475150994716, -0.33264966097147186, -1.2909540106747157, 0.22039283642896695, 0.4329923703735962]",0.15823184083883682,0.15853496697071198,"[0.05636404777733752, 0.12189816163037753, 0.06537232674559168, 0.019253971457839924, 0.13988006109380946, 0.09347836351717274, 0.15823184083883682]",0.24278175484091508,accepted
failure_input_candidate_04,state_14_frame_102,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,0,102,"[2.3971239410544025, 0.07041267205320365, -1.616130595673609, -0.3758544732182841, -1.573361785194308, 0.32722790204966923, 0.2610436886855599]","[0.13744098569017726, 0.029594308991476144, 0.9758989695284097]","[[0.5341320980132692, -0.845119211517556, 0.021827051928465513], [-0.7172987827735959, -0.4667090986538268, -0.5173635795697742], [0.4474207841657123, 0.26068397641143404, -0.8554872917459744]]",0.02,f0620e872d650523803dee51d089779070adac108c0bd176629c2dcadd0b3fee,dls_task,True,converged,,1,3,True,"[2.3965403303429946, 0.06657859118612322, -1.6168205788151937, -0.3785994603473663, -1.5739480391843486, 0.3313672885769289, 0.2580776129381369]",True,[],0.00017018547685926963,0.0005961778193830391,603174,16982,485209,100674,,True,True,"[2.353523941054403, 0.02681267205320365, -1.6597305956736088, -0.41945447321828405, -1.6256617851943078, 0.27492790204966927, 0.2087436886855599]","[2.440723941054402, 0.11401267205320363, -1.572530595673609, -0.3322544732182841, -1.5210617851943082, 0.3795279020496692, 0.31334368868555984]","[2.3971239410544025, 0.07041267205320365, -1.616130595673609, -0.3758544732182841, -1.573361785194308, 0.32722790204966923, 0.2610436886855599]",0.08793763456606479,0.08813979004782586,"[0.013385566775410303, 0.08793763456606479, 0.015825301412494244, 0.06295842039179407, 0.011209445316262535, 0.07914696992848275, 0.05671272939623268]",0.3087994603473663,accepted
state_14_candidate_03,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,1,75,"[2.488638490578069, 0.225402876930815, -1.820018536452199, -0.34050461633706564, -1.3102306695743284, 0.2164521716881956, 0.44716944569855566]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,d0aaf8bf82e7f5ed819d3781dcb85d9b613bdc1a2006cc87613df199ac737250,trac_strict_5ms,True,native_success,1,,,True,"[2.4891288017076127, 0.22058309195297696, -1.8222250113170821, -0.34228428992256604, -1.3146615481857122, 0.2217309165285248, 0.43966946838318083]",True,[],1.7633934200069202e-06,5.134612968614126e-06,208706,18484,85304,104660,5,True,True,"[2.4450384905780695, 0.18180287693081504, -1.8636185364521989, -0.38410461633706555, -1.3625306695743282, 0.16415217168819565, 0.3948694456985557]","[2.532238490578069, 0.269002876930815, -1.7764185364521992, -0.2969046163370657, -1.2579306695743286, 0.26875217168819554, 0.4994694456985556]","[2.488638490578069, 0.225402876930815, -1.820018536452199, -0.34050461633706564, -1.3102306695743284, 0.2164521716881956, 0.44716944569855566]",0.14340300794215732,0.1436777263481768,"[0.01124566810879733, 0.11054552701463427, 0.05060722167163127, 0.04081820150230293, 0.0847204323400345, 0.10093202371566343, 0.14340300794215732]",0.2392309165285248,accepted
case_01_candidate_00,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,2,34,"[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,22b29caa2844cd232783422afff8d1a01075348d4438f8d349f424dd8c17b57d,trac_strict_5ms,False,native_no_solution,-3,,,True,"[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]",False,"['position_tolerance', 'orientation_tolerance']",0.006888483269981499,0.022351157264243617,5267974,20103,5046752,200239,5,False,True,"[-1.3350180546906594, -0.08118998279444083, -1.5749244762610966, -2.0630547630829748, -1.129889416989444, 1.8170283087618802, -1.891508184957111]","[-1.2478180546906597, 0.0060100172055591655, -1.4877244762610968, -1.9758547630829753, -1.0252894169894444, 1.9216283087618797, -1.7869081849571113]","[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.052345236917025,internal_nonconvergence+position_tolerance+orientation_tolerance
state_18_candidate_02,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,0,75,"[-2.4245479275783324, -0.3414542202098927, 1.2997011260345739, -0.41673619809869816, 0.025825677797882546, 1.9602873222212116, 1.4831592350676754]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,7a3c79b084f568e28475926aa657872e88d4d471ef927c099ac00a6b7e5f086a,trac_strict_20ms,True,native_success,1,,,True,"[-2.448785258836461, -0.33725555559052456, 1.3081689213005798, -0.41223892821781716, 0.029337752963749384, 1.9519952026104066, 1.4858270158855775]",True,[],2.041504556337804e-06,2.599420953971324e-06,231754,22847,96518,111980,20,True,True,"[-2.468147927578332, -0.3850542202098926, 1.256101126034574, -0.46033619809869813, -0.02647432220211745, 1.9079873222212118, 1.4308592350676756]","[-2.3809479275783327, -0.2978542202098928, 1.3433011260345737, -0.3731361980986982, 0.07812567779788253, 2.012587322221211, 1.5354592350676752]","[-2.4245479275783324, -0.3414542202098927, 1.2997011260345739, -0.41673619809869816, 0.025825677797882546, 1.9602873222212116, 1.4831592350676754]",0.555902093076348,0.5571800289225005,"[0.555902093076348, 0.09629964723321402, 0.1942154877524298, 0.10314839176332581, 0.06715248883110587, 0.158549132137763, 0.051009193458930936]",0.3424389282178172,accepted
state_08_candidate_04,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,0,75,"[-1.407088069551682, 0.39502289593364026, -0.2835401363953118, -1.6038972116350256, 0.11929359858623821, 1.4114919774470012, 0.10423067350920383]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,bb325686a3649c5632dac6f3d814c9b454496c7212b77dadb26010242d1da9fb,trac_strict_5ms,True,native_success,1,,,True,"[-1.4024804488377223, 0.40282255188214544, -0.2778886493612319, -1.6129853405124288, 0.12850284831508252, 1.4022834942430296, 0.1118493115321745]",True,[],1.998500824189986e-08,2.5774939457676986e-08,196939,18510,69204,108966,5,True,True,"[-1.450688069551682, 0.35142289593364034, -0.32714013639531175, -1.6474972116350255, 0.06699359858623823, 1.3591919774470014, 0.051930673509203835]","[-1.3634880695516822, 0.4386228959336402, -0.2399401363953118, -1.5602972116350258, 0.17159359858623818, 1.463791977447001, 0.1565306735092038]","[-1.407088069551682, 0.39502289593364026, -0.2835401363953118, -1.6038972116350256, 0.11929359858623821, 1.4114919774470012, 0.10423067350920383]",0.2084433228762197,0.20892250292880873,"[0.10567937417339024, 0.1788911914794766, 0.1296212622495381, 0.2084433228762197, 0.17608508085744373, 0.17607042455012634, 0.14567185512372233]",1.3599774481178546,accepted
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,1,75,"[1.0804185175237409, 0.03215105398526326, -2.1653111228548694, -0.45859723946961956, 0.225351357375744, 0.7111866918972807, -1.0740740281858983]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,200aedbcef2204a629dc352baf602d0eb837b3e87027e6a7383ad47ccc60b390,trac_strict_20ms,True,native_success,1,,,True,"[1.0683183002323675, 0.04548482518381545, -2.162463670994489, -0.45795645186846073, 0.23917285535487035, 0.7153815748223076, -1.0764432979482836]",True,[],2.5322000817348777e-07,9.87995437729532e-07,216898,18734,87883,110017,20,True,True,"[1.036818517523741, -0.01144894601473674, -2.208911122854869, -0.5021972394696195, 0.17305135737574404, 0.6588866918972808, -1.126374028185898]","[1.1240185175237407, 0.07575105398526324, -2.1217111228548697, -0.4149972394696196, 0.2776513573757439, 0.7634866918972806, -1.0217740281858985]","[1.0804185175237409, 0.03215105398526326, -2.1653111228548694, -0.45859723946961956, 0.225351357375744, 0.7111866918972807, -1.0740740281858983]",0.3058204403337658,0.306523475828786,"[0.2775279195269114, 0.3058204403337658, 0.06530852890780431, 0.014696963329330756, 0.26427338392211, 0.0802080865205908, 0.04530152509341079]",0.3881564518684607,accepted
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,4,75,"[-1.4343986401937074, 0.3920977757114521, -0.2508401363953118, -1.604169649602191, 0.10991665385474111, 1.412602833006032, 0.11208749825170947]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,3f5c1142affb4fdc030a08171b15db0753ee01153135c9bd718fddf146c00cc3,trac_strict_5ms,True,native_success,1,,,True,"[-1.429740478526956, 0.3999077418853112, -0.24529444270505563, -1.6132835126051193, 0.11912317724286416, 1.4035017557535583, 0.11983216326192304]",True,[],1.9499207157314054e-08,2.3204705281028734e-08,192421,18432,69734,104033,5,True,True,"[-1.4779986401937073, 0.3484977757114522, -0.2944401363953117, -1.647769649602191, 0.05761665385474112, 1.3603028330060323, 0.059787498251709474]","[-1.3907986401937076, 0.435697775711452, -0.2072401363953118, -1.5605696496021912, 0.16221665385474107, 1.4649028330060319, 0.16438749825170942]","[-1.4343986401937074, 0.3920977757114521, -0.2508401363953118, -1.604169649602191, 0.10991665385474111, 1.412602833006032, 0.11208749825170947]",0.20903355511303115,0.20951409202133697,"[0.10683857033833419, 0.17912766453805265, 0.1271948094095447, 0.20903355511303115, 0.1760329519717599, 0.17401677346986189, 0.14808154895245848]",1.3628922581146887,accepted
state_18_candidate_00,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,2,75,"[-2.426801562809565, -0.3444276289503755, 1.2898073028288033, -0.41686920772147834, 0.038900677797882546, 1.960272364227653, 1.480932000557626]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,7fe4af04f1cd5df95f02f8a91097814f7163f2b0bf57bd83c3a725442b42baa0,trac_task_20ms,True,native_success,1,,,True,"[-2.4576850510564956, -0.3400183695534574, 1.302392430797689, -0.40808458629193356, 0.0446449097491024, 1.949985478890522, 1.483312199871789]",True,[],0.00013979181005996497,0.0001342983491010692,181281,17420,55868,107749,20,True,True,"[-2.4704015628095646, -0.3880276289503754, 1.2462073028288034, -0.4604692077214783, -0.013399322202117451, 1.9079723642276532, 1.4286320005576263]","[-2.3832015628095653, -0.30082762895037557, 1.3334073028288032, -0.37326920772147837, 0.09120067779788253, 2.0125723642276525, 1.5332320005576259]","[-2.426801562809565, -0.3444276289503755, 1.2898073028288033, -0.41686920772147834, 0.038900677797882546, 1.960272364227653, 1.480932000557626]",0.7083368863974921,0.7099652470558773,"[0.7083368863974921, 0.10112980268160798, 0.2886497240570133, 0.20148214287946745, 0.10983235088374485, 0.19668996820518084, 0.04551050313887191]",0.3382845862919336,accepted
failure_input_candidate_04,state_14_frame_102,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,2,102,"[2.3971239410544025, 0.07041267205320365, -1.616130595673609, -0.3758544732182841, -1.573361785194308, 0.32722790204966923, 0.2610436886855599]","[0.13744098569017726, 0.029594308991476144, 0.9758989695284097]","[[0.5341320980132692, -0.845119211517556, 0.021827051928465513], [-0.7172987827735959, -0.4667090986538268, -0.5173635795697742], [0.4474207841657123, 0.26068397641143404, -0.8554872917459744]]",0.02,f0620e872d650523803dee51d089779070adac108c0bd176629c2dcadd0b3fee,trac_strict_5ms,False,native_no_solution,-3,,,True,"[2.3971239410544025, 0.07041267205320365, -1.616130595673609, -0.3758544732182841, -1.573361785194308, 0.32722790204966923, 0.2610436886855599]",False,['position_tolerance'],0.0031224925135323596,0.0051330038633201555,5253406,17673,5039518,195571,5,False,True,"[2.353523941054403, 0.02681267205320365, -1.6597305956736088, -0.41945447321828405, -1.6256617851943078, 0.27492790204966927, 0.2087436886855599]","[2.440723941054402, 0.11401267205320363, -1.572530595673609, -0.3322544732182841, -1.5210617851943082, 0.3795279020496692, 0.31334368868555984]","[2.3971239410544025, 0.07041267205320365, -1.616130595673609, -0.3758544732182841, -1.573361785194308, 0.32722790204966923, 0.2610436886855599]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.30605447321828405,internal_nonconvergence+position_tolerance
