robot,scale,method,bounds,effective_component_limits,internal_epsilon,public_contract,frame,position,rotation,units,formula,conservativeness
panda,2.0,trac_position_5ms,"[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.0, 0.0, 0.0]","[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
panda,2.0,trac_orientation_5ms,"[0.0, 0.0, 0.0, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]","[1e-05, 1e-05, 1e-05, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
panda,2.0,trac_task_5ms,"[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]","[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
panda,2.0,trac_strict_20ms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
panda,2.0,trac_task_20ms,"[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]","[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,0.5,trac_strict_5ms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.0005, 'orientation_tolerance': 0.00436332313, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,0.5,trac_position_5ms,"[0.00028867513459481284, 0.00028867513459481284, 0.00028867513459481284, 0.0, 0.0, 0.0]","[0.00028867513459481284, 0.00028867513459481284, 0.00028867513459481284, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.0005, 'orientation_tolerance': 0.00436332313, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,0.5,trac_orientation_5ms,"[0.0, 0.0, 0.0, 0.00251916578366682, 0.00251916578366682, 0.00251916578366682]","[1e-05, 1e-05, 1e-05, 0.00251916578366682, 0.00251916578366682, 0.00251916578366682]",1e-05,"{'position_tolerance': 0.0005, 'orientation_tolerance': 0.00436332313, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,0.5,trac_task_5ms,"[0.00028867513459481284, 0.00028867513459481284, 0.00028867513459481284, 0.00251916578366682, 0.00251916578366682, 0.00251916578366682]","[0.00028867513459481284, 0.00028867513459481284, 0.00028867513459481284, 0.00251916578366682, 0.00251916578366682, 0.00251916578366682]",1e-05,"{'position_tolerance': 0.0005, 'orientation_tolerance': 0.00436332313, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,0.5,trac_strict_20ms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.0005, 'orientation_tolerance': 0.00436332313, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,0.5,trac_task_20ms,"[0.00028867513459481284, 0.00028867513459481284, 0.00028867513459481284, 0.00251916578366682, 0.00251916578366682, 0.00251916578366682]","[0.00028867513459481284, 0.00028867513459481284, 0.00028867513459481284, 0.00251916578366682, 0.00251916578366682, 0.00251916578366682]",1e-05,"{'position_tolerance': 0.0005, 'orientation_tolerance': 0.00436332313, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,1.0,trac_strict_5ms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.001, 'orientation_tolerance': 0.00872664626, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,1.0,trac_position_5ms,"[0.0005773502691896257, 0.0005773502691896257, 0.0005773502691896257, 0.0, 0.0, 0.0]","[0.0005773502691896257, 0.0005773502691896257, 0.0005773502691896257, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.001, 'orientation_tolerance': 0.00872664626, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,1.0,trac_orientation_5ms,"[0.0, 0.0, 0.0, 0.00503833156733364, 0.00503833156733364, 0.00503833156733364]","[1e-05, 1e-05, 1e-05, 0.00503833156733364, 0.00503833156733364, 0.00503833156733364]",1e-05,"{'position_tolerance': 0.001, 'orientation_tolerance': 0.00872664626, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,1.0,trac_task_5ms,"[0.0005773502691896257, 0.0005773502691896257, 0.0005773502691896257, 0.00503833156733364, 0.00503833156733364, 0.00503833156733364]","[0.0005773502691896257, 0.0005773502691896257, 0.0005773502691896257, 0.00503833156733364, 0.00503833156733364, 0.00503833156733364]",1e-05,"{'position_tolerance': 0.001, 'orientation_tolerance': 0.00872664626, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,1.0,trac_strict_20ms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.001, 'orientation_tolerance': 0.00872664626, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,1.0,trac_task_20ms,"[0.0005773502691896257, 0.0005773502691896257, 0.0005773502691896257, 0.00503833156733364, 0.00503833156733364, 0.00503833156733364]","[0.0005773502691896257, 0.0005773502691896257, 0.0005773502691896257, 0.00503833156733364, 0.00503833156733364, 0.00503833156733364]",1e-05,"{'position_tolerance': 0.001, 'orientation_tolerance': 0.00872664626, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,2.0,trac_strict_5ms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,2.0,trac_position_5ms,"[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.0, 0.0, 0.0]","[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,2.0,trac_orientation_5ms,"[0.0, 0.0, 0.0, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]","[1e-05, 1e-05, 1e-05, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,2.0,trac_task_5ms,"[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]","[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,2.0,trac_strict_20ms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
ur5e,2.0,trac_task_20ms,"[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]","[0.0011547005383792514, 0.0011547005383792514, 0.0011547005383792514, 0.01007666313466728, 0.01007666313466728, 0.01007666313466728]",1e-05,"{'position_tolerance': 0.002, 'orientation_tolerance': 0.01745329252, 'joint_limit_tolerance': 1e-09, 'velocity_tolerance': 0.0001, 'enforce_velocity': True}",target frame,R_target.T @ (p_actual - p_target),"Log(R_target.T @ R_actual), axis-angle vector, not RPY","['m', 'm', 'm', 'rad', 'rad', 'rad']","aligned: nextafter(epsilon/sqrt(3),0); strict: zero additional bound","inscribed component box, NOT equivalent to full norm ball; max(bound, internal epsilon), not their sum"
