robot,method,uid,family,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms
panda,trac_task_20ms,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,1.0,1.0,26860966.333333332,1.0,0.8407983829607705
panda,trac_task_20ms,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,1.0,1.0,33119374.666666668,1.0,16.526844090230487
panda,trac_task_20ms,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,1.0,1.0,27162278.333333332,1.0,1.245005483553913
panda,trac_task_20ms,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,1.0,1.0,26471778.666666668,1.0,1.5300953782591211
panda,trac_task_20ms,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,0.3333333333333333,0.3333333333333333,1078106417.6666667,0.6577777777777778,6.313267027535306
panda,trac_task_20ms,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,1.0,1.0,32121538.0,1.0,8.614819444711896
panda,trac_task_20ms,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,1.0,1.0,27873136.666666668,1.0,0.7639065356516695
panda,trac_task_20ms,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,1.0,1.0,27935872.333333332,1.0,6.976905804525884
panda,trac_task_20ms,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,1.0,1.0,27087201.0,1.0,6.974439652154264
panda,trac_task_20ms,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,1.0,1.0,26185841.666666668,1.0,1.912719967250099
panda,trac_task_20ms,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,0.0,0.0,658075395.0,0.7933333333333333,5.066431761292411
panda,trac_task_20ms,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,1.0,1.0,26589874.0,1.0,0.6341075176028448
panda,trac_task_20ms,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,1.0,1.0,27087650.0,1.0,7.350328169441451
panda,trac_task_20ms,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,1.0,1.0,26362020.666666668,1.0,6.518499565658961
panda,trac_task_20ms,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,1.0,1.0,26506163.0,1.0,0.6624758754147468
panda,trac_task_20ms,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,1.0,1.0,39705775.0,1.0,15.721805520583748
panda,trac_task_20ms,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,1.0,1.0,25707892.666666668,1.0,0.8339299855338668
panda,trac_task_20ms,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,1.0,1.0,26209920.333333332,1.0,5.423789326725372
panda,trac_task_20ms,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,1.0,1.0,26233918.666666668,1.0,7.333035849938195
panda,trac_task_20ms,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,1.0,1.0,26607251.0,1.0,6.289560552120148
panda,pink_qp,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,1.0,1.0,151891335.0,1.0,0.8146854997603413
panda,pink_qp,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,1.0,1.0,146201354.0,1.0,0.6981899370518191
panda,pink_qp,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,1.0,1.0,101756678.0,1.0,0.7364915305379321
panda,pink_qp,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,1.0,1.0,151652555.66666666,1.0,2.5980441197595994
panda,pink_qp,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,1.0,1.0,116329973.66666667,1.0,8.02606031186952
panda,pink_qp,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,1.0,1.0,105198055.0,1.0,5.536935280663696
panda,pink_qp,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,1.0,1.0,149292511.0,1.0,0.4995676857806554
panda,pink_qp,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,1.0,1.0,150485568.33333334,1.0,0.9645233991116013
panda,pink_qp,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,1.0,1.0,142623240.0,1.0,12.062483469837437
panda,pink_qp,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,1.0,1.0,150046035.66666666,1.0,0.8109637297348004
panda,pink_qp,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,0.0,0.0,143834878.0,0.8133333333333334,5.6003883010872
panda,pink_qp,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,1.0,1.0,157426050.66666666,1.0,14.618887942733318
panda,pink_qp,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,1.0,1.0,152678036.33333334,1.0,1.7294671874173717
panda,pink_qp,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,1.0,1.0,126062049.66666667,1.0,0.5985978695703988
panda,pink_qp,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,1.0,1.0,136603167.66666666,1.0,0.5909815334562702
panda,pink_qp,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,1.0,1.0,129740788.66666667,1.0,1.6428450857843753
panda,pink_qp,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,1.0,1.0,146086184.0,1.0,2.961173026746098
panda,pink_qp,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,0.0,0.0,132767075.33333333,0.6999999999999998,12.569781595621395
panda,pink_qp,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,1.0,1.0,140224475.66666666,1.0,7.8431550889652755
panda,pink_qp,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,1.0,1.0,151574300.66666666,1.0,0.7878705333797553
panda,pink_qp,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,1.0,1.0,139566318.33333334,1.0,1.0144205628195009
panda,pink_qp,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,1.0,1.0,146527498.66666666,1.0,0.7689519509256314
panda,pink_qp,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,1.0,1.0,133391664.33333333,1.0,0.7872605637968085
panda,pink_qp,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,1.0,1.0,159774140.33333334,1.0,0.8836881236719779
panda,pink_qp,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,1.0,1.0,153393450.33333334,1.0,1.1460322191025802
panda,pink_qp,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,1.0,1.0,113468881.33333333,1.0,8.516079573520747
panda,pink_qp,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,1.0,1.0,115675160.0,1.0,0.7648179489753625
panda,pink_qp,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,1.0,1.0,127371092.33333333,1.0,6.32317632666306
panda,pink_qp,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,1.0,1.0,142060125.0,1.0,6.9663474845003
panda,pink_qp,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,1.0,1.0,136858845.33333334,1.0,2.5554068605522184
panda,pink_qp,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,0.0,0.0,128003035.66666667,0.8133333333333334,21.92627750906463
panda,pink_qp,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,1.0,1.0,151072898.66666666,1.0,0.6442190054329557
panda,pink_qp,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,1.0,1.0,141005260.66666666,1.0,0.5049156230253834
panda,pink_qp,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,1.0,1.0,146214240.0,1.0,6.390171803485504
panda,pink_qp,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,1.0,1.0,150675256.33333334,1.0,0.7304703424418265
panda,pink_qp,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,1.0,1.0,147942624.66666666,1.0,5.8338940486519535
panda,pink_qp,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,1.0,1.0,127903567.33333333,1.0,0.5702198343853782
panda,pink_qp,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,1.0,1.0,147483667.0,1.0,5.52201960832949
panda,pink_qp,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,1.0,1.0,147711048.33333334,1.0,8.037221038946448
panda,pink_qp,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,1.0,1.0,147996884.0,1.0,6.6012661805033055
panda,tar_nominal,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,1.0,0.6666666666666666,279126812.0,1.0,3.666707644895805
panda,tar_nominal,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,1.0,1.0,290759805.6666667,1.0,3.057279556783861
panda,tar_nominal,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,1.0,1.0,261841765.33333334,1.0,1.9193568364981761
panda,tar_nominal,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,1.0,1.0,251282516.66666666,1.0,1.6034551565162205
panda,tar_nominal,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,1.0,1.0,236872303.0,1.0,3.713540501798033
panda,tar_nominal,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,1.0,1.0,281658230.0,1.0,6.00283613034199
panda,tar_nominal,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,1.0,1.0,201788001.33333334,1.0,2.633130737545437
panda,tar_nominal,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,1.0,1.0,260439215.0,1.0,3.3614577887963386
panda,tar_nominal,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,1.0,1.0,243870973.33333334,1.0,3.717556237039781
panda,tar_nominal,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,1.0,1.0,295850247.0,1.0,1.7651558381858068
panda,tar_nominal,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,0.0,0.0,410412916.0,0.7555555555555555,8.036691812030584
panda,tar_nominal,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,1.0,1.0,260971692.0,1.0,11.03641796994737
panda,tar_nominal,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,1.0,1.0,258172546.33333334,1.0,1.238029773347926
panda,tar_nominal,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,1.0,1.0,265636362.66666666,1.0,1.4093582755275842
panda,tar_nominal,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,1.0,1.0,280727173.6666667,1.0,1.5077871831449379
panda,tar_nominal,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,1.0,1.0,259295890.0,1.0,1.1522042893672153
panda,tar_nominal,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,1.0,1.0,258944385.66666666,1.0,3.394873446614362
panda,tar_nominal,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,1.0,0.6666666666666666,274864609.3333333,1.0,6.993210715060527
panda,tar_nominal,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,1.0,1.0,268005049.66666666,1.0,8.192306245333219
panda,tar_nominal,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,1.0,1.0,282775212.3333333,1.0,2.6542339972916733
panda,tar_nominal,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,1.0,1.0,271169409.3333333,1.0,2.834533777880098
panda,tar_nominal,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,1.0,1.0,252198319.66666666,1.0,15.804216608812363
panda,tar_nominal,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,1.0,1.0,255811970.33333334,1.0,2.3253762966064193
panda,tar_nominal,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,1.0,1.0,272330155.3333333,1.0,1.8865630257709682
panda,tar_nominal,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,0.0,0.0,616028039.0,0.4777777777777778,6.965345521768927
panda,tar_nominal,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,1.0,1.0,292073059.3333333,1.0,8.618908342533091
panda,tar_nominal,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,1.0,1.0,275764349.3333333,1.0,1.363871436771295
panda,tar_nominal,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,1.0,1.0,272008341.6666667,1.0,6.810149334746314
panda,tar_nominal,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,1.0,1.0,315945163.6666667,1.0,7.199254444373119
panda,tar_nominal,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,1.0,1.0,241932149.66666666,1.0,1.929768180683853
panda,tar_nominal,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,0.0,0.0,459413120.0,0.7022222222222223,5.655249520885525
panda,tar_nominal,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,1.0,1.0,255645254.33333334,1.0,1.1439689522919612
panda,tar_nominal,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,1.0,1.0,182106565.66666666,1.0,6.8536108636851365
panda,tar_nominal,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,1.0,1.0,271876400.0,1.0,6.552505551704829
panda,tar_nominal,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,1.0,1.0,259811947.66666666,1.0,1.9516380563603104
panda,tar_nominal,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,0.6666666666666666,0.6666666666666666,274517837.6666667,0.9977777777777778,10.473685623614235
panda,tar_nominal,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,1.0,1.0,262416247.0,1.0,2.236970781329391
panda,tar_nominal,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,1.0,1.0,282632658.6666667,1.0,5.582816665732281
