frames,completion,deadline_completion,frame_success,frame_deadline_success,accepted_frames,deadline_frames,total_latency_ns,p50_ms,p95_ms,p99_ms,first_failure_frame,successful_prefix,first_failure_reason,failure_reasons,backup_rate,optimized_command_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,normalized_tolerance_p95,max_accepted_step_utilization,acceleration_rms,velocity_change_rms,accepted_contract_violations,robot,method,repeat,uid,site_id,family,run_id,raw_file,optimization_rate,command_change_rate,mean_intervention,all_nodes_verified_rate,fallback_decisions
150,True,True,1.0,1.0,150,150,26587628,0.169719,0.21998610000000002,0.28392213999999977,,150,,{},0.0,0.0,0.0,0.0005454745787977056,0.0007093691142830699,0.003652796999621938,0.005126844030892802,0.5454745787977056,0.2380667676759336,2.476978584302771,0.04953957168605541,0,panda,trac_task_20ms,1,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,panda_trajectory_16_trac_task_20ms_r1,runs/panda_trajectory_16_trac_task_20ms_r1.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,False,False,0.7666666666666667,0.7666666666666667,115,115,743630390,0.164838,20.26235865,20.27668524,115,115,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":3,""internal_nonconvergence+position_tolerance+orientation_tolerance"":32}",0.0,0.0,0.0,0.0006418434743024224,0.000951374245957989,0.0035369788892279023,0.006426651657999062,0.6569291104594356,0.8522144718559055,8.794755207520932,0.17589510415041865,0,panda,trac_task_20ms,1,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,panda_trajectory_14_trac_task_20ms_r1,runs/panda_trajectory_14_trac_task_20ms_r1.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,284772309,1.8899515,1.979836,2.07597861,,150,,{},0.006666666666666667,0.0,0.0,0.00029004471493544916,0.0007832749250876418,0.0028273410160229934,0.006518308779117066,0.3301977744342092,0.46817443553752436,3.895757701782109,0.07791515403564218,0,panda,tar_nominal,2,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,trajectory_24,joint_limit_return,panda_trajectory_24_tar_nominal_r2,runs/panda_trajectory_24_tar_nominal_r2.jsonl.gz,0.9933333333333333,0.9933333333333333,3.32776131248987e-09,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,27203324,0.166845,0.2562249999999999,0.3459959599999995,,150,,{},0.0,0.0,0.0,0.00012881902935694788,0.0007725665242899173,0.0001399383485834344,0.0074363964749378925,0.1288190293569479,0.35739440467525324,3.1780912583096304,0.0635618251661926,0,panda,trac_task_20ms,0,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,trajectory_08,smooth,panda_trajectory_08_trac_task_20ms_r0,runs/panda_trajectory_08_trac_task_20ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,25571592,0.1643845,0.21850414999999992,0.2817909799999994,,150,,{},0.0,0.0,0.0,0.00044657329589207725,0.0005442865712073471,0.0005873557947308688,0.0007352799692857333,0.4465732958920772,0.8081024577701084,5.423789326725371,0.10847578653450742,0,panda,trac_task_20ms,2,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,high_curvature,panda_trajectory_30_trac_task_20ms_r2,runs/panda_trajectory_30_trac_task_20ms_r2.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,287066501,1.901083,2.154847549999999,2.6533120299999995,,150,,{},0.006666666666666667,0.0,0.0,0.0004678018821283485,0.0007846544905478174,0.0005778890538026409,0.004254376455027418,0.4678018821283485,0.6974499390456991,6.450638551686729,0.12901277103373457,0,panda,tar_nominal,1,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,panda_trajectory_36_tar_nominal_r1,runs/panda_trajectory_36_tar_nominal_r1.jsonl.gz,0.9933333333333333,0.9933333333333333,3.998718851995993e-09,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,293948470,1.9007165,2.428193099999999,2.76033146,,150,,{},0.006666666666666667,0.0,0.0,0.00015131840398129715,0.0006145011171075517,0.0002687150312943473,0.006496387819549081,0.15131840398129714,0.4071646221252396,5.145132254283751,0.10290264508567502,0,panda,tar_nominal,2,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,panda_trajectory_05_tar_nominal_r2,runs/panda_trajectory_05_tar_nominal_r2.jsonl.gz,0.9933333333333333,0.9933333333333333,3.878691692574887e-09,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,28504468,0.171251,0.2667527499999999,0.32289699999999966,,150,,{},0.0,0.0,0.0,9.311349430834325e-05,0.000582282139868268,9.071514119251246e-05,0.005878372258666308,0.09311349430834326,0.2721603473818546,1.6397441528643344,0.03279488305728669,0,panda,trac_task_5ms,0,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,trajectory_27,joint_limit_return,panda_trajectory_27_trac_task_5ms_r0,runs/panda_trajectory_27_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,26268728,0.16486,0.23864364999999993,0.3015637599999999,,150,,{},0.0,0.0,0.0,0.0004553110667096418,0.000693053959387708,0.0008155604484552019,0.0012887325952807588,0.4553110667096418,0.3384947989239867,0.7752351794242522,0.015504703588485044,0,panda,trac_task_5ms,0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,trajectory_22,joint_limit_return,panda_trajectory_22_trac_task_5ms_r0,runs/panda_trajectory_22_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,26411922,0.165779,0.2228856499999999,0.29942551999999995,,150,,{},0.0,0.0,0.0,0.0007502964999309214,0.0009031684398899938,0.005050493752559041,0.006707296925081399,0.7638131672212443,0.30019987756352895,7.350328169441452,0.14700656338882906,0,panda,trac_task_20ms,0,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,panda_trajectory_11_trac_task_20ms_r0,runs/panda_trajectory_11_trac_task_20ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,26029987,0.166906,0.2162639999999999,0.24807561999999997,,150,,{},0.0,0.0,0.0,0.0005140690997814879,0.000726531308860038,0.00044385961073162316,0.000548240210650684,0.5140690997814878,0.7922860507478996,7.973968358959171,0.15947936717918343,0,panda,trac_task_20ms,2,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,panda_trajectory_33_trac_task_20ms_r2,runs/panda_trajectory_33_trac_task_20ms_r2.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,884439532,5.8219575,7.5582134499999905,8.53033996,,150,,{},0.006666666666666667,0.0,0.0,0.0003317149572626414,0.0007480980509133536,0.0007262667247002012,0.006989033368142169,0.3317149572626414,0.7566722098455326,7.059307165220962,0.14118614330441923,0,panda,tar_fixed,1,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,trajectory_37,high_curvature,panda_trajectory_37_tar_fixed_r1,runs/panda_trajectory_37_tar_fixed_r1.jsonl.gz,0.9933333333333333,0.9933333333333333,9.490759008418964e-11,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,26258717,0.1649235,0.23250114999999993,0.2764753899999999,,150,,{},0.0,0.0,0.0,0.0005315055856641665,0.00068408825285224,0.003581621422832276,0.004980022313333026,0.5315055856641665,0.23806643041080952,2.39110645588371,0.0478221291176742,0,panda,trac_task_5ms,2,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,panda_trajectory_16_trac_task_5ms_r2,runs/panda_trajectory_16_trac_task_5ms_r2.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,False,False,0.7666666666666667,0.7666666666666667,115,115,206854048,0.1642385,5.252091200000001,5.28224845,115,115,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":2,""internal_nonconvergence+position_tolerance+orientation_tolerance"":33}",0.0,0.0,0.0,0.000660389334068048,0.0009521974745837184,0.004561858716797115,0.008059279240509998,0.6668776712265424,0.6718856672046299,7.89950335670995,0.157990067134199,0,panda,trac_task_5ms,0,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,panda_trajectory_14_trac_task_5ms_r0,runs/panda_trajectory_14_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,853923975,5.677634,5.8058015,6.227909539999999,,150,,{},0.0,0.0,0.0,0.00012820150578625466,0.0001293286748042288,0.00013583246947115166,0.0001406102093067337,0.12820150578625464,0.3573963652895337,0.7060974382416834,0.014121948764833666,0,panda,tar_free,0,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,trajectory_08,smooth,panda_trajectory_08_tar_free_r0,runs/panda_trajectory_08_tar_free_r0.jsonl.gz,1.0,1.0,2.9606886456420626e-10,1.0,"{""optimized"":150}"
150,True,True,1.0,1.0,150,150,129206065,0.990051,1.0324912999999998,1.2791348499999973,,150,,{},0.0,0.0,0.0,9.516609119717259e-05,0.00010018056338756949,0.0001482970742058015,0.00015524542339242042,0.09516609119717259,0.45057415215064905,1.642845085784375,0.032856901715687496,0,panda,pink_qp,0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,trajectory_25,joint_limit_return,panda_trajectory_25_pink_qp_r0,runs/panda_trajectory_25_pink_qp_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,129387605,0.784642,1.2273882999999992,1.4972411099999996,,150,,{},0.0,0.0,0.0,4.4525154674493345e-05,4.6006598834910444e-05,0.00010060762182726814,0.00010388266772486582,0.04452515467449334,0.24378104994148134,0.5702198343853782,0.011404396687707562,0,panda,pink_qp,1,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,trajectory_04,smooth,panda_trajectory_04_pink_qp_r1,runs/panda_trajectory_04_pink_qp_r1.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,289205122,1.8963735,2.178819849999998,2.607978209999999,,150,,{},0.006666666666666667,0.0,0.0,9.211750536572975e-05,9.437688386706949e-05,8.917228271782028e-05,9.16854189047911e-05,0.09211750536572975,0.27216086626570735,0.5946438171513544,0.01189287634302709,0,panda,tar_nominal,0,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,trajectory_27,joint_limit_return,panda_trajectory_27_tar_nominal_r0,runs/panda_trajectory_27_tar_nominal_r0.jsonl.gz,0.9933333333333333,0.9933333333333333,3.5326265537033937e-09,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,283922598,1.917778,2.142631649999999,3.390608969999993,,150,,{},0.08,0.0,0.006666666666666667,0.0007749210606156034,0.000894364016598641,0.0058008996587239035,0.006756650391846405,0.7809551280660638,0.9999524016199786,12.273238304316216,0.24546476608632437,0,panda,tar_nominal,1,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,panda_trajectory_12_tar_nominal_r1,runs/panda_trajectory_12_tar_nominal_r1.jsonl.gz,0.92,0.92,3.23705257766766e-07,1.0,"{""zero_objective_unchanged"":12,""optimized"":138}"
150,True,True,1.0,1.0,150,150,26290296,0.165602,0.2108406999999999,0.35367087999999963,,150,,{},0.0,0.0,0.0,4.3835328449860134e-05,0.0006887259784802426,9.151792042734916e-05,0.005927356309876174,0.043835328449860135,0.3542070233304784,2.337981031654296,0.046759620633085926,0,panda,trac_task_20ms,0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,trajectory_21,joint_limit_return,panda_trajectory_21_trac_task_20ms_r0,runs/panda_trajectory_21_trac_task_20ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,141970082,1.0117295,1.0470507999999998,1.1011955999999998,,150,,{},0.0,0.0,0.0,2.0233966861360367e-05,2.073161303533173e-05,5.046498507635667e-05,5.174437521676924e-05,0.020233966861360368,0.20439035747567738,0.5049156230253834,0.010098312460507668,0,panda,pink_qp,2,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,panda_trajectory_11_pink_qp_r2,runs/panda_trajectory_11_pink_qp_r2.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,116859735,0.6763235,1.0498323999999999,1.09492763,,150,,{},0.0,0.0,0.0,9.107008696485953e-05,9.284683785616993e-05,0.00020093418352437975,0.00020608414151148906,0.09107008696485952,0.2932447698308635,0.7648179489753624,0.015296358979507246,0,panda,pink_qp,1,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,panda_trajectory_00_pink_qp_r1,runs/panda_trajectory_00_pink_qp_r1.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,295506437,1.9068265,2.40135955,2.6795619799999995,,150,,{},0.006666666666666667,0.0,0.0,0.00014478889412601126,0.00014828508358259433,0.0001610269550229198,0.00016675572655455823,0.14478889412601129,0.30901487793540117,0.7848356858138361,0.015696713716276723,0,panda,tar_nominal,1,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,panda_trajectory_05_tar_nominal_r1,runs/panda_trajectory_05_tar_nominal_r1.jsonl.gz,0.9933333333333333,0.9933333333333333,3.702775446654595e-09,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,147414504,0.9983345,1.0174176,1.0743825599999997,,150,,{},0.0,0.0,0.0,0.00014493285752870797,0.00015650262048398018,0.0005750903961834645,0.0006946293305076279,0.14493285752870796,0.8188979360305191,5.52201960832949,0.11044039216658981,0,panda,pink_qp,0,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,high_curvature,panda_trajectory_30_pink_qp_r0,runs/panda_trajectory_30_pink_qp_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,False,False,0.49333333333333335,0.49333333333333335,74,74,419086948,5.1860885,5.2568566,5.30855734,74,74,internal_nonconvergence+position_tolerance+orientation_tolerance,"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":76}",0.0,0.0,0.0,0.0005746827083856483,0.0009130420087785647,0.004729483590210636,0.006938510596008083,0.6884219229230633,0.7540102742199425,5.533730277679385,0.11067460555358771,0,panda,trac_task_5ms,0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,panda_trajectory_26_trac_task_5ms_r0,runs/panda_trajectory_26_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,133678510,0.993835,1.0157546,1.0676774599999999,,150,,{},0.0,0.0,0.0,3.864588296048738e-05,4.0124151977661525e-05,0.00011251266856563406,0.00011721148922693673,0.038645882960487384,0.25474250573232754,0.5909815334562702,0.011819630669125404,0,panda,pink_qp,2,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,trajectory_09,smooth,panda_trajectory_09_pink_qp_r2,runs/panda_trajectory_09_pink_qp_r2.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,26304077,0.1636075,0.24740239999999994,0.3307768299999999,,150,,{},0.0,0.0,0.0,0.0003287045727782479,0.0003857355796340377,0.0003395665829125552,0.00040710489205638946,0.3287045727782479,0.623105179352275,5.521765691626512,0.11043531383253025,0,panda,trac_task_5ms,1,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,trajectory_39,high_curvature,panda_trajectory_39_trac_task_5ms_r1,runs/panda_trajectory_39_trac_task_5ms_r1.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,870908182,5.810778,5.947151299999999,6.246556289999999,,150,,{},0.006666666666666667,0.0,0.0,6.016485241927343e-05,0.0007636558739388754,9.485542953201087e-05,0.006839952359726892,0.060164852419273426,0.33631523443166816,2.0108550033935524,0.040217100067871055,0,panda,tar_fixed,2,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,trajectory_09,smooth,panda_trajectory_09_tar_fixed_r2,runs/panda_trajectory_09_tar_fixed_r2.jsonl.gz,0.9933333333333333,0.9933333333333333,7.137023551031665e-11,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,291219024,1.899774,2.2868518999999994,2.7002967699999982,,150,,{},0.006666666666666667,0.0,0.0,0.000155538887311812,0.0006386712316821417,0.00020432082901925322,0.005028944983617258,0.155538887311812,0.32824871288314794,1.5917465013998209,0.031834930027996415,0,panda,tar_nominal,0,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,panda_trajectory_00_tar_nominal_r0,runs/panda_trajectory_00_tar_nominal_r0.jsonl.gz,0.9933333333333333,0.9933333333333333,4.038105497535311e-09,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,27381388,0.1682765,0.25746875,0.3291585999999999,,150,,{},0.0,0.0,0.0,0.0003299740766654388,0.0003511118824318562,0.0007158957045794237,0.0008360005726807627,0.32997407666543876,0.7566722098654147,6.957176063666445,0.1391435212733289,0,panda,trac_task_20ms,0,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,trajectory_37,high_curvature,panda_trajectory_37_trac_task_20ms_r0,runs/panda_trajectory_37_trac_task_20ms_r0.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,295852836,1.9089275,2.583693649999999,2.72683297,,150,,{},0.006666666666666667,0.0,0.0,0.00012820148027421391,0.00012932864922533498,0.00013583248281050743,0.00014061022312838865,0.1282014802742139,0.357396365272473,0.7060974383153384,0.01412194876630677,0,panda,tar_nominal,0,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,trajectory_08,smooth,panda_trajectory_08_tar_nominal_r0,runs/panda_trajectory_08_tar_nominal_r0.jsonl.gz,0.9933333333333333,0.9933333333333333,3.2908597149748546e-09,1.0,"{""zero_objective_unchanged"":1,""optimized"":149}"
150,True,True,1.0,1.0,150,150,28050752,0.1673495,0.27770799999999995,0.3390078899999998,,150,,{},0.0,0.0,0.0,0.00014478891175570774,0.00014828510123160882,0.00016102704163845047,0.00016675582213192781,0.14478891175570774,0.30901487793786603,0.7848356857948959,0.015696713715897922,0,panda,trac_task_5ms,2,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,panda_trajectory_05_trac_task_5ms_r2,runs/panda_trajectory_05_trac_task_5ms_r2.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,False,False,0.76,0.76,114,114,219285355,0.1707045,5.2693727,5.3214295400000005,114,114,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":4,""internal_nonconvergence+position_tolerance+orientation_tolerance"":32}",0.0,0.0,0.0,0.0005727481397787923,0.000842722405016407,0.00250765209792886,0.006758592635251783,0.657156603159789,0.5707895068527505,6.654323601558874,0.1330864720311775,0,panda,trac_task_5ms,2,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,panda_trajectory_14_trac_task_5ms_r2,runs/panda_trajectory_14_trac_task_5ms_r2.jsonl.gz,0.0,0.0,0.0,0.0,"{""baseline"":150}"
150,True,True,1.0,1.0,150,150,858345241,5.7069305,5.885174,6.020447399999999,,150,,{},0.0,0.0,0.006666666666666667,0.000539680567213548,0.0007600382533642076,0.0015255754011446803,0.0037893215275827527,0.5396805672135481,0.7720995385175163,10.03822625985673,0.20076452519713459,0,panda,tar_free,1,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,trajectory_10,near_singular,panda_trajectory_10_tar_free_r1,runs/panda_trajectory_10_tar_free_r1.jsonl.gz,1.0,1.0,2.5722756247775236e-09,1.0,"{""optimized"":150}"
