robot,uid,site_id,family,anchor_accepted,known_zero,status,nodes_available,online_objective,online_tau,changed_exact,max_change_rad,normalized_intervention,zero_gap,gap_above_old_comparison_tolerance,source_input_hash,source_witness_hash
panda,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,trajectory_10,near_singular,True,True,witness_confirmed_zero,13,1.1940923514267207e-19,0.0,True,1.5485945858983996e-11,4.886905670108071e-10,1.1940923514267207e-19,False,89339f714f155e86b541b17973d935b1ade9c50e4a3af40f76f64fb6b0bcfce3,6d0adedc8c97457994dc15c64d328fa8db75dced2f50cf7c362835abc13162f5
panda,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,True,True,witness_confirmed_zero,13,4.7787101951366765e-20,0.0,True,1.070743493869486e-11,3.091507785898873e-10,4.7787101951366765e-20,False,748955bcbf9d5e0c4186351d40f72e671895ac3a9e5fd8f6dd90ec93e1c63cd4,6d0d78c6b66b5cfec1e8c74bb48331b4430b2e1fc7aaa94afdc842b8e9326b35
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,True,True,witness_confirmed_zero,13,3.0026471380671117e-16,0.0,True,8.153139274824639e-10,2.4505701940842715e-08,3.0026471380671117e-16,False,1b553ab2ce395034bc5b7c4213b8844d5a7656faeb220628a86d795286d3edbc,168fc9312f840198adc93f75578924803738a4b94c0fc58991509204e82b69a7
panda,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,trajectory_13,near_singular,True,True,witness_confirmed_zero,13,1.4713326106311812e-19,0.0,True,1.8563373060942467e-11,5.424633832123936e-10,1.4713326106311812e-19,False,4dc0a4610335e6a63627758b24cc67ba7a3fed52a6ccc8c96c29764917057ae0,42c3dbca184faebfa204b51bb7220626d14a186924e2d4ab116cafb660b5a07b
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,True,True,witness_confirmed_zero,13,6.925576130387265e-20,0.0,True,1.1306955371992444e-11,3.721713618855504e-10,6.925576130387265e-20,False,984b906953d7a17f58cb4cb70f388ee676901e13363dc397f2400dd95a1df56f,da88bcfdeb4043516d2e75c9d528fd532ed067cffe3e7f5d38e6fa8608818fe0
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trajectory_15,near_singular,True,True,witness_confirmed_zero,13,7.316782019836394e-20,0.0,True,1.1886269746241851e-11,3.825384168900267e-10,7.316782019836394e-20,False,95a3d2263e73b7f09703330b4fd74ba60d22b17720f9417d27fae969c837da65,63632a1d31eaa54b3259a7e02c61d81781d09e15c3f80e62a4a5711d74ba079d
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,True,True,witness_confirmed_zero,13,3.7590520814810154e-20,0.0,True,8.477218926827845e-12,2.741916148054501e-10,3.7590520814810154e-20,False,fc34633290772a0690fdc0651a9bacf8e277bdef8765cb6c50711c2e31bd2430,60b50f19bf53e4e1f6353fb3257c5bc944dd9f375114a75631c6eb53dfa39828
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,True,True,witness_confirmed_zero,13,7.074772014913302e-20,0.0,True,1.2676582006321269e-11,3.7615879665144886e-10,7.074772014913302e-20,False,49722b599729cafaff75f249094a1ea31c2bf0f7361b77bad872b2a0f8c3343f,989f0cac5ceedda00c26341487a3102be129f40a00a17870b60968844083a2cc
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trajectory_18,near_singular,True,True,witness_confirmed_zero,13,1.8903746306182046e-19,0.0,True,1.5584422641268247e-11,6.148779766129545e-10,1.8903746306182046e-19,False,552a7a25e117c60b996a1d2254b558e00b56efe2ae5ebc91512889ba3922be61,673f0f6342555b1dc6693da732bcd6f33a0024640517acb331efc3a417f6e92c
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,True,True,witness_confirmed_zero,13,1.2679441943309623e-19,0.0,True,1.9259316363928747e-11,5.035760507273876e-10,1.2679441943309623e-19,False,6dd6e7174b79ab08687d972da4abedc05ca555c88037a42918418483e60f911b,c907108317cbecc96537bda51434e45b55536f1bd7a8d2469d9d29e522b11327
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trajectory_20,joint_limit_return,True,True,witness_confirmed_zero,13,3.5565837884350117e-19,0.0,True,2.6939506181378192e-11,8.433959673172515e-10,3.5565837884350117e-19,False,980b2be7caab08e784f3c71aa59ca76922d080f4a0a774ba219edb71c226818f,a8aeb96805d8b603cec1088f02bc2351bd64f6772fde4aa1dcba62f29899d32e
panda,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,trajectory_21,joint_limit_return,True,True,witness_confirmed_zero,13,4.3520280211897314e-20,0.0,True,1.3211876037644288e-11,2.950263724208306e-10,4.3520280211897314e-20,False,af6afc4073ad35a456be1f82ed17c0d4f7b5892285039fe70ecc0aa00f9db913,3f9f0323ad7da6692596b726fddb8214efb6703bda36ca81f8f90b35eb0b3abe
panda,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,trajectory_22,joint_limit_return,True,True,witness_confirmed_zero,13,2.7202058979940297e-19,0.0,True,2.102917839863494e-11,7.375914720214747e-10,2.7202058979940297e-19,False,41a9d144105a724c605427ad1f5b8090eca04886db779930f47faf49eda1ec6d,38c9a2216339649702ada357c96d7783cb26cc14874d1abdba560031f23c51b5
panda,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,trajectory_23,joint_limit_return,True,True,witness_confirmed_zero,13,1.6215530809335136e-19,0.0,True,1.8395507339619144e-11,5.694827619750248e-10,1.6215530809335136e-19,False,e631610db467e59daa1b543d58b482b1a27f5fc555f15a2ba3550d2e34f9e799,b19b92378d6d2cbe8c178c18efd74ee75aa6aa707ed54be5357887edea1cda69
panda,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,trajectory_24,joint_limit_return,True,True,witness_confirmed_zero,13,1.038466794444677e-18,0.0,True,4.848632606524461e-11,1.4411570313083005e-09,1.038466794444677e-18,False,7e7d3b3576fc332e9b5a7267e763be794c106cad5221d96ca95cde63647f857f,6b24c196b95a5f2cd44a7366be2c79e3671ce22a36daf785519d872674aad135
panda,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,trajectory_25,joint_limit_return,True,True,witness_confirmed_zero,13,1.7079775361451411e-19,0.0,True,1.8736567852783992e-11,5.844617243490186e-10,1.7079775361451411e-19,False,d7a6a6127ca288b15d40b6e721cd0415b300dee99687125bd0f04002d952d3b9,ee2b45296403ed17696abde1364f8360b1a224e1b8e9d93431ccc06169d8c620
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,False,False,unknown,0,,,False,,,,False,e4b59193a0c68c8096d936861a692ed492827f76b7c3fbf8812fc36970499f75,890a3e4a489370f98fa90bebbb911221e610b3322c2a898df507a4f230fadb75
panda,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,trajectory_27,joint_limit_return,True,True,witness_confirmed_zero,13,3.9920333803091546e-19,0.0,True,2.756039840789981e-11,8.935360519093961e-10,3.9920333803091546e-19,False,a84e08346c3fe075b8fc4681a7418af55f788738efc280e8ae286fec6da6bab0,20c4171639c4f974ab2e51a84c22d51cd4d27bc39dab3abd1023faf9f5661386
panda,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,trajectory_28,joint_limit_return,True,True,witness_confirmed_zero,13,2.1347766359383534e-19,0.0,True,2.3634150192464176e-11,6.53418187065275e-10,2.1347766359383534e-19,False,ae1f4f4e1b54e26acdd3cea4a7f762cbad40263798483fafbb63dac7686f026d,a33d4f69d04486f61455d20dbc2a31e7a758cf0763255b86b00c9684249bd3f3
panda,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,trajectory_29,joint_limit_return,True,True,witness_confirmed_zero,13,3.0729560634601693e-20,0.0,True,1.1109335673609166e-11,2.4790950217610335e-10,3.0729560634601693e-20,False,84fda8e46be60ca0a46b48561d19ce2f306228d9c9c715705a6c62875904d995,b6b4d415a5fd7ffcd9b183e98dae63b373d61f4017f35f13e32b1e53721aeb65
panda,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,high_curvature,True,True,witness_confirmed_zero,13,6.832458644104405e-20,0.0,True,1.0531242544686847e-11,3.696608890349209e-10,6.832458644104405e-20,False,b46e30d10242f08664e3d559254e63017592daf1dac10a3b3b4cc1f21e7b6433,4466e7670127e92744c4122d017dcaae2c302db5daca61ea6d980d6d72ebfbce
panda,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,high_curvature,True,True,witness_confirmed_zero,13,3.486982134315521e-20,0.0,True,7.405243085401025e-12,2.640826436673005e-10,3.486982134315521e-20,False,d22bfe454ac911949d0e30d88103c47ab00deb030c01ce1272d962fd9b1288c2,a0ad2fe8f26d678db2517302cb9e820ae0af0ed1667c0973a591020b5f6f3ac8
panda,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,trajectory_32,high_curvature,True,True,witness_confirmed_zero,13,1.9197410281043122e-20,0.0,True,5.896394483784206e-12,1.959459633727785e-10,1.9197410281043122e-20,False,7444c1f3636fd16b82cc20e27a9ca345d9aca5e5e7bd4c332ef16d88a4cfc6b3,ed0ee9bae6c84c6169091e00822dfb208db807c9afce4718ed366a0517d74c41
panda,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,True,True,witness_confirmed_zero,13,3.7007087964242605e-20,0.0,True,8.537809348396763e-12,2.720554648017297e-10,3.7007087964242605e-20,False,c4c4afc084c99273cce3183a17a3553064ca47003871e9f147c3a28330b24b62,187587eaaf12dd45ac3310e90496c1e952264e55c96db2a81e860221e26f9821
panda,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,trajectory_34,high_curvature,True,True,witness_confirmed_zero,13,2.0417197525481402e-20,0.0,True,5.318634421769275e-12,2.0207522126911751e-10,2.0417197525481402e-20,False,99d5e6f1b72832f14c63b004a799b3feeb21554ad2a6455586722737e0647388,1cc32353b3369b02fd5aec55658e1db51d3f3f0021faf81e9326d3f1990c2163
panda,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,trajectory_35,high_curvature,True,True,witness_confirmed_zero,13,4.340500318506965e-20,0.0,True,8.520073535578376e-12,2.9463537868039424e-10,4.340500318506965e-20,False,581cb47413a393b86fa52cbd733c871240c3e5b597af2651104494050f91e691,e2ab83ddcb5cf52d2727fc83ba541e0d29a9f0677289f1a5e3548332f3d5b596
panda,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,True,True,witness_confirmed_zero,13,1.5936667716612218e-19,0.0,True,1.3466394666039605e-11,5.64564747688203e-10,1.5936667716612218e-19,False,e9234640c1fcba405f3a99436211893fc9ca6570f2e2e75152c702eb060fbbe9,314137bafbd2c5f9b2b5760a60e671505e66431ed481a3b8a427162d593c5cd2
panda,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,trajectory_37,high_curvature,True,True,witness_confirmed_zero,13,1.1167189944996333e-20,0.0,True,5.657918578094723e-12,1.4944691328358932e-10,1.1167189944996333e-20,False,336686e21d427b537fb5fa0e7a28765a47c159f89a705226aa27d28965c5bab5,b1f6d9aa14cf278f9ab070611e0c0b9b5470bc9c5bbfc57afa0227f1356b3949
panda,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,high_curvature,True,True,witness_confirmed_zero,13,1.8484655262503947e-19,0.0,True,2.3645141400407965e-11,6.08023934767439e-10,1.8484655262503947e-19,False,207d0703a193a2075e058021710c72ab8563dae4826828b7a0e43091ef50cb55,d3704db408791d946942d22c90d2b21cb92400dcac8b86e228df7f26d5a75536
panda,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,trajectory_39,high_curvature,True,True,witness_confirmed_zero,13,1.961402476228509e-19,0.0,True,1.612820987872965e-11,6.263229959419515e-10,1.961402476228509e-19,False,a77a244b21c30ff9270dd25f97c357558aa7d3ec8bc6d571ab3b9e92c75c34ec,7dc770ee4af6e1312f84854a310e9fdf995feffa7013977254ff6b5a645f50de
ur5e,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,trajectory_00,smooth,True,True,witness_confirmed_zero,13,2.786935746139643e-20,0.0,True,9.665379607781688e-12,2.360904803730825e-10,2.786935746139643e-20,False,b2de1a721f47fb4a1a07aa259f66312dfd0859eb32ca8aa3dc2b6a45b0cc58c5,982201a1af8dc9631b394e09d3a16d2674b474ebf38434bff42cb85ca80e2c64
ur5e,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,trajectory_01,smooth,True,True,witness_confirmed_zero,13,3.52802224040409e-20,0.0,True,1.1618705997307188e-11,2.6563216071869344e-10,3.52802224040409e-20,False,290743e857cda8e36ea675f9f9087f60bf31e475ff71882bb8d0bbf022e804aa,d71cfe29fc61998428675c75dcff84331ba2f110ce71b07d35db59df93c17a9f
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,smooth,True,True,witness_confirmed_zero,13,3.564450484891346e-20,0.0,True,1.1269651878365039e-11,2.6700001816072394e-10,3.564450484891346e-20,False,f62dcbb3ec7327ec1823ad1e7e591ea9693306ab7307d251ed4536db5da16778,0f6917ae73d13f82fdd60ab21bc6d1f1bd13a883ff5a6c8907ccd61c602c1528
ur5e,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,trajectory_03,smooth,True,True,witness_confirmed_zero,13,9.533076026574806e-20,0.0,True,2.4864554859505006e-11,4.366480511023679e-10,9.533076026574806e-20,False,22e25d98bb459f4a98ab04a4df186969d59e43b97db24e96cca2504c25f2a60c,7ce496f28189368271f84c453c82497c0aa950838786560135d10fc61306c13d
ur5e,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,trajectory_04,smooth,True,True,witness_confirmed_zero,13,7.830476933367554e-20,0.0,True,1.9058532529925287e-11,3.9573923063976243e-10,7.830476933367554e-20,False,b48672fe9cc7a6a26025ef874431a7720d5641ccd180bfa8909ca2ccd6c007b8,329e557a5a99242b397cca944c29eca3d9c45a43f7ab25343403d9e63cd22056
ur5e,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,trajectory_05,smooth,True,True,witness_confirmed_zero,13,2.1311528152407045e-20,0.0,True,1.0683010032153106e-11,2.064535209310175e-10,2.1311528152407045e-20,False,f7a22ba17ae006f502c19d17d8536cb90bae3bd78ee631458f029f90989fb4fa,c8452a66f62c4f4725148e48d25a1ae64b42ef55ca575402f8c7e1ca66cbdb02
ur5e,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,trajectory_06,smooth,True,True,witness_confirmed_zero,13,1.116448978309933e-19,0.0,True,2.3838681029175746e-11,4.725354967216606e-10,1.116448978309933e-19,False,123c874560a77d290f625c35f9a5716a91cdd0fa28173a12fb3a5a2d9f3746a8,fbc3ff9fc7652ad448a79d7e2e2b5693c79466368a9f2e141f60e706bd27c949
ur5e,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,trajectory_07,smooth,True,True,witness_confirmed_zero,13,6.432388592569482e-20,0.0,True,1.95547467107815e-11,3.5867502261990536e-10,6.432388592569482e-20,False,1c72a93714be87a00781b81d1eea8d2dabd6fba0cac7237faa9ae787258558bc,af24c8ce6d11d4940d88063d9af3ee228b75a05a4006b6aa76032c4714209db4
ur5e,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,trajectory_08,smooth,True,True,witness_confirmed_zero,13,3.6288846051731666e-20,0.0,True,1.432898244502212e-11,2.694024723410372e-10,3.6288846051731666e-20,False,3f4a280c444947b88f8b4b5b237fcf4c490696fd9f18026f90f5357a03847710,83d167e7f438b21bb5f35de89aba74aee31bd7927f39bfbcf7a47074bc84e7d6
ur5e,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,trajectory_09,smooth,True,True,witness_confirmed_zero,13,9.071586835371169e-21,0.0,True,6.201317237497506e-12,1.3469659858638725e-10,9.071586835371169e-21,False,d1271e59a39137aee29bb2218f65811b165df7187256dd1e37e886c9bddff3a6,2545dddf6bf67ca5f3459371e3089fd12690fdced31146bdbce234eed4f8d8fe
ur5e,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,trajectory_10,near_singular,True,True,witness_confirmed_zero,13,6.226697760047081e-20,0.0,True,1.6828316518058273e-11,3.528936882418579e-10,6.226697760047081e-20,False,b9bc0a5bfab45b6d61bf5f7bdc9c3b5820bc64be11068967814752309662e145,ef297b75be512facb990115578e87987500042a617e61219d43ffecee7e59a37
ur5e,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,trajectory_11,near_singular,True,True,witness_confirmed_zero,13,1.6271081586558858e-20,0.0,True,7.615019725903949e-12,1.8039446547252418e-10,1.6271081586558858e-20,False,4554f28629b509a5ac724826398580472b5c86deef91c609864defc1ba5b60ae,55d1e9d4fabf12524db4d0e8694ba12a912ab4bbae604736682e15792b021ac7
ur5e,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,trajectory_12,near_singular,True,True,witness_confirmed_zero,13,1.185255587245168e-20,0.0,True,8.673950446791423e-12,1.5396464446392672e-10,1.185255587245168e-20,False,86e8d19ae12a35d73f37e638c2a2c54ca318838b1b89982e593c470f4cca4ab3,036eb85d87ff38a0b40a1062ec2e648299504d75bee49ea27d5eb95eaab186a7
ur5e,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,trajectory_13,near_singular,True,True,witness_confirmed_zero,13,2.5972421698519193e-20,0.0,True,1.1969314428483813e-11,2.2791411408036665e-10,2.5972421698519193e-20,False,adfaaf1a0240ab87694c1db4a0f96e1894aa41f721927ffb3aa89e2101ccca20,fe60dbe52feabf61754c8860b678fee507d4836cf7d9d186d51d94a4e027f0c7
ur5e,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,trajectory_14,near_singular,True,True,witness_confirmed_zero,13,1.4631282684891458e-20,0.0,True,7.45004058444465e-12,1.7106304501493862e-10,1.4631282684891458e-20,False,6f968863edb125afcabf6bd7dab6926dd90b0ac9b32af0de8e50b5e7fab4b040,a8aceb94043194fb1145ba95a5a785c9c1a15f8ce00124820c76b6d4f0fd09ea
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,True,True,witness_confirmed_zero,13,2.5994477521794715e-20,0.0,True,1.219779832695167e-11,2.2801086606473261e-10,2.5994477521794715e-20,False,1decc5dc668f39e0d3aa2b97004d618cdb140ad41a4b1aba25cd3ad2f4ae52a3,a3bf3db3425ab4d15d112d151916709e695199178d58e262621b34431b06ed3e
ur5e,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,trajectory_16,near_singular,True,True,witness_confirmed_zero,13,4.5648287240963364e-20,0.0,True,1.5101364603253842e-11,3.0215323013650993e-10,4.5648287240963364e-20,False,98f90808ff8a2075443dd27e62df08f5357b9fd7da4475742e9303894e90705e,935ec46f8e1f1dac0b7b6f6a74592df0b3c9ad13777554a6d939c1ce5f1d7d36
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,near_singular,True,True,witness_confirmed_zero,13,2.4449795376886033e-19,0.0,True,4.097877592812438e-11,6.992824233010013e-10,2.4449795376886033e-19,False,c650b3fdcdf4cc9d79d4d5758d04432fd47f17c8cb790e0e1731f4c575e21c86,15f79889f5c59bba5ea6adee9c1995ce4f4b8186aa38c5892d04692974a4deaf
ur5e,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,trajectory_18,near_singular,True,True,witness_confirmed_zero,13,8.259303352868635e-20,0.0,True,1.667554982986985e-11,4.064308884144667e-10,8.259303352868635e-20,False,961ada87a39238e619fcb28082e3887408fce63686d75153d55f57a4e024461f,c33383fccdc109b32f9600c71bbb0f43224d4543c7d7e1e242df48eb36e40ee8
ur5e,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,trajectory_19,near_singular,True,True,witness_confirmed_zero,13,4.5389109145981536e-20,0.0,True,1.6643797451365572e-11,3.0129423873012087e-10,4.5389109145981536e-20,False,d866ddaac0cb539eefac12dc8a193816bf7974406196cec9515c8ed3f4461837,48feabc49439a295d98312a28c1d35e0d251bff7f01f818d38734e2dd8ce247f
ur5e,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,trajectory_20,joint_limit_return,True,True,witness_confirmed_zero,13,1.6129096608559173e-19,0.0,True,2.9023672354355767e-11,5.679629672533091e-10,1.6129096608559173e-19,False,44bdb384ea309bb5afe8eabb0e8957ebfa1db90ddf9e8d212d95ccde5ca40951,0f8a43cca7207ff8abdf59ff74d0085fac74128af053ee451695fba2a6962665
ur5e,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,trajectory_21,joint_limit_return,True,True,witness_confirmed_zero,13,1.7607005513504434e-18,0.0,True,1.1798517718375479e-10,1.876539661904562e-09,1.7607005513504434e-18,False,4f9a8ef5a4e8a1dc8806f859ab41463af7bd5727c8c24dc17e30ad9204e2e930,892ab51e31bf948692bf4f657821b75fb609749af834c54b177ff5273d18ca2d
ur5e,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,trajectory_22,joint_limit_return,True,True,witness_confirmed_zero,13,7.97984278229707e-20,0.0,True,1.8751222796709044e-11,3.994957517245226e-10,7.97984278229707e-20,False,988bc6c3ab14612485e426f5c746c4be6d10bae4f5d22d3ce6d9821da4ad386d,98fa0d5a71780a0a42e16d31852671b45f81df9e430d0ee85c8296aefe629138
ur5e,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,trajectory_23,joint_limit_return,True,True,witness_confirmed_zero,13,4.6408911475687645e-10,0.0,True,1.917282944408072e-06,3.046601761822101e-05,4.6408911475687645e-10,True,e0b1df4bd56690b425cbfd112949d1965ba6563da4932128ae046f3c5000dd19,ae2b0163eea2c1a88c819bff8a60bf6677c70727d784c0b9019875472546bf28
