robot,uid,method,accepted_by_repeat,mean_accepted
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,tight,"[true,true,true]",1.0
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,clarabel,"[true,true,true]",1.0
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,range_loss_matched,"[true,true,true]",1.0
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,direct_sqp,"[true,true,true]",1.0
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,fixed_qp1,"[false,false,false]",0.0
panda,73f79a4c1a01e9d7158753a40c3faeb64614a86a72058c894ba7a9eaba1da0ba,fixed_qp2,"[true,true,true]",1.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,relative,"[true,true,true]",1.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,gn,"[false,false,false]",0.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,tight,"[true,true,true]",1.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,clarabel,"[true,true,true]",1.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,range_loss_matched,"[true,true,true]",1.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,direct_sqp,"[true,true,true]",1.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp1,"[false,false,false]",0.0
panda,772edfc546a97728e7f39f19a01993a5927b81b54f6f66f4cde8beba82ce9ce4,fixed_qp2,"[false,false,false]",0.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,relative,"[true,true,true]",1.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,gn,"[false,false,false]",0.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,tight,"[true,true,true]",1.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,clarabel,"[true,true,true]",1.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,range_loss_matched,"[true,true,true]",1.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,direct_sqp,"[true,true,true]",1.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp1,"[false,false,false]",0.0
panda,7879f51022a2e4b43facace876b1f4dc84492479c766b7cbe2452009535855d0,fixed_qp2,"[false,false,false]",0.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,relative,"[true,true,true]",1.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,gn,"[false,false,false]",0.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,tight,"[true,true,true]",1.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,clarabel,"[true,true,true]",1.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,range_loss_matched,"[true,true,true]",1.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,direct_sqp,"[true,true,true]",1.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,fixed_qp1,"[false,false,false]",0.0
panda,be9efe6f5d0c2f73beef69d62c4161e8fd60ec78077e0d5a44b11cbca028ec0e,fixed_qp2,"[true,true,true]",1.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,relative,"[true,true,true]",1.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,gn,"[false,false,false]",0.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,tight,"[true,true,true]",1.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,clarabel,"[true,true,true]",1.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,range_loss_matched,"[true,true,true]",1.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,direct_sqp,"[true,true,true]",1.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,fixed_qp1,"[false,false,false]",0.0
panda,dfe6e713d05a39be8b5a02b380237f01f6a459b63be3d831191551bfbed52fbd,fixed_qp2,"[true,true,true]",1.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,relative,"[true,true,true]",1.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,gn,"[false,false,false]",0.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,tight,"[true,true,true]",1.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,clarabel,"[true,true,true]",1.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,range_loss_matched,"[true,true,true]",1.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,direct_sqp,"[true,true,true]",1.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,fixed_qp1,"[false,false,false]",0.0
ur5e,09f3ef02343625948466723596b19763f97f8231a008078ed4361f42cf5d6f96,fixed_qp2,"[true,true,true]",1.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,relative,"[true,true,true]",1.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,gn,"[false,false,false]",0.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,tight,"[true,true,true]",1.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,clarabel,"[true,true,true]",1.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,range_loss_matched,"[true,true,true]",1.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,direct_sqp,"[true,true,true]",1.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,fixed_qp1,"[false,false,false]",0.0
ur5e,2b99894c8bdec8743bd3bdacebbf14d74f34de212e4199a739015292be777ebc,fixed_qp2,"[true,true,true]",1.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,relative,"[true,true,true]",1.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,gn,"[false,false,false]",0.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,tight,"[true,true,true]",1.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,clarabel,"[true,true,true]",1.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,range_loss_matched,"[true,true,true]",1.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,direct_sqp,"[true,true,true]",1.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,fixed_qp1,"[false,false,false]",0.0
ur5e,311685522ed8ae2eca792457799bf1a66104c50ea26926966e464e74823074f5,fixed_qp2,"[true,true,true]",1.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,relative,"[true,true,true]",1.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,gn,"[false,false,false]",0.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,tight,"[true,true,true]",1.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,clarabel,"[true,true,true]",1.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,range_loss_matched,"[true,true,true]",1.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,direct_sqp,"[true,true,true]",1.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,fixed_qp1,"[false,false,false]",0.0
ur5e,9de030307f12ac85fc9a4028d5944d13ff2de297acc3fa496c01f0fef3c95a3c,fixed_qp2,"[false,false,false]",0.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,relative,"[true,true,true]",1.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,gn,"[false,false,false]",0.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,tight,"[true,true,true]",1.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,clarabel,"[true,true,true]",1.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,range_loss_matched,"[true,true,true]",1.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,direct_sqp,"[true,true,true]",1.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,fixed_qp1,"[false,false,false]",0.0
ur5e,d0dce9ba3a0457e8a0eff3d503d9012e6fe49e92fdffa612be99cf47bc7cc131,fixed_qp2,"[true,true,true]",1.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,relative,"[true,true,true]",1.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,gn,"[false,false,false]",0.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,tight,"[true,true,true]",1.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,clarabel,"[true,true,true]",1.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,range_loss_matched,"[true,true,true]",1.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,direct_sqp,"[true,true,true]",1.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,fixed_qp1,"[false,false,false]",0.0
ur5e,df97a24c1749fc9e99c17af4959b74750d38c3f62ab100839e0f832534ee15da,fixed_qp2,"[true,true,true]",1.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,relative,"[true,true,true]",1.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,gn,"[false,false,false]",0.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,tight,"[true,true,true]",1.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,clarabel,"[true,true,true]",1.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,range_loss_matched,"[true,true,true]",1.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,direct_sqp,"[true,true,true]",1.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,fixed_qp1,"[false,false,false]",0.0
ur5e,e396d91220f89c7fd418f9297fe341df4e1fffa07bb5b42d679d97488c62f561,fixed_qp2,"[true,true,true]",1.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,relative,"[true,true,true]",1.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,gn,"[false,false,false]",0.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,tight,"[true,true,true]",1.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,clarabel,"[true,true,true]",1.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,range_loss_matched,"[false,false,false]",0.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,direct_sqp,"[true,true,true]",1.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,fixed_qp1,"[false,false,false]",0.0
ur5e,ed8a3d8165254710130f1afc35b9aa63b7c48fa8035a4e66f6e3cead9e47e0ae,fixed_qp2,"[false,false,false]",0.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,relative,"[true,true,true]",1.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,gn,"[false,false,false]",0.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,tight,"[true,true,true]",1.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,clarabel,"[true,true,true]",1.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,range_loss_matched,"[true,true,true]",1.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,direct_sqp,"[true,true,true]",1.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,fixed_qp1,"[false,false,false]",0.0
ur5e,f09b46bea02d75c926355fc8a06dc54e0bb72f3bdcb12bb134f781193bb4d5a2,fixed_qp2,"[false,false,false]",0.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,relative,"[true,true,true]",1.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,gn,"[false,false,false]",0.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,tight,"[true,true,true]",1.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,clarabel,"[true,true,true]",1.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,range_loss_matched,"[true,true,true]",1.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,direct_sqp,"[true,true,true]",1.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,fixed_qp1,"[false,false,false]",0.0
ur5e,f9c733d9e1d912248e3113783d93e5b43e4b99355d330fce8e0ece6325cd85dd,fixed_qp2,"[true,true,true]",1.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,relative,"[true,true,true]",1.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,gn,"[false,false,false]",0.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,tight,"[true,true,true]",1.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,clarabel,"[true,true,true]",1.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,range_loss_matched,"[true,true,true]",1.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,direct_sqp,"[true,true,true]",1.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,fixed_qp1,"[false,false,false]",0.0
ur5e,fe74077db23fc36cf44d3910450070571e5775f47b811253d335e2d0ef4c83d8,fixed_qp2,"[true,true,true]",1.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,relative,"[true,true,true]",1.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,gn,"[false,false,false]",0.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,tight,"[true,true,true]",1.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,clarabel,"[true,true,true]",1.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,range_loss_matched,"[true,true,true]",1.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,direct_sqp,"[true,true,true]",1.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,fixed_qp1,"[false,false,false]",0.0
ur5e,ff24e71dd3f5e3f9abf9fe397ec7f7c014141cd390d10cb1ce5b08e56990adbd,fixed_qp2,"[false,false,false]",0.0
