robot,method,family,calls,units,verified_success,internal_success,accepted_within_20ms,returned_within_5ms,returned_within_20ms,total_latency_ns,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_mean_ms,latency_max_ms,internal_failure__task_reject,internal_failure__task_accept,internal_success__task_reject,internal_success__task_accept,accepted_position,accepted_orientation,all_returned_position,all_returned_orientation,joint_rejections,velocity_rejections,native_failure_task_accept,completion_counts,deadline_completion_counts,completion_rate,cumulative_latency_ns_per_sweep,per_trajectory_cumulative_ms,paired_unit_cumulative_ms
panda,trac_strict_20ms,near_singular,4500,10,0.8144444444444444,0.8144444444444444,0.8144444444444444,0.8137777777777778,0.8144444444444444,17920814366,0.19628,20.4809515,20.64837712,3.982403192444444,20.928835,835,0,0,3665,"{'p50': 3.1734210160310144e-07, 'p95': 6.9873585428210485e-06, 'p99': 1.0796629674926657e-05, 'mean': 1.5640138981052538e-06, 'max': 1.4632921196975758e-05}","{'p50': 4.86364211914725e-07, 'p95': 9.903529318484051e-06, 'p99': 1.2106990078083192e-05, 'mean': 2.2370411102462034e-06, 'max': 1.4003528110547373e-05}","{'p50': 8.358995244022677e-07, 'p95': 0.23596111056566685, 'p99': 0.31384958832459214, 'mean': 0.026334172205780205, 'max': 0.32786469472734026}","{'p50': 1.1754558561856903e-06, 'p95': 0.4705215517865624, 'p99': 0.6965181210878555, 'mean': 0.053902874047610363, 'max': 0.7257303609578684}",0,0,0,"[5, 5, 5]","[5, 5, 5]",0.5,5973604788.666667,"{'p50': 392.5734335, 'p95': 1652.08761395, 'p99': 1653.24379662, 'mean': 597.3604788666667, 'max': 1653.304732}","{'p50': 392.0943735, 'p95': 1596.5454189166664, 'p99': 1641.2440659166666, 'mean': 597.3604788666665, 'max': 1652.4187276666667}"
panda,trac_strict_20ms,smooth,4500,10,1.0,1.0,1.0,1.0,1.0,1044776360,0.19342900000000002,0.44768205000000016,0.5135002000000001,0.23217252444444442,0.697096,0,0,0,4500,"{'p50': 7.260138030511928e-09, 'p95': 1.435546082888861e-07, 'p99': 3.2671205085927476e-07, 'mean': 5.4299908992507614e-08, 'max': 1.197303256459932e-05}","{'p50': 1.2815488869292618e-08, 'p95': 3.010755318011402e-07, 'p99': 5.411166765077398e-07, 'mean': 7.702761631558132e-08, 'max': 1.3478987204207032e-05}","{'p50': 7.260138030511928e-09, 'p95': 1.435546082888861e-07, 'p99': 3.2671205085927476e-07, 'mean': 5.4299908992507614e-08, 'max': 1.197303256459932e-05}","{'p50': 1.2815488869292618e-08, 'p95': 3.010755318011402e-07, 'p99': 5.411166765077398e-07, 'mean': 7.702761631558132e-08, 'max': 1.3478987204207032e-05}",0,0,0,"[10, 10, 10]","[10, 10, 10]",1.0,348258786.6666667,"{'p50': 35.195519000000004, 'p95': 38.0195224, 'p99': 38.8300008, 'mean': 34.82587866666666, 'max': 39.112571}","{'p50': 34.700915, 'p95': 36.5154332, 'p99': 36.52047224, 'mean': 34.82587866666666, 'max': 36.521732}"
panda,trac_strict_5ms,high_curvature,4500,10,1.0,1.0,1.0,1.0,1.0,971514359,0.186849,0.40540865000000004,0.49537169000000053,0.21589207977777777,0.726249,0,0,0,4500,"{'p50': 6.318895152610801e-08, 'p95': 1.8953910074392893e-06, 'p99': 4.583133664934694e-06, 'mean': 3.7432036522113487e-07, 'max': 1.1282607847660028e-05}","{'p50': 1.0900087131592066e-07, 'p95': 3.7863702372480856e-06, 'p99': 9.01747980523579e-06, 'mean': 6.689050039536541e-07, 'max': 1.344558963159149e-05}","{'p50': 6.318895152610801e-08, 'p95': 1.8953910074392893e-06, 'p99': 4.583133664934694e-06, 'mean': 3.7432036522113487e-07, 'max': 1.1282607847660028e-05}","{'p50': 1.0900087131592066e-07, 'p95': 3.7863702372480856e-06, 'p99': 9.01747980523579e-06, 'mean': 6.689050039536541e-07, 'max': 1.344558963159149e-05}",0,0,0,"[10, 10, 10]","[10, 10, 10]",1.0,323838119.6666667,"{'p50': 32.9082305, 'p95': 36.16183555, 'p99': 37.23177464, 'mean': 32.38381196666667, 'max': 37.668597}","{'p50': 32.380193000000006, 'p95': 34.29638871666666, 'p99': 34.81590387666667, 'mean': 32.38381196666667, 'max': 34.945782666666666}"
panda,trac_strict_5ms,joint_limit_return,4500,10,0.9453333333333334,0.9453333333333334,0.9453333333333334,0.9453333333333334,1.0,2262221403,0.190558,5.2231019,5.37961448,0.5027158673333333,5.562927,246,0,0,4254,"{'p50': 2.031854525555432e-08, 'p95': 1.4397302446635967e-06, 'p99': 7.03884708201125e-06, 'mean': 3.0640150958974585e-07, 'max': 1.3882255404836625e-05}","{'p50': 2.9410407562168287e-08, 'p95': 1.6133831324564983e-06, 'p99': 8.791632407263065e-06, 'mean': 3.466067614012742e-07, 'max': 1.3588050892634785e-05}","{'p50': 2.279416454190229e-08, 'p95': 0.08999777314552988, 'p99': 0.452040183600408, 'mean': 0.01780041103617132, 'max': 0.46910630907375}","{'p50': 3.477883299305888e-08, 'p95': 0.12860135934243724, 'p99': 0.5280098232033826, 'mean': 0.021177113006714616, 'max': 0.545129802224241}",0,0,0,"[9, 9, 9]","[9, 9, 9]",0.9,754073801.0,"{'p50': 34.6827945, 'p95': 449.48139199999997, 'p99': 452.75683746, 'mean': 75.40738010000001, 'max': 453.528535}","{'p50': 33.45896716666667, 'p95': 264.59961648333285, 'p99': 413.5021347633334, 'mean': 75.4073801, 'max': 450.7277643333333}"
panda,trac_strict_5ms,near_singular,4500,10,0.814,0.814,0.814,0.814,1.0,5272354914,0.19571349999999998,5.36695675,5.514823400000001,1.1716344253333333,5.745422,837,0,0,3663,"{'p50': 3.1734210160310144e-07, 'p95': 6.99484409601746e-06, 'p99': 1.1122704917391135e-05, 'mean': 1.5684499627038696e-06, 'max': 1.4632921196975758e-05}","{'p50': 4.832320209796338e-07, 'p95': 9.903529318484051e-06, 'p99': 1.2194361507465084e-05, 'mean': 2.2395600287990985e-06, 'max': 1.4003528110547373e-05}","{'p50': 8.350319518113269e-07, 'p95': 0.23593257075206583, 'p99': 0.3124398350362789, 'mean': 0.026313638077520404, 'max': 0.32786469473270163}","{'p50': 1.1562128996127154e-06, 'p95': 0.4702411093564821, 'p99': 0.6924647050032933, 'mean': 0.05387608372395867, 'max': 0.7257303609578684}",0,0,0,"[5, 5, 5]","[5, 5, 5]",0.5,1757451638.0,"{'p50': 127.54396849999999, 'p95': 437.3049658, 'p99': 440.46602714, 'mean': 175.74516379999997, 'max': 441.403404}","{'p50': 127.35245599999999, 'p95': 427.29757505, 'p99': 436.34507981, 'mean': 175.7451638, 'max': 438.606956}"
panda,trac_strict_5ms,smooth,4500,10,1.0,1.0,0.9997777777777778,0.9997777777777778,0.9997777777777778,1055597903,0.1900015,0.44000734999999996,0.5138499700000001,0.23457731177777774,48.126981,0,0,0,4500,"{'p50': 7.260138030511928e-09, 'p95': 1.435546082888861e-07, 'p99': 3.2671205085927476e-07, 'mean': 5.3102374866049255e-08, 'max': 1.197303256459932e-05}","{'p50': 1.2815488869292618e-08, 'p95': 3.010755318011402e-07, 'p99': 5.411166765077398e-07, 'mean': 7.746973759978452e-08, 'max': 1.3478987204207032e-05}","{'p50': 7.260138030511928e-09, 'p95': 1.435546082888861e-07, 'p99': 3.2671205085927476e-07, 'mean': 5.3102374866049255e-08, 'max': 1.197303256459932e-05}","{'p50': 1.2815488869292618e-08, 'p95': 3.010755318011402e-07, 'p99': 5.411166765077398e-07, 'mean': 7.746973759978452e-08, 'max': 1.3478987204207032e-05}",0,0,0,"[10, 10, 10]","[10, 10, 9]",1.0,351865967.6666667,"{'p50': 33.7512885, 'p95': 38.95539215, 'p99': 68.45507135000004, 'mean': 35.18659676666667, 'max': 80.468462}","{'p50': 33.599853333333336, 'p95': 43.71489729999998, 'p99': 48.80970826, 'mean': 35.18659676666666, 'max': 50.083411}"
panda,trac_task_20ms,high_curvature,4500,10,1.0,1.0,1.0,1.0,1.0,971803950,0.179684,0.43119165,0.5144854600000004,0.21595643333333334,1.1778,0,0,0,4500,"{'p50': 0.00011330624329103272, 'p95': 0.00046113709878644146, 'p99': 0.0006662147486145411, 'mean': 0.00016213681061900978, 'max': 0.0008351690707116661}","{'p50': 0.0001544966344419592, 'p95': 0.0005616354901275826, 'p99': 0.0007634108392744482, 'mean': 0.00020910897659712265, 'max': 0.006264324717317321}","{'p50': 0.00011330624329103272, 'p95': 0.00046113709878644146, 'p99': 0.0006662147486145411, 'mean': 0.00016213681061900978, 'max': 0.0008351690707116661}","{'p50': 0.0001544966344419592, 'p95': 0.0005616354901275826, 'p99': 0.0007634108392744482, 'mean': 0.00020910897659712265, 'max': 0.006264324717317321}",0,0,0,"[10, 10, 10]","[10, 10, 10]",1.0,323934650.0,"{'p50': 32.3365515, 'p95': 37.583527049999994, 'p99': 41.0391162, 'mean': 32.393465000000006, 'max': 42.302304}","{'p50': 32.67046066666667, 'p95': 35.030543216666665, 'p99': 35.19980597666666, 'mean': 32.393465000000006, 'max': 35.24212166666666}"
panda,trac_task_20ms,joint_limit_return,4500,10,0.9831111111111112,0.9831111111111112,0.9831111111111112,0.9815555555555555,0.9831111111111112,2607765320,0.1809785,0.46728270000000005,20.38583894,0.5795034044444445,20.681635,76,0,0,4424,"{'p50': 5.835229121575896e-05, 'p95': 0.00015738816409795281, 'p99': 0.0005372770712323919, 'mean': 7.317455363021746e-05, 'max': 0.0009627531352235551}","{'p50': 6.2548950110644e-05, 'p95': 0.0008004147652868512, 'p99': 0.004902674445506251, 'mean': 0.00025384354959030026, 'max': 0.008005430984573585}","{'p50': 5.937819784821966e-05, 'p95': 0.00020135586037876095, 'p99': 0.26338355855536566, 'mean': 0.004685165585701063, 'max': 0.3948109948311605}","{'p50': 6.33485100920688e-05, 'p95': 0.002930502869923751, 'p99': 0.30611883475593965, 'mean': 0.005614265851253301, 'max': 0.44593201150094897}",0,0,0,"[9, 10, 10]","[9, 10, 10]",0.9666666666666666,869255106.6666666,"{'p50': 32.914729, 'p95': 64.98749744999995, 'p99': 1151.0794846600013, 'mean': 86.92551066666668, 'max': 1591.278212}","{'p50': 33.37063066666666, 'p95': 330.80587818333277, 'p99': 524.6663823033334, 'mean': 86.92551066666667, 'max': 573.1315083333334}"
panda,trac_task_20ms,near_singular,4500,10,0.9433333333333334,0.9433333333333334,0.9433333333333334,0.9417777777777778,0.9433333333333334,6261226023,0.182204,20.3585673,20.58282423,1.3913835606666667,20.974585,255,0,0,4245,"{'p50': 1.8155934077570383e-05, 'p95': 0.0006158766592826738, 'p99': 0.00081916232823824, 'mean': 9.368479174136765e-05, 'max': 0.0009951923359611096}","{'p50': 2.271243059020612e-05, 'p95': 0.00413728051262906, 'p99': 0.006255714324110175, 'mean': 0.00046590541447871927, 'max': 0.007869643677492134}","{'p50': 1.9314803877359215e-05, 'p95': 0.010944641258705572, 'p99': 0.07131874634574213, 'mean': 0.0030330539363012973, 'max': 0.19766972765146576}","{'p50': 2.4845152215034292e-05, 'p95': 0.0189072355358705, 'p99': 0.13574385819205723, 'mean': 0.005796169153268372, 'max': 0.36611197268327356}",0,0,0,"[8, 7, 8]","[8, 7, 8]",0.7666666666666666,2087075341.0,"{'p50': 34.060464499999995, 'p95': 747.1234041499999, 'p99': 1066.7754207800003, 'mean': 208.7075341, 'max': 1196.577077}","{'p50': 33.4997325, 'p95': 710.2047186, 'p99': 737.79831732, 'mean': 208.70753410000003, 'max': 744.696717}"
panda,trac_task_20ms,smooth,4500,10,1.0,1.0,1.0,1.0,1.0,959584892,0.177433,0.43492865,0.5001755000000002,0.21324108711111112,0.640009,0,0,0,4500,"{'p50': 4.4841377706930944e-05, 'p95': 0.00013181993674116926, 'p99': 0.00015272544358517875, 'mean': 5.525882847175469e-05, 'max': 0.0008993551696229281}","{'p50': 6.126493615421323e-05, 'p95': 0.000143041764134758, 'p99': 0.00020011368188746663, 'mean': 8.429997549226623e-05, 'max': 0.007277733089941327}","{'p50': 4.4841377706930944e-05, 'p95': 0.00013181993674116926, 'p99': 0.00015272544358517875, 'mean': 5.525882847175469e-05, 'max': 0.0008993551696229281}","{'p50': 6.126493615421323e-05, 'p95': 0.000143041764134758, 'p99': 0.00020011368188746663, 'mean': 8.429997549226623e-05, 'max': 0.007277733089941327}",0,0,0,"[10, 10, 10]","[10, 10, 10]",1.0,319861630.6666667,"{'p50': 32.2806015, 'p95': 36.52410105, 'p99': 39.18731742, 'mean': 31.986163066666663, 'max': 40.103631}","{'p50': 31.432389999999998, 'p95': 33.713837999999996, 'p99': 33.8851308, 'mean': 31.986163066666666, 'max': 33.927954}"
panda,trac_task_5ms,high_curvature,4500,10,1.0,1.0,0.9997777777777778,0.9997777777777778,0.9997777777777778,1012332720,0.17985849999999998,0.4311112500000001,0.5016909900000002,0.2249628266666667,49.01391,0,0,0,4500,"{'p50': 0.00011363519247325757, 'p95': 0.00047053513504368577, 'p99': 0.0006664224913832244, 'mean': 0.00016264636087823185, 'max': 0.0008560026802914548}","{'p50': 0.0001545678193483809, 'p95': 0.0005639144512525475, 'p99': 0.0007709583478713654, 'mean': 0.0002173599285519643, 'max': 0.00582708473344468}","{'p50': 0.00011363519247325757, 'p95': 0.00047053513504368577, 'p99': 0.0006664224913832244, 'mean': 0.00016264636087823185, 'max': 0.0008560026802914548}","{'p50': 0.0001545678193483809, 'p95': 0.0005639144512525475, 'p99': 0.0007709583478713654, 'mean': 0.0002173599285519643, 'max': 0.00582708473344468}",0,0,0,"[10, 10, 10]","[10, 9, 10]",1.0,337444240.0,"{'p50': 32.2010135, 'p95': 36.99191144999999, 'p99': 71.63664240000003, 'mean': 33.744424, 'max': 85.374012}","{'p50': 32.12421633333334, 'p95': 43.87072569999998, 'p99': 50.56221394000001, 'mean': 33.744423999999995, 'max': 52.235086}"
panda,trac_task_5ms,joint_limit_return,4500,10,0.948,0.948,0.948,0.948,1.0,2156706432,0.1792,5.2151792000000015,5.38675501,0.4792680960000001,5.642633,234,0,0,4266,"{'p50': 5.816081049672352e-05, 'p95': 0.00015642677331217112, 'p99': 0.00048039510866150996, 'mean': 7.144956627876861e-05, 'max': 0.0009679557010285766}","{'p50': 6.356519697957002e-05, 'p95': 0.0006122645213473412, 'p99': 0.004771434959810528, 'mean': 0.00023386226602209884, 'max': 0.0073292063647283}","{'p50': 6.116638869740153e-05, 'p95': 0.04047505239394327, 'p99': 0.4031422275911064, 'mean': 0.01525464372383281, 'max': 0.4340109943225915}","{'p50': 6.571860289212363e-05, 'p95': 0.06231420982035328, 'p99': 0.458280370574869, 'mean': 0.017987308050587115, 'max': 0.4992362093249317}",0,0,0,"[9, 9, 9]","[9, 9, 9]",0.9,718902144.0,"{'p50': 32.3114675, 'p95': 433.3905986, 'p99': 436.62326013, 'mean': 71.8902144, 'max': 437.101471}","{'p50': 31.957603166666665, 'p95': 254.4382087999996, 'p99': 398.46750176000006, 'mean': 71.8902144, 'max': 434.474825}"
