robot,method,uid,family,search_repeats,completion,deadline_completion,total_latency_ns,frame_success,successful_prefix
panda,cr_ik,315ff9a23634573934fbf6e59468742652b3c4cb477f05055d46f51021c2f1fe,smooth,3,0.6666666666666666,0.6666666666666666,1856218782.3333333,0.9988888888888888,270.0
panda,cr_ik,33144a1316cb49fe7786ddd8e54273ed9c977b91b3c6c8d99b4db33487665e0f,joint_limit_return,3,1.0,1.0,1724020762.6666667,1.0,300.0
panda,cr_ik,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,high_curvature,3,1.0,1.0,1702539628.3333333,1.0,300.0
panda,cr_ik,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,high_curvature,3,1.0,1.0,1711010580.0,1.0,300.0
panda,cr_ik,3f81a83aecef4ad8ebe9476e340790674b8e3ecb2b1f76ffe99de9f9716a9415,near_singular,3,0.0,0.0,1789654963.0,0.5677777777777778,94.0
panda,cr_ik,4071c3d68133744ee4c306e955811f94e999148ab2b3df32cfb075c45714e4d1,near_singular,3,1.0,1.0,1695613479.0,1.0,300.0
panda,cr_ik,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,high_curvature,3,1.0,1.0,1729382303.6666667,1.0,300.0
panda,cr_ik,4af903f5b095c4031d906b09874d2b75d6e9f9eff0d04ba0c381aff34d9bfaea,smooth,3,1.0,0.6666666666666666,1774376210.0,1.0,300.0
panda,cr_ik,4ba88cc9afb6dec1645efb7efc5e1e6a72d6c97f0c59e67c4b8deaf815ae54c8,near_singular,3,0.0,0.0,1788597205.6666667,0.8411111111111111,125.33333333333333
panda,cr_ik,4ced57cd9c400313f5dd5e5ac32a6046f131b8787aa28567b4630a79f2b54765,joint_limit_return,3,0.3333333333333333,0.3333333333333333,1829155392.0,0.83,186.0
panda,cr_ik,4d5726022b02c15cb1a454c63889654368a8fbcdae89aeb1a95cb2563625cfb6,near_singular,3,1.0,1.0,1648774708.3333333,1.0,300.0
panda,cr_ik,4d9996b01d53260dc4f34a510f4f98fb408f0402cd9aefc444ca7e69d8829238,near_singular,3,1.0,1.0,1695103953.0,1.0,300.0
panda,cr_ik,4e60787710ac0931de62ebece84a087b21af34332d9809821839206b91edc0f3,smooth,3,0.0,0.0,1858247345.6666667,0.61,183.0
panda,cr_ik,528b294d13074a07a40e0a7339ae08b0d6097234268db4ea1e93ae53bec4dcfc,joint_limit_return,3,1.0,1.0,1696447083.6666667,1.0,300.0
panda,cr_ik,587ba8b6832890074f74e4ca536848bd71559842bc1fd8b33761d1d5f78fb3c6,near_singular,3,1.0,1.0,1674911637.3333333,1.0,300.0
panda,cr_ik,5eca0902459073bb6385cd4ab9c0876850167c58f176877e32bc8387f19e7d5d,joint_limit_return,3,0.0,0.0,1853841391.0,0.39444444444444443,118.33333333333333
panda,cr_ik,62cf2ffefadcb1e65693edf88d9a5ff3c7ce7ecd4608b2fa1753a386424b029c,joint_limit_return,3,1.0,1.0,1704537704.3333333,1.0,300.0
panda,cr_ik,6c3aabc3376e7062b96f34ca650085bfc027153443ef0de8ffb96f45514a3aba,joint_limit_return,3,1.0,1.0,1770639173.6666667,1.0,300.0
panda,cr_ik,722a448034a3fed404996d6168213b64acca2136a9aaad2ce6353057b1ffc678,smooth,3,1.0,1.0,1685757501.6666667,1.0,300.0
panda,cr_ik,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,high_curvature,3,1.0,1.0,1675466411.3333333,1.0,300.0
panda,cr_ik,7bdcf203789ad15d75685113185e00a91052d420c457bb26e272c88d62da2c98,joint_limit_return,3,1.0,1.0,1752216018.0,1.0,300.0
panda,cr_ik,812544c6b72fdd71f051a965144990526e50ca9926205b2a2e7ba406d2ddd8f3,near_singular,3,1.0,1.0,1670702923.0,1.0,300.0
panda,cr_ik,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,high_curvature,3,1.0,1.0,1711659203.6666667,1.0,300.0
panda,cr_ik,85446a938e6594ba12ebfe3207a6173c71f86e8dfd6947fd5a8d061b332f381b,joint_limit_return,3,1.0,0.6666666666666666,1739851147.3333333,1.0,300.0
panda,cr_ik,8655e30c0a88dd37857c82aa2cde84f1d22fbee5d7dbb4afd750e74a10dbca42,smooth,3,0.0,0.0,1815478541.3333333,0.9288888888888889,278.6666666666667
panda,cr_ik,8b5c315d061bd3688cd962944fbdec36386def0bb36634bc033a0644d0733ac1,smooth,3,1.0,1.0,1789290202.3333333,1.0,300.0
panda,cr_ik,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,high_curvature,3,1.0,0.6666666666666666,1715201677.6666667,1.0,300.0
panda,cr_ik,93c78d3583b1a2d2e43e833ee9ea0764d227b9a4588ddde91047b592d81ec731,smooth,3,1.0,1.0,1678835691.6666667,1.0,300.0
panda,cr_ik,94ea2ce5856235c6dff346ecf93fb77155022b282b96203ebd91f7759fb2289c,joint_limit_return,3,1.0,1.0,1769383001.0,1.0,300.0
panda,cr_ik,97ebdfa4a3a9a940fb7522eb9b8401747e322c7ff968f9ea9c1ab4283448f6f6,high_curvature,3,1.0,1.0,1695930405.6666667,1.0,300.0
panda,cr_ik,9a30ac65bd31ac87ba8a356ba5ab2a24c838f26d4d35dd012d79cb0ecfd1af37,joint_limit_return,3,0.3333333333333333,0.3333333333333333,1829069441.6666667,0.6666666666666666,200.0
panda,cr_ik,9b3f40d0a4a73b7cc2e3980d85021ef2d18c830c4e00b031383e0db7fa8f4648,near_singular,3,1.0,0.6666666666666666,1693021971.3333333,1.0,300.0
panda,cr_ik,9f1b36e9cc0ddbf63840ff77df4b27bbec6c67e0eac9898c93c99f790cc53bf3,smooth,3,1.0,1.0,1756716586.0,1.0,300.0
panda,cr_ik,a72f800756d93a8e0178233f43a4f5603c6c82ad658b2ff01c4caa1849f2970b,high_curvature,3,0.0,0.0,1858348242.6666667,0.33666666666666667,101.0
panda,cr_ik,b08d384226627695e9db8f0a97656f925d30a0f1ef52dcde3d3a316d83edcb3e,near_singular,3,0.0,0.0,1758443064.3333333,0.7933333333333333,119.0
panda,cr_ik,b6a6a000490bc47bb8fec594bb1d6757753d9bd36af82ad4c1748474d41782e2,high_curvature,3,1.0,1.0,1732821279.6666667,1.0,300.0
panda,cr_ik,b9c322dc8c438a25dea153e56bc41fc79dc76ea0ace4376381db039feb18b3b0,high_curvature,3,1.0,1.0,1711482255.6666667,1.0,300.0
panda,cr_ik,bc7b61b631a2c73339b0a18fe9ce2af1ecc47bd2a1fe4a55bbcaf44df1841327,near_singular,3,1.0,1.0,1679272350.6666667,1.0,300.0
panda,cr_ik,c5bd51fc1f0b1af9b6d6ed97195efa4e43917678d7c0a6e46c724fb08fb2987a,joint_limit_return,3,0.6666666666666666,0.6666666666666666,1841941683.6666667,0.8355555555555556,250.66666666666666
panda,cr_ik,c847cede995cb96325c52ddba655ac3f3339bcb88ec454d20da33ff7c4dca452,joint_limit_return,3,0.0,0.0,1865167728.6666667,0.29,87.0
panda,cr_ik,ca118da3da91a1cb20f6a15069f4225c4ab380bda8936de41e382e6809a5faee,smooth,3,1.0,1.0,1671065321.6666667,1.0,300.0
panda,cr_ik,d25d583eed966f0a4890611c655aeceee05aa2dc824247686f5206001d639b8e,smooth,3,1.0,1.0,1805604201.6666667,1.0,300.0
panda,cr_ik,d90e435ba578b99631a5a05c3eead70e9cd16754dc13a8814cbeb1915a81a9a2,high_curvature,3,1.0,1.0,1738845410.0,1.0,300.0
panda,cr_ik,dca441d2100c1f10950c3c449391bbd6a640a265a757197fdd41cd5c559dd7f2,high_curvature,3,1.0,1.0,1665614693.6666667,1.0,300.0
panda,cr_ik,dcbb02363eb3b300284cb187544b9e0543c356b6dd7bca56d057c833d82ec1ce,near_singular,3,1.0,1.0,1662523757.0,1.0,300.0
panda,cr_ik,debf69dafe061d996b768380f530ab93195d3413240dda7d60d9d3fa00885214,near_singular,3,1.0,1.0,1693285625.6666667,1.0,300.0
panda,cr_ik,dec1d20758f8defc5511ecdd0c280145fbf924733124a98dc39d84e75ed8ee4e,high_curvature,3,1.0,1.0,1669752651.6666667,1.0,300.0
panda,cr_ik,df08692c7b2eadcbd67d39e863103437a360bf3bf3789377b3135f5f72f8bffc,joint_limit_return,3,1.0,1.0,1710531877.0,1.0,300.0
panda,cr_ik,df44e1636782557b5abbc632834a1ece131221f4fc404be790941389867a2cd3,smooth,3,0.6666666666666666,0.6666666666666666,1807806250.3333333,0.8366666666666666,208.33333333333334
panda,cr_ik,e19650a533a455116a834987b098810e9605d1c04733dea4621cc43c343ed94d,joint_limit_return,3,1.0,1.0,1701079304.0,1.0,300.0
panda,cr_ik,e35821d52566b007aebb32807a82ddc409386b691a38ddc83a59e9cf6e98fb41,high_curvature,3,1.0,1.0,1738015086.0,1.0,300.0
panda,cr_ik,e763efcea4c5a3ff0c296248966ee293d0a9f99aecc2f6a554c20c543be0cc43,near_singular,3,1.0,1.0,1713424531.6666667,1.0,300.0
panda,cr_ik,e77349617b81f85cf8b145de06bc2cb4284d5ce13b204dfc6903dc267be1d1d1,joint_limit_return,3,1.0,1.0,1733513404.0,1.0,300.0
panda,cr_ik,e8425231608ebce58ab60b002e394065d5bb879295307ecf60de5cdc1e7a7137,near_singular,3,1.0,1.0,1687179378.6666667,1.0,300.0
panda,cr_ik,ea60fc22a775879ef892b95c88f6967d69d85595d76aeae7dfeadca2575f9489,joint_limit_return,3,1.0,1.0,1719218381.3333333,1.0,300.0
panda,cr_ik,eae9cac6cf5a5c981eef189594a46bad4785e1921cac5a98be1a2a58b884a3f8,near_singular,3,1.0,1.0,1700344817.6666667,1.0,300.0
panda,cr_ik,edb8551b11cbe2a492b2fef2c7e20214a3f8e4cea5b1fa49ca5ff404f7d5ac15,smooth,3,1.0,1.0,1785029451.0,1.0,300.0
panda,cr_ik,f04fdd99ab579f7ee40055390e8c5cef35503d4edb0b245e0f872a409d1599d0,high_curvature,3,1.0,1.0,1725748563.0,1.0,300.0
panda,cr_ik,f2c68553f437084ff2273ee212367879dde91e8a8754e9b14110a76538e24f47,near_singular,3,1.0,1.0,1665408322.0,1.0,300.0
panda,cr_ik,f37eecc6128724e548d6e984280626d79ac0edd3c00e7257663f251fdb9b7b73,joint_limit_return,3,1.0,1.0,1690512804.0,1.0,300.0
panda,cr_ik,f3b051777058603dc21c7fbb80a89960ffaaf9cbc3fa59cfe0b027639eea6341,near_singular,3,1.0,1.0,1697184887.3333333,1.0,300.0
panda,cr_ik,f3e4e108a041e58c73332f6c32e84dee68ee37ebccb985aed3fc3a289bebc5c0,joint_limit_return,3,1.0,1.0,1722878850.0,1.0,300.0
panda,cr_ik,f85bc7a2dd13734c7e2d96d76439ed60f384fc1f8e47704220bde66ffe5c8b39,smooth,3,1.0,1.0,1727243565.3333333,1.0,300.0
panda,cr_ik,f8fed72df3635734707a9bc9597f301ce6bf7d9c25feb44f52a05f522b7ae082,high_curvature,3,1.0,1.0,1694514079.6666667,1.0,300.0
panda,cr_ik,f91e21d1d8b74244a42e85cfb61a758947cfc44d68d87959474904131ea43f76,joint_limit_return,3,0.0,0.0,1869282285.3333333,0.3477777777777778,104.33333333333333
panda,cr_ik,fc43b28e1ef0f4315f89dd747d1dce530589fa33f04e25f828aae6278d154bf1,smooth,3,1.0,1.0,1759367142.6666667,1.0,300.0
panda,cr_ik,ffaabb719fe344e26a3ace6121ad9aa63deeeaf6be4e90ad76219dafa0642fd9,smooth,3,1.0,0.6666666666666666,1735178283.6666667,1.0,300.0
panda,cr_ik,ffb925c3c350cd58b2a3c0ca3a1d005e853f19a40ad015cec3a82257101a6301,joint_limit_return,3,1.0,1.0,1686832328.0,1.0,300.0
panda,cr_ik,ffe27a227d9a6794f4dc89435acf02972c4d4f0aca9976152097f76b64c2dcfe,high_curvature,3,1.0,1.0,1700169221.6666667,1.0,300.0
panda,pink_qp,06aebb8df22d3ad4e9c1848a0460c93838cc094c6b0ae854e4e08d4342c4956b,near_singular,1,1.0,1.0,293595619.0,1.0,300.0
panda,pink_qp,0947026b3677880f22d0f6f4f7dd7fb9b0dee71bde71d85a87c811f8ee530ce6,near_singular,1,1.0,1.0,253049061.0,1.0,300.0
panda,pink_qp,0a5779597ea40a6c0c2d6bfa5e18333d9546d8140f0a9f2fb0e863954e5c8006,smooth,1,1.0,1.0,263261256.0,1.0,300.0
panda,pink_qp,0acf6b3b34916e17c91dc15c1b3ae3376c97fba839f05ad672662e234c5213e9,near_singular,1,0.0,0.0,274371687.0,0.69,207.0
panda,pink_qp,0f6a0c79afed4b21be7ee2d431001f7fb484154f17b756f5d1b747c684f059d5,high_curvature,1,0.0,0.0,279882127.0,0.9566666666666667,208.0
panda,pink_qp,140dabfd29d6d5c2fbd3588d5fff9808e34e13c505070d185fa8d5eea0cd8289,high_curvature,1,1.0,1.0,305523925.0,1.0,300.0
panda,pink_qp,1dbf7fd1392f9c76bac68d43d8f91b06649a92d6e9150a42f2a07fbdbdba9fba,high_curvature,1,1.0,1.0,299586403.0,1.0,300.0
panda,pink_qp,21352bbb304315d0ccdccfcd7255175605e8f0250aee148834e1a55b01ce3135,smooth,1,1.0,1.0,302961435.0,1.0,300.0
panda,pink_qp,21feb300555127533b2bf2a8a5e73cbd52c673cc58f9af3f6d0e19bdfe2f91d3,smooth,1,0.0,0.0,280140781.0,0.69,207.0
panda,pink_qp,24c355c532cc7b4fe8ef2ed4e6ab75fcb40c9f4a5b26576f1f6c8fb1f47927b2,smooth,1,0.0,0.0,286433402.0,0.8133333333333334,244.0
panda,pink_qp,24fecc1811b319e44e0d5617288d7c075d3dbdac3e0e105398bce4e31b6e798f,smooth,1,1.0,1.0,279476200.0,1.0,300.0
panda,pink_qp,315ff9a23634573934fbf6e59468742652b3c4cb477f05055d46f51021c2f1fe,smooth,1,0.0,0.0,256079425.0,0.29,85.0
panda,pink_qp,33144a1316cb49fe7786ddd8e54273ed9c977b91b3c6c8d99b4db33487665e0f,joint_limit_return,1,1.0,1.0,267481462.0,1.0,300.0
panda,pink_qp,34eb9af30166b583e8bdfc8113a9006e72bc7b799632e072237b319142c8c172,high_curvature,1,1.0,1.0,293504970.0,1.0,300.0
panda,pink_qp,3c602c660fc7198dc4496132dd579f3d963f7ef1158467b741b3bfa3b0776f47,high_curvature,1,1.0,1.0,295852110.0,1.0,300.0
panda,pink_qp,3f81a83aecef4ad8ebe9476e340790674b8e3ecb2b1f76ffe99de9f9716a9415,near_singular,1,1.0,1.0,272999136.0,1.0,300.0
panda,pink_qp,4071c3d68133744ee4c306e955811f94e999148ab2b3df32cfb075c45714e4d1,near_singular,1,1.0,1.0,292593969.0,1.0,300.0
panda,pink_qp,4219a14779a0ac637faebf4fbc1d60919ac99a4fb3e80bb25755af29d7ecd3ce,high_curvature,1,1.0,1.0,297911129.0,1.0,300.0
panda,pink_qp,4af903f5b095c4031d906b09874d2b75d6e9f9eff0d04ba0c381aff34d9bfaea,smooth,1,1.0,1.0,304527870.0,1.0,300.0
panda,pink_qp,4ba88cc9afb6dec1645efb7efc5e1e6a72d6c97f0c59e67c4b8deaf815ae54c8,near_singular,1,0.0,0.0,251032507.0,0.8533333333333334,128.0
panda,pink_qp,4ced57cd9c400313f5dd5e5ac32a6046f131b8787aa28567b4630a79f2b54765,joint_limit_return,1,1.0,1.0,294160771.0,1.0,300.0
panda,pink_qp,4d5726022b02c15cb1a454c63889654368a8fbcdae89aeb1a95cb2563625cfb6,near_singular,1,1.0,1.0,270325742.0,1.0,300.0
panda,pink_qp,4d9996b01d53260dc4f34a510f4f98fb408f0402cd9aefc444ca7e69d8829238,near_singular,1,1.0,1.0,252528149.0,1.0,300.0
panda,pink_qp,4e60787710ac0931de62ebece84a087b21af34332d9809821839206b91edc0f3,smooth,1,1.0,1.0,272918630.0,1.0,300.0
panda,pink_qp,528b294d13074a07a40e0a7339ae08b0d6097234268db4ea1e93ae53bec4dcfc,joint_limit_return,1,1.0,1.0,302870307.0,1.0,300.0
panda,pink_qp,587ba8b6832890074f74e4ca536848bd71559842bc1fd8b33761d1d5f78fb3c6,near_singular,1,1.0,1.0,280903498.0,1.0,300.0
panda,pink_qp,5eca0902459073bb6385cd4ab9c0876850167c58f176877e32bc8387f19e7d5d,joint_limit_return,1,0.0,0.0,265909203.0,0.4033333333333333,121.0
panda,pink_qp,62cf2ffefadcb1e65693edf88d9a5ff3c7ce7ecd4608b2fa1753a386424b029c,joint_limit_return,1,1.0,1.0,284296718.0,1.0,300.0
panda,pink_qp,6c3aabc3376e7062b96f34ca650085bfc027153443ef0de8ffb96f45514a3aba,joint_limit_return,1,1.0,1.0,290600517.0,1.0,300.0
panda,pink_qp,722a448034a3fed404996d6168213b64acca2136a9aaad2ce6353057b1ffc678,smooth,1,1.0,1.0,300453835.0,1.0,300.0
panda,pink_qp,74c29f013d2517822ab54de8735b63dabbc0a07cdd226d3a70e41c4686849f7c,high_curvature,1,1.0,1.0,260893664.0,1.0,300.0
panda,pink_qp,7bdcf203789ad15d75685113185e00a91052d420c457bb26e272c88d62da2c98,joint_limit_return,1,1.0,1.0,305973610.0,1.0,300.0
panda,pink_qp,812544c6b72fdd71f051a965144990526e50ca9926205b2a2e7ba406d2ddd8f3,near_singular,1,1.0,1.0,282616017.0,1.0,300.0
panda,pink_qp,84523d1d744136e9e35c5a0846ee6fdfd78b2496c84b089c8f8bcc3d8908c904,high_curvature,1,1.0,1.0,301764376.0,1.0,300.0
panda,pink_qp,85446a938e6594ba12ebfe3207a6173c71f86e8dfd6947fd5a8d061b332f381b,joint_limit_return,1,1.0,1.0,293543465.0,1.0,300.0
panda,pink_qp,8655e30c0a88dd37857c82aa2cde84f1d22fbee5d7dbb4afd750e74a10dbca42,smooth,1,0.0,0.0,282137886.0,0.8833333333333333,265.0
panda,pink_qp,8b5c315d061bd3688cd962944fbdec36386def0bb36634bc033a0644d0733ac1,smooth,1,1.0,1.0,274665236.0,1.0,300.0
panda,pink_qp,903efc63f245668f0d5df44b9f48b6bb4a5fdb9b31b0971edddcd8cf6b164412,high_curvature,1,1.0,1.0,245035972.0,1.0,300.0
panda,pink_qp,93c78d3583b1a2d2e43e833ee9ea0764d227b9a4588ddde91047b592d81ec731,smooth,1,1.0,1.0,303545910.0,1.0,300.0
panda,pink_qp,94ea2ce5856235c6dff346ecf93fb77155022b282b96203ebd91f7759fb2289c,joint_limit_return,1,1.0,1.0,291260707.0,1.0,300.0
panda,pink_qp,97ebdfa4a3a9a940fb7522eb9b8401747e322c7ff968f9ea9c1ab4283448f6f6,high_curvature,1,1.0,1.0,242103919.0,1.0,300.0
panda,pink_qp,9a30ac65bd31ac87ba8a356ba5ab2a24c838f26d4d35dd012d79cb0ecfd1af37,joint_limit_return,1,1.0,1.0,298853487.0,1.0,300.0
panda,pink_qp,9b3f40d0a4a73b7cc2e3980d85021ef2d18c830c4e00b031383e0db7fa8f4648,near_singular,1,1.0,1.0,266201704.0,1.0,300.0
panda,pink_qp,9f1b36e9cc0ddbf63840ff77df4b27bbec6c67e0eac9898c93c99f790cc53bf3,smooth,1,1.0,1.0,299258936.0,1.0,300.0
panda,pink_qp,a72f800756d93a8e0178233f43a4f5603c6c82ad658b2ff01c4caa1849f2970b,high_curvature,1,0.0,0.0,262656464.0,0.3333333333333333,100.0
panda,pink_qp,b08d384226627695e9db8f0a97656f925d30a0f1ef52dcde3d3a316d83edcb3e,near_singular,1,1.0,1.0,308834311.0,1.0,300.0
panda,pink_qp,b6a6a000490bc47bb8fec594bb1d6757753d9bd36af82ad4c1748474d41782e2,high_curvature,1,1.0,1.0,300150210.0,1.0,300.0
panda,pink_qp,b9c322dc8c438a25dea153e56bc41fc79dc76ea0ace4376381db039feb18b3b0,high_curvature,1,1.0,1.0,300774529.0,1.0,300.0
panda,pink_qp,bc7b61b631a2c73339b0a18fe9ce2af1ecc47bd2a1fe4a55bbcaf44df1841327,near_singular,1,1.0,1.0,295676162.0,1.0,300.0
panda,pink_qp,c5bd51fc1f0b1af9b6d6ed97195efa4e43917678d7c0a6e46c724fb08fb2987a,joint_limit_return,1,0.0,0.0,257953795.0,0.29333333333333333,88.0
panda,pink_qp,c847cede995cb96325c52ddba655ac3f3339bcb88ec454d20da33ff7c4dca452,joint_limit_return,1,1.0,1.0,292209932.0,1.0,300.0
panda,pink_qp,ca118da3da91a1cb20f6a15069f4225c4ab380bda8936de41e382e6809a5faee,smooth,1,1.0,1.0,294757973.0,1.0,300.0
panda,pink_qp,d25d583eed966f0a4890611c655aeceee05aa2dc824247686f5206001d639b8e,smooth,1,1.0,1.0,287289375.0,1.0,300.0
panda,pink_qp,d90e435ba578b99631a5a05c3eead70e9cd16754dc13a8814cbeb1915a81a9a2,high_curvature,1,1.0,1.0,286839239.0,1.0,300.0
panda,pink_qp,dca441d2100c1f10950c3c449391bbd6a640a265a757197fdd41cd5c559dd7f2,high_curvature,1,1.0,1.0,250769084.0,1.0,300.0
panda,pink_qp,dcbb02363eb3b300284cb187544b9e0543c356b6dd7bca56d057c833d82ec1ce,near_singular,1,1.0,1.0,294012421.0,1.0,300.0
panda,pink_qp,debf69dafe061d996b768380f530ab93195d3413240dda7d60d9d3fa00885214,near_singular,1,1.0,1.0,266411316.0,1.0,300.0
panda,pink_qp,dec1d20758f8defc5511ecdd0c280145fbf924733124a98dc39d84e75ed8ee4e,high_curvature,1,1.0,1.0,201056468.0,1.0,300.0
panda,pink_qp,df08692c7b2eadcbd67d39e863103437a360bf3bf3789377b3135f5f72f8bffc,joint_limit_return,1,1.0,1.0,301713525.0,1.0,300.0
panda,pink_qp,df44e1636782557b5abbc632834a1ece131221f4fc404be790941389867a2cd3,smooth,1,0.0,0.0,246628962.0,0.09333333333333334,25.0
panda,pink_qp,e19650a533a455116a834987b098810e9605d1c04733dea4621cc43c343ed94d,joint_limit_return,1,1.0,1.0,307317895.0,1.0,300.0
panda,pink_qp,e35821d52566b007aebb32807a82ddc409386b691a38ddc83a59e9cf6e98fb41,high_curvature,1,0.0,0.0,260504424.0,0.33,94.0
panda,pink_qp,e763efcea4c5a3ff0c296248966ee293d0a9f99aecc2f6a554c20c543be0cc43,near_singular,1,1.0,1.0,302311616.0,1.0,300.0
panda,pink_qp,e77349617b81f85cf8b145de06bc2cb4284d5ce13b204dfc6903dc267be1d1d1,joint_limit_return,1,1.0,1.0,274033800.0,1.0,300.0
panda,pink_qp,e8425231608ebce58ab60b002e394065d5bb879295307ecf60de5cdc1e7a7137,near_singular,1,1.0,1.0,305514481.0,1.0,300.0
panda,pink_qp,ea60fc22a775879ef892b95c88f6967d69d85595d76aeae7dfeadca2575f9489,joint_limit_return,1,1.0,1.0,294211155.0,1.0,300.0
panda,pink_qp,eae9cac6cf5a5c981eef189594a46bad4785e1921cac5a98be1a2a58b884a3f8,near_singular,1,1.0,1.0,281150371.0,1.0,300.0
panda,pink_qp,edb8551b11cbe2a492b2fef2c7e20214a3f8e4cea5b1fa49ca5ff404f7d5ac15,smooth,1,1.0,1.0,300029935.0,1.0,300.0
panda,pink_qp,f04fdd99ab579f7ee40055390e8c5cef35503d4edb0b245e0f872a409d1599d0,high_curvature,1,1.0,1.0,300402035.0,1.0,300.0
panda,pink_qp,f2c68553f437084ff2273ee212367879dde91e8a8754e9b14110a76538e24f47,near_singular,1,1.0,1.0,276966278.0,1.0,300.0
panda,pink_qp,f37eecc6128724e548d6e984280626d79ac0edd3c00e7257663f251fdb9b7b73,joint_limit_return,1,1.0,1.0,303367812.0,1.0,300.0
panda,pink_qp,f3b051777058603dc21c7fbb80a89960ffaaf9cbc3fa59cfe0b027639eea6341,near_singular,1,1.0,1.0,274150465.0,1.0,300.0
panda,pink_qp,f3e4e108a041e58c73332f6c32e84dee68ee37ebccb985aed3fc3a289bebc5c0,joint_limit_return,1,1.0,1.0,246878685.0,1.0,300.0
panda,pink_qp,f85bc7a2dd13734c7e2d96d76439ed60f384fc1f8e47704220bde66ffe5c8b39,smooth,1,1.0,1.0,305193009.0,1.0,300.0
panda,pink_qp,f8fed72df3635734707a9bc9597f301ce6bf7d9c25feb44f52a05f522b7ae082,high_curvature,1,1.0,1.0,291562426.0,1.0,300.0
panda,pink_qp,f91e21d1d8b74244a42e85cfb61a758947cfc44d68d87959474904131ea43f76,joint_limit_return,1,1.0,1.0,300303686.0,1.0,300.0
panda,pink_qp,fc43b28e1ef0f4315f89dd747d1dce530589fa33f04e25f828aae6278d154bf1,smooth,1,1.0,1.0,292878372.0,1.0,300.0
panda,pink_qp,ffaabb719fe344e26a3ace6121ad9aa63deeeaf6be4e90ad76219dafa0642fd9,smooth,1,1.0,1.0,285319187.0,1.0,300.0
panda,pink_qp,ffb925c3c350cd58b2a3c0ca3a1d005e853f19a40ad015cec3a82257101a6301,joint_limit_return,1,1.0,1.0,254912686.0,1.0,300.0
panda,pink_qp,ffe27a227d9a6794f4dc89435acf02972c4d4f0aca9976152097f76b64c2dcfe,high_curvature,1,1.0,1.0,275649865.0,1.0,300.0
panda,ranged_ik_positive_range,06aebb8df22d3ad4e9c1848a0460c93838cc094c6b0ae854e4e08d4342c4956b,near_singular,1,0.0,0.0,91157729.0,0.023333333333333334,6.0
panda,ranged_ik_positive_range,0947026b3677880f22d0f6f4f7dd7fb9b0dee71bde71d85a87c811f8ee530ce6,near_singular,1,0.0,0.0,84434201.0,0.02666666666666667,6.0
panda,ranged_ik_positive_range,0a5779597ea40a6c0c2d6bfa5e18333d9546d8140f0a9f2fb0e863954e5c8006,smooth,1,0.0,0.0,82502567.0,0.006666666666666667,1.0
panda,ranged_ik_positive_range,0acf6b3b34916e17c91dc15c1b3ae3376c97fba839f05ad672662e234c5213e9,near_singular,1,0.0,0.0,83794895.0,0.02666666666666667,4.0
