robot,method,uid,site_id,family,repeats,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,successful_prefix
panda,tar_old,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,trajectory_23,joint_limit_return,3,1.0,0.6666666666666666,680345167.0,1.0,3.355492727264398,150.0
panda,tar_old,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,high_curvature,3,1.0,0.6666666666666666,601822343.0,1.0,9.88452552877425,150.0
panda,tar_old,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,3,1.0,1.0,556716253.0,1.0,8.471125465904345,150.0
panda,tar_old,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,3,1.0,1.0,588345617.3333334,1.0,1.5959271646272672,150.0
panda,tar_old,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,trajectory_02,smooth,3,1.0,1.0,612604125.3333334,1.0,1.355210013200984,150.0
panda,tar_old,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,3,1.0,0.6666666666666666,669328423.3333334,1.0,14.002167574201577,150.0
panda,tar_old,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,trajectory_01,smooth,3,1.0,1.0,682787420.6666666,1.0,2.5244574349995497,150.0
panda,tar_old,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,trajectory_08,smooth,3,1.0,1.0,581236293.0,1.0,2.1693596964755333,150.0
panda,tar_old,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,3,0.0,0.0,838904773.0,0.48888888888888893,7.5808029783656155,73.33333333333333
panda,tar_old,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,high_curvature,3,1.0,1.0,541340502.6666666,1.0,8.959609536345626,150.0
panda,tar_old,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,3,1.0,1.0,671204607.6666666,1.0,1.2099357548243919,150.0
panda,tar_old,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,trajectory_34,high_curvature,3,1.0,1.0,582163702.3333334,1.0,6.900994406562017,150.0
panda,tar_old,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,trajectory_37,high_curvature,3,1.0,1.0,611348270.0,1.0,7.252766417789416,150.0
panda,tar_old,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trajectory_18,near_singular,3,1.0,1.0,683273336.6666666,1.0,1.6984315881069998,150.0
panda,tar_old,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,3,0.0,0.0,753987086.0,0.7533333333333333,7.947694273255728,112.66666666666667
panda,tar_old,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,trajectory_07,smooth,3,1.0,1.0,687983285.0,1.0,1.2076094001537696,150.0
panda,tar_old,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,3,1.0,1.0,558223259.3333334,1.0,16.182405967418514,150.0
panda,tar_old,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,trajectory_35,high_curvature,3,1.0,1.0,553572189.0,1.0,6.629423463052906,150.0
panda,tar_old,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,3,1.0,1.0,705575574.6666666,1.0,3.2273858167104685,150.0
panda,tar_old,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,3,0.6666666666666666,0.6666666666666666,699675242.3333334,0.88,12.638670779739156,131.0
panda,tar_old,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,trajectory_04,smooth,3,1.0,1.0,709906435.3333334,1.0,2.2093166782188285,150.0
panda,tar_old,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,high_curvature,3,1.0,1.0,621274702.0,1.0,5.6044754352572665,150.0
panda,tar_old,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,trajectory_32,high_curvature,3,1.0,1.0,551933268.6666666,1.0,7.506940900432436,150.0
panda,tar_old,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,3,1.0,1.0,642914857.0,1.0,6.461601345389905,150.0
panda,tar_corrected,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,3,1.0,1.0,551926301.0,1.0,3.8755111961812894,150.0
panda,tar_corrected,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,trajectory_24,joint_limit_return,3,1.0,1.0,543073060.0,1.0,2.2043799197110903,150.0
panda,tar_corrected,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,trajectory_22,joint_limit_return,3,1.0,1.0,559813095.3333334,1.0,2.3932531188919,150.0
panda,tar_corrected,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,trajectory_29,joint_limit_return,3,1.0,1.0,556322463.3333334,1.0,1.47677137565259,150.0
panda,tar_corrected,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trajectory_15,near_singular,3,1.0,1.0,680639479.6666666,1.0,3.828276660615875,150.0
panda,tar_corrected,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,trajectory_39,high_curvature,3,1.0,1.0,541796603.6666666,1.0,5.941263024200115,150.0
panda,tar_corrected,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,3,1.0,1.0,636705870.3333334,1.0,3.9127615468137127,150.0
panda,tar_corrected,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,trajectory_28,joint_limit_return,3,1.0,0.6666666666666666,634193136.6666666,1.0,2.617714086092877,150.0
panda,tar_corrected,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,trajectory_13,near_singular,3,1.0,1.0,595483939.3333334,1.0,6.31266972342801,150.0
panda,tar_corrected,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,trajectory_21,joint_limit_return,3,1.0,1.0,538935301.6666666,1.0,1.4173418624944218,150.0
panda,tar_corrected,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,3,0.0,0.0,808731678.6666666,0.7644444444444445,7.137864512826066,114.66666666666667
panda,tar_corrected,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,trajectory_10,near_singular,3,1.0,1.0,607304177.6666666,1.0,9.238942462229433,150.0
panda,tar_corrected,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trajectory_20,joint_limit_return,3,1.0,1.0,541369999.3333334,1.0,2.2246457948076426,150.0
panda,tar_corrected,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,trajectory_27,joint_limit_return,3,1.0,1.0,577206076.6666666,1.0,2.4949719177787695,150.0
panda,tar_corrected,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,trajectory_09,smooth,3,1.0,1.0,537448023.0,1.0,0.7650056083423044,150.0
panda,tar_corrected,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,trajectory_25,joint_limit_return,3,1.0,1.0,561191688.0,1.0,0.9017868995699968,150.0
panda,tar_corrected,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,trajectory_23,joint_limit_return,3,1.0,1.0,601118883.3333334,1.0,4.4755429217937595,150.0
panda,tar_corrected,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,high_curvature,3,1.0,1.0,590410643.0,1.0,8.710254415470379,150.0
panda,tar_corrected,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,3,1.0,1.0,548010808.6666666,1.0,8.769964333069526,150.0
panda,tar_corrected,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,3,1.0,1.0,547090202.6666666,1.0,1.8464773007239945,150.0
panda,tar_corrected,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,trajectory_02,smooth,3,1.0,1.0,542661111.0,1.0,1.5637840963423655,150.0
panda,tar_corrected,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,3,1.0,1.0,688749109.3333334,1.0,19.347190818485288,150.0
panda,tar_corrected,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,trajectory_01,smooth,3,1.0,1.0,543399584.3333334,1.0,1.5395859699262922,150.0
panda,tar_corrected,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,trajectory_08,smooth,3,1.0,1.0,540160310.3333334,1.0,2.358355474902727,150.0
panda,tar_corrected,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,3,0.0,0.0,908487584.6666666,0.4822222222222223,4.3085911552043905,72.33333333333333
panda,tar_corrected,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,high_curvature,3,1.0,1.0,539156700.6666666,1.0,8.613514119885492,150.0
panda,tar_corrected,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,3,1.0,1.0,546805405.3333334,1.0,1.1907904974771724,150.0
panda,tar_corrected,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,trajectory_34,high_curvature,3,1.0,0.6666666666666666,559768141.0,1.0,6.845229343410037,150.0
panda,tar_corrected,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,trajectory_37,high_curvature,3,1.0,1.0,547649363.6666666,1.0,6.981611646682733,150.0
panda,tar_corrected,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trajectory_18,near_singular,3,1.0,1.0,643465468.0,1.0,2.353517945104137,150.0
panda,tar_corrected,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,3,0.0,0.0,839958533.3333334,0.7044444444444444,7.506697670390501,105.33333333333333
panda,tar_corrected,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,trajectory_07,smooth,3,1.0,1.0,545771926.0,1.0,0.9922325882467388,150.0
panda,tar_corrected,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,3,1.0,1.0,594040710.0,1.0,7.547833212370077,150.0
panda,tar_corrected,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,trajectory_35,high_curvature,3,1.0,1.0,546820056.6666666,1.0,6.55260681856097,150.0
panda,tar_corrected,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,3,1.0,1.0,539152590.6666666,1.0,1.8520975110714522,150.0
panda,tar_corrected,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,3,0.6666666666666666,0.6666666666666666,793313388.0,0.8622222222222223,13.873548140582335,129.33333333333334
panda,tar_corrected,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,trajectory_04,smooth,3,1.0,0.6666666666666666,556915206.0,1.0,1.7674800557820571,150.0
panda,tar_corrected,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,high_curvature,3,1.0,1.0,551497731.0,1.0,5.671800110728796,150.0
panda,tar_corrected,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,trajectory_32,high_curvature,3,1.0,0.6666666666666666,567465640.6666666,1.0,7.749768605749124,150.0
panda,tar_corrected,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,3,1.0,1.0,539743013.6666666,1.0,6.524633068219923,150.0
panda,trac_task_5ms,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,3,1.0,1.0,26893694.666666668,1.0,2.722317202045993,150.0
panda,trac_task_5ms,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,trajectory_24,joint_limit_return,3,1.0,1.0,25438476.333333332,1.0,0.6781011520975225,150.0
panda,trac_task_5ms,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,trajectory_22,joint_limit_return,3,1.0,1.0,26346451.333333332,1.0,1.0435504860937217,150.0
panda,trac_task_5ms,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,trajectory_29,joint_limit_return,3,1.0,1.0,25688936.0,1.0,1.2938433650460688,150.0
panda,trac_task_5ms,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trajectory_15,near_singular,3,1.0,1.0,26239241.0,1.0,1.3280989624672224,150.0
panda,trac_task_5ms,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,trajectory_39,high_curvature,3,1.0,1.0,25739197.666666668,1.0,5.521765691626512,150.0
panda,trac_task_5ms,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,3,1.0,1.0,26295090.666666668,1.0,2.476978584302771,150.0
panda,trac_task_5ms,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,trajectory_28,joint_limit_return,3,1.0,1.0,26780494.333333332,1.0,1.8463353094526063,150.0
panda,trac_task_5ms,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,trajectory_13,near_singular,3,1.0,1.0,26656826.0,1.0,2.70941001275103,150.0
panda,trac_task_5ms,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,trajectory_21,joint_limit_return,3,1.0,1.0,26176874.0,1.0,1.8154631156211927,150.0
panda,trac_task_5ms,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,3,0.0,0.0,211049156.0,0.7622222222222222,7.139658863732464,114.0
panda,trac_task_5ms,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,trajectory_10,near_singular,3,1.0,1.0,27079312.333333332,1.0,10.030811963719385,150.0
panda,trac_task_5ms,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trajectory_20,joint_limit_return,3,1.0,1.0,26131881.666666668,1.0,1.7440850176806224,150.0
panda,trac_task_5ms,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,trajectory_27,joint_limit_return,3,1.0,1.0,26209081.333333332,1.0,0.8549392249464273,150.0
panda,trac_task_5ms,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,trajectory_09,smooth,3,1.0,1.0,26009004.333333332,1.0,1.0267948493700834,150.0
panda,trac_task_5ms,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,trajectory_25,joint_limit_return,3,1.0,1.0,26664736.0,1.0,0.7469876032325572,150.0
panda,trac_task_5ms,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,trajectory_23,joint_limit_return,3,1.0,1.0,26477148.333333332,1.0,2.179367290933442,150.0
panda,trac_task_5ms,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,high_curvature,3,1.0,1.0,26770601.0,1.0,6.693052791991348,150.0
panda,trac_task_5ms,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,3,1.0,1.0,26796787.333333332,1.0,8.10493191828062,150.0
panda,trac_task_5ms,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,3,1.0,1.0,27092077.0,1.0,0.784835685794896,150.0
panda,trac_task_5ms,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,trajectory_02,smooth,3,1.0,1.0,25755258.333333332,1.0,0.838582643637311,150.0
panda,trac_task_5ms,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,3,1.0,1.0,31112857.0,1.0,15.802221959661656,150.0
panda,trac_task_5ms,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,trajectory_01,smooth,3,1.0,1.0,27176951.0,1.0,1.2326328496849517,150.0
panda,trac_task_5ms,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,trajectory_08,smooth,3,1.0,1.0,25899344.333333332,1.0,1.0692727553963814,150.0
panda,trac_task_5ms,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,3,0.0,0.0,428068733.6666667,0.4777777777777778,3.6722799942374764,71.66666666666667
panda,trac_task_5ms,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,high_curvature,3,1.0,1.0,27113454.0,1.0,8.613514119885492,150.0
panda,trac_task_5ms,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,3,1.0,1.0,26533858.666666668,1.0,0.913848535601185,150.0
panda,trac_task_5ms,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,trajectory_34,high_curvature,3,1.0,1.0,27579023.666666668,1.0,6.692465022369789,150.0
panda,trac_task_5ms,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,trajectory_37,high_curvature,3,1.0,1.0,27095913.0,1.0,6.957176063666445,150.0
panda,trac_task_5ms,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trajectory_18,near_singular,3,1.0,0.6666666666666666,42317212.333333336,1.0,1.8754742846129038,150.0
panda,trac_task_5ms,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,3,0.0,0.0,188266599.33333334,0.7888888888888889,4.140287981463386,118.33333333333333
panda,trac_task_5ms,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,trajectory_07,smooth,3,1.0,1.0,26183707.666666668,1.0,1.1970870853397502,150.0
panda,trac_task_5ms,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,3,1.0,1.0,26338146.0,1.0,7.350328169441451,150.0
panda,trac_task_5ms,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,trajectory_35,high_curvature,3,1.0,1.0,26865124.0,1.0,6.5822478559458935,150.0
panda,trac_task_5ms,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,3,1.0,1.0,27705233.333333332,1.0,1.6010775930452203,150.0
panda,trac_task_5ms,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,3,0.6666666666666666,0.6666666666666666,134578357.66666666,0.8688888888888888,12.67249492810383,130.33333333333334
panda,trac_task_5ms,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,trajectory_04,smooth,3,1.0,1.0,26179018.666666668,1.0,0.5688726422222132,150.0
panda,trac_task_5ms,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,high_curvature,3,1.0,1.0,26391481.666666668,1.0,5.467117699058093,150.0
panda,trac_task_5ms,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,trajectory_32,high_curvature,3,1.0,1.0,27313141.0,1.0,7.346215637416409,150.0
panda,trac_task_5ms,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,3,1.0,1.0,26236886.666666668,1.0,6.303183594395758,150.0
panda,pink_qp,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,3,1.0,1.0,151061199.33333334,1.0,0.8146854997603413,150.0
panda,pink_qp,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,trajectory_24,joint_limit_return,3,1.0,1.0,147516082.0,1.0,0.6981899370518191,150.0
panda,pink_qp,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,trajectory_22,joint_limit_return,3,1.0,1.0,101341469.66666667,1.0,0.7364915305379321,150.0
panda,pink_qp,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,trajectory_29,joint_limit_return,3,1.0,1.0,152209307.66666666,1.0,2.5980441197595994,150.0
panda,pink_qp,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trajectory_15,near_singular,3,1.0,1.0,117544397.33333333,1.0,8.02606031186952,150.0
panda,pink_qp,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,trajectory_39,high_curvature,3,1.0,1.0,105531942.0,1.0,5.536935280663696,150.0
panda,pink_qp,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,3,1.0,1.0,149062479.0,1.0,0.4995676857806554,150.0
panda,pink_qp,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,trajectory_28,joint_limit_return,3,1.0,1.0,164942896.66666666,1.0,0.9645233991116013,150.0
panda,pink_qp,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,trajectory_13,near_singular,3,1.0,1.0,143650552.0,1.0,12.062483469837437,150.0
panda,pink_qp,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,trajectory_21,joint_limit_return,3,1.0,1.0,148285722.66666666,1.0,0.8109637297348004,150.0
panda,pink_qp,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,3,0.0,0.0,143548360.33333334,0.8133333333333334,5.6003883010872,122.0
panda,pink_qp,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,trajectory_10,near_singular,3,1.0,1.0,137863915.33333334,1.0,14.618887942733318,150.0
panda,pink_qp,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trajectory_20,joint_limit_return,3,1.0,1.0,149836811.66666666,1.0,1.7294671874173717,150.0
panda,pink_qp,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,trajectory_27,joint_limit_return,3,1.0,1.0,125845716.0,1.0,0.5985978695703988,150.0
panda,pink_qp,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,trajectory_09,smooth,3,1.0,1.0,135335970.33333334,1.0,0.5909815334562702,150.0
panda,pink_qp,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,trajectory_25,joint_limit_return,3,1.0,1.0,129205157.66666667,1.0,1.6428450857843753,150.0
panda,pink_qp,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,trajectory_23,joint_limit_return,3,1.0,1.0,146099537.0,1.0,2.961173026746098,150.0
panda,pink_qp,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,high_curvature,3,0.0,0.0,128637915.0,0.6999999999999998,12.569781595621395,105.0
