robot,uid,site_id,method,repeat,family,frame,previous_q,target_position,target_rotation,q,position_error,orientation_error,failure_kind,total_latency_ns,backup,native_status
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,tar_old,0,near_singular,118,"[2.879787295810309,0.18917152481309918,1.6653529388567587,-0.6657544831136349,0.855180841034812,0.34322823272553377,0.07201356007837152]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]",,,,non_finite_or_wrong_shape,7076956,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":501,""native_setup_ns"":8903,""native_solve_ns"":5015408,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[2.879787295810309,0.18917152481309918,1.6653529388567587,-0.6657544831136349,0.855180841034812,0.34322823272553377,0.07201356007837152],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.001705869758053484,""orientation_error"":0.009322377643516754,""total_latency_ns"":5230906,""conversion_ns"":3465,""bounds_setup_ns"":26079,""solve_ns"":5015408,""verification_ns"":157819,""accounting_remainder_ns"":28135,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[2.8361872958103094,0.1455715248130992,1.6217529388567589,-0.7093544831136348,0.802880841034812,0.2909282327255338,0.019713560078371526],""upper"":[2.8972999999999995,0.23277152481309915,1.7089529388567586,-0.6221544831136351,0.9074808410348119,0.3955282327255337,0.12431356007837151],""seed_q"":[2.879787295810309,0.18917152481309918,1.6653529388567587,-0.6657544831136349,0.855180841034812,0.34322823272553377,0.07201356007837152],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.004955869,""primal_residual"":0.6083037908413786,""dual_residual"":0.3803616161305212,""build_ns"":201368,""solve_ns"":61636,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":6864}]"
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,trac_task_5ms,2,near_singular,91,"[0.8252382995242301,-0.1420649185596657,1.1124818505672744,-0.2678698729247994,1.6781658887990165,2.8371384329947165,1.893647382033361]","[-0.0876088670778926,0.05987856614116665,1.1700859576871954]","[[-0.645105860289506,-0.613757973873873,-0.45512589305199364],[0.6905720154310897,-0.7232552186426011,-0.003490015714314948],[-0.3270301523156229,-0.31654863482959683,0.8904202610362925]]","[0.8252382995242301,-0.1420649185596657,1.1124818505672744,-0.2678698729247994,1.6781658887990165,2.8371384329947165,1.893647382033361]",0.006829258820692796,0.014615331011830098,internal_nonconvergence+position_tolerance+orientation_tolerance,5190735,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,tar_corrected,2,near_singular,115,"[-2.1464200594401097,0.05192091716472915,2.4531465013256795,-0.557799560119491,-2.8971553273849664,2.0625182591573044,-1.7528474127590326]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]",,,,non_finite_or_wrong_shape,8304152,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":506,""native_setup_ns"":8124,""native_solve_ns"":5011631,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-2.1464200594401097,0.05192091716472915,2.4531465013256795,-0.557799560119491,-2.8971553273849664,2.0625182591573044,-1.7528474127590326],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.002811700226851485,""orientation_error"":0.005783929441203523,""total_latency_ns"":5213610,""conversion_ns"":3408,""bounds_setup_ns"":22292,""solve_ns"":5011631,""verification_ns"":150043,""accounting_remainder_ns"":26236,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-2.1900200594401094,0.008320917164729153,2.40954650132568,-0.6013995601194908,-2.8972999999999995,2.010218259157305,-1.8051474127590323],""upper"":[-2.10282005944011,0.09552091716472914,2.496746501325679,-0.5141995601194911,-2.844855327384967,2.1148182591573037,-1.7005474127590328],""seed_q"":[-2.1464200594401097,0.05192091716472915,2.4531465013256795,-0.557799560119491,-2.8971553273849664,2.0625182591573044,-1.7528474127590326],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""Solved"",""iterations"":12,""native_seconds"":0.001952162,""primal_residual"":3.3020565148809296e-10,""dual_residual"":9.850599373108841e-11,""build_ns"":204283,""solve_ns"":871358,""affine_tau"":4.832274158949858,""variables"":99,""sparse_nonzeros"":1175,""updates"":1334}]"
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,tar_old,2,near_singular,114,"[-2.1032211633861078,0.05379702681963915,2.4077211487626595,-0.5566181597916038,-2.89552012244424,2.066140061490353,-1.751859718982367]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]",,,,non_finite_or_wrong_shape,7220388,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":643,""native_setup_ns"":9229,""native_solve_ns"":5015458,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-2.1032211633861078,0.05379702681963915,2.4077211487626595,-0.5566181597916038,-2.89552012244424,2.066140061490353,-1.751859718982367],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.0027249098050427644,""orientation_error"":0.006546195363091195,""total_latency_ns"":5264000,""conversion_ns"":3689,""bounds_setup_ns"":23627,""solve_ns"":5015458,""verification_ns"":187298,""accounting_remainder_ns"":33928,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-2.1468211633861074,0.010197026819639155,2.36412114876266,-0.6002181597916036,-2.8972999999999995,2.0138400614903538,-1.8041597189823668],""upper"":[-2.059621163386108,0.09739702681963915,2.451321148762659,-0.5130181597916039,-2.8432201224442406,2.1184400614903525,-1.6995597189823672],""seed_q"":[-2.1032211633861078,0.05379702681963915,2.4077211487626595,-0.5566181597916038,-2.89552012244424,2.066140061490353,-1.751859718982367],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.006344236,""primal_residual"":0.5888012506476179,""dual_residual"":0.37559820416567163,""build_ns"":211571,""solve_ns"":67251,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":8886}]"
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,tar_old,0,joint_limit_return,74,"[-1.2261310344602496,0.5442240353246025,0.288512175960532,-0.9692952195385323,2.8971949574973697,2.777124953123424,0.4737070815872624]","[0.3569148782906584,-0.6533742062748258,0.6344994544290563]","[[0.5203477485650665,0.6856813383513327,0.5089983524531209],[-0.12868594654447588,0.6522038563142368,-0.7470408670017928],[-0.8442026698164478,0.32322009845546956,0.4276103602921915]]",,,,non_finite_or_wrong_shape,7090173,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":491,""native_setup_ns"":7966,""native_solve_ns"":5012857,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-1.2261310344602496,0.5442240353246025,0.288512175960532,-0.9692952195385323,2.8971949574973697,2.777124953123424,0.4737070815872624],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.013738249735535257,""orientation_error"":0.023226440485137057,""total_latency_ns"":5215802,""conversion_ns"":3530,""bounds_setup_ns"":21594,""solve_ns"":5012857,""verification_ns"":150829,""accounting_remainder_ns"":26992,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-1.2697310344602495,0.5006240353246026,0.24491217596053205,-1.0128952195385321,2.8448949574973703,2.7248249531234245,0.4214070815872624],""upper"":[-1.1825310344602498,0.5878240353246024,0.33211217596053194,-0.9256952195385324,2.8972999999999995,2.8294249531234232,0.5260070815872623],""seed_q"":[-1.2261310344602496,0.5442240353246025,0.288512175960532,-0.9692952195385323,2.8971949574973697,2.777124953123424,0.4737070815872624],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.0078623,""primal_residual"":0.48283250400628075,""dual_residual"":0.3665314391350099,""build_ns"":199744,""solve_ns"":60143,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":11095}]"
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,tar_old,0,near_singular,93,"[0.9002340164667796,-0.12156780908687327,1.282197791116698,-0.25781482743112405,1.428171602192042,2.861493537455517,1.8927366688662335]","[-0.09440275994367925,0.04900663477280743,1.1699343623012006]","[[-0.6383613534216706,-0.6137933405483921,-0.4644916765197182],[0.7002405716577843,-0.7136453834461497,-0.019323780436990894],[-0.31962153285101497,-0.33759147172943077,0.8853666325051583]]",,,,non_finite_or_wrong_shape,7090871,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":515,""native_setup_ns"":8438,""native_solve_ns"":5016159,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[0.9002340164667796,-0.12156780908687327,1.282197791116698,-0.25781482743112405,1.428171602192042,2.861493537455517,1.8927366688662335],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.006536776073814262,""orientation_error"":0.014969668484949216,""total_latency_ns"":5226589,""conversion_ns"":3338,""bounds_setup_ns"":22152,""solve_ns"":5016159,""verification_ns"":156960,""accounting_remainder_ns"":27980,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[0.8566340164667797,-0.16516780908687326,1.238597791116698,-0.30141482743112397,1.3758716021920423,2.8091935374555175,1.8404366688662337],""upper"":[0.9438340164667794,-0.07796780908687329,1.3257977911166978,-0.21421482743112408,1.4804716021920419,2.913793537455516,1.9450366688662333],""seed_q"":[0.9002340164667796,-0.12156780908687327,1.282197791116698,-0.25781482743112405,1.428171602192042,2.861493537455517,1.8927366688662335],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.008029257,""primal_residual"":0.5350791602009765,""dual_residual"":0.3702907765999317,""build_ns"":206682,""solve_ns"":60908,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":11340}]"
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,tar_old,0,near_singular,113,"[-2.0734465811286964,0.05547266423517292,2.3712063892264084,-0.5547579187256935,-2.894993967742049,2.0732929039211716,-1.7487857606114943]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]",,,,non_finite_or_wrong_shape,7058806,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":475,""native_setup_ns"":8185,""native_solve_ns"":5015013,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-2.0734465811286964,0.05547266423517292,2.3712063892264084,-0.5547579187256935,-2.894993967742049,2.0732929039211716,-1.7487857606114943],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.0029867119212263014,""orientation_error"":0.003667824369886587,""total_latency_ns"":5213095,""conversion_ns"":3388,""bounds_setup_ns"":23025,""solve_ns"":5015013,""verification_ns"":146361,""accounting_remainder_ns"":25308,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-2.117046581128696,0.011872664235172923,2.3276063892264087,-0.5983579187256933,-2.8972999999999995,2.0209929039211723,-1.801085760611494],""upper"":[-2.0298465811286968,0.0990726642351729,2.414806389226408,-0.5111579187256936,-2.8426939677420497,2.125592903921171,-1.6964857606114945],""seed_q"":[-2.0734465811286964,0.05547266423517292,2.3712063892264084,-0.5547579187256935,-2.894993967742049,2.0732929039211716,-1.7487857606114943],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.008222963,""primal_residual"":0.5849115030230275,""dual_residual"":0.37533873996897776,""build_ns"":200850,""solve_ns"":62090,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":11622}]"
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,trac_task_5ms,2,joint_limit_return,70,"[-1.1330919920705091,0.5310336635570948,0.24977297004247864,-0.943621707922951,2.8968189120709105,2.8170533659702897,0.5107366076041324]","[0.396400236698004,-0.6222003221191696,0.6495423728735656]","[[0.5334090415878396,0.6347454779592699,0.5590822592093228],[-0.07922695805984556,0.6955513886843764,-0.714094779994798],[-0.8421388742178605,0.3366102254975236,0.42130235297417984]]","[-1.1330919920705091,0.5310336635570948,0.24977297004247864,-0.943621707922951,2.8968189120709105,2.8170533659702897,0.5107366076041324]",0.012275761134931142,0.018429229985369226,internal_nonconvergence+position_tolerance+orientation_tolerance,5283724,,
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,tar_old,1,joint_limit_return,74,"[-1.1838492302361756,0.5397868140075538,0.22115934784646188,-0.9695389748260373,2.8966820709222856,2.7723651528072932,0.5136525117711404]","[0.3569148782906584,-0.6533742062748258,0.6344994544290563]","[[0.5203477485650665,0.6856813383513327,0.5089983524531209],[-0.12868594654447588,0.6522038563142368,-0.7470408670017928],[-0.8442026698164478,0.32322009845546956,0.4276103602921915]]",,,,non_finite_or_wrong_shape,7163516,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":533,""native_setup_ns"":8443,""native_solve_ns"":5010059,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-1.1838492302361756,0.5397868140075538,0.22115934784646188,-0.9695389748260373,2.8966820709222856,2.7723651528072932,0.5136525117711404],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.013010140778845542,""orientation_error"":0.025294684237156095,""total_latency_ns"":5261996,""conversion_ns"":3516,""bounds_setup_ns"":22172,""solve_ns"":5010059,""verification_ns"":195164,""accounting_remainder_ns"":31085,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-1.2274492302361755,0.4961868140075539,0.1775593478464619,-1.013138974826037,2.8443820709222862,2.720065152807294,0.4613525117711404],""upper"":[-1.1402492302361757,0.5833868140075537,0.2647593478464618,-0.9259389748260375,2.8972999999999995,2.8246651528072926,0.5659525117711403],""seed_q"":[-1.1838492302361756,0.5397868140075538,0.22115934784646188,-0.9695389748260373,2.8966820709222856,2.7723651528072932,0.5136525117711404],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.009258386,""primal_residual"":0.492117802973418,""dual_residual"":0.36715660136834743,""build_ns"":201041,""solve_ns"":74736,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":13094}]"
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,trac_task_5ms,2,near_singular,114,"[-2.1747536852143607,0.05313090924129041,2.466043717224148,-0.5606718005343905,-2.8953986925843496,2.0637731138702904,-1.7458615582259494]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.1747536852143607,0.05313090924129041,2.466043717224148,-0.5606718005343905,-2.8953986925843496,2.0637731138702904,-1.7458615582259494]",0.003170596317107367,0.00428583402432994,internal_nonconvergence+position_tolerance,5210693,,
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,tar_corrected,0,joint_limit_return,74,"[-1.1909164436833084,0.5334100673622649,0.22902374410415452,-0.9805393322905994,2.897117193497598,2.7688920847791674,0.5106459391962016]","[0.3569148782906584,-0.6533742062748258,0.6344994544290563]","[[0.5203477485650665,0.6856813383513327,0.5089983524531209],[-0.12868594654447588,0.6522038563142368,-0.7470408670017928],[-0.8442026698164478,0.32322009845546956,0.4276103602921915]]",,,,non_finite_or_wrong_shape,8110618,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":549,""native_setup_ns"":7993,""native_solve_ns"":5014404,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-1.1909164436833084,0.5334100673622649,0.22902374410415452,-0.9805393322905994,2.897117193497598,2.7688920847791674,0.5106459391962016],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.012759571958146153,""orientation_error"":0.025541904237241998,""total_latency_ns"":5215231,""conversion_ns"":3658,""bounds_setup_ns"":21518,""solve_ns"":5014404,""verification_ns"":147999,""accounting_remainder_ns"":27652,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-1.2345164436833083,0.489810067362265,0.18542374410415455,-1.0241393322905992,2.8448171934975988,2.716592084779168,0.45834593919620165],""upper"":[-1.1473164436833085,0.5770100673622648,0.27262374410415446,-0.9369393322905996,2.8972999999999995,2.8211920847791667,0.5629459391962015],""seed_q"":[-1.1909164436833084,0.5334100673622649,0.22902374410415452,-0.9805393322905994,2.897117193497598,2.7688920847791674,0.5106459391962016],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""Solved"",""iterations"":10,""native_seconds"":0.002051692,""primal_residual"":2.826090158701835e-12,""dual_residual"":5.475065593348112e-12,""build_ns"":202498,""solve_ns"":696894,""affine_tau"":0.5636265091749288,""variables"":99,""sparse_nonzeros"":1175,""updates"":1724}]"
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,trac_task_5ms,1,near_singular,118,"[2.8910998001666632,0.19204650057859823,1.660299208959349,-0.6618224723005,0.8554979313070099,0.3431317776754041,0.08289400339231225]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8910998001666632,0.19204650057859823,1.660299208959349,-0.6618224723005,0.8554979313070099,0.3431317776754041,0.08289400339231225]",0.0022408250079171133,0.010357000473759644,internal_nonconvergence+position_tolerance+orientation_tolerance,5277065,,
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,trac_task_5ms,1,joint_limit_return,74,"[-1.1718982312448858,0.5371019303630358,0.20162398163655182,-0.971237969079529,2.897297713181713,2.77097304702346,0.5203285716976803]","[0.3569148782906584,-0.6533742062748258,0.6344994544290563]","[[0.5203477485650665,0.6856813383513327,0.5089983524531209],[-0.12868594654447588,0.6522038563142368,-0.7470408670017928],[-0.8442026698164478,0.32322009845546956,0.4276103602921915]]","[-1.1718982312448858,0.5371019303630358,0.20162398163655182,-0.971237969079529,2.897297713181713,2.77097304702346,0.5203285716976803]",0.012886322848360653,0.023605318979045394,internal_nonconvergence+position_tolerance+orientation_tolerance,5229733,,
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,pink_qp,1,near_singular,122,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",0.0010549523841012337,0.008031829089156796,position_tolerance,779255,,solved
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,pink_qp,0,near_singular,122,"[-2.580960908165891,0.045225535505242616,2.8972999999999995,-0.5738462902928353,-2.8972999999999995,2.0299278701804253,-1.7646994928786397]","[0.20345807338386102,0.045433628449392,1.1610273074352238]","[[0.34441197335250046,0.8332610360490273,-0.43250021781952736],[-0.9093383559548955,0.18154820955192075,-0.3743581199837129],[-0.2334183947350436,0.5222224558662657,0.8202435977124855]]","[-2.578042024040462,0.036008619969428904,2.8972999999999995,-0.5589157909530367,-2.8972999999999995,2.0324139277175353,-1.7685271154541125]",0.0012992839328331773,0.004631253155571994,position_tolerance,813922,,solved
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,tar_corrected,1,near_singular,100,"[2.413476486231183,0.05916822323123026,1.7600206567813135,-0.5719208924063819,1.074485701094968,0.2750546932206823,-0.06392359644110192]","[-0.05560961304635677,-0.22313745655277453,0.927145560103503]","[[0.505640181913006,-0.7348472365107153,0.4520260450765501],[-0.8607056771603997,-0.4656624625515559,0.20577708393861233],[0.059276839818264156,-0.4931105453779971,-0.8679448405850305]]",,,,non_finite_or_wrong_shape,7966930,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":581,""native_setup_ns"":8937,""native_solve_ns"":5010887,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[2.413476486231183,0.05916822323123026,1.7600206567813135,-0.5719208924063819,1.074485701094968,0.2750546932206823,-0.06392359644110192],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.0032462132834936244,""orientation_error"":0.009568920267738328,""total_latency_ns"":5225387,""conversion_ns"":3446,""bounds_setup_ns"":24731,""solve_ns"":5010887,""verification_ns"":158532,""accounting_remainder_ns"":27791,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[2.3698764862311834,0.015568223231230265,1.7164206567813136,-0.6155208924063817,1.0221857010949682,0.22275469322068234,-0.1162235964411019],""upper"":[2.4570764862311827,0.10276822323123025,1.8036206567813133,-0.528320892406382,1.1267857010949678,0.3273546932206823,-0.01162359644110192],""seed_q"":[2.413476486231183,0.05916822323123026,1.7600206567813135,-0.5719208924063819,1.074485701094968,0.2750546932206823,-0.06392359644110192],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":6,""native_seconds"":0.00210551,""primal_residual"":0.036771248904696595,""dual_residual"":0.00957118243863476,""build_ns"":205967,""solve_ns"":478970,""affine_tau"":2.651847380397078,""variables"":99,""sparse_nonzeros"":1175,""updates"":2113}]"
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,trac_task_5ms,0,near_singular,119,"[2.8902416475320796,0.20676677219140663,1.6936063808418194,-0.6764336879506156,0.8370174776868875,0.35627989034990604,0.09334859080285064]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.8902416475320796,0.20676677219140663,1.6936063808418194,-0.6764336879506156,0.8370174776868875,0.35627989034990604,0.09334859080285064]",0.001281730507498077,0.008480312338222372,internal_nonconvergence+position_tolerance,5245222,,
