robot,uid,site_id,family,method,repeat,frame,previous_q,target_position,target_rotation,q,failure_kind,position_error,orientation_error,velocity_utilization,decision,fallback_reason,native_status,demand,demand_met,initial_pair_legal
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik_elastic_mu1,2,113,"[-2.1689097334941545,0.04775736810210831,2.4408525782578585,-0.5513586906400177,-2.8702434200787486,2.0718962871813664,-1.738350277724854]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]","[-2.1689097334941545,0.04775736810210831,2.4408525782578585,-0.5513586906400177,-2.8702434200787486,2.0718962871813664,-1.738350277724854]",position_tolerance,0.0031346021636437867,0.00650115471862079,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.000128261,""primal_residual"":0.17939390149080683,""dual_residual"":1.6536031377470849e-16}]",0.32955855896198216,False,False
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik_elastic_mu4,0,113,"[-2.1403555509044425,0.0527187306835621,2.424186730710904,-0.5547547833978534,-2.8847331941095584,2.076473051421535,-1.7462486264816148]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]","[-2.1403555509044425,0.0527187306835621,2.424186730710904,-0.5547547833978534,-2.8847331941095584,2.076473051421535,-1.7462486264816148]",position_tolerance,0.0030060308994045992,0.0045889744781102545,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.000130574,""primal_residual"":0.19519945222183577,""dual_residual"":3.5848259699089144e-16}]",0.32955855896198216,False,False
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik_elastic_mu4,1,114,"[-2.155945554883983,0.050515602986142966,2.4458366526294486,-0.5553047238602963,-2.8870214501759426,2.0674057719795726,-1.7470020614867696]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.155945554883983,0.050515602986142966,2.4458366526294486,-0.5553047238602963,-2.8870214501759426,2.0674057719795726,-1.7470020614867696]",position_tolerance,0.003111883217441454,0.002998406224381996,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.000145206,""primal_residual"":0.19826180969686247,""dual_residual"":2.0747387865685188e-16}]",0.32955855896198216,False,False
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik_elastic_mu4,2,115,"[-2.1512455095739313,0.05186567583935344,2.4557651865095718,-0.5590523999316305,-2.8971253298038366,2.059021945063765,-1.749734037990331]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.1512455095739313,0.05186567583935344,2.4557651865095718,-0.5590523999316305,-2.8971253298038366,2.059021945063765,-1.749734037990331]",position_tolerance,0.003210831685447378,0.005663810233952642,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.000136955,""primal_residual"":0.22270784609713992,""dual_residual"":7.65569405355822e-16}]",0.32955855896198216,False,False
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik_minimal,0,115,"[-2.1881388245334086,0.05164888209578905,2.4888683064902963,-0.5608579183536646,-2.8967024260322862,2.05846823929778,-1.755789858571261]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.1881388245334086,0.05164888209578905,2.4888683064902963,-0.5608579183536646,-2.8967024260322862,2.05846823929778,-1.755789858571261]",position_tolerance,0.0028243026195188645,0.006435176450822903,0.0,,,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.000132032,""primal_residual"":0.27444047592225723,""dual_residual"":3.1641877994879084e-16}]",0.32955855896198216,False,False
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik_minimal,1,115,"[-2.177101250342045,0.05463996595223314,2.4818848730743515,-0.5649350751798122,-2.8972964488320216,2.0556195106367694,-1.7548457215624351]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.177101250342045,0.05463996595223314,2.4818848730743515,-0.5649350751798122,-2.8972964488320216,2.0556195106367694,-1.7548457215624351]",position_tolerance,0.0037205186750618657,0.006926666006690947,0.0,,,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.00014559,""primal_residual"":0.23607680554233107,""dual_residual"":3.0809788563025653e-16}]",0.32955855896198216,False,False
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik_minimal,2,115,"[-2.2038087050150126,0.05485528174532425,2.508403231160878,-0.5647251424056318,-2.8953812183659733,2.062538166012379,-1.7553749016229234]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.2038087050150126,0.05485528174532425,2.508403231160878,-0.5647251424056318,-2.8953812183659733,2.062538166012379,-1.7553749016229234]",position_tolerance,0.002857042623812316,0.006878835492775553,0.0,,,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.00013886,""primal_residual"":0.1961768903920667,""dual_residual"":2.0274576458407882e-16}]",0.32955855896198216,False,False
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik,0,114,"[-2.1969656472850234,0.050589957744018095,2.4815315917214242,-0.557614695195749,-2.8871049351379012,2.0674413650870913,-1.739608715069887]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.1969656472850234,0.050589957744018095,2.4815315917214242,-0.557614695195749,-2.8871049351379012,2.0674413650870913,-1.739608715069887]",position_tolerance,0.003080945994918803,0.003349496276439335,0.0,,,"[{""update"":0,""stage"":""primary"",""status"":""PrimalInfeasible"",""iterations"":10,""native_seconds"":0.000197315,""primal_residual"":0.015401922463981291,""dual_residual"":1.0416740052611854e-13}]",,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik,1,113,"[-2.1635967746596045,0.045433559117774136,2.431798836737458,-0.5469828072321955,-2.8678101487741006,2.076592930027202,-1.7376356505945874]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]","[-2.1635967746596045,0.045433559117774136,2.431798836737458,-0.5469828072321955,-2.8678101487741006,2.076592930027202,-1.7376356505945874]",position_tolerance,0.0029444638601397047,0.0049684322392065374,0.0,,,"[{""update"":0,""stage"":""primary"",""status"":""PrimalInfeasible"",""iterations"":10,""native_seconds"":0.000194964,""primal_residual"":0.011460986094469322,""dual_residual"":1.1207385700614652e-13}]",,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,cr_ik,2,113,"[-2.132272191503055,0.0559894564324339,2.4245098377197283,-0.557733305266466,-2.8852371001666257,2.077754802861415,-1.7545122995328348]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]","[-2.132272191503055,0.0559894564324339,2.4245098377197283,-0.557733305266466,-2.8852371001666257,2.077754802861415,-1.7545122995328348]",position_tolerance+orientation_tolerance,0.0029505374885359674,0.010994063408394279,0.0,,,"[{""update"":0,""stage"":""primary"",""status"":""PrimalInfeasible"",""iterations"":10,""native_seconds"":0.000197563,""primal_residual"":0.02574995047731922,""dual_residual"":5.885020992541013e-14}]",,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,pink_qp,0,122,"[-2.580960908165891,0.045225535505242616,2.8972999999999995,-0.5738462902928353,-2.8972999999999995,2.0299278701804253,-1.7646994928786397]","[0.20345807338386102,0.045433628449392,1.1610273074352238]","[[0.34441197335250046,0.8332610360490273,-0.43250021781952736],[-0.9093383559548955,0.18154820955192075,-0.3743581199837129],[-0.2334183947350436,0.5222224558662657,0.8202435977124855]]","[-2.578042024040462,0.036008619969428904,2.8972999999999995,-0.5589157909530367,-2.8972999999999995,2.0324139277175353,-1.7685271154541125]",position_tolerance,0.0012992839328331773,0.004631253155571994,0.3424426454082252,,,solved,,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_20ms,0,114,"[-2.0932770017408937,0.050314241271283554,2.390694733658755,-0.5518671927835535,-2.891099441184006,2.0662196198457345,-1.746571605752723]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.0932770017408937,0.050314241271283554,2.390694733658755,-0.5518671927835535,-2.891099441184006,2.0662196198457345,-1.746571605752723]",internal_nonconvergence+position_tolerance,0.0030151202907243773,0.006704350845880704,0.0,,,,,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_20ms,1,115,"[-2.1752416758707045,0.05228076407077146,2.479251008689465,-0.5609706575761408,-2.896832062639349,2.058810720767564,-1.7493235099659374]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.1752416758707045,0.05228076407077146,2.479251008689465,-0.5609706575761408,-2.896832062639349,2.058810720767564,-1.7493235099659374]",internal_nonconvergence+position_tolerance,0.002773452136018956,0.005188363955187366,0.0,,,,,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_20ms,2,115,"[-2.165585509858789,0.05013500954757087,2.466616476203361,-0.5570804396063529,-2.8941207811776497,2.0608231175514984,-1.7496451805604214]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.165585509858789,0.05013500954757087,2.466616476203361,-0.5570804396063529,-2.8941207811776497,2.0608231175514984,-1.7496451805604214]",internal_nonconvergence+position_tolerance,0.0028200731840547634,0.0046971927970790184,0.0,,,,,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,0,115,"[-2.2044164375885464,0.05571610823021881,2.5110512941079657,-0.5676728781208992,-2.8972887147512925,2.055515285793639,-1.751847130349043]","[0.20861375575358249,0.026903607247617728,1.1614330491751486]","[[0.34229102437705455,0.8425791812818971,-0.41580906423650105],[-0.9074290555980031,0.18164137962248073,-0.3789180891239665],[-0.24374036121952192,0.507017487350456,0.8267550446374108]]","[-2.2044164375885464,0.05571610823021881,2.5110512941079657,-0.5676728781208992,-2.8972887147512925,2.055515285793639,-1.751847130349043]",internal_nonconvergence+position_tolerance,0.002830273668431499,0.006360491536692925,0.0,,,,,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,1,114,"[-2.2080217709756935,0.04806791345130401,2.487463527943197,-0.5544718602643532,-2.8803499090045395,2.0691229921524177,-1.7452347237875616]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.2080217709756935,0.04806791345130401,2.487463527943197,-0.5544718602643532,-2.8803499090045395,2.0691229921524177,-1.7452347237875616]",internal_nonconvergence+position_tolerance,0.0029907491113200743,0.0023841575738704286,0.0,,,,,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,2,114,"[-2.1445787737662636,0.05055494681658534,2.436027872835172,-0.554658092660691,-2.892036129243051,2.0679509371955294,-1.746213575041262]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]","[-2.1445787737662636,0.05055494681658534,2.436027872835172,-0.554658092660691,-2.892036129243051,2.0679509371955294,-1.746213575041262]",internal_nonconvergence+position_tolerance,0.0028776894765567226,0.0008559484157346179,0.0,,,,,,
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_elastic_mu025,0,119,"[2.8972999999999995,0.21442650227500387,1.7033047673616388,-0.6758070164500457,0.8333955562812718,0.3562538289968462,0.10617847578130721]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.8972999999999995,0.21442650227500387,1.7033047673616388,-0.6758070164500457,0.8333955562812718,0.3562538289968462,0.10617847578130721]",position_tolerance,0.0023905963755844755,0.004886722985192292,0.0,no_legal_command,nonlinear_pair_rejected,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""Solved"",""iterations"":11,""native_seconds"":0.000162735,""primal_residual"":3.2339203988695283e-12,""dual_residual"":3.250914499923216e-13},{""update"":1,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""Solved"",""iterations"":11,""native_seconds"":0.000157222,""primal_residual"":5.36118732798839e-14,""dual_residual"":4.086510497749439e-14}]",0.32955855896198216,False,False
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,cr_ik_elastic_mu025,1,100,"[2.3627863137108323,0.035279053662727655,1.7389991509293863,-0.5655065338024828,1.1331175840348102,0.2579079655842171,-0.0799119399482936]","[-0.05560961304635677,-0.22313745655277453,0.927145560103503]","[[0.505640181913006,-0.7348472365107153,0.4520260450765501],[-0.8607056771603997,-0.4656624625515559,0.20577708393861233],[0.059276839818264156,-0.4931105453779971,-0.8679448405850305]]","[2.3627863137108323,0.035279053662727655,1.7389991509293863,-0.5655065338024828,1.1331175840348102,0.2579079655842171,-0.0799119399482936]",position_tolerance+orientation_tolerance,0.0031436322577756614,0.010827736037126397,0.0,no_legal_command,convex_solve_unsuccessful,"[{""update"":0,""recovery"":true,""solver_called"":true,""stage"":""secondary"",""status"":""PrimalInfeasible"",""iterations"":7,""native_seconds"":0.000143041,""primal_residual"":0.15670076614133363,""dual_residual"":3.7132630441291777e-16}]",0.32955855896198216,False,False
