frames,completion,deadline_completion,frame_success,frame_deadline_success,accepted_frames,deadline_frames,total_latency_ns,p50_ms,p95_ms,p99_ms,first_failure_frame,successful_prefix,first_failure_reason,failure_reasons,backup_rate,optimized_command_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,normalized_tolerance_p95,max_accepted_step_utilization,acceleration_rms,velocity_change_rms,accepted_contract_violations,optimization_call_rate,mean_conic_calls,intervention_normalized_mean,intervention_normalized_p95,unchanged_given_legal_backup,accepted_near_tolerance_rate,direct_return_rate,direct_extra_p50_ms,demand_coverage,demand_met_rate,partial_correction_rate,effective_command_adjustment_rate,geometric_recovery_rate,actual_shortfall_reduction_mean,normalized_shortfall_reduction_mean,partial_shortfall_reduction_mean,fallback_counts,decision_counts,robot,uid,site_id,family,method,repeat,run_id,raw_file
150,False,False,0.8333333333333334,0.8333333333333334,125,125,231686985,0.5714905,6.03818765,6.06083531,125,125,position_tolerance,"{""position_tolerance"":1,""position_tolerance+orientation_tolerance"":24}",0.9933333333333333,0.8266666666666667,0.006666666666666667,0.00041623641780326746,0.0008446679512715243,0.0016185252566178158,0.004840954729548403,0.4245170917431133,0.8761614373300174,13.649003448727424,0.2729800689745485,0,0.3933333333333333,0.4,0.00025160023471185037,0.0,0.992,0.0,0.6066666666666667,0.341253,1.0,0.6066666666666667,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,,"{""convex_solve_unsuccessful"":58}","{""backup_without_improvement"":33,""full_demand_satisfied"":91,""geometric_recovery"":1,""no_legal_command"":25}",ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik_elastic_mu4,1,ur5e_trajectory_15_cr_ik_elastic_mu4_r1,runs/ur5e_trajectory_15_cr_ik_elastic_mu4_r1.jsonl.gz
150,False,False,0.8266666666666667,0.8266666666666667,124,124,234556452,0.5474015,6.04805815,6.0830156099999995,124,124,position_tolerance,"{""position_tolerance"":2,""position_tolerance+orientation_tolerance"":24}",0.9933333333333333,0.8266666666666667,0.006666666666666667,0.00039248006860037094,0.0006733808801483948,0.0011451269346451625,0.00767225860064756,0.39248006860037093,0.8711234931722315,10.715283582307315,0.2143056716461463,0,0.38666666666666666,0.3933333333333333,0.00025362926886275244,0.0,0.9919354838709677,0.0,0.6133333333333333,0.338375,1.0,0.6133333333333333,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,,"{""convex_solve_unsuccessful"":57}","{""backup_without_improvement"":31,""full_demand_satisfied"":92,""geometric_recovery"":1,""no_legal_command"":26}",ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik_elastic_mu4,2,ur5e_trajectory_15_cr_ik_elastic_mu4_r2,runs/ur5e_trajectory_15_cr_ik_elastic_mu4_r2.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,241263425,0.5415985,6.08496125,6.1841298,125,125,position_tolerance,"{""position_tolerance"":1,""position_tolerance+orientation_tolerance"":24}",0.9866666666666667,0.82,0.013333333333333334,0.0004874719772144919,0.0007306810755225854,0.002290198072039681,0.006505045743473248,0.5097123853279466,0.8711234931734876,11.104579999403494,0.22209159998806993,0,0.38666666666666666,0.41333333333333333,0.001035826840281628,0.0,0.984,0.0,0.6133333333333333,0.3301235,1.0,0.6266666666666667,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik_minimal,0,ur5e_trajectory_15_cr_ik_minimal_r0,runs/ur5e_trajectory_15_cr_ik_minimal_r0.jsonl.gz
150,True,True,1.0,1.0,150,150,89673011,0.5287455,0.9089922999999999,0.9758686999999998,,150,,{},1.0,0.9933333333333333,0.0,0.00043538171837970575,0.0005811570156976136,0.0016570318996735154,0.005312849805431514,0.4567375839640249,0.222026071968979,2.647268613494546,0.05294537226989092,0,0.18666666666666668,0.18666666666666668,0.0,0.0,1.0,0.0,0.8133333333333334,0.327081,1.0,0.8133333333333334,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik_minimal,1,ur5e_trajectory_15_cr_ik_minimal_r1,runs/ur5e_trajectory_15_cr_ik_minimal_r1.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,237607862,0.5590225,6.045011,6.08087471,125,125,position_tolerance,"{""position_tolerance"":1,""position_tolerance+orientation_tolerance"":24}",0.9866666666666667,0.82,0.013333333333333334,0.00032948438764539154,0.0007423014133566847,0.0011453378188919165,0.005519492573690441,0.361998046412158,0.9748234340793747,13.960056125956399,0.279201122519128,0,0.38666666666666666,0.4066666666666667,0.0005688742065655764,0.0,0.984,0.0,0.6133333333333333,0.3319165,1.0,0.6266666666666667,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik_minimal,2,ur5e_trajectory_15_cr_ik_minimal_r2,runs/ur5e_trajectory_15_cr_ik_minimal_r2.jsonl.gz
150,True,True,1.0,1.0,150,150,770946503,5.119751,5.297086599999999,5.460890149999998,,150,,{},0.013333333333333334,0.9866666666666667,0.9866666666666667,2.5944963857945542e-05,0.0004929201386718875,0.0002815831790823705,0.003086057396880889,0.03226705548648771,0.1060774010405265,0.6718076730202744,0.01343615346040549,0,1.0,6.0,0.028674752944146262,0.12535079754132059,0.013333333333333334,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik,0,ur5e_trajectory_15_cr_ik_r0,runs/ur5e_trajectory_15_cr_ik_r0.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,798608570,5.1310715,6.39795445,6.42666065,125,125,position_tolerance,"{""position_tolerance"":3,""position_tolerance+orientation_tolerance"":22}",0.19333333333333333,0.8066666666666666,0.8066666666666666,0.0002106580114382865,0.0008262501119484808,0.0014369996459050447,0.006664166248200581,0.21065801143828647,0.8961741016194971,10.443704307610062,0.2088740861522013,0,1.0,5.133333333333334,0.05836211462391386,0.1660501277620785,0.032,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik,1,ur5e_trajectory_15_cr_ik_r1,runs/ur5e_trajectory_15_cr_ik_r1.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,801408429,5.130287,6.39243145,6.41432207,125,125,position_tolerance,"{""position_tolerance"":1,""position_tolerance+orientation_tolerance"":24}",0.19333333333333333,0.8066666666666666,0.8066666666666666,0.00021065801143830754,0.0007793418522181546,0.0014369996459052622,0.0039940309277737346,0.2106580114383075,0.8960786733732988,10.059374067829493,0.2011874813565899,0,1.0,5.133333333333334,0.05587806311559658,0.16043617404394603,0.032,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,cr_ik,2,ur5e_trajectory_15_cr_ik_r2,runs/ur5e_trajectory_15_cr_ik_r2.jsonl.gz
150,True,True,1.0,1.0,150,150,97797784,0.647234,0.6781372,0.7784675199999993,,150,,{},0.0,0.0,0.0,5.4616606294233335e-06,7.941487888304442e-05,1.0077422462616725e-05,0.00030538408561776344,0.005461660629423334,0.47108343483070314,7.984099048140724,0.1596819809628145,0,,,,,,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,pink_qp,0,ur5e_trajectory_15_pink_qp_r0,runs/ur5e_trajectory_15_pink_qp_r0.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,528641567,0.152823,20.23365395,20.25380477,125,125,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":2,""internal_nonconvergence+position_tolerance+orientation_tolerance"":23}",0.0,0.0,0.0,0.0002618323604824751,0.000954926686783471,0.001128613498890667,0.002936254122464048,0.26183236048247516,0.8711234931722315,10.71788245594985,0.21435764911899702,0,,,,,,0.008,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,trac_task_20ms,0,ur5e_trajectory_15_trac_task_20ms_r0,runs/ur5e_trajectory_15_trac_task_20ms_r0.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,530076977,0.1539605,20.2397947,20.25831328,125,125,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":1,""internal_nonconvergence+position_tolerance+orientation_tolerance"":24}",0.0,0.0,0.0,0.00022509790961601608,0.0007279901969904293,0.0010152121772237384,0.003557687231452001,0.22509790961601608,0.8711234931722315,10.669750596491866,0.21339501192983734,0,,,,,,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,trac_task_20ms,1,ur5e_trajectory_15_trac_task_20ms_r1,runs/ur5e_trajectory_15_trac_task_20ms_r1.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,528357048,0.1558225,20.25151265,20.26718053,125,125,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":1,""internal_nonconvergence+position_tolerance+orientation_tolerance"":24}",0.0,0.0,0.0,0.0003009929988141976,0.0007183549730093884,0.001128613498890667,0.005804919055242677,0.3009929988141976,0.9555877285019074,14.025142740434564,0.2805028548086913,0,,,,,,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,trac_task_20ms,2,ur5e_trajectory_15_trac_task_20ms_r2,runs/ur5e_trajectory_15_trac_task_20ms_r2.jsonl.gz
150,False,False,0.8266666666666667,0.8266666666666667,124,124,154966644,0.155467,5.203238150000001,5.220450639999999,124,124,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":1,""internal_nonconvergence+position_tolerance+orientation_tolerance"":25}",0.0,0.0,0.0,0.00020350704930806614,0.0005604980067922004,0.0008372663419477525,0.0016697467005750085,0.20829874002714252,0.8711234931722315,10.644741997329966,0.2128948399465993,0,,,,,,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,trac_task_5ms,0,ur5e_trajectory_15_trac_task_5ms_r0,runs/ur5e_trajectory_15_trac_task_5ms_r0.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,152978593,0.155368,5.2032412,5.22169293,125,125,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":1,""internal_nonconvergence+position_tolerance+orientation_tolerance"":24}",0.0,0.0,0.0,0.00022509790961601608,0.0007763315432581786,0.0010152121772237384,0.004140352471247223,0.22509790961601608,0.8711234931722315,10.692298551558903,0.21384597103117808,0,,,,,,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,trac_task_5ms,1,ur5e_trajectory_15_trac_task_5ms_r1,runs/ur5e_trajectory_15_trac_task_5ms_r1.jsonl.gz
150,False,False,0.8333333333333334,0.8333333333333334,125,125,155883761,0.156255,5.2138516,5.25661512,125,125,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":1,""internal_nonconvergence+position_tolerance+orientation_tolerance"":24}",0.0,0.0,0.0,0.0002618323604824751,0.000868089631372537,0.001128613498890667,0.0042361820838128245,0.26183236048247516,0.8711234931722315,10.712587841030205,0.2142517568206041,0,,,,,,0.0,0.0,,,,,,,,,,,,ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,trac_task_5ms,2,ur5e_trajectory_15_trac_task_5ms_r2,runs/ur5e_trajectory_15_trac_task_5ms_r2.jsonl.gz
