robot,method,uid,family,site_id,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,successful_prefix
panda,balance_cached_k1,edbde7bf236ce436987aa49d6fd24a865d7e51ae1aaade576b09bb5d9c6c8787,near_singular,trajectory_038,1.0,1.0,36617718.0,1.0,3.89564708718675,150.0
panda,task_balance_k1,b816db2175ce1a86efef5d5e648273799f6c086f88015ec4718713d8bab7a120,high_curvature,trajectory_065,1.0,1.0,74959531.33333333,1.0,5.752997108675505,150.0
panda,balance_progress_k1,d6cdc156fd5bdf242b3b78a2537995487da58e252b7979672706b06af2612ec0,near_singular,trajectory_025,1.0,1.0,36646837.0,1.0,3.3623743575910723,150.0
panda,balance_progress_k1,636631a1465f29747d08371a60e932087e17172a296c229e770d617698841afa,joint_limit_return,trajectory_054,1.0,1.0,37352601.0,1.0,0.8535995449044039,150.0
panda,task_balance_k1,2286803678de09340f4bb9dc3f37d70b78a5dd9f307ee6ffad9c26c2aef32b84,joint_limit_return,trajectory_050,1.0,1.0,75148706.0,1.0,0.9652872451651261,150.0
panda,balance_cached_k1,aae381ea20e0ccd0574b1e42f0fd2f79c6f2148818b45747b1909d5a737696f1,near_singular,trajectory_021,1.0,1.0,35335507.333333336,1.0,23.38551744863962,150.0
panda,trac_task_5ms,4b594826d26d472b1c3fac5f479afd6aa4c0651a9bb47c3505f6c887d8f23500,near_singular,trajectory_031,0.0,0.0,444451660.3333333,0.5355555555555556,16.79431055665314,72.0
panda,balance_cached_k1,facfc1e9af9d196961645dc2ab5e481c8c5fdb0cd6bff9c4e6ba0aac4f396a99,near_singular,trajectory_028,1.0,1.0,36320204.333333336,1.0,2.763094398950835,150.0
panda,single_gn_k1,636631a1465f29747d08371a60e932087e17172a296c229e770d617698841afa,joint_limit_return,trajectory_054,1.0,1.0,41281602.333333336,1.0,0.8535995449044039,150.0
panda,balance_progress_k1,002105be93a7570cd8123ac6ab00a034822c100a974b2268238db9e820020484,high_curvature,trajectory_071,1.0,1.0,37325665.0,1.0,4.6051237711974515,150.0
panda,trac_task_20ms,b92f489e8e0ee58220fe2ecac82e69f7be0d3220c25955f9bccab2fdf6b89144,smooth,trajectory_014,1.0,1.0,26439597.333333332,1.0,0.833627740751786,150.0
panda,trac_task_5ms,26c4ddc7ac9031fe896967ecba1ca3c9688bf4947765eb1c48f785fef55d9e85,smooth,trajectory_019,1.0,1.0,26419949.0,1.0,0.8996976635733981,150.0
panda,task_balance_k1,872a589932115ff6c348e71f736c3deb14696fa4f9a4111a41608c6efbfd053c,high_curvature,trajectory_067,1.0,1.0,74590463.33333333,1.0,5.926156084506796,150.0
panda,trac_task_5ms,c3bcf1acf7e250d2e3c8f573b9e2dcd03553985dff11b747bef13d08d510a0c6,near_singular,trajectory_033,1.0,1.0,26098401.666666668,1.0,3.8440921075112873,150.0
panda,single_gn_k1,b92f489e8e0ee58220fe2ecac82e69f7be0d3220c25955f9bccab2fdf6b89144,smooth,trajectory_014,1.0,1.0,41036848.333333336,1.0,0.5847964077280793,150.0
panda,trac_task_5ms,55591853963166a0c283f464484cff9d63acadb83c3dfb88a76adfcb289c6967,near_singular,trajectory_037,1.0,1.0,26227099.666666668,1.0,0.9148662492953722,150.0
panda,task_balance_k1,6fff63e7f6f521424c6fed64fff73739ecbbe53267bc4d02f648b07bb3e80508,smooth,trajectory_000,1.0,1.0,74038224.0,1.0,0.6107707676287019,150.0
panda,single_gn_k1,425d354808de50c70592c93a47110dad9e2999850563be54701008e4be2e366e,joint_limit_return,trajectory_051,1.0,1.0,40891733.666666664,1.0,0.9885169011023199,150.0
panda,trac_task_5ms,425d354808de50c70592c93a47110dad9e2999850563be54701008e4be2e366e,joint_limit_return,trajectory_051,1.0,1.0,26471409.333333332,1.0,0.9392371543291637,150.0
panda,single_gn_k1,002105be93a7570cd8123ac6ab00a034822c100a974b2268238db9e820020484,high_curvature,trajectory_071,1.0,1.0,40823037.333333336,1.0,4.6051237711974515,150.0
panda,trac_task_20ms,83cfaece94886de707ffc0b3eced578a24c5b54c83d475b85d91a50176548908,joint_limit_return,trajectory_040,1.0,1.0,27015629.0,1.0,1.6247048483318407,150.0
panda,single_gn_k1,e1bd21bbd59088474366056730add15a07ffbdc65a1fe2847411dab015e66875,joint_limit_return,trajectory_059,1.0,1.0,40940816.666666664,1.0,0.7663386472241237,150.0
panda,task_balance_k1,ddb21431719cc18d09cde65ea71559a08b888b7e51fbc4a0797ece3b2e9dd987,high_curvature,trajectory_064,1.0,1.0,74287954.0,1.0,5.962276807257916,150.0
panda,trac_task_20ms,425d354808de50c70592c93a47110dad9e2999850563be54701008e4be2e366e,joint_limit_return,trajectory_051,1.0,1.0,26272427.666666668,1.0,0.9392371543291637,150.0
panda,single_gn_k1,6fff63e7f6f521424c6fed64fff73739ecbbe53267bc4d02f648b07bb3e80508,smooth,trajectory_000,1.0,1.0,40811305.0,1.0,0.610770767628699,150.0
panda,trac_task_5ms,b4c449a053dd8e37fd9ec7f65195ef5e60e7fe9a085a8452c9ea3272dcf35a0f,smooth,trajectory_011,1.0,1.0,26615817.333333332,1.0,2.294954051828426,150.0
panda,balance_cached_k1,273cdb65989b6521b743c1e5b4e529da30e8cbf3ae2777e13335ab6c2f740b79,joint_limit_return,trajectory_053,1.0,1.0,36904013.666666664,1.0,0.6622395574102157,150.0
panda,single_gn_k1,5e6239cc3b9d1e3e596e048969b453c7400050b5a5411d5b1e9c4f938a9efcd1,smooth,trajectory_006,1.0,1.0,40701409.333333336,1.0,0.7460017165642605,150.0
panda,trac_task_20ms,c3cafaabf21a6b92c022b55b49fdd83291dc34c2da5219d4f5154bc3dcd773a1,smooth,trajectory_003,1.0,1.0,26282042.666666668,1.0,0.8133662815662409,150.0
panda,task_balance_k1,65273a6f279aee0c9af1cc1e92b72a83bc10710d050cc0f69658e7328f2943bf,smooth,trajectory_013,1.0,1.0,74571348.0,1.0,0.8394448902663342,150.0
panda,balance_cached_k1,2c543db9ae3e36911506230aecc8d24ae76182b25c4491663d5f8b780f3dc916,smooth,trajectory_007,0.0,0.0,860552363.6666666,0.5133333333333333,6.759163338313928,77.0
panda,single_gn_k1,f4a0c39369a332793c5ecedfe9c51bbf5bf900e1be6f5cfb6792885e469dad36,near_singular,trajectory_023,1.0,1.0,38975149.666666664,1.0,2.9582592267962116,150.0
panda,trac_task_20ms,273cdb65989b6521b743c1e5b4e529da30e8cbf3ae2777e13335ab6c2f740b79,joint_limit_return,trajectory_053,1.0,1.0,26925734.333333332,1.0,0.8254559888822536,150.0
panda,task_balance_k1,f4a0c39369a332793c5ecedfe9c51bbf5bf900e1be6f5cfb6792885e469dad36,near_singular,trajectory_023,1.0,1.0,71752488.66666667,1.0,2.958259226773688,150.0
panda,single_gn_k1,b816db2175ce1a86efef5d5e648273799f6c086f88015ec4718713d8bab7a120,high_curvature,trajectory_065,1.0,1.0,40758870.333333336,1.0,5.752997108672569,150.0
panda,trac_task_20ms,5167d2077436db8a3e391269e307883add677219564d578a56675e8720470102,smooth,trajectory_002,1.0,1.0,26968254.0,1.0,1.8822859198061515,150.0
panda,balance_progress_k1,65273a6f279aee0c9af1cc1e92b72a83bc10710d050cc0f69658e7328f2943bf,smooth,trajectory_013,1.0,1.0,37206854.0,1.0,0.8394448902666127,150.0
panda,trac_task_20ms,65273a6f279aee0c9af1cc1e92b72a83bc10710d050cc0f69658e7328f2943bf,smooth,trajectory_013,1.0,1.0,26336663.333333332,1.0,0.8184546148587047,150.0
panda,balance_cached_k1,815122b17d5644e24f7a8a1c37161dfbe5fe7304cd691213368aeb4808640a02,smooth,trajectory_018,1.0,1.0,37139933.333333336,1.0,0.8023572190858376,150.0
panda,trac_task_20ms,149c62d0f343edbac8227a536470a3158e4b20ed4f681d4cde538a91f9bcc15b,joint_limit_return,trajectory_057,1.0,1.0,26360839.0,1.0,0.7715015599202663,150.0
panda,task_balance_k1,9af3d54778da9ecccb3b6bb1d38aee379e015809996e0e84f524ee66e879903b,high_curvature,trajectory_069,1.0,1.0,74213994.33333333,1.0,6.36148295158296,150.0
panda,single_gn_k1,4b14c4d74524363dad80e8fc5287138de0f832721af7d5ffe5be946afb787e6d,smooth,trajectory_012,1.0,1.0,40869068.333333336,1.0,0.9041787193465424,150.0
panda,single_gn_k1,d345813515f38124a6da95c088a779111da13b10db6a35d9e0a93a16edf06560,near_singular,trajectory_022,1.0,1.0,39602018.333333336,1.0,2.193605187951017,150.0
panda,task_balance_k1,c3bcf1acf7e250d2e3c8f573b9e2dcd03553985dff11b747bef13d08d510a0c6,near_singular,trajectory_033,1.0,1.0,68754570.0,1.0,4.16161659509604,150.0
panda,trac_task_20ms,9c66403bc08428fc2b315fc25e612ef8eff62898d4ba977ec31f7f472ac7d6b9,smooth,trajectory_008,1.0,1.0,26404738.666666668,1.0,1.7727011523113616,150.0
panda,balance_cached_k1,2607309e15e2bd822ea26d0150c648e144318fc6bb74526e06cb102338bfcba1,high_curvature,trajectory_066,1.0,1.0,37107985.333333336,1.0,7.211894152594048,150.0
panda,trac_task_20ms,8d9e872494dec5f153c0bb1c1268d86c4f933be7b0ff7869cec02f040e602395,joint_limit_return,trajectory_056,1.0,1.0,26436767.333333332,1.0,1.2123429363095959,150.0
panda,single_gn_k1,4e1d965d29d558755b7cdad108fcc3c7212903e3c5f00758ade0da5eeaf45a07,smooth,trajectory_010,1.0,1.0,40874674.666666664,1.0,0.884051382540425,150.0
panda,trac_task_5ms,5167d2077436db8a3e391269e307883add677219564d578a56675e8720470102,smooth,trajectory_002,1.0,1.0,26342340.0,1.0,0.753104805441214,150.0
panda,balance_progress_k1,9af3d54778da9ecccb3b6bb1d38aee379e015809996e0e84f524ee66e879903b,high_curvature,trajectory_069,1.0,1.0,37360321.666666664,1.0,6.361482951582974,150.0
panda,single_gn_k1,13e50983959af442cba0fe6a9e6000b60c84f065e3a207c6eb491a7e9b2e487d,smooth,trajectory_001,1.0,1.0,40761875.0,1.0,0.9286856292734386,150.0
panda,balance_progress_k1,b4c449a053dd8e37fd9ec7f65195ef5e60e7fe9a085a8452c9ea3272dcf35a0f,smooth,trajectory_011,1.0,1.0,37298003.0,1.0,1.442437267217296,150.0
panda,trac_task_20ms,636631a1465f29747d08371a60e932087e17172a296c229e770d617698841afa,joint_limit_return,trajectory_054,1.0,1.0,26425447.0,1.0,2.2773067360487116,150.0
panda,trac_task_5ms,2420377f784f2b794e481ee16eb5520034adb11ae302dcfb5bbe4b44e41c6e50,high_curvature,trajectory_068,1.0,1.0,26472350.666666668,1.0,6.493397454153976,150.0
panda,balance_progress_k1,7a068de6131cb5fe742bccf0b7fafbdbf05bc5d8582199a12ceac52ba6ecc084,high_curvature,trajectory_074,1.0,1.0,37035852.666666664,1.0,6.715209769542988,150.0
panda,balance_progress_k1,7f239e2f4ff2b54ef3d6855ad53d20d88ab214ee99f65443adaed518871a703d,near_singular,trajectory_029,1.0,1.0,36167206.333333336,1.0,4.048938291087268,150.0
panda,task_balance_k1,81540560a975502e7b8af103c4dae1234647b417d055ec15bbf8b9c259def50d,high_curvature,trajectory_062,1.0,1.0,74113226.66666667,1.0,5.705956465076468,150.0
panda,balance_progress_k1,8d9e872494dec5f153c0bb1c1268d86c4f933be7b0ff7869cec02f040e602395,joint_limit_return,trajectory_056,1.0,1.0,37308646.666666664,1.0,0.7050189139412696,150.0
panda,balance_progress_k1,12b72dd6dbbeafa3c68d90ea8905e82ec95c09e5ca70a652ac68deaa03d28c21,high_curvature,trajectory_063,1.0,1.0,37271126.666666664,1.0,6.173177621695346,150.0
panda,trac_task_20ms,b01a7b125617e25257289c2ff3b75c9bcef4756919ae45eae15d2847d4098f69,high_curvature,trajectory_070,1.0,1.0,26728088.333333332,1.0,7.754081213147496,150.0
panda,trac_task_20ms,51988b1435048a079a4ac913eb0ef8fabeb0ac5606f53f27c7eb607de9b8c5e9,smooth,trajectory_009,1.0,1.0,26508625.333333332,1.0,0.7200801359333302,150.0
panda,trac_task_5ms,2b1ea283b2b59dd97f5080b5f80d91914fe177725dbfafaf17f2dae5a657839e,high_curvature,trajectory_072,1.0,1.0,26469041.666666668,1.0,7.281849705291841,150.0
panda,task_balance_k1,2420377f784f2b794e481ee16eb5520034adb11ae302dcfb5bbe4b44e41c6e50,high_curvature,trajectory_068,1.0,1.0,74509336.0,1.0,6.736940773803823,150.0
panda,balance_cached_k1,d2086cd2056f9266d9cf66b640894dc51b458dd8589fe4ee63e369aa8acf2d43,smooth,trajectory_017,1.0,1.0,36956815.666666664,1.0,0.6859961236225413,150.0
panda,balance_cached_k1,2420377f784f2b794e481ee16eb5520034adb11ae302dcfb5bbe4b44e41c6e50,high_curvature,trajectory_068,1.0,1.0,37222225.666666664,1.0,6.736940773806722,150.0
panda,trac_task_5ms,d88f9a36f2c35a47b016394bab87fdbf8a1a17ab4bfaa31d929a992814995059,smooth,trajectory_005,1.0,1.0,26592873.666666668,1.0,0.6760239800458129,150.0
panda,single_gn_k1,47a70e850f1111797ee062774d2de1601c0f85ab33cef79647b473b2f0b1435a,high_curvature,trajectory_076,1.0,1.0,40978067.666666664,1.0,7.73106496945077,150.0
panda,trac_task_5ms,2607309e15e2bd822ea26d0150c648e144318fc6bb74526e06cb102338bfcba1,high_curvature,trajectory_066,1.0,1.0,28093979.0,1.0,8.928768469095013,150.0
panda,task_balance_k1,51988b1435048a079a4ac913eb0ef8fabeb0ac5606f53f27c7eb607de9b8c5e9,smooth,trajectory_009,1.0,1.0,74149748.33333333,1.0,0.7744539228794891,150.0
panda,task_balance_k1,b97c6d2e5ba67047488e0d06510b498e48d98b2d68cf9c0c601a5d5757e2bd71,joint_limit_return,trajectory_047,1.0,1.0,73953884.66666667,1.0,0.6570057322724622,150.0
panda,balance_cached_k1,c3cafaabf21a6b92c022b55b49fdd83291dc34c2da5219d4f5154bc3dcd773a1,smooth,trajectory_003,1.0,1.0,37029638.666666664,1.0,0.8424337928572162,150.0
panda,balance_cached_k1,39016c19816bfbce241efbb04e3e6886e7fecdb1372b34ee952fa61b5352af53,joint_limit_return,trajectory_044,1.0,1.0,37195409.666666664,1.0,0.691036084499896,150.0
panda,task_balance_k1,db1101a792d780cedec2967a30e8bac1346a05e1e78c939b5379441d84ca5a1d,smooth,trajectory_015,1.0,1.0,73714315.0,1.0,0.589396262526028,150.0
panda,balance_progress_k1,6fff63e7f6f521424c6fed64fff73739ecbbe53267bc4d02f648b07bb3e80508,smooth,trajectory_000,1.0,1.0,37067772.0,1.0,0.610770767628699,150.0
panda,balance_cached_k1,6fff63e7f6f521424c6fed64fff73739ecbbe53267bc4d02f648b07bb3e80508,smooth,trajectory_000,1.0,1.0,37151966.333333336,1.0,0.610770767628699,150.0
panda,task_balance_k1,2591705462f2bf0ed7b214babda1083886e6f4f3d7c33d902cf2ec7fa0d5f922,joint_limit_return,trajectory_055,1.0,1.0,74828552.33333333,1.0,0.7652549770976428,150.0
panda,task_balance_k1,b812606d008316e4fd651b3f1e8028aced93abfb0ca10176d2fcf8f70ee53fa0,near_singular,trajectory_026,1.0,1.0,69396452.66666667,1.0,5.3438717294385425,150.0
panda,balance_progress_k1,b812606d008316e4fd651b3f1e8028aced93abfb0ca10176d2fcf8f70ee53fa0,near_singular,trajectory_026,1.0,1.0,34908244.666666664,1.0,5.343871729430869,150.0
panda,balance_progress_k1,b6cf87b42306664cc3df4ae39f5c58081d6a305157fa894bf8f35b00a3daf35f,near_singular,trajectory_039,1.0,1.0,35628112.0,1.0,2.2366781467206756,150.0
panda,trac_task_20ms,6fff63e7f6f521424c6fed64fff73739ecbbe53267bc4d02f648b07bb3e80508,smooth,trajectory_000,1.0,1.0,26346833.0,1.0,0.8749576949734568,150.0
panda,single_gn_k1,872a589932115ff6c348e71f736c3deb14696fa4f9a4111a41608c6efbfd053c,high_curvature,trajectory_067,1.0,1.0,40985235.333333336,1.0,5.926156084507137,150.0
panda,balance_cached_k1,db1101a792d780cedec2967a30e8bac1346a05e1e78c939b5379441d84ca5a1d,smooth,trajectory_015,1.0,1.0,36951032.666666664,1.0,0.5893962625259956,150.0
panda,balance_progress_k1,5167d2077436db8a3e391269e307883add677219564d578a56675e8720470102,smooth,trajectory_002,1.0,0.6666666666666666,54089135.333333336,1.0,0.7396833531299055,150.0
panda,single_gn_k1,2ec05e997761d1bdd2b93e3d9bcace5164652aa35f4c6e28f07b46194e26e57c,near_singular,trajectory_034,0.0,0.0,228228178.33333334,0.6333333333333333,6.351724923580295,95.0
panda,trac_task_5ms,b6cf87b42306664cc3df4ae39f5c58081d6a305157fa894bf8f35b00a3daf35f,near_singular,trajectory_039,1.0,1.0,26241348.333333332,1.0,1.0687036115941475,150.0
panda,trac_task_20ms,26c4ddc7ac9031fe896967ecba1ca3c9688bf4947765eb1c48f785fef55d9e85,smooth,trajectory_019,1.0,1.0,26162540.666666668,1.0,0.6732696766413557,150.0
panda,task_balance_k1,d88f9a36f2c35a47b016394bab87fdbf8a1a17ab4bfaa31d929a992814995059,smooth,trajectory_005,1.0,1.0,74254620.0,1.0,8.200751692710112,150.0
panda,balance_cached_k1,4b14c4d74524363dad80e8fc5287138de0f832721af7d5ffe5be946afb787e6d,smooth,trajectory_012,1.0,1.0,37043360.666666664,1.0,0.9041787193465424,150.0
panda,balance_cached_k1,12b72dd6dbbeafa3c68d90ea8905e82ec95c09e5ca70a652ac68deaa03d28c21,high_curvature,trajectory_063,1.0,1.0,37128372.0,1.0,6.173177621695346,150.0
panda,single_gn_k1,149c62d0f343edbac8227a536470a3158e4b20ed4f681d4cde538a91f9bcc15b,joint_limit_return,trajectory_057,1.0,1.0,40882819.333333336,1.0,0.6310160856896659,150.0
panda,balance_progress_k1,b01a7b125617e25257289c2ff3b75c9bcef4756919ae45eae15d2847d4098f69,high_curvature,trajectory_070,1.0,1.0,37413986.333333336,1.0,6.920416298141113,150.0
panda,balance_progress_k1,9c2eaa677b8c8f4b79b9d9a72fcf394f707ee8de7cd2df28197e204681b4ed4b,near_singular,trajectory_032,1.0,1.0,35323689.666666664,1.0,2.6568364665093087,150.0
panda,trac_task_20ms,2286803678de09340f4bb9dc3f37d70b78a5dd9f307ee6ffad9c26c2aef32b84,joint_limit_return,trajectory_050,1.0,1.0,26192905.666666668,1.0,0.7426089840731431,150.0
panda,trac_task_20ms,08fd5d13e6f23050b434e0f055dd362c39b53f777a10b3cecff7e3540fc3f418,joint_limit_return,trajectory_043,1.0,1.0,27875669.0,1.0,1.9622765856119846,150.0
panda,single_gn_k1,2591705462f2bf0ed7b214babda1083886e6f4f3d7c33d902cf2ec7fa0d5f922,joint_limit_return,trajectory_055,1.0,1.0,40790595.666666664,1.0,0.765254977097548,150.0
panda,trac_task_20ms,13e50983959af442cba0fe6a9e6000b60c84f065e3a207c6eb491a7e9b2e487d,smooth,trajectory_001,1.0,1.0,26579036.0,1.0,0.8961719329945037,150.0
panda,balance_progress_k1,db1101a792d780cedec2967a30e8bac1346a05e1e78c939b5379441d84ca5a1d,smooth,trajectory_015,1.0,1.0,37260652.0,1.0,0.5893962625259956,150.0
panda,trac_task_5ms,d6cdc156fd5bdf242b3b78a2537995487da58e252b7979672706b06af2612ec0,near_singular,trajectory_025,1.0,1.0,26376030.666666668,1.0,0.796955043770763,150.0
panda,task_balance_k1,9e26cb34ddcd00cfea5bd1f81023dde8dc17aa5fd6d49cabfc2e47b0983437bf,smooth,trajectory_004,1.0,1.0,74268843.0,1.0,0.5523879441408697,150.0
panda,task_balance_k1,4b14c4d74524363dad80e8fc5287138de0f832721af7d5ffe5be946afb787e6d,smooth,trajectory_012,1.0,1.0,74485488.0,1.0,0.9041787193468419,150.0
panda,single_gn_k1,aae381ea20e0ccd0574b1e42f0fd2f79c6f2148818b45747b1909d5a737696f1,near_singular,trajectory_021,1.0,1.0,38696726.666666664,1.0,23.38551744863962,150.0
panda,balance_progress_k1,b816db2175ce1a86efef5d5e648273799f6c086f88015ec4718713d8bab7a120,high_curvature,trajectory_065,1.0,1.0,37470804.0,1.0,5.752997108672569,150.0
panda,balance_progress_k1,3506180bab48a9313e47b15297040a4f2920a8ffa3f98d48bcdfeeccd4634022,smooth,trajectory_016,1.0,1.0,36899705.0,1.0,0.8703172516924086,150.0
panda,balance_cached_k1,9af3d54778da9ecccb3b6bb1d38aee379e015809996e0e84f524ee66e879903b,high_curvature,trajectory_069,1.0,1.0,37275788.0,1.0,6.361482951582974,150.0
panda,trac_task_5ms,2ec05e997761d1bdd2b93e3d9bcace5164652aa35f4c6e28f07b46194e26e57c,near_singular,trajectory_034,1.0,1.0,27297555.666666668,1.0,8.305588499589996,150.0
panda,balance_progress_k1,facfc1e9af9d196961645dc2ab5e481c8c5fdb0cd6bff9c4e6ba0aac4f396a99,near_singular,trajectory_028,1.0,1.0,36136110.333333336,1.0,2.763094398950835,150.0
panda,trac_task_20ms,2b1ea283b2b59dd97f5080b5f80d91914fe177725dbfafaf17f2dae5a657839e,high_curvature,trajectory_072,1.0,1.0,26235083.0,1.0,7.315975394745496,150.0
panda,single_gn_k1,36a78ea09f714b96c985eaa64b6594d37a6451bde0f2208549dd3918c029ee32,high_curvature,trajectory_079,1.0,1.0,41228901.333333336,1.0,6.344688293190221,150.0
panda,trac_task_20ms,002105be93a7570cd8123ac6ab00a034822c100a974b2268238db9e820020484,high_curvature,trajectory_071,1.0,1.0,26590005.666666668,1.0,4.933312893547756,150.0
panda,balance_progress_k1,cbcae9dbce27900a8f45f26f78d5867add910a9501243486565f94b9b8166402,joint_limit_return,trajectory_046,1.0,1.0,37166596.333333336,1.0,0.6661906059326406,150.0
panda,trac_task_5ms,d9bbe30920d13feaec5c518a3e724fbb40f8a36056e72a3aec64dd2835b5581b,high_curvature,trajectory_077,1.0,1.0,26549002.666666668,1.0,5.651136406776601,150.0
panda,trac_task_5ms,b812606d008316e4fd651b3f1e8028aced93abfb0ca10176d2fcf8f70ee53fa0,near_singular,trajectory_026,1.0,0.6666666666666666,42813262.333333336,1.0,2.4137566874131866,150.0
panda,trac_task_5ms,149c62d0f343edbac8227a536470a3158e4b20ed4f681d4cde538a91f9bcc15b,joint_limit_return,trajectory_057,1.0,1.0,26587691.666666668,1.0,0.8744046940260648,150.0
panda,balance_cached_k1,9e26cb34ddcd00cfea5bd1f81023dde8dc17aa5fd6d49cabfc2e47b0983437bf,smooth,trajectory_004,1.0,1.0,37636489.666666664,1.0,0.5523879441408834,150.0
panda,trac_task_5ms,edbde7bf236ce436987aa49d6fd24a865d7e51ae1aaade576b09bb5d9c6c8787,near_singular,trajectory_038,1.0,1.0,26619899.666666668,1.0,1.8540952814847742,150.0
panda,balance_progress_k1,5e6239cc3b9d1e3e596e048969b453c7400050b5a5411d5b1e9c4f938a9efcd1,smooth,trajectory_006,1.0,1.0,37304290.0,1.0,0.7460017165642605,150.0
panda,trac_task_5ms,636631a1465f29747d08371a60e932087e17172a296c229e770d617698841afa,joint_limit_return,trajectory_054,1.0,1.0,26351449.666666668,1.0,0.8622693877148443,150.0
panda,trac_task_20ms,7a068de6131cb5fe742bccf0b7fafbdbf05bc5d8582199a12ceac52ba6ecc084,high_curvature,trajectory_074,1.0,1.0,26501778.666666668,1.0,6.728187252489128,150.0
panda,balance_cached_k1,002105be93a7570cd8123ac6ab00a034822c100a974b2268238db9e820020484,high_curvature,trajectory_071,1.0,1.0,37480111.666666664,1.0,4.6051237711974515,150.0
panda,trac_task_5ms,2ad947acae5f5fafdb634081fb4b1718850692c6942e44dcb69491c21db414e5,near_singular,trajectory_020,1.0,1.0,26057339.0,1.0,2.7748759944994514,150.0
panda,balance_progress_k1,26c4ddc7ac9031fe896967ecba1ca3c9688bf4947765eb1c48f785fef55d9e85,smooth,trajectory_019,1.0,1.0,37671957.333333336,1.0,0.6732930911943091,150.0
panda,single_gn_k1,39016c19816bfbce241efbb04e3e6886e7fecdb1372b34ee952fa61b5352af53,joint_limit_return,trajectory_044,1.0,1.0,40786127.333333336,1.0,0.691036084499896,150.0
panda,balance_cached_k1,c3bcf1acf7e250d2e3c8f573b9e2dcd03553985dff11b747bef13d08d510a0c6,near_singular,trajectory_033,1.0,1.0,34853467.333333336,1.0,4.161616595096549,150.0
panda,task_balance_k1,2ad947acae5f5fafdb634081fb4b1718850692c6942e44dcb69491c21db414e5,near_singular,trajectory_020,1.0,1.0,71248126.33333333,1.0,4.092782137562399,150.0
panda,trac_task_20ms,f4a0c39369a332793c5ecedfe9c51bbf5bf900e1be6f5cfb6792885e469dad36,near_singular,trajectory_023,1.0,1.0,26345718.0,1.0,1.7241926117639423,150.0
panda,balance_progress_k1,eaf635c965390c980551e6bf2b4556db424c7555524f0ed99e3f85fd7dd1c2b8,high_curvature,trajectory_073,1.0,1.0,38650679.333333336,1.0,8.901455940493884,150.0
panda,balance_cached_k1,b92f489e8e0ee58220fe2ecac82e69f7be0d3220c25955f9bccab2fdf6b89144,smooth,trajectory_014,1.0,1.0,37281915.0,1.0,0.5847964077280793,150.0
panda,task_balance_k1,8d9e872494dec5f153c0bb1c1268d86c4f933be7b0ff7869cec02f040e602395,joint_limit_return,trajectory_056,1.0,1.0,74320102.66666667,1.0,0.7050189139412207,150.0
panda,balance_cached_k1,b812606d008316e4fd651b3f1e8028aced93abfb0ca10176d2fcf8f70ee53fa0,near_singular,trajectory_026,1.0,1.0,34823588.666666664,1.0,5.343871729430869,150.0
panda,trac_task_20ms,aae381ea20e0ccd0574b1e42f0fd2f79c6f2148818b45747b1909d5a737696f1,near_singular,trajectory_021,1.0,1.0,26266380.333333332,1.0,8.900121625736007,150.0
