robot,method,uid,family,accepted,deadline,total_latency_ns,accepted_by_repeat
panda,balance_progress_k1,20089f02a875de8060526b08a06f661ae01597ded44e3971afe1e59ea5724845,local,1.0,1.0,310574.0,"[true,true,true]"
panda,task_balance_k1,fa5647416f8b2a2a26b6861122b6783602e1ef115673b33d859309855cc2f37f,local,1.0,1.0,568406.3333333334,"[true,true,true]"
panda,trac_task_20ms,fa5647416f8b2a2a26b6861122b6783602e1ef115673b33d859309855cc2f37f,local,1.0,1.0,227655.33333333334,"[true,true,true]"
panda,balance_cached_k1,fa5647416f8b2a2a26b6861122b6783602e1ef115673b33d859309855cc2f37f,local,1.0,1.0,301925.6666666667,"[true,true,true]"
panda,balance_progress_k1,fa5647416f8b2a2a26b6861122b6783602e1ef115673b33d859309855cc2f37f,local,1.0,1.0,294001.0,"[true,true,true]"
panda,single_gn_k1,fa5647416f8b2a2a26b6861122b6783602e1ef115673b33d859309855cc2f37f,local,1.0,1.0,307571.6666666667,"[true,true,true]"
panda,trac_task_5ms,fa5647416f8b2a2a26b6861122b6783602e1ef115673b33d859309855cc2f37f,local,1.0,1.0,218600.66666666666,"[true,true,true]"
panda,balance_cached_k1,b780bfe18f7fc98b3a378f9cc0e97de8ad1a9a697a0cbdafc7bca6def1941166,local,1.0,1.0,283387.3333333333,"[true,true,true]"
panda,trac_task_5ms,b780bfe18f7fc98b3a378f9cc0e97de8ad1a9a697a0cbdafc7bca6def1941166,local,1.0,1.0,204918.66666666666,"[true,true,true]"
panda,task_balance_k1,b780bfe18f7fc98b3a378f9cc0e97de8ad1a9a697a0cbdafc7bca6def1941166,local,1.0,1.0,554762.6666666666,"[true,true,true]"
panda,trac_task_20ms,b780bfe18f7fc98b3a378f9cc0e97de8ad1a9a697a0cbdafc7bca6def1941166,local,1.0,1.0,218849.33333333334,"[true,true,true]"
panda,single_gn_k1,b780bfe18f7fc98b3a378f9cc0e97de8ad1a9a697a0cbdafc7bca6def1941166,local,1.0,1.0,325781.3333333333,"[true,true,true]"
panda,balance_progress_k1,b780bfe18f7fc98b3a378f9cc0e97de8ad1a9a697a0cbdafc7bca6def1941166,local,1.0,1.0,304551.3333333333,"[true,true,true]"
panda,trac_task_5ms,e9c52eaa5ee7e9c7b3a49c3b6e37029fd14be1118a87fb047000340cd138da8d,local,1.0,1.0,219650.0,"[true,true,true]"
panda,trac_task_20ms,e9c52eaa5ee7e9c7b3a49c3b6e37029fd14be1118a87fb047000340cd138da8d,local,1.0,1.0,209110.33333333334,"[true,true,true]"
panda,task_balance_k1,e9c52eaa5ee7e9c7b3a49c3b6e37029fd14be1118a87fb047000340cd138da8d,local,1.0,1.0,553314.0,"[true,true,true]"
panda,single_gn_k1,e9c52eaa5ee7e9c7b3a49c3b6e37029fd14be1118a87fb047000340cd138da8d,local,1.0,1.0,321824.6666666667,"[true,true,true]"
panda,balance_progress_k1,e9c52eaa5ee7e9c7b3a49c3b6e37029fd14be1118a87fb047000340cd138da8d,local,1.0,1.0,287279.0,"[true,true,true]"
panda,balance_cached_k1,e9c52eaa5ee7e9c7b3a49c3b6e37029fd14be1118a87fb047000340cd138da8d,local,1.0,1.0,305330.0,"[true,true,true]"
panda,single_gn_k1,b9584eea33144330ff88a028f8590024a5eaef0b56e85d477322bd70ca4356cb,local,1.0,1.0,336923.0,"[true,true,true]"
panda,trac_task_20ms,b9584eea33144330ff88a028f8590024a5eaef0b56e85d477322bd70ca4356cb,local,1.0,1.0,206314.66666666666,"[true,true,true]"
panda,task_balance_k1,b9584eea33144330ff88a028f8590024a5eaef0b56e85d477322bd70ca4356cb,local,1.0,1.0,558366.6666666666,"[true,true,true]"
panda,balance_progress_k1,b9584eea33144330ff88a028f8590024a5eaef0b56e85d477322bd70ca4356cb,local,1.0,1.0,289705.3333333333,"[true,true,true]"
panda,trac_task_5ms,b9584eea33144330ff88a028f8590024a5eaef0b56e85d477322bd70ca4356cb,local,1.0,1.0,225068.0,"[true,true,true]"
panda,balance_cached_k1,b9584eea33144330ff88a028f8590024a5eaef0b56e85d477322bd70ca4356cb,local,1.0,1.0,290875.6666666667,"[true,true,true]"
panda,trac_task_5ms,2b75bf12167c65b8b2e1791464bafab132315021f10283051581cd731f287233,local,1.0,1.0,244457.66666666666,"[true,true,true]"
panda,trac_task_20ms,2b75bf12167c65b8b2e1791464bafab132315021f10283051581cd731f287233,local,1.0,1.0,206511.0,"[true,true,true]"
panda,single_gn_k1,2b75bf12167c65b8b2e1791464bafab132315021f10283051581cd731f287233,local,1.0,1.0,359846.0,"[true,true,true]"
panda,balance_cached_k1,2b75bf12167c65b8b2e1791464bafab132315021f10283051581cd731f287233,local,1.0,1.0,284888.6666666667,"[true,true,true]"
panda,balance_progress_k1,2b75bf12167c65b8b2e1791464bafab132315021f10283051581cd731f287233,local,1.0,1.0,285271.3333333333,"[true,true,true]"
panda,task_balance_k1,2b75bf12167c65b8b2e1791464bafab132315021f10283051581cd731f287233,local,1.0,1.0,555227.3333333334,"[true,true,true]"
panda,balance_progress_k1,ff695aa47b253e29c9914cea1c6c9e10fa5d36b72bd6e52f9df39e34c087af2c,local,1.0,1.0,293247.6666666667,"[true,true,true]"
panda,trac_task_20ms,ff695aa47b253e29c9914cea1c6c9e10fa5d36b72bd6e52f9df39e34c087af2c,local,1.0,1.0,215796.66666666666,"[true,true,true]"
panda,trac_task_5ms,ff695aa47b253e29c9914cea1c6c9e10fa5d36b72bd6e52f9df39e34c087af2c,local,1.0,1.0,210197.33333333334,"[true,true,true]"
panda,single_gn_k1,ff695aa47b253e29c9914cea1c6c9e10fa5d36b72bd6e52f9df39e34c087af2c,local,1.0,1.0,328777.3333333333,"[true,true,true]"
panda,task_balance_k1,ff695aa47b253e29c9914cea1c6c9e10fa5d36b72bd6e52f9df39e34c087af2c,local,1.0,1.0,546917.3333333334,"[true,true,true]"
panda,balance_cached_k1,ff695aa47b253e29c9914cea1c6c9e10fa5d36b72bd6e52f9df39e34c087af2c,local,1.0,1.0,292477.6666666667,"[true,true,true]"
panda,task_balance_k1,44041b1032616c6aa063c4b395b97c339c61ca50ab3600d3f505170aab7a3786,local,1.0,1.0,558674.0,"[true,true,true]"
panda,balance_cached_k1,44041b1032616c6aa063c4b395b97c339c61ca50ab3600d3f505170aab7a3786,local,1.0,1.0,308839.0,"[true,true,true]"
panda,balance_progress_k1,44041b1032616c6aa063c4b395b97c339c61ca50ab3600d3f505170aab7a3786,local,1.0,1.0,279937.6666666667,"[true,true,true]"
panda,trac_task_20ms,44041b1032616c6aa063c4b395b97c339c61ca50ab3600d3f505170aab7a3786,local,1.0,1.0,238062.33333333334,"[true,true,true]"
panda,trac_task_5ms,44041b1032616c6aa063c4b395b97c339c61ca50ab3600d3f505170aab7a3786,local,1.0,1.0,202271.0,"[true,true,true]"
panda,single_gn_k1,44041b1032616c6aa063c4b395b97c339c61ca50ab3600d3f505170aab7a3786,local,1.0,1.0,326047.6666666667,"[true,true,true]"
panda,task_balance_k1,e1d795795c048824ee1fdbb025c212a644ee9a70930d84dd1f300b2650495b33,local,1.0,1.0,541318.0,"[true,true,true]"
panda,trac_task_5ms,e1d795795c048824ee1fdbb025c212a644ee9a70930d84dd1f300b2650495b33,local,1.0,1.0,229241.33333333334,"[true,true,true]"
panda,balance_cached_k1,e1d795795c048824ee1fdbb025c212a644ee9a70930d84dd1f300b2650495b33,local,1.0,1.0,304892.0,"[true,true,true]"
panda,balance_progress_k1,e1d795795c048824ee1fdbb025c212a644ee9a70930d84dd1f300b2650495b33,local,1.0,1.0,299645.3333333333,"[true,true,true]"
panda,trac_task_20ms,e1d795795c048824ee1fdbb025c212a644ee9a70930d84dd1f300b2650495b33,local,1.0,1.0,224188.33333333334,"[true,true,true]"
panda,single_gn_k1,e1d795795c048824ee1fdbb025c212a644ee9a70930d84dd1f300b2650495b33,local,1.0,1.0,344039.6666666667,"[true,true,true]"
panda,balance_progress_k1,14b2f43138192a8f29c67df96699607e521592c95e6aa44b6466452157ed4720,local,1.0,1.0,279630.0,"[true,true,true]"
panda,single_gn_k1,14b2f43138192a8f29c67df96699607e521592c95e6aa44b6466452157ed4720,local,1.0,1.0,313915.6666666667,"[true,true,true]"
panda,balance_cached_k1,14b2f43138192a8f29c67df96699607e521592c95e6aa44b6466452157ed4720,local,1.0,1.0,277318.6666666667,"[true,true,true]"
panda,task_balance_k1,14b2f43138192a8f29c67df96699607e521592c95e6aa44b6466452157ed4720,local,1.0,1.0,562192.3333333334,"[true,true,true]"
panda,trac_task_5ms,14b2f43138192a8f29c67df96699607e521592c95e6aa44b6466452157ed4720,local,1.0,1.0,223085.66666666666,"[true,true,true]"
panda,trac_task_20ms,14b2f43138192a8f29c67df96699607e521592c95e6aa44b6466452157ed4720,local,1.0,1.0,233180.0,"[true,true,true]"
panda,single_gn_k1,4f271318721d5077089061e95f1e288f36656c2da6e8c74466b3f4b680f6b55e,local,1.0,1.0,318589.0,"[true,true,true]"
panda,balance_cached_k1,4f271318721d5077089061e95f1e288f36656c2da6e8c74466b3f4b680f6b55e,local,1.0,1.0,283749.0,"[true,true,true]"
panda,trac_task_5ms,4f271318721d5077089061e95f1e288f36656c2da6e8c74466b3f4b680f6b55e,local,1.0,1.0,217103.33333333334,"[true,true,true]"
panda,task_balance_k1,4f271318721d5077089061e95f1e288f36656c2da6e8c74466b3f4b680f6b55e,local,1.0,1.0,577377.6666666666,"[true,true,true]"
panda,balance_progress_k1,4f271318721d5077089061e95f1e288f36656c2da6e8c74466b3f4b680f6b55e,local,1.0,1.0,284901.6666666667,"[true,true,true]"
panda,trac_task_20ms,4f271318721d5077089061e95f1e288f36656c2da6e8c74466b3f4b680f6b55e,local,1.0,1.0,214550.33333333334,"[true,true,true]"
panda,task_balance_k1,26840ad4ed618d1188cab9a80696940c40314a9d1bbcd643e1662cbde5cbfe83,local,1.0,1.0,561954.6666666666,"[true,true,true]"
panda,trac_task_20ms,26840ad4ed618d1188cab9a80696940c40314a9d1bbcd643e1662cbde5cbfe83,local,1.0,1.0,234047.0,"[true,true,true]"
panda,balance_cached_k1,26840ad4ed618d1188cab9a80696940c40314a9d1bbcd643e1662cbde5cbfe83,local,1.0,1.0,322806.6666666667,"[true,true,true]"
panda,balance_progress_k1,26840ad4ed618d1188cab9a80696940c40314a9d1bbcd643e1662cbde5cbfe83,local,1.0,1.0,289632.6666666667,"[true,true,true]"
panda,single_gn_k1,26840ad4ed618d1188cab9a80696940c40314a9d1bbcd643e1662cbde5cbfe83,local,1.0,1.0,318202.0,"[true,true,true]"
panda,trac_task_5ms,26840ad4ed618d1188cab9a80696940c40314a9d1bbcd643e1662cbde5cbfe83,local,1.0,1.0,210653.66666666666,"[true,true,true]"
panda,balance_progress_k1,80d8acf855536aa7f67d59b928e167f4f837e76bf3cf923b2793ed5c433ada73,local,1.0,1.0,286105.6666666667,"[true,true,true]"
panda,single_gn_k1,80d8acf855536aa7f67d59b928e167f4f837e76bf3cf923b2793ed5c433ada73,local,1.0,1.0,313873.6666666667,"[true,true,true]"
panda,task_balance_k1,80d8acf855536aa7f67d59b928e167f4f837e76bf3cf923b2793ed5c433ada73,local,1.0,1.0,536722.6666666666,"[true,true,true]"
panda,trac_task_5ms,80d8acf855536aa7f67d59b928e167f4f837e76bf3cf923b2793ed5c433ada73,local,1.0,1.0,214020.0,"[true,true,true]"
panda,trac_task_20ms,80d8acf855536aa7f67d59b928e167f4f837e76bf3cf923b2793ed5c433ada73,local,1.0,1.0,216238.66666666666,"[true,true,true]"
panda,balance_cached_k1,80d8acf855536aa7f67d59b928e167f4f837e76bf3cf923b2793ed5c433ada73,local,1.0,1.0,309340.3333333333,"[true,true,true]"
panda,trac_task_20ms,d0b41411d70960914701d00e87f400536e761b641a931a2a477dc606f6131dd4,local,1.0,1.0,230984.66666666666,"[true,true,true]"
panda,balance_cached_k1,d0b41411d70960914701d00e87f400536e761b641a931a2a477dc606f6131dd4,local,1.0,1.0,282872.6666666667,"[true,true,true]"
panda,trac_task_5ms,d0b41411d70960914701d00e87f400536e761b641a931a2a477dc606f6131dd4,local,1.0,1.0,200193.66666666666,"[true,true,true]"
panda,single_gn_k1,d0b41411d70960914701d00e87f400536e761b641a931a2a477dc606f6131dd4,local,1.0,1.0,312561.0,"[true,true,true]"
panda,task_balance_k1,d0b41411d70960914701d00e87f400536e761b641a931a2a477dc606f6131dd4,local,1.0,1.0,547503.6666666666,"[true,true,true]"
panda,balance_progress_k1,d0b41411d70960914701d00e87f400536e761b641a931a2a477dc606f6131dd4,local,1.0,1.0,281195.6666666667,"[true,true,true]"
panda,balance_progress_k1,da476a3f281e9fdbf9f3f907f8237241bf632b60e5c30f8fe04f2646583d054a,local,1.0,1.0,314955.3333333333,"[true,true,true]"
panda,task_balance_k1,da476a3f281e9fdbf9f3f907f8237241bf632b60e5c30f8fe04f2646583d054a,local,1.0,1.0,574778.6666666666,"[true,true,true]"
panda,balance_cached_k1,da476a3f281e9fdbf9f3f907f8237241bf632b60e5c30f8fe04f2646583d054a,local,1.0,1.0,287297.3333333333,"[true,true,true]"
panda,trac_task_5ms,da476a3f281e9fdbf9f3f907f8237241bf632b60e5c30f8fe04f2646583d054a,local,1.0,1.0,227821.0,"[true,true,true]"
panda,single_gn_k1,da476a3f281e9fdbf9f3f907f8237241bf632b60e5c30f8fe04f2646583d054a,local,1.0,1.0,336217.0,"[true,true,true]"
panda,trac_task_20ms,da476a3f281e9fdbf9f3f907f8237241bf632b60e5c30f8fe04f2646583d054a,local,1.0,1.0,210920.0,"[true,true,true]"
panda,single_gn_k1,4cbf15697ddc481f91182fbfbe23965e0c3c154180d5c84225a365904bce4b3a,local,1.0,1.0,352022.0,"[true,true,true]"
panda,trac_task_20ms,4cbf15697ddc481f91182fbfbe23965e0c3c154180d5c84225a365904bce4b3a,local,1.0,1.0,218064.0,"[true,true,true]"
panda,balance_cached_k1,4cbf15697ddc481f91182fbfbe23965e0c3c154180d5c84225a365904bce4b3a,local,1.0,1.0,292910.3333333333,"[true,true,true]"
panda,trac_task_5ms,4cbf15697ddc481f91182fbfbe23965e0c3c154180d5c84225a365904bce4b3a,local,1.0,1.0,222162.33333333334,"[true,true,true]"
panda,task_balance_k1,4cbf15697ddc481f91182fbfbe23965e0c3c154180d5c84225a365904bce4b3a,local,1.0,1.0,557062.6666666666,"[true,true,true]"
panda,balance_progress_k1,4cbf15697ddc481f91182fbfbe23965e0c3c154180d5c84225a365904bce4b3a,local,1.0,1.0,288233.3333333333,"[true,true,true]"
panda,trac_task_20ms,6a4120f74432dda65695ee238ad7cb94a956c4f9a03e0763377cff5167c56dc0,local,1.0,1.0,214970.33333333334,"[true,true,true]"
panda,trac_task_5ms,6a4120f74432dda65695ee238ad7cb94a956c4f9a03e0763377cff5167c56dc0,local,1.0,1.0,209172.33333333334,"[true,true,true]"
panda,task_balance_k1,6a4120f74432dda65695ee238ad7cb94a956c4f9a03e0763377cff5167c56dc0,local,1.0,1.0,565214.3333333334,"[true,true,true]"
panda,balance_progress_k1,6a4120f74432dda65695ee238ad7cb94a956c4f9a03e0763377cff5167c56dc0,local,1.0,1.0,283507.3333333333,"[true,true,true]"
panda,single_gn_k1,6a4120f74432dda65695ee238ad7cb94a956c4f9a03e0763377cff5167c56dc0,local,1.0,1.0,310004.6666666667,"[true,true,true]"
panda,balance_cached_k1,6a4120f74432dda65695ee238ad7cb94a956c4f9a03e0763377cff5167c56dc0,local,1.0,1.0,299292.3333333333,"[true,true,true]"
panda,task_balance_k1,7fe36d9d822aeb65c9ba80e56389f8bd6c5cb2dc703b7c5fffa0a53abd4e5641,local,1.0,1.0,560596.0,"[true,true,true]"
panda,balance_progress_k1,7fe36d9d822aeb65c9ba80e56389f8bd6c5cb2dc703b7c5fffa0a53abd4e5641,local,1.0,1.0,292071.3333333333,"[true,true,true]"
panda,trac_task_5ms,7fe36d9d822aeb65c9ba80e56389f8bd6c5cb2dc703b7c5fffa0a53abd4e5641,local,1.0,1.0,247848.66666666666,"[true,true,true]"
panda,balance_cached_k1,7fe36d9d822aeb65c9ba80e56389f8bd6c5cb2dc703b7c5fffa0a53abd4e5641,local,1.0,1.0,311411.6666666667,"[true,true,true]"
panda,trac_task_20ms,7fe36d9d822aeb65c9ba80e56389f8bd6c5cb2dc703b7c5fffa0a53abd4e5641,local,1.0,1.0,203538.33333333334,"[true,true,true]"
panda,single_gn_k1,7fe36d9d822aeb65c9ba80e56389f8bd6c5cb2dc703b7c5fffa0a53abd4e5641,local,1.0,1.0,333124.0,"[true,true,true]"
panda,task_balance_k1,c4fe23885a9198e7404495bf5765deb1b5e3d24e4a970766802c1e5db567b6d4,local,1.0,1.0,571175.6666666666,"[true,true,true]"
panda,balance_progress_k1,c4fe23885a9198e7404495bf5765deb1b5e3d24e4a970766802c1e5db567b6d4,local,1.0,1.0,294744.0,"[true,true,true]"
panda,trac_task_20ms,c4fe23885a9198e7404495bf5765deb1b5e3d24e4a970766802c1e5db567b6d4,local,1.0,1.0,241100.0,"[true,true,true]"
panda,single_gn_k1,c4fe23885a9198e7404495bf5765deb1b5e3d24e4a970766802c1e5db567b6d4,local,1.0,1.0,355459.3333333333,"[true,true,true]"
panda,balance_cached_k1,c4fe23885a9198e7404495bf5765deb1b5e3d24e4a970766802c1e5db567b6d4,local,1.0,1.0,285730.6666666667,"[true,true,true]"
panda,trac_task_5ms,c4fe23885a9198e7404495bf5765deb1b5e3d24e4a970766802c1e5db567b6d4,local,1.0,1.0,228700.66666666666,"[true,true,true]"
panda,trac_task_5ms,570edd5784c7785b2877d4df3ced0769575267ba57a4f5ca917782dcb70cc375,local,1.0,1.0,224266.33333333334,"[true,true,true]"
panda,balance_progress_k1,570edd5784c7785b2877d4df3ced0769575267ba57a4f5ca917782dcb70cc375,local,1.0,1.0,314416.6666666667,"[true,true,true]"
panda,trac_task_20ms,570edd5784c7785b2877d4df3ced0769575267ba57a4f5ca917782dcb70cc375,local,1.0,1.0,221251.66666666666,"[true,true,true]"
panda,balance_cached_k1,570edd5784c7785b2877d4df3ced0769575267ba57a4f5ca917782dcb70cc375,local,1.0,1.0,293008.6666666667,"[true,true,true]"
panda,single_gn_k1,570edd5784c7785b2877d4df3ced0769575267ba57a4f5ca917782dcb70cc375,local,1.0,1.0,324202.6666666667,"[true,true,true]"
panda,task_balance_k1,570edd5784c7785b2877d4df3ced0769575267ba57a4f5ca917782dcb70cc375,local,1.0,1.0,543031.0,"[true,true,true]"
panda,balance_progress_k1,e0e10607677920816f37a9edc2bce8393aaf9e6cdbd99fc44e744673947d141c,local,1.0,1.0,310962.0,"[true,true,true]"
panda,task_balance_k1,e0e10607677920816f37a9edc2bce8393aaf9e6cdbd99fc44e744673947d141c,local,1.0,1.0,541440.0,"[true,true,true]"
panda,single_gn_k1,e0e10607677920816f37a9edc2bce8393aaf9e6cdbd99fc44e744673947d141c,local,1.0,1.0,340841.3333333333,"[true,true,true]"
panda,trac_task_20ms,e0e10607677920816f37a9edc2bce8393aaf9e6cdbd99fc44e744673947d141c,local,1.0,1.0,218498.33333333334,"[true,true,true]"
panda,balance_cached_k1,e0e10607677920816f37a9edc2bce8393aaf9e6cdbd99fc44e744673947d141c,local,1.0,1.0,295330.3333333333,"[true,true,true]"
panda,trac_task_5ms,e0e10607677920816f37a9edc2bce8393aaf9e6cdbd99fc44e744673947d141c,local,1.0,1.0,215678.0,"[true,true,true]"
panda,balance_progress_k1,0f8973927b90f0d1d8b549ef04b962452795913692110bd0014daed02be31a12,local,1.0,1.0,309141.0,"[true,true,true]"
panda,trac_task_5ms,0f8973927b90f0d1d8b549ef04b962452795913692110bd0014daed02be31a12,local,1.0,1.0,227477.0,"[true,true,true]"
panda,balance_cached_k1,0f8973927b90f0d1d8b549ef04b962452795913692110bd0014daed02be31a12,local,1.0,1.0,303748.0,"[true,true,true]"
panda,trac_task_20ms,0f8973927b90f0d1d8b549ef04b962452795913692110bd0014daed02be31a12,local,1.0,1.0,229838.0,"[true,true,true]"
panda,task_balance_k1,0f8973927b90f0d1d8b549ef04b962452795913692110bd0014daed02be31a12,local,1.0,1.0,561929.3333333334,"[true,true,true]"
panda,single_gn_k1,0f8973927b90f0d1d8b549ef04b962452795913692110bd0014daed02be31a12,local,1.0,1.0,332694.3333333333,"[true,true,true]"
panda,single_gn_k1,1731f1c6ed7796ebc4f0bd5f3deeecbdf25cca8392fd7ca2bb3ba425e933423f,local,1.0,1.0,323997.0,"[true,true,true]"
panda,balance_cached_k1,1731f1c6ed7796ebc4f0bd5f3deeecbdf25cca8392fd7ca2bb3ba425e933423f,local,1.0,1.0,284051.6666666667,"[true,true,true]"
panda,trac_task_5ms,1731f1c6ed7796ebc4f0bd5f3deeecbdf25cca8392fd7ca2bb3ba425e933423f,local,1.0,1.0,210075.66666666666,"[true,true,true]"
panda,task_balance_k1,1731f1c6ed7796ebc4f0bd5f3deeecbdf25cca8392fd7ca2bb3ba425e933423f,local,1.0,1.0,547145.3333333334,"[true,true,true]"
panda,balance_progress_k1,1731f1c6ed7796ebc4f0bd5f3deeecbdf25cca8392fd7ca2bb3ba425e933423f,local,1.0,1.0,319018.6666666667,"[true,true,true]"
panda,trac_task_20ms,1731f1c6ed7796ebc4f0bd5f3deeecbdf25cca8392fd7ca2bb3ba425e933423f,local,1.0,1.0,223932.33333333334,"[true,true,true]"
panda,balance_progress_k1,ab610a9e46f3e589a881ae9f2a7d58c90b28ec417d74634262eb92d808940b51,local,1.0,1.0,302190.6666666667,"[true,true,true]"
panda,trac_task_20ms,ab610a9e46f3e589a881ae9f2a7d58c90b28ec417d74634262eb92d808940b51,local,1.0,1.0,215341.66666666666,"[true,true,true]"
panda,single_gn_k1,ab610a9e46f3e589a881ae9f2a7d58c90b28ec417d74634262eb92d808940b51,local,1.0,1.0,341640.3333333333,"[true,true,true]"
panda,task_balance_k1,ab610a9e46f3e589a881ae9f2a7d58c90b28ec417d74634262eb92d808940b51,local,1.0,1.0,550612.0,"[true,true,true]"
panda,trac_task_5ms,ab610a9e46f3e589a881ae9f2a7d58c90b28ec417d74634262eb92d808940b51,local,1.0,1.0,214565.66666666666,"[true,true,true]"
panda,balance_cached_k1,ab610a9e46f3e589a881ae9f2a7d58c90b28ec417d74634262eb92d808940b51,local,1.0,1.0,279664.3333333333,"[true,true,true]"
panda,balance_cached_k1,87682726a75620e568b80a1f7566e0e8408aef4636383718cb619f60c1b3a512,local,1.0,1.0,336580.6666666667,"[true,true,true]"
panda,single_gn_k1,87682726a75620e568b80a1f7566e0e8408aef4636383718cb619f60c1b3a512,local,1.0,1.0,356407.3333333333,"[true,true,true]"
panda,trac_task_20ms,87682726a75620e568b80a1f7566e0e8408aef4636383718cb619f60c1b3a512,local,1.0,1.0,229542.33333333334,"[true,true,true]"
panda,trac_task_5ms,87682726a75620e568b80a1f7566e0e8408aef4636383718cb619f60c1b3a512,local,1.0,1.0,211350.33333333334,"[true,true,true]"
panda,task_balance_k1,87682726a75620e568b80a1f7566e0e8408aef4636383718cb619f60c1b3a512,local,1.0,1.0,545641.3333333334,"[true,true,true]"
panda,balance_progress_k1,87682726a75620e568b80a1f7566e0e8408aef4636383718cb619f60c1b3a512,local,1.0,1.0,292277.0,"[true,true,true]"
panda,balance_progress_k1,ba3b58b6c3d2e8bf928e78a9421931f49f6fddba18ead89b4d12e8c1a0b50cda,local,1.0,1.0,288765.0,"[true,true,true]"
panda,single_gn_k1,ba3b58b6c3d2e8bf928e78a9421931f49f6fddba18ead89b4d12e8c1a0b50cda,local,1.0,1.0,323938.6666666667,"[true,true,true]"
panda,trac_task_20ms,ba3b58b6c3d2e8bf928e78a9421931f49f6fddba18ead89b4d12e8c1a0b50cda,local,1.0,1.0,200256.66666666666,"[true,true,true]"
panda,balance_cached_k1,ba3b58b6c3d2e8bf928e78a9421931f49f6fddba18ead89b4d12e8c1a0b50cda,local,1.0,1.0,286534.3333333333,"[true,true,true]"
panda,trac_task_5ms,ba3b58b6c3d2e8bf928e78a9421931f49f6fddba18ead89b4d12e8c1a0b50cda,local,1.0,1.0,214877.66666666666,"[true,true,true]"
