robot,method,baseline,uid,family,method_fraction,baseline_fraction,change,stable_all_vs_none
panda,balance_cached_k1,task_balance_k1,011060f81a2780e4aec4f84fe35fd2d28d66668fefb1ec1398bdc735d3af97c2,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0121828c9507485742215f1c621fd60a6d19a48429d134fe375db6b36d7768e8,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0125cba4126db6b6619d57cdad573cd8a845c11388c2a1fdae523dfe3788e0fc,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0152f368126cdc359cb06ab367f4292d8d7356335c48bbb0ec2f71c4fe0f1199,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,01565648789d5ed3eac80f4bf1fd73bb982ca375581365e70d9436f6fb9116d3,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0156bf17899b6960790581686296933b0799b342dd4b3391e6bcf9711cc1efb4,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,015b13075de5ddd3a24d82a0ff69969e9fe5fdb1933fe876037b2370d061b220,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,015f76e17f9c975e7b4829d9ac4edf836d9d95376064a52e195d1cf99c966cf1,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,019ab8518c84682a885b9562e7458f1c010150c4c1fd9dd02f0f08552d640ddc,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,01a51f0c2a111ba070e1b881f86afadfab2523ab23eccb2cecacbe9c4aa64312,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,01d2d18dda6b6ff59176a0b5af3f2d7217c283ee5a6e7dcb88a2e032f0d3ebbc,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,01d7b8ecb6051c5ef747891bef5c56f2ad93a55d8d067c5b26ab685c1e29b0c7,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,01eb237362ea0e0aa5c0a1c22794808369ee636455a907671a0436e10a83e3e4,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,01f86663b1bca2736310fbfb63cedc97087f09456cac1c74553613fb80f8e133,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0255db993ccdb972ef9e2483a3f5eeb8f547002c31647b11e6c2b8d15fea99e2,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,025d4e546343986d979ba2fbc25ffc47f98c50517ae1ad2269a5683cf004e9c6,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,02994ce1ff2d3dac472b084b4b6ee077abb7e6f65c8470ad212062799cc8d428,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,02a7ad8a329e49e9162834d5bd452ff3adaedee9b105e40383689d7a827225d5,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,02e915b49bb04d133d11ecbf3a1fc704943c8c5419b69a97d9705ea4626e56cf,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,03050a9b4254541cc23055dd5ca32742e940f4b4390df92efb769c2d41e3c14d,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0377adc328158f4d41463ae778d3353806955e87b03ec44447cd7adf693a4389,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0394a2b440fc10e6b4854f5e0dcb0ac209b43dced183fe90c44c8069f875aff7,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,03aad3ebde2df10f4f72747d41693f9a6a462e77e7499b6d7e923ac1d432d676,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,03d34d72b88bac07ada0bff40505e6330ebad8448969b89a4d89fb557ca4ab59,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,03df9ab6084dcaf75944e02fe751442e97ff183384fa3271ef5a926e0faf5302,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,03ec85d7c907cdfee6cd1f7625db1688eb2db4a05a340886c21bed2b0174e3fd,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,03fe0bad84aa5da3a68515514a8b61d882404d5a8e5d41185aabe87ef7ec6ef0,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,042bd413f58584fb4d62dd4a5a6b16bc16f531db5187b44a7e5583c1d3372155,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,043d248e9f7833a86969e84b4a39f63ecb9ad551a635062afdc6a63b2b053a42,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,044b8884356f0d3662eb230b63253a2ae0b1662cd899b925e7f2d974d9bc0921,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,045f2dfaa1f6131f48024c704c25d5e511f69e0ce9d2c50ae8e6b8f777f31633,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0477e496825694453fe58d6f1308bd4f5eb6f85ff43f239df040909e379ba238,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,04969ce536fdd42708eeb3170716ebdca6b24eea528777e64495b522ba75c1ba,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,04d6d8ceb7dbd5a4cbe2cd64b56125af577009f648f1f1a5ac805e4953cc9da0,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,04f0fa0f44bb65b274254bb4fb262bf11324f64d9c692e12faf4d0692371113d,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,052186ba3d2159f1dbaa4cda8589d28d228d8cc7abe8dc68eae98654f6e79805,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0535e79c903a24fd3eb06b7e8ecd2a441221c02813026359cca49d88ad69f404,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,055a9172c63b9bafa5171012d8fe55e4b18c16a454e93cea3c37ba74186d192b,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,05a626166f0a753287413c77f24a5993fd3c643fe357ac99c7c6c4002bb53e77,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,05c8cc158a2e32f25364a91b310b54f5c496f855e4620250596cf3406cdea955,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,063418c93ef83c2a321f1cd89b3510c603708260682bff17239bf8abe872b696,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,06722782a99ad38d62f8c82c772abf456f4ef44bbc4e5ba64018a645c7664851,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0674aaed2838a9c6793c696ff38ad98b297fc2dc0b12ea1c156629c83994836f,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,069282fdd1b7d60db7105f1c69d88624e5879d2fe1887d87441701f62fa32f16,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,06a3d5cab19577701e43f7bf3e9bfddeb1997c1322ed394ec0e6beff4976e496,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,06abbb8770f3097fe968f565984f8f5a8864aa908202473d9fa5266d8249ab7c,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,071f010f76614d159deb63615024842d254f898665af5fb18c484a9551f34183,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0724d81e29280f763b1fb57e2ff256a3234eb09d35205d8323f31083a19f286d,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,078ee18aacdbecfa50bb43995f68b9ea77bdf96f717a6ac7168f6d508fa5aa2a,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,07a4de5bc267b776699d605c926b618966ad70fe0ec0bbee4934df8e849e9e01,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,07a874e34097dbc51a9cac56b86856b768ff0fc1b368105bb176aaa6fa6f6969,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,07b9589939e5acdcc5bf03aac27c6714dd8b2349d80ce72246ee97602b3a16af,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,07e9bcfcb408da753821d89b71637cbc4f4e7226da01a3412f7ddf7649b2cddc,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,07f6eccab583ede83df1f70f532c245ba5f936ec605c4289da1dfb9cfe392ca2,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0800a9c034cdefbf58775f0198ee78cb835b39682838011ab6f43c0b093e38ef,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,08296846625a28f5d91be7de7ff60230a086fa342af749c6c6024ea980ee9ba1,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,085c1aca3ff7f97acf8b43bdd7466124e8c9733ccd872c5a0040048ce50f6559,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,088764905409c1391a0d32554f43c6cc3070b7b1d38a79e370cd56c2d1d52227,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,089d84528b38eb89385402cecdf6b822ddf056facea7cce583e04242b7a4f98e,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,08af14157417cde85709073232a5052446f7cb7f979a7690fc0dfcf90e3bf64a,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0903805f83c7e66556d1b2d15f40e29fc0e167c3d0bfc9f82c7573ff34ebcf5c,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,092a5595d4eb194c8193011284540d946c33ffb888066a2b1215d1a6b73a28bc,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0934c4ca530dd18dd2ebfc1239efe72b4f0722d72bb7e809afd5d53479248cd0,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,09390bad28b5eed60d07eccb28b64c1aabd1c27610195df08d78178e7614a8a8,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,093eb5308b6c21c164c0e15d99c0cb418ef1034119165f1b3756a05fd0e38e80,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0957c2fb01e8b950cb013bfc97100a7e1761084bba11f6ca5e275364120089b4,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,098f3ddbda9acd935ea3de9c787a7415ab3d8a1d5e5bdc62c0a85fc19c1145c3,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0998f9927c60e9d8ecec0c1889b1adef8c175a46c4a7cfb142ef91aec2cceb4b,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,09d63a5b6080835a67c75d86456be60e88cf574cb7a087d12ef4d8f7d0f1dd2a,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0a2bdddc849482131f32770a54e362fe01de7b024927a131baca9061b0f83b32,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0a3c8979b0ef465dabf30c5f6c01ea60a68664ee0df6252588f1d513ff02dbb4,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0a4838abbe0af94a91d18c49043e2e313d16947c55c03f5a7698e3bf66f85acf,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0a773ca3b88ad592528429eb444f52287b6fe28025be67b8617b046124c17935,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0aafd361df46fc8fb26aa14cae7437d8670aadc578a5048696432407650eb1fe,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0b26a741eb4ac1ec6fbab62b6a6824a626632b81200260a7a702ad59411fa9d1,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0b328eb885073a736892a24c02a02f996763518fa950bf9eecd13deca896ce34,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0b36bb840f857b12af4da2296b0c71e6ce185a3d7202ee9cdfcd921df6de64cf,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0ba7a322879a41dc060bf2f0b3124bddf12ff628a7328bd7469c002a805b5b48,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0bdc22b4d3400b6829e01ee08fa7cbc0c3b91938254f179bed7affd37a4da3ee,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0bef1c666422849bc08baf37b6b846f5d39dd40a5bf832489402767da4bd2601,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0c3bc4be8eb2848198d159767cfee55567fa4a049ae2ac12c31156fc62ff914e,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0c4303392f698201d827c662fcd855136f326ae3ebb5ad5975ff31b405e3ac79,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0c780aa121908dc3c55101c5543354fb5db9c7a56adf3c03754a9a20b04eabec,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0cb8921f8bc668d48e560ab3707ed632cf9750c758360b07b2f108dbe512f827,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0cc0921f1e00039639df215283fc2cc321beea8bb397d18dfad9993c92c7ad0c,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0d2d4d6f75c3bf6de75bc66914164b18d9f16da2837e9b0a30bf62e7926a6913,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0d329d4f15dcd3de5921b60a0b2d2b87f7d4748035b71a3053e352ac7151eb2c,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0d4bea27e210a2d9725f56d0c8739ed4b25bc21dc01b00f7f8a66ea993d152f6,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0d5efae954f1195012c7b0421cf04a4b3cced5db3abbc327a2a8602d0c2c1490,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0d6ac8901f51483f5ecb8769b1d62841195de265a1d8784f54ebbf0b19c2958f,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0d8cc40ee7dd6969c866e917add60fc42260672a0a0578e166f32982a6c40cea,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0d99b85994f710f0ba066d18fb3d66699248900e5298be03ec9f3a6502f176f4,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0da2576d017ee1370f463027666ee6da077ffcf9a99105abafe695e6fab12f8b,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0da3d7ae7ece277cdb816e70d17e51bb556dc2204085ee0636c459e40da2d1f4,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0da5363ee8d3f43ce3037b967a6456a81dabc0fb546b4f14f4359e7dd9f96db6,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0dceadb8bf2e9563d48995a8987e35fb47957879cd0e7b3d8daca629a33e1a11,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0dd45740a4c1e7314ddaa750f34fa9b259a01239c5444ff06e342f6673235a1d,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0de0de75d7a1dee93c135ff942b202793e6f9f0f0c1d2d8cacba2c04adf4b58f,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0e5c22d446354d62d7f4335c13a4b9df2cf69d5f0cef89be3a4592be669af049,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0e5f7b96ed78e89ca427cba750744381dd2a55720daddcca1b9d1f41b64553be,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0eb6611bb80d7eaa82fb86cd31088106332d72c66f87ea1106c68fa44758601b,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0ece15cfa62f01c2157023b28b2e5c988e465c9f090df2891e83780899fdbac3,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0edafa5bec92ff82e8aeaf39e37f983a05cfc4137e602ba5798578a6229abbe9,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0edb212530640e3377e3973081c3db914c1889e080fab05756b237011d5869a0,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0edcf5faddedf4bf305062a4c4e2c989c65ca2eeb904ea5b530c8f246f2192c2,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0f05cbfa613efa59c94044835fa5391acfb16f47dc38080d3bf1a8a8ef7501bf,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0f06eaa067b96847416b10556af275f7fb82a2921549c102b979ad3f4d214602,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0f65d50f6ad5459102665b54e3aac25dd716e8e677eeec16b51732f184c91cf2,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0f739ea1db6c742a9825e56ce2e68b92a95f7e84741f11b607e52521ae9ad7ab,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0f8471c45695c207ad2b0f4d96b367a8c4b256a4fd081fbfbd814c568ef7a4e0,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0f8973927b90f0d1d8b549ef04b962452795913692110bd0014daed02be31a12,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0f8b73d744a1b61f1dcc17e849decbeaac49da0ef885f6a39418bda9c2f310d0,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0fcbc9f0f90b8ced8ad2698543ea0dc0be1bc20d6b4b2c897e11dc70427ad1cf,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,0fde7417d06b9aa583e35bd7c644b51eeaebc4006f30f2aa3d0bd7fb68aa4573,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,100a4609d679a22db9fdd95289cce47d8c8625316f9ede8a69aa83f7d09bcb35,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,10100af37346a5d82e8c183f8d981b73514bb4e452a9c23bd96b5257a41d310a,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,103fbb150dec114c504be1d3da2eeb9eb17455c69305e6a37d533a4a1155d80b,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,10a4ac1b3a0cfb430783ccfd49572a71dcc3a3e7c5e90ed77b852bb00bc9f25f,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,10b2fd914135299b3a325fb7c46f3fa57f4f49c9b410185e6e07b0d2faf2f252,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,10d0c7e4b552a9884c3cdd5d09d2cb0e32b3d3cb7126023c823af156760b2122,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,11145dce01e245cf35c66cce58959f035dac07f1f1e992b27ed84cf70c1a8de3,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,114bcb721da3dcc8f96d1573bd06c005fabaa37557245b05bb70314181cd91e6,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,1163bd8d8c0da986c4bfcbad00b5aede67dfddb8be1babe77f93d0dd04af1960,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,1170dbf1db0a2ed179eb6cca1d9898bdbc5fa5ca7ff8cbb26bf48a1326b60753,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,11dcdb43975f765d5ce293784ec336d9fee23b805f027209448ffa6af1a2736d,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,11f25d4244f25af54fed0aeab3b948c2ba6993c4c12a160d6d7aaacca5587d53,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,11f44b968ddcaa64a7588115929cb4a0cfa97fd482bb0b8ada23d02557d7e19e,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,11f91a6b2a729c45fc290563f179e9987df54a04e8518430b73446e4ec2eecb3,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,120f553ac5f23c0e7c1abf575bae4fe6b68265a3f87db680f8c772b046bf8746,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,12171ceb82b88b5e752e57ef224d12c0cd1df10066b01ae5f02ec13b1daad7b6,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,1223ec3b613b1c72777c2a754b0aab5b57df7c3223f549d2570ad75242bbfff8,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,123fdc569a47fd1b499c77bf24f40e18e629783f9ef2e0f0a146779e6426373e,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,12b3a4b7acbeef6f68ca452074f002af5c30682957032a7959e5b77921e5520a,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,12c025dd3b954463cd1440a27bfafaf477c0c640bb60a48f05f731328a838c0f,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,12c2a2a8df18bb58e7e5459c7c1e7db52038fc8460ca6037dd5f8ef5ea383619,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,12ce37b025f0266410c5f4e01ce9f293551eeb6884c130687b9703ca93e77ecd,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,12e9988824f04746549998072d4225e53e4c75476551b495eb2daef1d6e15c6c,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,131ccf93f544c5498639ea15daa3ec0a4382d9ff679dfeeb16ac90fc86d6d968,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,134264239fe3f2fdbccc5ef620b840acd7dd9ab4f9b4bf79010afef671bc09cd,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,13435daa1ef6b64ad27b957969519ac7ef3f74d409e40ade1ad64e612ba35535,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,13552bfb6f4489327b29dac9a652fbc56c455a1518195eb52eab9d318a993392,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,13871909c447b8f404155a22ab6774792657bdd363f93b661d1b900d272dea16,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,138db643b50972f5b70435655bea80cd5261fac314e19d8cce0f51af17e5a424,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,13a5c374dc26f98d839ec288f72b1f081349408b4785b66f09f92cab36a12303,hard_feasible,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,13e1bf800d6d89722a52586a8d306dc06f93f794e76b2afe9e7433cd580cdc38,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,13e6965dae721a6e774edce416dc1a64b31ece2455d2cf015311768bf02a7a7a,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,14259f087be47e551a639b3ad730e29ca0aaed8be9172b28de0d5d4bdf047d6a,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,142a245893202da441465b44e34b3373e4c73b97a1c016bf68f54a8d416f889d,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,1448f86691fe9f2e771614b402b9f41afdc9a6aa4770387aa97122ea2805ab9e,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,146de3810a67583844e2071033f81015ac0db17eaac68b480f3540628f2b5499,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,149af3124719ab651525cbe877b5fcd233bfeee3e85d51126ca08058c46b6ced,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,14a17d57c5569b668ff2e5da40fa52c9244497bd6a602184fede4444bfbe6d9a,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,14ad2512100198e73234f08d89527906bea91a0baab2255c752b488d911b7be7,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,14ad42db95a6c1c3186eba9fa4a52516538a5c015c533cfb96c2e12fe02b265e,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,14b2f43138192a8f29c67df96699607e521592c95e6aa44b6466452157ed4720,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,14cff53a98f141a70c7a5c05a25f187aecf51932ce54230ba51ff39525892a77,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,15317fca7c30701854825c30460b38858d06b085328a299419d2e0684a5aa39a,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,1544133aa86404c09f0687e2acb0906ae03f8ab7002013eb748ae3b1fce6acbf,local,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,155b22b4e47fff35131b1bd4e9eed783cfdd8bfa4300a889a6e28d2fcf03ae19,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,15acc44afa69f6528493db565484bc21b52891fb396e2031d8b0578b35286968,near_limit,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,1609040457ebc5a358f66370e0af2e00a398fca9b1621bf81d02e32216f28e16,near_singular,1.0,1.0,same,False
panda,balance_cached_k1,task_balance_k1,162971f8e67b873aadb8a93793b31eea1d919a7c534337ee23f5d0be1b72de53,hard_feasible,1.0,1.0,same,False
