slot,method,s,dt_s,scan,sample_utilization,speed_utilization,acceleration_utilization
panda_cylinder_p0_v,B0,0.038125,0.01809861183792183,True,0.8948630424370118,0.3524949214863823,0.2182980529212544
panda_cylinder_p0_v,B0,0.039375,0.018100593781127938,True,0.8948633435507345,0.3570585360088567,0.19787391320823586
panda_cylinder_p0_v,B0,0.040625,0.018101412171745213,True,0.8948635298961989,0.36113232515339183,0.20619232932240222
panda_cylinder_p0_v,B0,0.041875,0.018101036530202674,True,0.8948635996713251,0.36471775513787386,0.21456348238342063
panda_cylinder_p0_v,B0,0.043125000000000004,0.018099455795969055,True,0.8948635512488743,0.3678157299456782,0.22299399702717365
panda_cylinder_p0_v,B0,0.044375,0.018096678604373473,True,0.894863383144108,0.37042656397202267,0.2314891706680361
panda_cylinder_p0_v,B0,0.045625,0.01809273349974294,True,0.8948630939945491,0.37254996304870475,0.2400527740252928
panda_cylinder_p0_v,B0,0.046875,0.01808766908822379,True,0.8948626825526395,0.37418501395183995,0.24868684878415434
panda_cylinder_p0_v,B0,0.048125,0.018081554133361655,True,0.8948621476920656,0.3753301825166969,0.25739150229094715
panda_cylinder_p0_v,B0,0.049375,0.01807447759710179,True,0.8948614884285644,0.3759833205097415,0.2661646995689959
panda_cylinder_p0_v,B0,0.050625,0.018066548628371426,True,0.894860703956017,0.3761416814381077,0.27500205342656675
panda_cylinder_p0_v,B0,0.051875000000000004,0.018057896500773718,True,0.8948597936987043,0.37580194550842894,0.2838966140178872
panda_cylinder_p0_v,B0,0.053125,0.018048670500133368,True,0.8948587573806833,0.3749602539775804,0.292838659919527
panda_cylinder_p0_v,B0,0.054375,0.018039039761679865,True,0.8948575951132984,0.3736122531645279,0.3018154936044139
panda_cylinder_p0_v,B0,0.055625,0.018488315314089565,True,0.8729108936012111,0.36263629172522044,0.7243108719103586
panda_cylinder_p0_v,B0,0.056875,0.019562458884665457,True,0.8246747558588342,0.34040884430337986,0.8010678717954656
panda_cylinder_p0_v,B0,0.058125,0.02092517943400818,True,0.7706740590419467,0.31562391552222163,0.7985741887552364
panda_cylinder_p0_v,B0,0.059375,0.02262858965333492,True,0.7124755885164493,0.28906307695252575,0.7959985042093595
panda_cylinder_p0_v,B0,0.060625,0.024861514182667577,True,0.6484722632710276,0.26022827737556126,0.7932970157857544
panda_cylinder_p0_v,B0,0.061875,0.027996285718512093,True,0.5761534689582019,0.2283122883788199,0.7904206908582527
panda_cylinder_p0_v,B0,0.063125,0.032169377187010184,False,0.497088708570833,0.1944265583196204,0.7406620848111006
panda_cylinder_p0_v,B0,0.064375,0.0377002983103214,False,0.39957876689024197,0.15362164016849122,0.8243371369195194
panda_cylinder_p0_v,B0,0.065625,0.04700980933937271,False,0.29915819657724924,0.1846962747480017,0.7383533600473708
panda_cylinder_p0_v,B0,0.066328125,0.0068611035941574805,False,0.25345674563171755,0.21117981872681701,0.7978613292039797
panda_cylinder_p0_v,B0,0.066953125,0.05125325077684528,False,0.24766001180730954,0.24556684288768718,0.4924746217119041
panda_cylinder_p0_v,B0,0.068125,0.05947994160158143,False,0.2675359537710925,0.30548630442580904,0.7203153353739319
panda_cylinder_p0_v,B0,0.069375,0.053390890665260926,False,0.31634271781194206,0.37850720856379266,0.6660645291311613
panda_cylinder_p0_v,B0,0.07015625,0.01274680895091107,False,0.33131832779811227,0.3994926270576731,0.5678370594697827
panda_cylinder_p0_v,B0,0.07078125,0.04066325769748369,False,0.30656121679029424,0.36831502188658755,0.7171101108290285
panda_cylinder_p0_v,B0,0.071875,0.05989208887981334,False,0.26374244541157077,0.30161595053102214,0.7435492739613802
panda_cylinder_p0_v,B0,0.073125,0.06728701072803034,False,0.21757358178830888,0.20912021583221135,0.8195458774075238
panda_cylinder_p0_v,B0,0.07398437499999999,0.024794913203340263,False,0.21262481622087714,0.15425165474882488,0.37910798550054464
panda_cylinder_p0_v,B0,0.074609375,0.036771422086522065,False,0.2373857592054965,0.11856240392523709,0.8107122811085844
panda_cylinder_p0_v,B0,0.075625,0.050132242572474395,False,0.2948020537128869,0.11037795701792495,0.7874361784494497
panda_cylinder_p0_v,B0,0.076875,0.038232462720972915,False,0.41648025546868667,0.15091586757806968,0.8249541750502715
panda_cylinder_p0_v,B0,0.0778125,0.01579051827250022,False,0.511779288071759,0.182117852418713,0.7816772884320728
panda_cylinder_p0_v,B0,0.0784375,0.014361850389221997,True,0.563387568887185,0.19924029997984855,0.7959196646338309
panda_cylinder_p0_v,B0,0.079375,0.025618186113444352,True,0.6324862825263882,0.2218233013150058,0.7918044756377132
panda_cylinder_p0_v,B0,0.080625,0.022707487825885497,True,0.7127821847541572,0.24725982320205836,0.7925663321441955
panda_cylinder_p0_v,B0,0.081875,0.02064837596881941,True,0.7833993729321073,0.2688382868779415,0.7932893631134466
panda_cylinder_p0_v,B0,0.083125,0.019093071656304472,True,0.8469010337643219,0.2925669668363748,0.79397730782509
panda_cylinder_p0_v,B0,0.084375,0.01824242106830054,True,0.8857945198302869,0.3083713231645917,0.30989131530805986
panda_cylinder_p0_v,B0,0.085625,0.018055427270976754,True,0.8948547460595091,0.3138246291473894,0.15661698430015839
panda_cylinder_p0_v,B0,0.08687500000000001,0.018054319224791282,True,0.8948548037815328,0.3160304367069872,0.15698524859275095
panda_cylinder_p0_v,B0,0.08812500000000001,0.01805342572908275,True,0.8948548668697447,0.3181429270492349,0.15734554005714663
panda_cylinder_p0_v,B0,0.089375,0.01805273656184081,True,0.894854934615841,0.32016219228415144,0.15769821854089913
panda_cylinder_p0_v,B0,0.090625,0.018052240765596528,True,0.8948550063389064,0.322088348670209,0.1580436924205919
panda_cylinder_p0_v,B0,0.091875,0.018051926755040526,True,0.8948550813862634,0.3239215345210778,0.1583824118710922
panda_cylinder_p0_v,B0,0.093125,0.018051782419997053,True,0.8948551591342687,0.3256619080745584,0.158714862387256
panda_cylinder_p0_v,B0,0.094375,0.01805179522369782,True,0.8948552389891012,0.32730964534044843,0.15904155857460525
panda_cylinder_p0_v,B0,0.095625,0.018051952296305185,True,0.8948553203874581,0.3288649379434177,0.15936303822476633
panda_cylinder_p0_v,B0,0.096875,0.018052240523609875,True,0.8948554027972311,0.33032799097626253,0.15967985669042034
panda_cylinder_p0_v,B0,0.098125,0.01805264663084838,True,0.8948554857181247,0.3316990208781631,0.15999258157359963
panda_cylinder_p0_v,B0,0.099375,0.018053157261576303,True,0.8948555686821975,0.33297825335176223,0.16030178773996873
panda_cylinder_p0_v,B0,0.100625,0.01805375905153417,True,0.8948556512543637,0.3341659213320947,0.1606080526707175
panda_cylinder_p0_v,B0,0.10187500000000001,0.01805443869744794,True,0.894855733032836,0.33526226301954143,0.16091195216250093
panda_cylinder_p0_v,B0,0.10312500000000001,0.018055183020701193,True,0.8948558136495091,0.33626751998813353,0.1612140563849322
panda_cylinder_p0_v,B0,0.104375,0.018055979025818125,True,0.8948558927702991,0.33718193537965757,0.16151492630388373
panda_cylinder_p0_v,B0,0.105625,0.018056813953716944,True,0.8948559700954198,0.338005752193134,0.16181511047821948
panda_cylinder_p0_v,B0,0.106875,0.018057675329654632,True,0.8948560453596293,0.3387392116783622,0.1621151422363497
panda_cylinder_p0_v,B0,0.108125,0.018058551005835977,True,0.8948561183324261,0.33938255184132654,0.162415537238532
panda_cylinder_p0_v,B0,0.109375,0.01805942919863046,True,0.8948561888182038,0.3399360060683744,0.16271679142981385
panda_cylinder_p0_v,B0,0.110625,0.0180602985203433,True,0.8948562566563727,0.3403998018751912,0.16301937938823097
panda_cylinder_p0_v,B0,0.111875,0.01806114800551617,True,0.894856321721456,0.3407741597857127,0.16332375307202446
panda_cylinder_p0_v,B0,0.113125,0.01806196713170838,True,0.8948563839231444,0.34105929234522725,0.16363034096928772
panda_cylinder_p0_v,B0,0.114375,0.018062745834727778,True,0.8948564432063212,0.34125540327105364,0.1639395476532511
panda_cylinder_p0_v,B0,0.115625,0.018063474518285716,True,0.8948564995510873,0.3413626867433069,0.1642517537456912
panda_cylinder_p0_v,B0,0.116875,0.01806414405804757,True,0.8948565529727242,0.34138132683738615,0.1645673162909543
panda_cylinder_p0_v,B0,0.11812500000000001,0.018064745800063786,True,0.8948566035216728,0.34131149709896297,0.16488656954278058
panda_cylinder_p0_v,B0,0.11937500000000001,0.018065271553567186,True,0.8948566512834498,0.34115336026137827,0.16520982616565444
panda_cylinder_p0_v,B0,0.120625,0.018065713578119258,True,0.8948566963785665,0.340907068104497,0.16553737885253533
panda_cylinder_p0_v,B0,0.121875,0.018066064565130713,True,0.8948567389624204,0.3405727614532021,0.16586950236013526
panda_cylinder_p0_v,B0,0.123125,0.018066317613725236,True,0.8948567792251398,0.3401505703128384,0.16620645596281058
panda_cylinder_p0_v,B0,0.124375,0.018066466200998832,True,0.8948568173914114,0.33964061413805846,0.16654848632605201
panda_cylinder_p0_v,B0,0.125625,0.01806650414666633,True,0.8948568537202742,0.33904300223063905,0.16689583079940234
panda_cylinder_p0_v,B0,0.12687500000000002,0.018066425572151434,True,0.8948568885048606,0.3383578342609537,0.16724872112893574
panda_cylinder_p0_v,B0,0.128125,0.01806622485414522,True,0.8948569220721008,0.3375852009069071,0.16760738758829993
panda_cylinder_p0_v,B0,0.12937500000000002,0.018065896572699636,True,0.8948569547823746,0.33672518460323486,0.16797206352670493
panda_cylinder_p0_v,B0,0.130625,0.018065435453913814,True,0.8948569870290958,0.335777860393169,0.16834299033147784
panda_cylinder_p0_v,B0,0.13187500000000002,0.018064836307301935,True,0.8948570192382318,0.33474329687355503,0.16872042280156452
panda_cylinder_p0_v,B0,0.133125,0.018064093957930183,True,0.894857051867751,0.3336215572235871,0.16910463492754074
panda_cylinder_p0_v,B0,0.13437500000000002,0.018359538678109022,True,0.8805315568777637,0.32709119400178815,0.4251553991875158
panda_cylinder_p0_v,B0,0.135625,0.019340407910752422,True,0.8362606400105277,0.3094347975647122,0.7976524962431084
panda_cylinder_p0_v,B0,0.13687500000000002,0.020923039511779873,True,0.7731525051513906,0.28488854827670007,0.7970986650956104
panda_cylinder_p0_v,B0,0.138125,0.022994726572346025,True,0.7037552319477813,0.25816129142412064,0.7965298561981546
panda_cylinder_p0_v,B0,0.13937500000000003,0.025876855248936792,True,0.62586044993188,0.2284980234657859,0.7959440435856898
panda_cylinder_p0_v,B0,0.1403125,0.014447535038389248,True,0.5596999927234452,0.20357728543497022,0.7980725254591644
panda_cylinder_p0_v,B0,0.1409375,0.015664469776240253,False,0.5150682969056187,0.1866247213379876,0.7222032349911891
panda_cylinder_p0_v,B0,0.14187500000000003,0.034561112866400734,False,0.45392488771748996,0.16030026682812326,0.7215933813536486
panda_cylinder_p0_v,B0,0.143125,0.039380254062361786,False,0.3689615361375751,0.1722021433167547,0.8110539162052195
panda_cylinder_p0_v,B0,0.14414062500000002,0.027978824548099634,False,0.30862172837548557,0.21891652376885734,0.7746433288104981
panda_cylinder_p0_v,B0,0.144765625,0.01831847815206311,False,0.28562413352363,0.24733028115371877,0.6291077978325985
panda_cylinder_p0_v,B0,0.145625,0.05133941275701792,False,0.2866627282611145,0.28650289722691413,0.5676096466296618
panda_cylinder_p0_v,B0,0.14687499999999998,0.04994689903079097,False,0.3190232630809378,0.34046721460378654,0.6780535476898273
panda_cylinder_p0_v,B0,0.14796874999999998,0.036269211433717086,False,0.3398047191755643,0.3615346693717725,0.337309608945238
panda_cylinder_p0_v,B0,0.14859375,0.012471316831282664,False,0.3284310695156684,0.34359580282066066,0.7715745893290522
panda_cylinder_p0_v,B0,0.14937499999999998,0.05349029761614199,False,0.3005343384605551,0.3025718985701319,0.7326405914441828
panda_cylinder_p0_v,B0,0.150625,0.05896341693136309,False,0.2567901616715684,0.22743715207691384,0.7644973580635357
panda_cylinder_p0_v,B0,0.151796875,0.05638337750393596,False,0.22030389610699724,0.14404328903823102,0.8100297608611585
panda_cylinder_p0_v,B0,0.15242187499999998,0.007912366293668427,False,0.22011043769053204,0.10244188117556084,0.7916060367476174
panda_cylinder_p0_v,B0,0.153125,0.05414079743170852,False,0.26173361007050033,0.09472912412476123,0.7795529207927563
panda_cylinder_p0_v,B0,0.15437499999999998,0.04350669126196527,False,0.3513770371659758,0.11743205790497908,0.8660770351256679
panda_cylinder_p0_v,B0,0.15562499999999999,0.03556099417269509,False,0.4507280112993468,0.1432117042282861,0.5659025300215996
panda_cylinder_p0_v,B0,0.156875,0.029544306683460864,True,0.5475182682337821,0.1741085157219406,0.7945312942774151
panda_cylinder_p0_v,B0,0.15812500000000002,0.02493504539167324,True,0.647571942817877,0.20692296420220035,0.7949349114639482
panda_cylinder_p0_v,B0,0.159375,0.022018846628588218,True,0.7331091112278786,0.23536344144333143,0.7953243759368156
panda_cylinder_p0_v,B0,0.16062500000000002,0.019961048895473787,True,0.8087936384697739,0.2608604075707271,0.7957007059437137
panda_cylinder_p0_v,B0,0.161875,0.01856251343187143,True,0.8697472357445781,0.2817823069270866,0.6241982310775752
panda_cylinder_p0_v,B0,0.16312500000000002,0.01804304853895511,True,0.8948631530438839,0.2911906817434236,0.12666097640591273
panda_cylinder_p0_v,B0,0.164375,0.018051059496257515,True,0.8948627988558273,0.29243355352446165,0.12248502715584585
panda_cylinder_p0_v,B0,0.16562500000000002,0.018058003983559168,True,0.894862449273214,0.2936475363362178,0.1183336469867389
panda_cylinder_p0_v,B0,0.166875,0.018063935538320308,True,0.8948621036698072,0.2948320046608084,0.11420289119497969
panda_cylinder_p0_v,B0,0.16812500000000002,0.018068907623466135,True,0.8948617614392749,0.29598631095755823,0.11008900459755543
panda_cylinder_p0_v,B0,0.169375,0.01807297365849525,True,0.8948614219951185,0.297109785741767,0.1093497034711856
panda_cylinder_p0_v,B0,0.17062500000000003,0.01807618705149494,True,0.8948610847707178,0.2982017376566508,0.11089554126107766
panda_cylinder_p0_v,B0,0.171875,0.018078601231906077,True,0.8948607492195021,0.29926145354434325,0.11246950910557503
panda_cylinder_p0_v,B0,0.17312500000000003,0.018080269683835137,True,0.8948604148152719,0.3002881985220342,0.11407055302662515
panda_cylinder_p0_v,B0,0.174375,0.018081245979777005,True,0.8948600810526507,0.30128121606949704,0.11569757264597155
panda_cylinder_p0_v,B0,0.175625,0.018081583814537172,True,0.8948597474476782,0.3022397281344749,0.11734941646236116
panda_cylinder_p0_v,B0,0.176875,0.01808133703920678,True,0.8948594135385536,0.30316293526260757,0.11902487711835877
panda_cylinder_p0_v,B0,0.17812499999999998,0.018080559694979126,True,0.8948590788865113,0.30405001675882326,0.12072268666876616
panda_cylinder_p0_v,B0,0.179375,0.01807930604664998,True,0.8948587430768636,0.30490013088733947,0.12244151186683974
panda_cylinder_p0_v,B0,0.18062499999999998,0.01807763061559209,True,0.894858405720175,0.3057124151176646,0.1241799494863514
panda_cylinder_p0_v,B0,0.181875,0.018075588212018268,True,0.8948580664535886,0.3064859864242151,0.1259365217019456
panda_cylinder_p0_v,B0,0.18312499999999998,0.018073233966332758,True,0.8948577249422923,0.30721994164739325,0.12770967155269644
panda_cylinder_p0_v,B0,0.184375,0.018070623359363935,True,0.8948573808811453,0.30791335792417746,0.129497758518314
panda_cylinder_p0_v,B0,0.18562499999999998,0.018067812251274074,True,0.8948570339964163,0.3085652931964588,0.131299054240283
panda_cylinder_p0_v,B0,0.186875,0.01806485690891657,True,0.8948566840476755,0.3091747868055314,0.13311173842478455
panda_cylinder_p0_v,B0,0.188125,0.018061814031438583,True,0.8948563308298051,0.30974086018126407,0.13493389496753008
panda_cylinder_p0_v,B0,0.18937500000000002,0.01805874077387859,True,0.8948559741751355,0.3102625176345777,0.13676350834517237
panda_cylinder_p0_v,B0,0.190625,0.018055694768545738,True,0.8948556139556737,0.31073874726188,0.1385984603213233
panda_cylinder_p0_v,B0,0.19187500000000002,0.018052734143926497,True,0.8948552500854452,0.31116852197011413,0.1404365270194348
panda_cylinder_p0_v,B0,0.193125,0.018049917540878813,True,0.8948548825229132,0.3115508006309887,0.14227537641847693
panda_cylinder_p0_v,B0,0.19437500000000002,0.018047304125864194,True,0.8948545112734515,0.3118845293727963,0.14411256633082398
panda_cylinder_p0_v,B0,0.195625,0.018044953600961477,True,0.8948541363918815,0.3121686430180227,0.1459455429250337
panda_cylinder_p0_v,B0,0.19687500000000002,0.01804292621039716,True,0.894853757985026,0.3124020666746053,0.14777163985939812
panda_cylinder_p0_v,B0,0.198125,0.018041282743335607,True,0.8948533762142659,0.31258371748828695,0.14958807809426405
panda_cylinder_p0_v,B0,0.19937500000000002,0.018040084532656042,True,0.8948529912980719,0.3127125065629974,0.1513919664534535
panda_cylinder_p0_v,B0,0.200625,0.018039393449441832,True,0.8948526035144907,0.3127873410555397,0.15318030300618407
panda_cylinder_p0_v,B0,0.20187500000000003,0.018039271892926756,True,0.8948522132035418,0.31280712645011427,0.15494997734161395
panda_cylinder_p0_v,B0,0.203125,0.018039782775583824,True,0.8948518207694962,0.3127707690173162,0.15669777380776442
panda_cylinder_p0_v,B0,0.20437500000000003,0.018040989503144367,True,0.8948514266830139,0.3126771784612243,0.1584203757853299
panda_cylinder_p0_v,B0,0.205625,0.018042955949198358,True,0.8948510314830789,0.3125252707570403,0.16011437106450982
panda_cylinder_p0_v,B0,0.20687500000000003,0.018045746424162346,True,0.8948506357787103,0.3123139711804429,0.16177625838945003
panda_cylinder_p0_v,B0,0.208125,0.01804942563831613,True,0.8948502402504096,0.31204221752837696,0.16340245523000477
panda_cylinder_p0_v,B0,0.20937499999999998,0.018054058658631078,True,0.8948498456512848,0.3117089635294174,0.16498930683425772
panda_cylinder_p0_v,B0,0.210625,0.018059710859157363,True,0.8948494528078275,0.31131318244013767,0.1665330966075929
panda_cylinder_p0_v,B0,0.21187499999999998,0.018066447864663715,True,0.8948490626202947,0.31085387082206234,0.16803005785475134
panda_cylinder_p0_v,B0,0.213125,0.01822480468430321,True,0.8874930500844616,0.30777914991243255,0.2032537418745153
panda_cylinder_p0_v,B0,0.21437499999999998,0.01910264584921162,True,0.8477547376968315,0.29343992455922013,0.7998285185827806
panda_cylinder_p0_v,B0,0.215625,0.020808909403349674,True,0.7789361930456493,0.2690486358774328,0.7995381300971232
panda_cylinder_p0_v,B0,0.21687499999999998,0.02308302780957039,True,0.7030506153154552,0.2422695342194664,0.7992450379666639
panda_cylinder_p0_v,B0,0.21812499999999999,0.026335553203970186,True,0.6173894617582948,0.21220531204651363,0.7989487509379372
panda_cylinder_p0_v,B0,0.219375,0.030549163377618704,False,0.5280039867742601,0.18083438273384336,0.7143899016787075
panda_cylinder_p0_v,B0,0.22062500000000002,0.03614713763098987,False,0.4204480795866177,0.14126900718681504,0.8494609598233737
panda_cylinder_p0_v,B0,0.221875,0.046469096009779776,False,0.3029932193337377,0.1502783384354532,0.7373968515503251
panda_cylinder_p0_v,B0,0.222578125,0.006955051933108969,False,0.2458435494152122,0.1724212170355973,0.7964090074919581
panda_cylinder_p0_v,B0,0.223203125,0.05081588401955184,False,0.24155727940319027,0.208488191982529,0.5751123102067424
panda_cylinder_p0_v,B0,0.224375,0.05732192465190433,False,0.26421241182045,0.27154061693139847,0.7436459536764957
panda_cylinder_p0_v,B0,0.22562500000000002,0.05113159021865776,False,0.3141192617747997,0.3417092283407086,0.6847045955897072
panda_cylinder_p0_v,B0,0.22640625,0.012033634247551106,False,0.3364775495818997,0.3693174804502868,0.3656168137035961
panda_cylinder_p0_v,B0,0.22703125000000002,0.03787775758632339,False,0.31884109730958193,0.34773494403936633,0.7184536563270894
panda_cylinder_p0_v,B0,0.22812500000000002,0.056008780066752806,False,0.27698185153587684,0.2869843955729108,0.7438725197751
panda_cylinder_p0_v,B0,0.229375,0.06333493591899053,False,0.22889309414324122,0.20044917907541232,0.8196323946491768
panda_cylinder_p0_v,B0,0.230234375,0.023256502094370468,False,0.2249052742872346,0.15052893723802535,0.41030520449112484
panda_cylinder_p0_v,B0,0.230859375,0.03428027581964166,False,0.2525612080523176,0.11857084259704607,0.8106981990234009
panda_cylinder_p0_v,B0,0.231875,0.046539949811332804,False,0.3158459102826095,0.09830371912537203,0.7767240234690435
panda_cylinder_p0_v,B0,0.23312500000000003,0.03560732275686185,False,0.44566212793204324,0.1371665206797631,0.8157768611706563
panda_cylinder_p0_v,B0,0.2340625,0.014790042048569596,False,0.5457710172439122,0.1662047610330704,0.7732464190421876
panda_cylinder_p0_v,B0,0.2346875,0.01344948322624262,True,0.6010816697344824,0.18230890840851172,0.7986935280309967
panda_cylinder_p0_v,B0,0.23562500000000003,0.02392606703373623,True,0.6767850557519333,0.204133713428534,0.7967571556951764
panda_cylinder_p0_v,B0,0.236875,0.02113378115034603,True,0.7654750065935821,0.2299120007266112,0.7969062161098169
panda_cylinder_p0_v,B0,0.23812500000000003,0.019154837020194826,True,0.8441705567937862,0.25442609190725135,0.7970519029385964
panda_cylinder_p0_v,B0,0.239375,0.018196630107983225,True,0.8878133471827843,0.2684889432817187,0.1857227863885347
panda_cylinder_p0_v,B0,0.24062499999999998,0.018053441058156317,True,0.8948564257834712,0.2715212555569441,0.10468167594128912
panda_cylinder_p0_v,B0,0.241875,0.018053995045111293,True,0.8948563597038299,0.27240933061031114,0.10537989776201788
panda_cylinder_p0_v,B0,0.24312499999999998,0.018054512310063053,True,0.8948562997460259,0.273282976913359,0.10607937091201072
panda_cylinder_p0_v,B0,0.244375,0.018055002516727647,True,0.8948562459235926,0.27414205430545224,0.10677977797721913
panda_cylinder_p0_v,B0,0.24562499999999998,0.01805547434126087,True,0.894856198249282,0.2749864356966005,0.10748083133660352
panda_cylinder_p0_v,B0,0.246875,0.018055935469612372,True,0.8948561567348667,0.2758160074098154,0.10818227402549403
panda_cylinder_p0_v,B0,0.24812499999999998,0.018056392595140913,True,0.8948561213909768,0.27663066950904364,0.10888388059654965
panda_cylinder_p0_v,B0,0.249375,0.018056851416531572,True,0.8948560922269219,0.2774303361121761,0.10958545797577934
panda_cylinder_p0_v,B0,0.250625,0.01805731663597676,True,0.8948560692505573,0.27821493568866695,0.11028684631127088
panda_cylinder_p0_v,B0,0.251875,0.018057791957642344,True,0.8948560524681443,0.27898441134131585,0.11098791981244469
panda_cylinder_p0_v,B0,0.25312500000000004,0.018058280086419742,True,0.8948560418842371,0.2797387210717998,0.1116885875778214
panda_cylinder_p0_v,B0,0.254375,0.0180587827269445,True,0.8948560375015767,0.2804778380295779,0.11238879440951018
panda_cylinder_p0_v,B0,0.255625,0.018059300582931925,True,0.8948560393210128,0.2812017507438277,0.11308852161284698
panda_cylinder_p0_v,B0,0.25687499999999996,0.01805983335678185,True,0.8948560473414281,0.28191046333810893,0.11378778777983217
panda_cylinder_p0_v,B0,0.258125,0.01806037974950936,True,0.8948560615596954,0.28260399572749234,0.11448664955528197
panda_cylinder_p0_v,B0,0.259375,0.01806093746097215,True,0.8948560819706365,0.2832823837979336,0.11518520238483129
panda_cylinder_p0_v,B0,0.260625,0.01806150319044253,True,0.8948561085670054,0.28394567956771377,0.11588358124423034
panda_cylinder_p0_v,B0,0.26187499999999997,0.01806207263749915,True,0.8948561413394903,0.28459395133081444,0.1165819613496038
panda_cylinder_p0_v,B0,0.263125,0.018062640503273997,True,0.8948561802767194,0.28522728378213075,0.11728055884862355
panda_cylinder_p0_v,B0,0.264375,0.01806320049209109,True,0.8948562253652903,0.2858457781244807,0.11797963149287459
panda_cylinder_p0_v,B0,0.265625,0.01806374531344801,True,0.8948562765898194,0.28644955215740314,0.11867947929185728
panda_cylinder_p0_v,B0,0.266875,0.018064266684442387,True,0.8948563339329889,0.2870387403477747,0.11938044514941745
panda_cylinder_p0_v,B0,0.268125,0.01806475533260432,True,0.8948563973756175,0.28761349388232393,0.12008291548369399
panda_cylinder_p0_v,B0,0.26937500000000003,0.01806520099918263,True,0.8948564668967353,0.28817398070215017,0.12078732083176974
panda_cylinder_p0_v,B0,0.270625,0.018065592442897405,True,0.8948565424736776,0.28872038551939183,0.12149413644069292
panda_cylinder_p0_v,B0,0.271875,0.018065917444220148,True,0.8948566240821733,0.289252909816215,0.12220388284647257
panda_cylinder_p0_v,B0,0.273125,0.018066162810153052,True,0.8948567116964489,0.2897717718263231,0.12291712644320045
