input_id,robot,q,e,full_direction,isotropic_direction,direction_difference_norm,full_gd,full_dHd,isotropic_gd,isotropic_dHd,initial_phi,full_phi_after_adopted_step,isotropic_phi_after_adopted_step,full_alpha,isotropic_alpha,full_accept_fraction,isotropic_accept_fraction
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,"[-0.39567660218017436,-0.03400464453307601,-1.3440391777605953,-1.6082939274114594,0.4287949964206062,2.1007090200086593,1.4461074740145792]","[-17.061476829669907,-1.0149337708780237,-2.7527917482425,0.08970428467728157,-4.979250489220981,-5.870709025690459]","[0.06368570829102875,0.47395675867793685,-0.9999999999989986,-0.03491438679754026,0.9999999999990005,0.12365550019785168,0.07147754625005107]","[0.05949655583139063,0.4299517709807811,-0.9999999999989987,-0.0747310336017715,0.9999999999990004,0.19758242076367594,0.2027563101729579]",0.16198350763198646,-307.82575908407614,305.7775889371287,-330.16195285469985,327.7928980592445,155.47374203013928,0.3563287323109465,0.09322491460108222,1.0,1.0,0.0,0.0
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,"[-2.2850285541162165,0.0848956281107795,1.0221396147662083,-0.5384835389053542,2.897299999999,2.383077848078133,1.624905777256006]","[-2.822090500363403,-1.5118674431325307,-1.6780730128962418,0.3637324727365377,-0.8507572906718132,-0.39417792315181216]","[-0.8597112128889,-0.20611282603509842,0.3221925262107478,-0.14647842097988037,0.0,0.5273518736868791,0.3956640615179194]","[-0.9999999999990037,-0.1937118511024352,0.48463194976287927,-0.0683464150094559,0.0,0.8487847056945426,0.3038700416530917]",0.4050569246716157,-6.736371409456838,6.736371409456839,-9.26403126301668,9.262170393867947,3.4182786128986553,3.391822857078171,1.4528165181019543,1.0,0.5,1.0,1.0
39c75753efb5d6819f9e2fa625acc562639c1984188f4add89936eef1680ed81,panda,"[-0.1510058993722704,-0.00048313333978956536,0.9623217730947459,-1.87877902323721,-0.9128023062413125,2.13231484187152,2.8972999999966134]","[-3.827701706690334,4.664899236207109,4.170456294050551,-1.1077680908154126,-2.1394044772471297,-0.07479416571917588]","[0.10289638384241781,0.02096823667791123,0.17262987690643253,0.21200962843302762,-0.169852074348181,-0.29021616659831123,4.563165227025309e-11]","[0.10570877062105097,0.017943561395904882,0.2157472452054278,0.23631532306677516,-0.2824843790949721,-0.3382746443112591,4.563165227025309e-11]",0.13214607740403922,-41.86742595748759,41.86742595740079,-49.167359755270105,49.167359755133035,21.061990332655224,0.05121653779415127,0.0005826792072903307,1.0,1.0,1.0,1.0
3cb5ae5e3ed83e96de6ea7b6a86708da3bcaaf99454050465495c03aa329b03d,panda,"[-2.285028554116417,0.08489562811077164,1.0221396147664128,-0.5384835389053882,2.897299999999,2.383077848078117,1.6249057772559994]","[-2.822090500363507,-1.5118674431326973,-1.6780730128957977,0.36373247273665504,-0.8507572906717538,-0.39417792315185857]","[-0.8597112128905369,-0.20611282603500597,0.3221925262126329,-0.14647842098016153,0.0,0.5273518736861358,0.395664061517702]","[-0.9999999999990037,-0.19371185110220135,0.48463194976328183,-0.06834641500940368,0.0,0.8487847056938901,0.3038700416528179]",0.4050569246706077,-6.736371409456527,6.73637140945651,-9.264031263016228,9.26217039386747,3.4182786128985114,3.3918228570700766,1.4528165180992596,1.0,0.5,1.0,1.0
4481318d5ddc42ad85a73ca7db0930f598865b9f9facc5c5befea12352f1e43b,panda,"[-0.39112216304289693,-0.03840120900755557,-1.3454438875592494,-1.6100820014157884,0.4287949964206062,2.104197608285259,1.4491280856279491]","[-17.31879073713827,-1.0961211584841202,-2.8236900658302755,0.3372572769411318,-4.3610968850949545,-5.7826956180193765]","[0.0010714224322466437,0.5599313095019139,-0.9999999999989987,0.004839760498179385,0.9999999999990004,0.06182220135488525,0.0096966404565067]","[-0.009913533247568579,0.5268704063522289,-0.9999999999989987,-0.029996540536029806,0.9999999999990004,0.12924644364747206,0.14417259977155863]",0.15829425927853275,-310.97723835176856,308.9639893459312,-333.2201564471411,330.9220124009477,157.01151040040284,0.39600501110133024,0.1058469634987112,1.0,1.0,0.0,0.0
45a6400afbe2a6553d656117bcbb5cd6eb766305192d712c5c29a37e44b96fae,panda,"[-0.15100589937319975,-0.00048313333979249,0.9623217730956733,-1.8787790232372117,-0.9128023062413108,2.1323148418715236,2.8972999999966134]","[-3.827701706690223,4.664899236207276,4.170456294050551,-1.1077680908155354,-2.139404477246979,-0.07479416571922644]","[0.10289638384433937,0.020968236677934814,0.1726298769045254,0.21200962843302767,-0.16985207434819435,-0.2902161665983186,4.563165227025309e-11]","[0.1057087706212792,0.01794356139591014,0.21574724520520408,0.23631532306676375,-0.2824843790949796,-0.33827464431125065,4.563165227025309e-11]",0.13214607740454,-41.867425957487974,41.867425957401196,-49.16735975527053,49.16735975513345,21.06199033265542,0.051216537794145096,0.000582679207287617,1.0,1.0,1.0,1.0
4a572d8f78d78baeb87b2b0623b7c585bda754c65c59e35bfb451b8b93f4e402,panda,"[0.12295693197617819,0.032544625928451185,-1.8596778372279887,-1.0546614286079077,-0.22686985873434587,3.406682986095677,0.416803415837539]","[-6.440936859343917,-1.802927614862615,0.4808461065441971,-0.866589141013207,-1.0163828911492439,-1.7660272031285835]","[-0.7880189353972583,-0.15484415804489957,0.9999999999989987,0.001026332909111664,0.7696208993143819,-0.08165232559506294,-0.9999999999990005]","[-0.963569781883271,-0.060090167063274996,0.9999999999989987,-0.03923259360242469,0.9072907686641509,-0.09375747122966624,-0.9999999999990005]",0.24600147794348737,-32.98350767033811,32.70645728631065,-38.83677591285662,38.43211373578146,17.015135998316257,0.18938306729766194,0.0793080462132441,1.0,1.0,0.0,0.0
4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6,ur5e,"[-2.144691676374478,1.4770198177438125,0.09410529287868849,1.20097545968863,0.6876832430060409,2.282650551539931]","[-8.955304037650658,-16.324714730719613,-0.26887107235373797,-4.6524658522337035,1.2269802361946422,5.215230273949826]","[0.9999999999990026,-0.6901416484182938,0.205849254945447,-0.02468564867909878,-0.6047312492231209,-0.059689858491667025]","[0.9999999999990026,-0.7430310293219279,0.2646787576011276,-0.0404030552691127,-0.5537382551146962,-0.148400679134092]",0.13028863731037546,-340.3169630722911,339.8246446851201,-362.15955995657174,361.6069455831678,173.84043576490964,0.7797654904358076,0.24993269395266648,1.0,1.0,0.0,0.0
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,panda,"[0.7790256244473865,-0.017929558335922687,-1.3819788044045698,-0.6178741032551074,0.32905741114817605,1.178055499503542,-0.07051380347191548]","[-16.179803980258146,-13.36910547766207,0.16202512841245742,1.642245563747863,-0.8658074339316819,-4.131552376483749]","[-0.3854783712547014,-0.8303473733966777,0.9999999999989987,0.04186341398313578,-0.9999999999990005,-0.2995198582963496,0.32756156026861194]","[-0.44213200639750166,-0.8332817523631573,0.9999999999989987,0.05962449870336779,-0.9999999999990005,-0.31558889270378643,0.4417532289665397]",0.12973685733844637,-410.1297514539547,410.0694192590981,-433.04461662994146,432.9720699623715,206.01216264555993,0.22413519401395143,0.04758915748923255,1.0,1.0,0.0,0.0
5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a,panda,"[0.3011820637962039,0.028389579462709286,-2.0115345795103403,-1.0582191839101955,-0.22778512851960447,3.4090022347704085,0.39886265905712426]","[-6.442759272557256,-1.7324205535195758,0.3149473787924517,-0.6596952009675872,-1.1304729012402468,-1.8427778199173404]","[-0.7818118054012584,-0.17468056469730003,0.9999999999989987,0.03665906967929593,0.7620433918195227,-0.05511357940154301,-0.9999999999990005]","[-0.9134436338819071,-0.11135272254274026,0.9999999999989987,-0.004235283713452585,0.8534836909118613,-0.07648068955680554,-0.9999999999990005]",0.17840286907728306,-33.30508791231118,33.120366474816976,-39.34869019504756,39.02401551749674,16.91996294287619,0.07737857459925657,0.020467498744434067,1.0,1.0,1.0,1.0
5c20cedcb0e226c817c20c7973b792c6237dae669f8f72560feb8931f1a58fdd,panda,"[0.12295693197736068,0.03254462592836463,-1.8596778372288902,-1.0546614286079576,-0.2268698587339311,3.4066829860956727,0.4168034158368725]","[-6.4409368593411065,-1.8029276148636697,0.4808461065430869,-0.8665891410139918,-1.0163828911514872,-1.7660272031307083]","[-0.7880189353978586,-0.15484415804442522,0.9999999999989987,0.0010263329091101253,0.7696208993150185,-0.0816523255948424,-0.9999999999990005]","[-0.9635697818830551,-0.06009016706338148,0.9999999999989987,-0.03923259360235162,0.9072907686640191,-0.09375747122950737,-0.9999999999990005]",0.24600147794224198,-32.983507670314964,32.706457286287325,-38.83677591283097,38.43211373575551,17.015135998305702,0.18938306729843585,0.07930804621391312,1.0,1.0,0.0,0.0
5c958deb3dc1f5919302388d58c9a5d961bec7d2f0bb8d7685e59c6d95b72459,panda,"[1.0354805779452796,-0.05334346998502054,1.658082332571742,-1.3469203290596283,-1.5369206305366858,1.5976231732893242,1.1491005419261089]","[19.69977617626084,20.994206074797074,-3.99976497646104,-2.3037209511950723,3.1005791365724904,-6.09470243473939]","[0.9999999999989987,0.999999999999,-0.9940561651816918,-0.2428440852023992,-0.49479091187678786,-0.9999999999989984,0.3145854946622518]","[0.9098838740509831,0.9457753130259808,-0.9999999999989987,-0.2213806494374283,-0.37844518872574734,-0.9999999999989984,0.3495084055957128]",0.16221337208743916,-820.2866980731034,818.045127670374,-853.5832539612799,849.3323432233876,413.1693406210175,1.7411075097106867,0.773783558502147,1.0,1.0,0.0,0.0
627e5c96e87407119a14e91c76336465ed5c018ce852ee1b241cf08a79550502,ur5e,"[-2.514477589039262,3.788836915361774,1.9423409666810476,-5.964240134100235,-0.02590207275802042,2.9428466242487636]","[1.2090890565960992,-0.31135282230443373,1.150408832676142,-0.048808166138436006,1.843602018642931,0.15918212541939503]","[-0.00535921841792319,-0.25890438073903416,0.03395158245152127,-0.8813980188763889,-0.031596074069308006,0.9999999999990025]","[-0.08655560239633135,-0.30074387496651633,0.0056278928578364085,-0.9151802841003044,-0.13600187691466162,0.9999999999990026]",0.14555906207454705,-1.0666204134686552,1.0587170146741647,-2.042331688434544,2.0050429042718134,0.605602953253169,0.010189057260505022,0.0026842965248921754,1.0,1.0,1.0,1.0
6a7217fc67b9b7666d71bab36d05ac04297bba7ad75a01c4adcae0a4a9b88de5,ur5e,"[-2.1446916763744412,1.4770198177437908,0.0941052928787168,1.200975459688602,0.6876832430060404,2.282650551539956]","[-8.95530403765038,-16.324714730722874,-0.26887107235273877,-4.652465852234436,1.2269802361930153,5.215230273946352]","[0.9999999999990026,-0.6901416484185999,0.20584925494604042,-0.0246856486794651,-0.6047312492235486,-0.059689858491558556]","[0.9999999999990026,-0.7430310293217371,0.26467875760071957,-0.0404030552688423,-0.5537382551151677,-0.14840067913412625]",0.13028863730972481,-340.31696307236217,339.82464468519044,-362.15955995664405,361.60694558323985,173.8404357649431,0.7797654904349134,0.24993269395212908,1.0,1.0,0.0,0.0
6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352,ur5e,"[-2.1446916763754316,1.4770198177633307,0.09410529283999552,1.200975459715453,0.6876832430060578,2.2826505515335085]","[-8.955304037695566,-16.32471473069387,-0.26887107230033624,-4.652465852268453,1.2269802367250449,5.215230273877924]","[0.9999999999990026,-0.6901416487168591,0.20584925554828992,-0.024685649076930105,-0.6047312492133105,-0.0596898584197228]","[0.9999999999990026,-0.7430310296661896,0.264678758296325,-0.04040305572770286,-0.5537382551040029,-0.14840067904943016]",0.13028863736964252,-340.3169630728656,339.8246446857002,-362.1595599571743,361.6069455837775,173.8404357652548,0.7797654905024698,0.24993269399831308,1.0,1.0,0.0,0.0
6bbddc027841533c944d5fccacaa71c6ae80d2814987226ff64e72d169d46a50,panda,"[-0.6837699193334605,-0.0790665702666904,-1.323916597778338,-1.6264612037173605,0.9079126971292826,1.5360357771660558,-0.25056065420148166]","[-25.049092568469515,2.6746217002125983,-6.466863903630826,0.7794238836864285,-0.07800157054725,-4.5840132525317845]","[-0.6826233698994661,0.999999999999,-0.9999999999989987,0.06146556634285821,0.7322116162797276,-0.41396986055457485,-0.5861801419760544]","[-0.7087254582239289,0.999999999999,-0.9999999999989986,0.04355713680898396,0.7257899244071374,-0.32907345414893396,-0.47139705082923183]",0.14637563603136214,-632.773860818279,629.4137084298452,-663.1976877389015,660.6387799063036,319.37014963612376,1.0651396102984665,0.34330112041393546,1.0,1.0,0.0,0.0
777cecb834c2d2a97ee11f30726a9c1a3bfdbf129e98653491a9be48b524a07f,panda,"[-2.5808788242134333,0.04529988210385024,2.897299999999,-0.5739845017554034,-2.897299999999,2.029832303950535,-1.7648163006722346]","[-1.0102902853677542,2.479188010333713,-1.0118844435194063,-0.4661449571972587,-0.24411305657656737,-0.22675667313584866]","[0.2753931879567713,-0.02631903985711843,0.0,-0.13683621075400668,0.0,-0.6197078710846968,-2.5884879373143278e-17]","[0.4229783240740371,-0.04042359744821228,0.0,-0.2101676934235037,0.0,-0.951813654765872,-3.975676732276623e-17]",0.37101491729118735,-3.4621539466481583,3.462153946648156,-5.317546468392897,5.317546468392903,1.7334997179298623,0.6874975047489187,1.2101049254890806,0.5,0.5,0.0,0.0
7ade05b4a35b609b65f62a72b9938ae9cfaaadc9380544f3dc0319f559c13519,panda,"[1.7805974990334237,-0.33833182801778494,1.5610972676017292,-1.4318761272595797,0.35078689922417444,1.9969041939330168,1.0908214326387768]","[-9.24197934986104,10.291310424142663,0.7550459825536038,-2.170073232324448,-0.26760668443525115,-1.9768750365627659]","[-0.9999999999989987,0.5872716300327026,0.9999999999989987,0.16178348188614672,-0.3563434721199146,0.2580316160356547,0.18964090048756677]","[-0.9999999999989987,0.627782998924566,0.9999999999989987,0.1236430833752946,-0.3307623281900258,0.33292386623467685,0.31462965784724456]",0.15805472007823834,-166.43180942668124,164.41171986652233,-180.2354199884656,177.5864540276154,84.49180346758595,0.23598653821185464,0.025007149991507785,1.0,1.0,1.0,1.0
7e954bb8a4f7b108c34380f1fc198c04883f2e3b2216de70ca4aae281e3842d4,panda,"[-0.15100589937357944,-0.0004831333397937214,0.9623217730960523,-1.8787790232372124,-0.9128023062413101,2.132314841871525,2.8972999999966134]","[-3.827701706690223,4.664899236207498,4.170456294050551,-1.1077680908155894,-2.1394044772469036,-0.07479416571921682]","[0.1028963838404533,0.020968236677948913,0.172629876908424,0.21200962843303361,-0.1698520743481992,-0.2902161665983241,4.563165227025309e-11]","[0.10570877061875375,0.01794356139591894,0.21574724520773908,0.23631532306676487,-0.2824843790949852,-0.3382746443112488,4.563165227025309e-11]",0.13214607740412126,-41.86742595748963,41.867425957402844,-49.167359755272315,49.16735975513524,21.061990332656254,0.05121653779413746,0.000582679207286662,1.0,1.0,1.0,1.0
83087a7c16bc37c3c61ae735e33ac0bd25ea0555435bd0734c25156637b53d14,panda,"[-0.3911221630452449,-0.03840120900676402,-1.3454438875574652,-1.6100820014155939,0.42879499642168806,2.1041976082848284,1.4491280856273636]","[-17.318790737134883,-1.096121158468688,-2.82369006583294,0.33725727693316243,-4.3610968850914675,-5.782695618024947]","[0.0010714224321194676,0.5599313095020225,-0.9999999999989987,0.004839760499159185,0.9999999999990005,0.0618222013532449,0.009696640456873878]","[-0.00991353324772773,0.526870406352432,-0.9999999999989986,-0.029996540535155755,0.9999999999990005,0.1292464436459944,0.14417259977182853]",0.1582942592785252,-310.9772383517418,308.9639893459374,-333.2201564471195,330.92201240095864,157.01151040035109,0.3960050110871198,0.10584696349052107,1.0,1.0,0.0,0.0
8cf5b09c2aa354206fc25bce07f8ae45d95624abf37fb6bc2c6205e2350c43bd,panda,"[1.7805974990331814,-0.31649377327503625,1.579692364761537,-1.4328204328169014,0.3191276531289575,2.0044320761972156,1.1070805984893688]","[-9.071592551961881,10.160975260177507,0.41116452982525864,-2.1942730574684886,-0.45748258366117084,-1.9018429194692326]","[-0.9999999999989987,0.5732127244472991,0.9999999999989987,0.1217175488708997,-0.33615557835127197,0.2603918752015594,0.18011243063345148]","[-0.9999999999989987,0.6161027470335064,0.9999999999989986,0.0840913567587045,-0.3074724821956341,0.3282584375853255,0.3010652348691844]",0.15268744387689487,-160.39993506589045,158.2613944169968,-173.8547083196671,171.06456691147093,81.60765097179998,0.2860810592719075,0.04299026533832994,1.0,1.0,1.0,0.0
94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6,ur5e,"[-2.514477589039267,3.78883691536175,1.942340966681052,-5.964240134100313,-0.025902072758026154,2.9428466242489146]","[1.2090890565960855,-0.31135282230454475,1.1504088326759199,-0.0488081661425001,1.843602018647527,0.1591821254194472]","[-0.005359218418543529,-0.25890438073934374,0.033951582451527594,-0.8813980188767058,-0.03159607406996223,0.9999999999990026]","[-0.08655560239696733,-0.30074387496689425,0.005627892857869764,-0.9151802841008078,-0.1360018769152862,0.9999999999990026]",0.14555906207459218,-1.0666204134760777,1.058717014681549,-2.0423316884467013,2.005042904283954,0.6056029532570625,0.010189057260539376,0.002684296524944789,1.0,1.0,1.0,1.0
99596b92d749cfb0d60a69c35f886435bac6c03cd106abd1b9d3ecf6ec5f9596,panda,"[-0.6837699193344622,-0.07906657026608169,-1.3239165977778098,-1.6264612037172146,0.9079126971298486,1.5360357771655362,-0.2505606542017337]","[-25.04909256846549,2.6746217002200368,-6.4668639036321585,0.7794238836817762,-0.07800157054563732,-4.584013252539211]","[-0.6826233698994144,0.999999999999,-0.9999999999989987,0.061465566343355454,0.7322116162793629,-0.41396986055538665,-0.5861801419752194]","[-0.7087254582238921,0.999999999999,-0.9999999999989986,0.04355713680947562,0.7257899244068273,-0.3290734541498099,-0.4713970508288408]",0.14637563603097775,-632.7738608182568,629.4137084298474,-663.1976877388761,660.6387799063033,319.37014963607805,1.065139610284726,0.34330112040410204,1.0,1.0,0.0,0.0
99d76050ae371288ad457fc997446305c1a6ea08b5db988906cc87e12168bd95,panda,"[-1.9293131851160747,0.06421543896210093,0.6301751028543384,-0.5205091626908492,2.897299999999,2.375463562357748,1.675876073517439]","[-3.1786449042557203,-1.652678518944406,-1.462483086010602,0.5324679204579038,-1.4853591057287596,0.12558773635267573]","[-0.9594687804479369,0.06260460387697757,0.999999999999001,-0.0020924005640058085,0.0,0.04322776331466272,-0.02941422049093884]","[-0.7339264025588924,0.23244538056174527,0.9999999999990011,0.27038500103957697,0.0,0.21083277938442177,-0.18867580810837406]",0.4554282410386295,-8.143524130503364,8.122235035524499,-11.149188273945734,11.107562275381358,4.287261853160215,0.05372273062942702,0.0005647453735418359,1.0,1.0,1.0,1.0
