robot,uid,site_id,family,method,repeat,frame,dt,previous_q,target_position,target_rotation,q,accepted,failure_kind,verification_reasons,position_error,orientation_error,velocity_utilization,internal_status,total_latency_ns
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,pink_qp,2,122,0.02,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",False,position_tolerance,"[""position_tolerance""]",0.0010549523841012337,0.008031829089156796,0.9999999999999968,solved,777220
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,task_excess_lbfgsb,2,92,0.02,"[1.04314922567869,-0.09323554791816686,1.31235868128526,-0.27639207291618084,1.24807914581819,2.8910227953608167,1.9010086372710033]","[-0.09101722272497764,0.05440755505776958,1.1700380344080805]","[[-0.6417067829243526,-0.6138108189810252,-0.45983549585772626],[0.6954579377154343,-0.7184753330456665,-0.011465281222617855],[-0.32334294737549624,-0.32715359436625757,0.8879301008952031]]","[1.0437377358638134,-0.0987863467611518,1.3250634723005494,-0.27398294776997784,1.253522841747954,2.8889000975836274,1.8805534414507856]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010329944376016272,0.00884442437881593,0.3911127307881015,optimizer_stop,5883621
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,pink_qp,1,122,0.02,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",False,position_tolerance,"[""position_tolerance""]",0.0010549523841012337,0.008031829089156796,0.9999999999999968,solved,834406
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,0,119,0.02,"[-2.398109983046479,0.047488064663930844,2.7110209896977246,-0.5695399497045932,-2.8972086691920933,2.039075843959871,-1.7612404640105919]","[0.20558427554187036,0.03790586580192888,1.1612554685138332]","[[0.34345336787907943,0.8370861451823994,-0.4258245761298758],[-0.9086186407867094,0.18145849620839125,-0.3761448919880504],[-0.23759619043122426,0.5161003775405127,0.8229146071100629]]","[-2.398109983046479,0.047488064663930844,2.7110209896977246,-0.5695399497045932,-2.8972086691920933,2.039075843959871,-1.7612404640105919]",False,internal_nonconvergence+position_tolerance,"[""position_tolerance""]",0.0027633450981221146,0.006166302633142389,0.0,native_no_solution,5215512
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,single_gn_k0,0,122,0.02,"[-2.5808788242134333,0.04529988210385024,2.897299999999,-0.5739845017554034,-2.897299999999,2.029832303950535,-1.7648163006722346]","[0.20345807338386102,0.045433628449392,1.1610273074352238]","[[0.34441197335250046,0.8332610360490273,-0.43250021781952736],[-0.9093383559548955,0.18154820955192075,-0.3743581199837129],[-0.2334183947350436,0.5222224558662657,0.8202435977124855]]","[-2.578625057562058,0.03536197734721825,2.897299999999,-0.5578130621809242,-2.897299999999,2.0328716416401473,-1.7683276689601262]",False,position_tolerance,"[""position_tolerance""]",0.001315487164951526,0.004232269771441956,0.37090457739631183,stationary,3882485
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,task_excess_lbfgsb,2,95,0.02,"[-0.9023057935826863,0.8134719921223238,-1.3259167839192565,-0.7109999898385683,1.4743126534264912,3.43558783773271,-2.01777477391792]","[0.05189456430797386,-0.5986320086069956,0.858656741383649]","[[0.9716759980889881,-0.07140874366612485,-0.2252699404398968],[-0.1293179884337966,0.6371880382471801,-0.7597817198262578],[0.1977943694982378,0.7673931164942357,0.6099058879467052]]","[-0.9082431784879492,0.8119824813404265,-1.3207741578694798,-0.7006736151118351,1.4806290819271197,3.4342167616322667,-2.0181013172869724]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010037372375387365,0.008736163035942567,0.23684345703516388,optimizer_stop,5721354
panda,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,high_curvature,pink_qp,0,105,0.02,"[-0.29890812302948927,0.6501893171993048,0.15842787091403504,-0.06980000000000001,0.37630819867383475,1.0383314852110515,0.27493358057509076]","[0.5386324067017476,-0.0890863944736938,0.8244160345204308]","[[0.91949543392027,-0.13962573615186571,0.36746809494679145],[-0.27315610011680863,-0.8991820107761838,0.34184419911046454],[0.28269045256030595,-0.4147003319272225,-0.86493337473513]]","[-0.29677849720720634,0.6322722729599511,0.11482787091403505,-0.06980000000000001,0.4139754548757427,1.03909267198161,0.2798914939718913]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.001411975557762603,0.014032338823747612,0.9999999999999997,solved,885956
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,trac_task_5ms,0,92,0.02,"[0.8875692132991062,-0.12185654588345737,1.240562995560817,-0.2611955537840861,1.4775331850806306,2.8562034356412678,1.8964179227791385]","[-0.09101722272497764,0.05440755505776958,1.1700380344080805]","[[-0.6417067829243526,-0.6138108189810252,-0.45983549585772626],[0.6954579377154343,-0.7184753330456665,-0.011465281222617855],[-0.32334294737549624,-0.32715359436625757,0.8879301008952031]]","[0.8875692132991062,-0.12185654588345737,1.240562995560817,-0.2611955537840861,1.4775331850806306,2.8562034356412678,1.8964179227791385]",False,internal_nonconvergence+position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0067303728904551325,0.012985178984329701,0.0,native_no_solution,5204623
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,trac_task_5ms,2,119,0.02,"[2.8843348100155,0.19669564860436076,1.673530374378399,-0.673454118919392,0.8537442334873365,0.34824252195005356,0.08551840230168403]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.8843348100155,0.19669564860436076,1.673530374378399,-0.673454118919392,0.8537442334873365,0.34824252195005356,0.08551840230168403]",False,internal_nonconvergence+position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0017109504025386378,0.00938082371395649,0.0,native_no_solution,5234166
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,single_gn_k0,1,122,0.02,"[-2.5808788242134333,0.04529988210385024,2.897299999999,-0.5739845017554034,-2.897299999999,2.029832303950535,-1.7648163006722346]","[0.20345807338386102,0.045433628449392,1.1610273074352238]","[[0.34441197335250046,0.8332610360490273,-0.43250021781952736],[-0.9093383559548955,0.18154820955192075,-0.3743581199837129],[-0.2334183947350436,0.5222224558662657,0.8202435977124855]]","[-2.578625057562058,0.03536197734721825,2.897299999999,-0.5578130621809242,-2.897299999999,2.0328716416401473,-1.7683276689601262]",False,position_tolerance,"[""position_tolerance""]",0.001315487164951526,0.004232269771441956,0.37090457739631183,stationary,3969398
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,task_excess_lbfgsb,0,92,0.02,"[1.04314922567869,-0.09323554791816686,1.31235868128526,-0.27639207291618084,1.24807914581819,2.8910227953608167,1.9010086372710033]","[-0.09101722272497764,0.05440755505776958,1.1700380344080805]","[[-0.6417067829243526,-0.6138108189810252,-0.45983549585772626],[0.6954579377154343,-0.7184753330456665,-0.011465281222617855],[-0.32334294737549624,-0.32715359436625757,0.8879301008952031]]","[1.0437377358638134,-0.0987863467611518,1.3250634723005494,-0.27398294776997784,1.253522841747954,2.8889000975836274,1.8805534414507856]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010329944376016272,0.00884442437881593,0.3911127307881015,optimizer_stop,5847274
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,task_excess_lbfgsb,2,103,0.02,"[2.383090583219856,0.08582476231192711,1.876786648618264,-0.6132495902931855,0.9946471231601213,0.3014815256122507,-0.061428397446615664]","[-0.05629312155298431,-0.22965194111559598,0.9239757163836978]","[[0.5136994215206608,-0.7265164816355448,0.4563843843091563],[-0.8568365463972681,-0.46175451678451757,0.2293771980539884],[0.04409123594707085,-0.5088777536314649,-0.8597089011820536]]","[2.4266905832198127,0.08676427474881482,1.840562578063241,-0.6165041190773594,0.9947263367573159,0.3011020058949623,-0.05665632027749998]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010018698603844014,0.008740808912435954,0.9999999999990037,optimizer_stop,5868532
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,trac_task_5ms,0,72,0.02,"[-1.1596914423583489,0.5347010013616842,0.2374599261518166,-0.9565441581215718,2.896360307370011,2.7969032510886227,0.5079093034898639]","[0.37719423030748733,-0.6378831642217682,0.6422111927532251]","[[0.5275670504201451,0.6604035474662989,0.534359580998522],[-0.10416908689423132,0.6745619459455053,-0.7308317059472961],[-0.8431024900014291,0.3298989778343376,0.424670290669419]]","[-1.1596914423583489,0.5347010013616842,0.2374599261518166,-0.9565441581215718,2.896360307370011,2.7969032510886227,0.5079093034898639]",False,internal_nonconvergence+position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.01247223650111845,0.020358198560858017,0.0,native_no_solution,5232153
panda,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,high_curvature,pink_qp,2,105,0.02,"[-0.29890812302948927,0.6501893171993048,0.15842787091403504,-0.06980000000000001,0.37630819867383475,1.0383314852110515,0.27493358057509076]","[0.5386324067017476,-0.0890863944736938,0.8244160345204308]","[[0.91949543392027,-0.13962573615186571,0.36746809494679145],[-0.27315610011680863,-0.8991820107761838,0.34184419911046454],[0.28269045256030595,-0.4147003319272225,-0.86493337473513]]","[-0.29677849720720634,0.6322722729599511,0.11482787091403505,-0.06980000000000001,0.4139754548757427,1.03909267198161,0.2798914939718913]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.001411975557762603,0.014032338823747612,0.9999999999999997,solved,851858
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trajectory_16,near_singular,task_excess_lbfgsb,1,95,0.02,"[-0.9023057935826863,0.8134719921223238,-1.3259167839192565,-0.7109999898385683,1.4743126534264912,3.43558783773271,-2.01777477391792]","[0.05189456430797386,-0.5986320086069956,0.858656741383649]","[[0.9716759980889881,-0.07140874366612485,-0.2252699404398968],[-0.1293179884337966,0.6371880382471801,-0.7597817198262578],[0.1977943694982378,0.7673931164942357,0.6099058879467052]]","[-0.9082431784879492,0.8119824813404265,-1.3207741578694798,-0.7006736151118351,1.4806290819271197,3.4342167616322667,-2.0181013172869724]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010037372375387365,0.008736163035942567,0.23684345703516388,optimizer_stop,5609390
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,task_excess_lbfgsb,0,103,0.02,"[2.383090583219856,0.08582476231192711,1.876786648618264,-0.6132495902931855,0.9946471231601213,0.3014815256122507,-0.061428397446615664]","[-0.05629312155298431,-0.22965194111559598,0.9239757163836978]","[[0.5136994215206608,-0.7265164816355448,0.4563843843091563],[-0.8568365463972681,-0.46175451678451757,0.2293771980539884],[0.04409123594707085,-0.5088777536314649,-0.8597089011820536]]","[2.4266905832198127,0.08676427474881482,1.840562578063241,-0.6165041190773594,0.9947263367573159,0.3011020058949623,-0.05665632027749998]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010018698603844014,0.008740808912435954,0.9999999999990037,optimizer_stop,5942190
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,trac_task_5ms,1,118,0.02,"[-2.394415402848459,0.05188234744135124,2.699803556230105,-0.5753544805611104,-2.8937209700648,2.040971454991871,-1.7536205750159626]","[0.20632262973692753,0.03525518143404408,1.1613151911328798]","[[0.34314723531948527,0.8384203102908017,-0.4234399109489671],[-0.9083471068864108,0.18146809575168435,-0.37679551965933045],[-0.23907218220378795,0.5139267589026018,0.8238469385633389]]","[-2.394415402848459,0.05188234744135124,2.699803556230105,-0.5753544805611104,-2.8937209700648,2.040971454991871,-1.7536205750159626]",False,internal_nonconvergence+position_tolerance,"[""position_tolerance""]",0.003557205892974108,0.005767717104287652,0.0,native_no_solution,5243728
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,task_excess_lbfgsb,0,137,0.02,"[0.5181044808505474,-0.06111740056502055,-0.8730908071745838,-0.5983604548191732,0.9305501432545454,2.019976789404105,-0.39288030725254663]","[0.2863103411414288,-0.09396539228401984,1.1113100102484297]","[[-0.06053825945429687,0.4499179915194937,0.8910156676789187],[-0.1181775607238263,-0.8896052001459888,0.44117644091064273],[0.991145389578951,-0.07859000432803433,0.1070253611818665]]","[0.5184248370172956,-0.058978337996908714,-0.8757685768738573,-0.5982477675382414,0.9377000851427145,2.0179575265648655,-0.3961188532346651]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010003746968101155,0.00872807337420467,0.13671016994587165,optimizer_stop,5952209
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,task_excess_lbfgsb,0,111,0.02,"[-2.152765809025046,-0.037549579148052535,2.181859379465282,-0.4426010797158054,-2.6496443399751066,2.143368996571305,-1.698895760371464]","[0.2118109365186126,0.014907169944241745,1.161415103178401]","[[0.34135365041130333,0.8484296034489575,-0.4045304603392959],[-0.9059410472556872,0.18227990777334147,-0.3821581532813493],[-0.2504965154411268,0.4969318295436379,0.8308491153863414]]","[-2.1509836208468727,-0.04157088943825032,2.183591925233605,-0.4380333424237436,-2.646876611015716,2.140094620059863,-1.7079757906157416]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.001012078183509073,0.008747836047654141,0.17361434501486622,optimizer_stop,6358706
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,task_excess_lbfgsb,1,92,0.02,"[1.04314922567869,-0.09323554791816686,1.31235868128526,-0.27639207291618084,1.24807914581819,2.8910227953608167,1.9010086372710033]","[-0.09101722272497764,0.05440755505776958,1.1700380344080805]","[[-0.6417067829243526,-0.6138108189810252,-0.45983549585772626],[0.6954579377154343,-0.7184753330456665,-0.011465281222617855],[-0.32334294737549624,-0.32715359436625757,0.8879301008952031]]","[1.0437377358638134,-0.0987863467611518,1.3250634723005494,-0.27398294776997784,1.253522841747954,2.8889000975836274,1.8805534414507856]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010329944376016272,0.00884442437881593,0.3911127307881015,optimizer_stop,5933301
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,task_excess_lbfgsb,2,137,0.02,"[0.5181044808505474,-0.06111740056502055,-0.8730908071745838,-0.5983604548191732,0.9305501432545454,2.019976789404105,-0.39288030725254663]","[0.2863103411414288,-0.09396539228401984,1.1113100102484297]","[[-0.06053825945429687,0.4499179915194937,0.8910156676789187],[-0.1181775607238263,-0.8896052001459888,0.44117644091064273],[0.991145389578951,-0.07859000432803433,0.1070253611818665]]","[0.5184248370172956,-0.058978337996908714,-0.8757685768738573,-0.5982477675382414,0.9377000851427145,2.0179575265648655,-0.3961188532346651]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010003746968101155,0.00872807337420467,0.13671016994587165,optimizer_stop,5938683
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,pink_qp,0,122,0.02,"[-2.580960908165891,0.045225535505242616,2.8972999999999995,-0.5738462902928353,-2.8972999999999995,2.0299278701804253,-1.7646994928786397]","[0.20345807338386102,0.045433628449392,1.1610273074352238]","[[0.34441197335250046,0.8332610360490273,-0.43250021781952736],[-0.9093383559548955,0.18154820955192075,-0.3743581199837129],[-0.2334183947350436,0.5222224558662657,0.8202435977124855]]","[-2.578042024040462,0.036008619969428904,2.8972999999999995,-0.5589157909530367,-2.8972999999999995,2.0324139277175353,-1.7685271154541125]",False,position_tolerance,"[""position_tolerance""]",0.0012992839328331773,0.004631253155571994,0.3424426454082252,solved,810302
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,pink_qp,0,122,0.02,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",False,position_tolerance,"[""position_tolerance""]",0.0010549523841012337,0.008031829089156796,0.9999999999999968,solved,844480
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,task_excess_lbfgsb,1,137,0.02,"[0.5181044808505474,-0.06111740056502055,-0.8730908071745838,-0.5983604548191732,0.9305501432545454,2.019976789404105,-0.39288030725254663]","[0.2863103411414288,-0.09396539228401984,1.1113100102484297]","[[-0.06053825945429687,0.4499179915194937,0.8910156676789187],[-0.1181775607238263,-0.8896052001459888,0.44117644091064273],[0.991145389578951,-0.07859000432803433,0.1070253611818665]]","[0.5184248370172956,-0.058978337996908714,-0.8757685768738573,-0.5982477675382414,0.9377000851427145,2.0179575265648655,-0.3961188532346651]",False,position_tolerance+orientation_tolerance,"[""position_tolerance"",""orientation_tolerance""]",0.0010003746968101155,0.00872807337420467,0.13671016994587165,optimizer_stop,5906093
