robot,source_group,method,unique_inputs,stable_three_success,input_ids
panda,frozen_k0_k1_sources,task_excess_isotropic,13,3,"[""016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d"",""155366d9e36c3f00bb36d11c0390273736b0dcdcef6bce568f7f9c1042a2ae95"",""4481318d5ddc42ad85a73ca7db0930f598865b9f9facc5c5befea12352f1e43b"",""5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2"",""5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a"",""5c958deb3dc1f5919302388d58c9a5d961bec7d2f0bb8d7685e59c6d95b72459"",""777cecb834c2d2a97ee11f30726a9c1a3bfdbf129e98653491a9be48b524a07f"",""99596b92d749cfb0d60a69c35f886435bac6c03cd106abd1b9d3ecf6ec5f9596"",""a22d51628b40e5812e67f71d55673cd14a221f59d81c4be6844a498fb5c5660e"",""adfda1919c54d142f754a573fd1aa0b0007fdf9d4871403ca32c2d175c02b7c6"",""cb2737c167ae847af11bc75ead3a073930efac6f76a44fad3cdd855be5fd803a"",""eeeb3d4a230c224f507d58ab1a2cf7380a60fe5bd391ab0cd921f3cfab8c60c7"",""f5bb666660fc518f44cef9187a1158f5e100b99ce44b8bed15a3ce9b6232e076""]"
panda,frozen_k0_k1_sources,point_loop_control,13,0,"[""016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d"",""155366d9e36c3f00bb36d11c0390273736b0dcdcef6bce568f7f9c1042a2ae95"",""4481318d5ddc42ad85a73ca7db0930f598865b9f9facc5c5befea12352f1e43b"",""5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2"",""5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a"",""5c958deb3dc1f5919302388d58c9a5d961bec7d2f0bb8d7685e59c6d95b72459"",""777cecb834c2d2a97ee11f30726a9c1a3bfdbf129e98653491a9be48b524a07f"",""99596b92d749cfb0d60a69c35f886435bac6c03cd106abd1b9d3ecf6ec5f9596"",""a22d51628b40e5812e67f71d55673cd14a221f59d81c4be6844a498fb5c5660e"",""adfda1919c54d142f754a573fd1aa0b0007fdf9d4871403ca32c2d175c02b7c6"",""cb2737c167ae847af11bc75ead3a073930efac6f76a44fad3cdd855be5fd803a"",""eeeb3d4a230c224f507d58ab1a2cf7380a60fe5bd391ab0cd921f3cfab8c60c7"",""f5bb666660fc518f44cef9187a1158f5e100b99ce44b8bed15a3ce9b6232e076""]"
ur5e,all_gn_including_clip_osqp,single_gn_k0,11,1,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6"",""627e5c96e87407119a14e91c76336465ed5c018ce852ee1b241cf08a79550502"",""6a7217fc67b9b7666d71bab36d05ac04297bba7ad75a01c4adcae0a4a9b88de5"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6"",""a7181c0f75cd6931b2b802d28abf86ef7bebfc26248fc62458f9b39c5b23ce06"",""e151f586479c16aa2176b3b307283c59ff0a56b30e9f612130cfe3184a9a803a"",""e3a6c3ac62eaae83cb8a529c34daff20c378b173b9307bcc628ba8730512d8fa"",""ee0ecb2eb3773a23b878ecc7049713169d9807a4f2d86e48059a242608725f29"",""f6f620eab81798b95df8b98f45cf60e2b8b5522631ea729c5f4585b884619b10""]"
ur5e,all_gn_including_clip_osqp,single_gn_k1,11,1,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6"",""627e5c96e87407119a14e91c76336465ed5c018ce852ee1b241cf08a79550502"",""6a7217fc67b9b7666d71bab36d05ac04297bba7ad75a01c4adcae0a4a9b88de5"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6"",""a7181c0f75cd6931b2b802d28abf86ef7bebfc26248fc62458f9b39c5b23ce06"",""e151f586479c16aa2176b3b307283c59ff0a56b30e9f612130cfe3184a9a803a"",""e3a6c3ac62eaae83cb8a529c34daff20c378b173b9307bcc628ba8730512d8fa"",""ee0ecb2eb3773a23b878ecc7049713169d9807a4f2d86e48059a242608725f29"",""f6f620eab81798b95df8b98f45cf60e2b8b5522631ea729c5f4585b884619b10""]"
ur5e,all_gn_including_clip_osqp,task_excess_gn,11,6,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6"",""627e5c96e87407119a14e91c76336465ed5c018ce852ee1b241cf08a79550502"",""6a7217fc67b9b7666d71bab36d05ac04297bba7ad75a01c4adcae0a4a9b88de5"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6"",""a7181c0f75cd6931b2b802d28abf86ef7bebfc26248fc62458f9b39c5b23ce06"",""e151f586479c16aa2176b3b307283c59ff0a56b30e9f612130cfe3184a9a803a"",""e3a6c3ac62eaae83cb8a529c34daff20c378b173b9307bcc628ba8730512d8fa"",""ee0ecb2eb3773a23b878ecc7049713169d9807a4f2d86e48059a242608725f29"",""f6f620eab81798b95df8b98f45cf60e2b8b5522631ea729c5f4585b884619b10""]"
ur5e,all_gn_including_clip_osqp,task_excess_lbfgsb,11,6,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6"",""627e5c96e87407119a14e91c76336465ed5c018ce852ee1b241cf08a79550502"",""6a7217fc67b9b7666d71bab36d05ac04297bba7ad75a01c4adcae0a4a9b88de5"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6"",""a7181c0f75cd6931b2b802d28abf86ef7bebfc26248fc62458f9b39c5b23ce06"",""e151f586479c16aa2176b3b307283c59ff0a56b30e9f612130cfe3184a9a803a"",""e3a6c3ac62eaae83cb8a529c34daff20c378b173b9307bcc628ba8730512d8fa"",""ee0ecb2eb3773a23b878ecc7049713169d9807a4f2d86e48059a242608725f29"",""f6f620eab81798b95df8b98f45cf60e2b8b5522631ea729c5f4585b884619b10""]"
ur5e,all_gn_including_clip_osqp,task_excess_isotropic,11,6,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6"",""627e5c96e87407119a14e91c76336465ed5c018ce852ee1b241cf08a79550502"",""6a7217fc67b9b7666d71bab36d05ac04297bba7ad75a01c4adcae0a4a9b88de5"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6"",""a7181c0f75cd6931b2b802d28abf86ef7bebfc26248fc62458f9b39c5b23ce06"",""e151f586479c16aa2176b3b307283c59ff0a56b30e9f612130cfe3184a9a803a"",""e3a6c3ac62eaae83cb8a529c34daff20c378b173b9307bcc628ba8730512d8fa"",""ee0ecb2eb3773a23b878ecc7049713169d9807a4f2d86e48059a242608725f29"",""f6f620eab81798b95df8b98f45cf60e2b8b5522631ea729c5f4585b884619b10""]"
ur5e,all_gn_including_clip_osqp,point_loop_control,11,1,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6"",""627e5c96e87407119a14e91c76336465ed5c018ce852ee1b241cf08a79550502"",""6a7217fc67b9b7666d71bab36d05ac04297bba7ad75a01c4adcae0a4a9b88de5"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6"",""a7181c0f75cd6931b2b802d28abf86ef7bebfc26248fc62458f9b39c5b23ce06"",""e151f586479c16aa2176b3b307283c59ff0a56b30e9f612130cfe3184a9a803a"",""e3a6c3ac62eaae83cb8a529c34daff20c378b173b9307bcc628ba8730512d8fa"",""ee0ecb2eb3773a23b878ecc7049713169d9807a4f2d86e48059a242608725f29"",""f6f620eab81798b95df8b98f45cf60e2b8b5522631ea729c5f4585b884619b10""]"
ur5e,frozen_k0_k1_sources,single_gn_k0,3,0,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6""]"
ur5e,frozen_k0_k1_sources,single_gn_k1,3,0,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6""]"
ur5e,frozen_k0_k1_sources,task_excess_gn,3,1,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6""]"
ur5e,frozen_k0_k1_sources,task_excess_lbfgsb,3,1,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6""]"
ur5e,frozen_k0_k1_sources,task_excess_isotropic,3,1,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6""]"
ur5e,frozen_k0_k1_sources,point_loop_control,3,0,"[""051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b"",""6b6aaf1e1768445f8c978d98191ac18f2fdd9339e124c9caf1411cec09edf352"",""94df3da8818589a2259a85811e69046fb88819748d2f5675d92475eea5c7c7c6""]"
